step,eval/episode_success_any,training/actor_loss,_timestamp,training/entropy,eval/episode_reward,eval/episode_reward_dist,training/log_alpha,eval/episode_dist,training/critic_loss,eval/episode_reward_ctrl,eval/episode_reward_near,_step,render,eval/episode_success,eval/episode_reward_survive,eval/episode_success_hard,eval/episode_success_easy,training/sps,_runtime,training/alpha_loss
3364864.0,0.859375,-2.3930776119232178,1774125131.550971,0.0,540.583984375,-74.01016235351562,0.0,74.01016235351562,1.037191390991211,0.0,0.0,3364864.0,,540.583984375,0.0,0.0,0.0,51311.79971346567,120.245870819,0.0
3618816.0,0.8828125,-3.3768770694732666,1774125152.09492,0.0,582.3447265625,-65.3410415649414,0.0,65.3410415649414,1.2921860218048096,0.0,0.0,3618816.0,"{'path': 'media/html/render_3618816_51387d09ee52caf749bb.html', 'size': 849261, '_type': 'html-file', 'sha256': '51387d09ee52caf749bb4215c12837408fcd5714dcc2f9c5c88965005135c3ca'}",582.3447265625,0.0,0.0,0.0,51257.47401402503,135.113094077,0.0
3872768.0,0.837890625,-4.503925323486328,1774125152.262034,0.0,583.6181640625,-59.53478240966797,0.0,59.53478240966797,1.5451277494430542,0.0,0.0,3872768.0,,583.6181640625,0.0,0.0,0.0,51240.79520185153,140.986967145,0.0
4126720.0,0.7841796875,-5.919584274291992,1774125157.968315,0.0,567.537109375,-68.32408142089844,0.0,68.32408142089844,1.788154125213623,0.0,0.0,4126720.0,,567.537109375,0.0,0.0,0.0,51000.93078546992,146.703947669,0.0
4380672.0,0.76953125,-7.50776481628418,1774125163.6846647,0.0,559.3271484375,-70.5397720336914,0.0,70.5397720336914,2.043182611465454,0.0,0.0,4380672.0,,559.3271484375,0.0,0.0,0.0,50839.031754685915,152.38568785,0.0
4634624.0,0.8876953125,-9.359872817993164,1774125169.3670025,0.0,677.7607421875,-50.62382125854492,0.0,50.62382125854492,2.2241785526275635,0.0,0.0,4634624.0,,677.7607421875,0.0,0.0,0.0,51210.611585688595,158.08150395,0.0
4888576.0,0.8828125,-10.284268379211426,1774125190.4184802,0.0,702.919921875,-51.351776123046875,0.0,51.351776123046875,2.353337287902832,0.0,0.0,4888576.0,"{'path': 'media/html/render_4888576_1d34392c107c2c65a679.html', 'size': 847549, '_type': 'html-file', 'sha256': '1d34392c107c2c65a679cba3e958be47a0b1247b466caabf93327f267c085283'}",702.919921875,0.0,0.0,0.0,51046.28962247043,173.436668298,0.0
5142528.0,0.8720703125,-11.68514633178711,1774125190.5944307,0.0,750.2578125,-45.490478515625,0.0,45.490478515625,2.496807813644409,0.0,0.0,5142528.0,,750.2578125,0.0,0.0,0.0,50838.04418222224,179.316469047,0.0
5396480.0,0.8251953125,-13.465749740600586,1774125196.2973907,0.0,679.8056640625,-50.52228546142578,0.0,50.52228546142578,2.612624168395996,0.0,0.0,5396480.0,,679.8056640625,0.0,0.0,0.0,51010.57115924939,185.012960759,0.0
5650432.0,0.8525390625,-14.616178512573242,1774125201.9936872,0.0,757.1865234375,-41.79117202758789,0.0,41.79117202758789,2.7565011978149414,0.0,0.0,5650432.0,,757.1865234375,0.0,0.0,0.0,51057.3103166885,190.700538521,0.0
5904384.0,0.861328125,-16.250808715820312,1774125207.6818783,0.0,781.513671875,-39.31943130493164,0.0,39.31943130493164,2.8578319549560547,0.0,0.0,5904384.0,,781.513671875,0.0,0.0,0.0,51119.52788455756,196.384876288,0.0
6158336.0,0.875,-16.831119537353516,1774125228.6822515,0.0,791.658203125,-39.00786209106445,0.0,39.00786209106445,2.920286178588867,0.0,0.0,6158336.0,"{'_type': 'html-file', 'sha256': 'f2cf51ea0836b127ea40c03cbb6884f555ae6de92e217038b021af2b5eb7fb1f', 'path': 'media/html/render_6158336_f2cf51ea0836b127ea40.html', 'size': 878405}",791.658203125,0.0,0.0,0.0,51167.36415251042,211.700380099,0.0
6412288.0,0.880859375,-17.279277801513672,1774125228.8435948,0.0,792.734375,-38.95761489868164,0.0,38.95761489868164,2.9935944080352783,0.0,0.0,6412288.0,,792.734375,0.0,0.0,0.0,51060.25715206654,217.54591724,0.0
6666240.0,0.8818359375,-17.94216537475586,1774125234.5271764,0.0,808.419921875,-37.367942810058594,0.0,37.367942810058594,2.9569923877716064,0.0,0.0,6666240.0,,808.419921875,0.0,0.0,0.0,51234.32288095356,223.20784438,0.0
6920192.0,0.8505859375,-18.224180221557617,1774125240.18887,0.0,759.5693359375,-45.42011642456055,0.0,45.42011642456055,3.0131781101226807,0.0,0.0,6920192.0,,759.5693359375,0.0,0.0,0.0,51408.09569326263,228.870278975,0.0
7174144.0,0.8671875,-18.901464462280273,1774125245.8516653,0.0,797.8330078125,-40.885337829589844,0.0,40.885337829589844,3.0046167373657227,0.0,0.0,7174144.0,,797.8330078125,0.0,0.0,0.0,51410.251895452544,234.530613598,0.0
7428096.0,0.853515625,-19.86258316040039,1774125266.1590424,0.0,782.0673828125,-43.16230010986328,0.0,43.16230010986328,3.0963029861450195,0.0,0.0,7428096.0,"{'_type': 'html-file', 'sha256': '52e4bec429e817a61e03dd2b40db8d5e3a5ce8a2c6480396c78ee628b57b65fe', 'path': 'media/html/render_7428096_52e4bec429e817a61e03.html', 'size': 873849}",782.0673828125,0.0,0.0,0.0,51408.66636208761,249.177204247,0.0
7682048.0,0.8828125,-20.35647964477539,1774125266.3214817,0.0,801.1201171875,-42.12882614135742,0.0,42.12882614135742,3.1047887802124023,0.0,0.0,7682048.0,,801.1201171875,0.0,0.0,0.0,51340.48678628885,255.025480031,0.0
7936000.0,0.9052734375,-20.836200714111328,1774125272.0068007,0.0,810.5654296875,-43.119991302490234,0.0,43.119991302490234,3.1751177310943604,0.0,0.0,7936000.0,,810.5654296875,0.0,0.0,0.0,51196.190114670804,260.717121438,0.0
8189952.0,0.9130859375,-20.96074676513672,1774125277.6983056,0.0,823.2705078125,-41.134193420410156,0.0,41.134193420410156,3.197955369949341,0.0,0.0,8189952.0,,823.2705078125,0.0,0.0,0.0,51102.80876678248,266.390124848,0.0
8443904.0,0.9326171875,-21.143375396728516,1774125283.3710837,0.0,852.0205078125,-35.67876052856445,0.0,35.67876052856445,3.241453170776367,0.0,0.0,8443904.0,,852.0205078125,0.0,0.0,0.0,51290.05166930849,272.062507951,0.0
8697856.0,0.9853515625,-22.57160186767578,1774125303.7094638,0.0,889.607421875,-34.94219970703125,0.0,34.94219970703125,3.268796443939209,0.0,0.0,8697856.0,"{'path': 'media/html/render_8697856_81630c7a29565efd3c1d.html', 'size': 849457, '_type': 'html-file', 'sha256': '81630c7a29565efd3c1da3688cb09850690f51cf4d967fb2b99c3e91c5d2ca06'}",889.607421875,0.0,0.0,0.0,51292.469678217676,286.727614346,0.0
8951808.0,0.9365234375,-22.873395919799805,1774125303.8775842,0.0,833.6962890625,-38.461875915527344,0.0,38.461875915527344,3.318171739578247,0.0,0.0,8951808.0,,833.6962890625,0.0,0.0,0.0,51363.3797959202,292.579379025,0.0
9205760.0,0.9169921875,-23.14350128173828,1774125309.5606515,0.0,854.3662109375,-36.40707778930664,0.0,36.40707778930664,3.3410584926605225,0.0,0.0,9205760.0,,854.3662109375,0.0,0.0,0.0,51240.55609617457,298.255750953,0.0
9459712.0,0.9453125,-24.092639923095703,1774125315.2371037,0.0,881.873046875,-32.211875915527344,0.0,32.211875915527344,3.341533899307251,0.0,0.0,9459712.0,,881.873046875,0.0,0.0,0.0,51245.15125979184,303.930177039,0.0
9713664.0,0.9560546875,-24.69917869567871,1774125320.9110997,0.0,873.083984375,-34.89379119873047,0.0,34.89379119873047,3.3696906566619873,0.0,0.0,9713664.0,,873.083984375,0.0,0.0,0.0,51285.826258286834,309.594338152,0.0
9967616.0,0.9716796875,-24.828907012939453,1774125341.4110243,0.0,914.0673828125,-31.870119094848633,0.0,31.870119094848633,3.4058384895324707,0.0,0.0,9967616.0,"{'sha256': '7591eba5aefdd8ecec474bbd285bfb6f834d49d4bf9e38f6157e4ba909de7adc', 'path': 'media/html/render_9967616_7591eba5aefdd8ecec47.html', 'size': 844337, '_type': 'html-file'}",914.0673828125,0.0,0.0,0.0,51371.89406089098,324.429183131,0.0
10221568.0,0.9912109375,-25.584653854370117,1774125341.576955,0.0,900.4296875,-33.44176483154297,0.0,33.44176483154297,3.4819161891937256,0.0,0.0,10221568.0,,900.4296875,0.0,0.0,0.0,51525.86178177628,330.283843712,0.0
10475520.0,0.970703125,-26.205726623535156,1774125347.26515,0.0,913.75,-35.17073059082031,0.0,35.17073059082031,3.4873721599578857,0.0,0.0,10475520.0,,913.75,0.0,0.0,0.0,51174.31128637188,335.967641444,0.0
10729472.0,0.9833984375,-26.94309425354004,1774125352.9489038,0.0,929.2529296875,-31.711454391479492,0.0,31.711454391479492,3.474351644515991,0.0,0.0,10729472.0,,929.2529296875,0.0,0.0,0.0,51183.15895217402,341.660593,0.0
10983424.0,0.9951171875,-28.399124145507812,1774125358.6418774,0.0,931.4326171875,-30.11422348022461,0.0,30.11422348022461,3.513291358947754,0.0,0.0,10983424.0,,931.4326171875,0.0,0.0,0.0,51074.682950949595,347.345765132,0.0
11237376.0,0.96875,-29.64152717590332,1774125379.4180431,0.0,909.3681640625,-32.57231903076172,0.0,32.57231903076172,3.5206737518310547,0.0,0.0,11237376.0,"{'size': 861065, '_type': 'html-file', 'sha256': '8e6d29ac08c9a8b5b5b0886a670eab37d04535dab883a5380b5dadd9a2ec6772', 'path': 'media/html/render_11237376_8e6d29ac08c9a8b5b5b0.html'}",909.3681640625,0.0,0.0,0.0,51159.82916148797,362.436209258,0.0
11491328.0,0.9951171875,-30.855249404907227,1774125379.6052363,0.0,942.5830078125,-31.59164047241211,0.0,31.59164047241211,3.5229623317718506,0.0,0.0,11491328.0,,942.5830078125,0.0,0.0,0.0,51168.04747410245,368.325056641,0.0
11745280.0,0.990234375,-32.4627571105957,1774125385.306192,0.0,946.375,-29.108394622802734,0.0,29.108394622802734,3.511486530303955,0.0,0.0,11745280.0,,946.375,0.0,0.0,0.0,51054.633005387244,374.007535642,0.0
11999232.0,0.9921875,-33.4846305847168,1774125390.988805,0.0,934.2392578125,-30.514965057373047,0.0,30.514965057373047,3.5357491970062256,0.0,0.0,11999232.0,,934.2392578125,0.0,0.0,0.0,51178.36342286476,379.693679659,0.0
12253184.0,0.9990234375,-34.573734283447266,1774125396.6748476,0.0,944.7373046875,-29.881196975708008,0.0,29.881196975708008,3.5535717010498047,0.0,0.0,12253184.0,,944.7373046875,0.0,0.0,0.0,51151.15168082007,385.385701295,0.0
12507136.0,0.998046875,-35.8827018737793,1774125417.8296432,0.0,948.8818359375,-28.938541412353516,0.0,28.938541412353516,3.521289348602295,0.0,0.0,12507136.0,"{'path': 'media/html/render_12507136_88589461cd19e6fd6df2.html', 'size': 844601, '_type': 'html-file', 'sha256': '88589461cd19e6fd6df2aebf7efc822a6d4754aae1b8fb6e2ed99b8125f0928a'}",948.8818359375,0.0,0.0,0.0,51076.052013420966,400.847765734,0.0
12761088.0,0.9990234375,-36.48971939086914,1774125418.0074294,0.0,942.3896484375,-30.151628494262695,0.0,30.151628494262695,3.549386501312256,0.0,0.0,12761088.0,,942.3896484375,0.0,0.0,0.0,51109.94683778428,406.759322636,0.0
13015040.0,1.0,-37.37905502319336,1774125423.7405665,0.0,951.8818359375,-27.69248390197754,0.0,27.69248390197754,3.5434372425079346,0.0,0.0,13015040.0,,951.8818359375,0.0,0.0,0.0,50738.77697580658,412.462680752,0.0
13268992.0,1.0,-37.83253479003906,1774125429.4440174,0.0,954.75,-28.70986557006836,0.0,28.70986557006836,3.5778677463531494,0.0,0.0,13268992.0,,954.75,0.0,0.0,0.0,50985.54109810737,418.165296572,0.0
13522944.0,1.0,-38.1679801940918,1774125435.1465073,0.0,948.3095703125,-31.040346145629883,0.0,31.040346145629883,3.530475378036499,0.0,0.0,13522944.0,,948.3095703125,0.0,0.0,0.0,50978.04004072301,423.867942499,0.0
13776896.0,0.990234375,-38.777610778808594,1774125455.6937647,0.0,953.662109375,-28.758464813232422,0.0,28.758464813232422,3.585127115249634,0.0,0.0,13776896.0,"{'path': 'media/html/render_13776896_eb59221a35f4190d6465.html', 'size': 883753, '_type': 'html-file', 'sha256': 'eb59221a35f4190d6465b9e7105bee219be1b530254b5e65f009f7f7748d7134'}",953.662109375,0.0,0.0,0.0,50998.288684418374,438.71191713,0.0
14030848.0,0.990234375,-39.017616271972656,1774125455.8623338,0.0,929.49609375,-31.907611846923828,0.0,31.907611846923828,3.5874431133270264,0.0,0.0,14030848.0,,929.49609375,0.0,0.0,0.0,50949.30073604306,444.568822513,0.0
14284800.0,0.96875,-39.36398696899414,1774125461.5499752,0.0,908.0986328125,-30.817649841308594,0.0,30.817649841308594,3.6146838665008545,0.0,0.0,14284800.0,,908.0986328125,0.0,0.0,0.0,51196.529697491365,450.251728268,0.0
14538752.0,0.97265625,-39.85286331176758,1774125467.2330062,0.0,921.67578125,-31.804439544677734,0.0,31.804439544677734,3.647473096847534,0.0,0.0,14538752.0,,921.67578125,0.0,0.0,0.0,51172.82631935601,455.924014661,0.0
14792704.0,0.9794921875,-40.33759307861328,1774125472.9053037,0.0,933.572265625,-30.600894927978516,0.0,30.600894927978516,3.6552820205688477,0.0,0.0,14792704.0,,933.572265625,0.0,0.0,0.0,51295.02624813582,461.590341873,0.0
15046656.0,0.9638671875,-40.611812591552734,1774125493.341624,0.0,926.5986328125,-31.107391357421875,0.0,31.107391357421875,3.7176830768585205,0.0,0.0,15046656.0,"{'path': 'media/html/render_15046656_ec5ba5b17fa57dff7931.html', 'size': 866893, '_type': 'html-file', 'sha256': 'ec5ba5b17fa57dff7931f6bb81e930c456318ac570649e5b28fb05b89a8f7477'}",926.5986328125,0.0,0.0,0.0,51348.54046114634,476.359769265,0.0
15300608.0,0.9873046875,-41.05339050292969,1774125493.499069,0.0,945.0478515625,-31.655317306518555,0.0,31.655317306518555,3.7457211017608643,0.0,0.0,15300608.0,,945.0478515625,0.0,0.0,0.0,51189.244419834395,482.20303096,0.0
15554560.0,0.9970703125,-41.13018798828125,1774125499.1843834,0.0,923.1201171875,-33.5302619934082,0.0,33.5302619934082,3.7458629608154297,0.0,0.0,15554560.0,,923.1201171875,0.0,0.0,0.0,51171.52089801524,487.895361601,0.0
15808512.0,0.9765625,-41.51542282104492,1774125504.876606,0.0,927.345703125,-31.893367767333984,0.0,31.893367767333984,3.7668590545654297,0.0,0.0,15808512.0,,927.345703125,0.0,0.0,0.0,51120.67853853911,493.581649221,0.0
16062464.0,1.0,-41.8023796081543,1774125510.5629232,0.0,966.26953125,-28.310157775878906,0.0,28.310157775878906,3.8205387592315674,0.0,0.0,16062464.0,,966.26953125,0.0,0.0,0.0,51144.122426851165,499.271788429,0.0
16316416.0,0.9833984375,-41.911415100097656,1774125531.7094774,0.0,938.6845703125,-28.98693084716797,0.0,28.98693084716797,3.8036980628967285,0.0,0.0,16316416.0,"{'path': 'media/html/render_16316416_e3e2f6054fe5d724a110.html', 'size': 883253, '_type': 'html-file', 'sha256': 'e3e2f6054fe5d724a1106ab2a2183aa3650bff9906496cc33a3881c799c985c8'}",938.6845703125,0.0,0.0,0.0,51117.334670544886,514.727703432,0.0
16570368.0,0.9990234375,-42.03111267089844,1774125531.8746238,0.0,964.8984375,-29.497432708740234,0.0,29.497432708740234,3.821908712387085,0.0,0.0,16570368.0,,964.8984375,0.0,0.0,0.0,51163.31375753441,520.599789379,0.0
16824320.0,0.9970703125,-42.15326690673828,1774125537.5809648,0.0,948.8828125,-29.410175323486328,0.0,29.410175323486328,3.8310797214508057,0.0,0.0,16824320.0,,948.8828125,0.0,0.0,0.0,50967.66323227098,526.310757637,0.0
17078272.0,0.9990234375,-42.36259460449219,1774125543.2920427,0.0,967.224609375,-27.851909637451172,0.0,27.851909637451172,3.8597359657287598,0.0,0.0,17078272.0,,967.224609375,0.0,0.0,0.0,50921.343594807666,532.01797604,0.0
17332224.0,1.0,-42.562259674072266,1774125548.9992616,0.0,961.310546875,-28.83765411376953,0.0,28.83765411376953,3.8854258060455322,0.0,0.0,17332224.0,,961.310546875,0.0,0.0,0.0,50945.54795138661,537.721943986,0.0
17586176.0,0.9716796875,-42.681766510009766,1774125569.9258082,0.0,920.9697265625,-31.1276798248291,0.0,31.1276798248291,3.8904221057891846,0.0,0.0,17586176.0,"{'path': 'media/html/render_17586176_c9c7cec82a3d3a7bbf22.html', 'size': 860961, '_type': 'html-file', 'sha256': 'c9c7cec82a3d3a7bbf221a8100431786e2494118c41fc84fbc9bbe5e69cf63f1'}",920.9697265625,0.0,0.0,0.0,50964.56857075201,552.944106683,0.0
17840128.0,1.0,-42.80405807495117,1774125570.1040633,0.0,966.169921875,-28.78317642211914,0.0,28.78317642211914,3.911532163619995,0.0,0.0,17840128.0,,966.169921875,0.0,0.0,0.0,50928.27521483049,558.824674191,0.0
18094080.0,0.9951171875,-42.78288269042969,1774125575.8058305,0.0,957.7275390625,-29.722793579101562,0.0,29.722793579101562,3.9130632877349854,0.0,0.0,18094080.0,,957.7275390625,0.0,0.0,0.0,50997.21434084224,564.547933746,0.0
18348032.0,1.0,-42.916656494140625,1774125581.5291395,0.0,968.7412109375,-27.184051513671875,0.0,27.184051513671875,3.9096641540527344,0.0,0.0,18348032.0,,968.7412109375,0.0,0.0,0.0,50806.15433834373,570.260014067,0.0
18601984.0,0.9892578125,-43.03762435913086,1774125587.2409854,0.0,947.0859375,-31.111703872680664,0.0,31.111703872680664,3.928701162338257,0.0,0.0,18601984.0,,947.0859375,0.0,0.0,0.0,50887.2875171314,575.968809958,0.0
18855936.0,1.0,-43.20417404174805,1774125608.6578143,0.0,966.8896484375,-27.453636169433594,0.0,27.453636169433594,3.933527708053589,0.0,0.0,18855936.0,"{'sha256': 'a8472e4bdf4149ad87dd0624fea8d76b4dcde19f5e50b2bf48463e675fda8f76', 'path': 'media/html/render_18855936_a8472e4bdf4149ad87dd.html', 'size': 873733, '_type': 'html-file'}",966.8896484375,0.0,0.0,0.0,50923.62714457102,591.675978507,0.0
19109888.0,0.9990234375,-43.423675537109375,1774125608.827477,0.0,955.6943359375,-28.38297462463379,0.0,28.38297462463379,3.9756202697753906,0.0,0.0,19109888.0,,955.6943359375,0.0,0.0,0.0,50910.790315691745,597.565440623,0.0
19363840.0,1.0,-43.46769714355469,1774125614.5466487,0.0,965.4794921875,-27.59899139404297,0.0,27.59899139404297,3.9779157638549805,0.0,0.0,19363840.0,,965.4794921875,0.0,0.0,0.0,50843.51877710372,603.265721964,0.0
19617792.0,1.0,-43.56563186645508,1774125620.2470384,0.0,962.6123046875,-27.112808227539062,0.0,27.112808227539062,3.9768433570861816,0.0,0.0,19617792.0,,962.6123046875,0.0,0.0,0.0,51017.12146253899,608.975165955,0.0
19871744.0,0.986328125,-43.68597412109375,1774125625.9563441,0.0,948.6005859375,-27.67186737060547,0.0,27.67186737060547,3.997922897338867,0.0,0.0,19871744.0,,948.6005859375,0.0,0.0,0.0,50926.607265927596,614.676217936,0.0
20125696.0,0.9990234375,-43.76995849609375,1774125646.8870203,0.0,959.4228515625,-26.479488372802734,0.0,26.479488372802734,3.990309715270996,0.0,0.0,20125696.0,"{'sha256': 'eea47f08678a532150b8eb90c65f5b4daa1081b48d2c37accb856811ebfbf07b', 'path': 'media/html/render_20125696_eea47f08678a532150b8.html', 'size': 853365, '_type': 'html-file'}",959.4228515625,0.0,0.0,0.0,50984.10855261631,629.905226718,0.0
20379648.0,1.0,-43.88381576538086,1774125647.074513,0.0,958.7119140625,-30.87157440185547,0.0,30.87157440185547,3.997755527496338,0.0,0.0,20379648.0,,958.7119140625,0.0,0.0,0.0,51041.24576779861,635.816603338,0.0
20633600.0,1.0,-43.93642807006836,1774125652.7977314,0.0,968.302734375,-26.861391067504883,0.0,26.861391067504883,4.0129899978637695,0.0,0.0,20633600.0,,968.302734375,0.0,0.0,0.0,50782.99982836363,641.526738239,0.0
20887552.0,0.9892578125,-43.93850326538086,1774125658.5081308,0.0,954.0341796875,-28.043310165405273,0.0,28.043310165405273,4.004117965698242,0.0,0.0,20887552.0,,954.0341796875,0.0,0.0,0.0,50928.39696720416,647.23203127,0.0
21141504.0,0.9990234375,-44.08164596557617,1774125664.2133195,0.0,966.22265625,-28.17922592163086,0.0,28.17922592163086,4.015244483947754,0.0,0.0,21141504.0,,966.22265625,0.0,0.0,0.0,50947.09286201477,652.942640293,0.0
21395456.0,1.0,-44.12553405761719,1774125684.9124043,0.0,968.2353515625,-29.19274139404297,0.0,29.19274139404297,4.020410537719727,0.0,0.0,21395456.0,"{'path': 'media/html/render_21395456_f14d4491031bba07e74d.html', 'size': 881645, '_type': 'html-file', 'sha256': 'f14d4491031bba07e74d4ff93e2c9d224da360b7b8da3b52cc028d9f21cb0f79'}",968.2353515625,0.0,0.0,0.0,50908.28893431693,667.930577363,0.0
21649408.0,0.998046875,-44.206321716308594,1774125685.0700936,0.0,968.3369140625,-26.524478912353516,0.0,26.524478912353516,4.03347110748291,0.0,0.0,21649408.0,,968.3369140625,0.0,0.0,0.0,50970.49972573168,673.789450755,0.0
21903360.0,0.998046875,-44.27094650268555,1774125690.7706816,0.0,961.0341796875,-31.677003860473633,0.0,31.677003860473633,4.025869369506836,0.0,0.0,21903360.0,,961.0341796875,0.0,0.0,0.0,51040.436202107594,679.472875729,0.0
22157312.0,1.0,-44.236305236816406,1774125696.4540908,0.0,964.1044921875,-28.949766159057617,0.0,28.949766159057617,4.024074077606201,0.0,0.0,22157312.0,,964.1044921875,0.0,0.0,0.0,51166.65627025208,685.189912286,0.0
22411264.0,1.0,-44.196659088134766,1774125702.171092,0.0,935.2724609375,-30.547163009643555,0.0,30.547163009643555,4.014122486114502,0.0,0.0,22411264.0,,935.2724609375,0.0,0.0,0.0,51082.66324233028,690.87201295,0.0
22665216.0,0.998046875,-44.1713752746582,1774125722.8887608,0.0,959.982421875,-27.468992233276367,0.0,27.468992233276367,4.025765419006348,0.0,0.0,22665216.0,"{'path': 'media/html/render_22665216_5052ff2c8f536d5a3478.html', 'size': 875213, '_type': 'html-file', 'sha256': '5052ff2c8f536d5a3478a7dcc2da00677c78893ce645986d60484d048bca0fc2'}",959.982421875,0.0,0.0,0.0,51188.43015255821,705.906880452,0.0
22919168.0,0.99609375,-44.2074089050293,1774125723.043798,0.0,964.638671875,-29.633956909179688,0.0,29.633956909179688,4.0195417404174805,0.0,0.0,22919168.0,,964.638671875,0.0,0.0,0.0,51101.29607548595,711.745121954,0.0
23173120.0,1.0,-44.2299690246582,1774125728.726563,0.0,968.1298828125,-28.551513671875,0.0,28.551513671875,4.037779808044434,0.0,0.0,23173120.0,,968.1298828125,0.0,0.0,0.0,51208.77983744469,717.431543451,0.0
23427072.0,1.0,-44.33668518066406,1774125734.4128683,0.0,971.80078125,-28.531723022460938,0.0,28.531723022460938,4.044887065887451,0.0,0.0,23427072.0,,971.80078125,0.0,0.0,0.0,51145.094912864304,723.123183853,0.0
23681024.0,1.0,-44.371910095214844,1774125740.1045992,0.0,972.3740234375,-26.043222427368164,0.0,26.043222427368164,4.036945343017578,0.0,0.0,23681024.0,,972.3740234375,0.0,0.0,0.0,51083.880835662996,728.819336445,0.0
23934976.0,1.0,-44.43503952026367,1774125760.1453161,0.0,959.1328125,-28.81049346923828,0.0,28.81049346923828,4.046563148498535,0.0,0.0,23934976.0,"{'path': 'media/html/render_23934976_2ff160dacd9486d31119.html', 'size': 875513, '_type': 'html-file', 'sha256': '2ff160dacd9486d31119c3e082a7f912f2dcf20916cedf9303ae1ebe5f75681d'}",959.1328125,0.0,0.0,0.0,51088.47734486774,743.163500632,0.0
24188928.0,0.9951171875,-44.44293212890625,1774125760.316421,0.0,965.3623046875,-27.9663028717041,0.0,27.9663028717041,4.059785842895508,0.0,0.0,24188928.0,,965.3623046875,0.0,0.0,0.0,51184.80193503821,749.041122475,0.0
24442880.0,0.9990234375,-44.48430633544922,1774125766.022206,0.0,970.6240234375,-25.78237533569336,0.0,25.78237533569336,4.043388366699219,0.0,0.0,24442880.0,,970.6240234375,0.0,0.0,0.0,50985.33365467862,754.730980143,0.0
24696832.0,1.0,-44.47510528564453,1774125771.7120714,0.0,970.419921875,-29.669761657714844,0.0,29.669761657714844,4.051495552062988,0.0,0.0,24696832.0,,970.419921875,0.0,0.0,0.0,51113.360869572934,760.434629891,0.0
24950784.0,1.0,-44.43761444091797,1774125777.4157612,0.0,964.892578125,-28.406177520751953,0.0,28.406177520751953,4.0472493171691895,0.0,0.0,24950784.0,,964.892578125,0.0,0.0,0.0,50963.75412026257,766.132365763,0.0
