eval/episode_reward_dist,eval/episode_reward_near,training/alpha_loss,training/critic_loss,eval/episode_dist,_step,training/actor_loss,eval/episode_success_easy,eval/episode_reward,training/entropy,eval/episode_reward_ctrl,training/log_alpha,_runtime,render,eval/episode_success_hard,eval/episode_reward_survive,eval/episode_success,step,_timestamp,eval/episode_success_any,training/sps
-53.718170166015625,0.0,0.0,1.9252803325653076,53.718170166015625,5142528.0,-12.74594783782959,0.0,720.4755859375,0.0,0.0,0.0,181.160592388,,0.0,0.0,720.4755859375,5142528.0,1774120451.6015484,0.93359375,50976.79821134762
-50.883155822753906,0.0,0.0,2.0675909519195557,50.883155822753906,5396480.0,-14.323729515075684,0.0,737.173828125,0.0,0.0,0.0,186.844664248,,0.0,0.0,737.173828125,5396480.0,1774120457.2988737,0.9326171875,51076.19896545406
-49.513954162597656,0.0,0.0,2.1893813610076904,49.513954162597656,5650432.0,-15.149269104003906,0.0,767.5048828125,0.0,0.0,0.0,192.532804183,,0.0,0.0,767.5048828125,5650432.0,1774120462.982882,0.90625,51173.00824776849
-39.11527633666992,0.0,0.0,2.272453784942627,39.11527633666992,5904384.0,-16.478059768676758,0.0,850.396484375,0.0,0.0,0.0,198.222675737,,0.0,0.0,850.396484375,5904384.0,1774120468.671099,0.9521484375,51116.439284921085
-38.36058044433594,0.0,0.0,2.342897415161133,38.36058044433594,6158336.0,-17.16536521911621,0.0,875.166015625,0.0,0.0,0.0,213.245783885,"{'path': 'media/html/render_6158336_8e58587e854f81679209.html', 'size': 886865, '_type': 'html-file', 'sha256': '8e58587e854f8167920927592afe1351453ba49e84bc996b0a1cd992b7a056d0'}",0.0,0.0,875.166015625,6158336.0,1774120489.3845513,0.984375,51129.01926146719
-36.21272277832031,0.0,0.0,2.50378680229187,36.21272277832031,6412288.0,-18.587696075439453,0.0,883.0068359375,0.0,0.0,0.0,219.118395108,,0.0,0.0,883.0068359375,6412288.0,1774120489.556677,0.9814453125,51057.941752777704
-33.36600875854492,0.0,0.0,2.583021640777588,33.36600875854492,6666240.0,-19.550106048583984,0.0,918.6875,0.0,0.0,0.0,224.801208811,,0.0,0.0,918.6875,6666240.0,1774120495.256184,0.986328125,51059.295232360244
-35.500144958496094,0.0,0.0,2.6475861072540283,35.500144958496094,6920192.0,-20.635635375976562,0.0,921.2255859375,0.0,0.0,0.0,230.492867217,,0.0,0.0,921.2255859375,6920192.0,1774120500.9394865,0.986328125,51179.68394819798
-31.016979217529297,0.0,0.0,2.7683117389678955,31.016979217529297,7174144.0,-21.727937698364258,0.0,918.970703125,0.0,0.0,0.0,236.180626065,,0.0,0.0,918.970703125,7174144.0,1774120506.6307464,0.96875,51095.51091884883
-34.84735107421875,0.0,0.0,2.901467800140381,34.84735107421875,7428096.0,-22.607601165771484,0.0,871.982421875,0.0,0.0,0.0,251.583596066,"{'path': 'media/html/render_7428096_a58639ce78a73f4a23e0.html', 'size': 874653, '_type': 'html-file', 'sha256': 'a58639ce78a73f4a23e0458f8b031d7f12c35124bbab7a00137b3d2c3192920f'}",0.0,0.0,871.982421875,7428096.0,1774120527.7223892,0.951171875,51126.81541670788
-36.89094924926758,0.0,0.0,2.971998929977417,36.89094924926758,7682048.0,-23.754806518554688,0.0,904.09375,0.0,0.0,0.0,257.472979761,,0.0,0.0,904.09375,7682048.0,1774120527.8993487,0.970703125,51129.80464181863
-38.005859375,0.0,0.0,3.0336480140686035,38.005859375,7936000.0,-24.616680145263672,0.0,892.8798828125,0.0,0.0,0.0,263.174370711,,0.0,0.0,892.8798828125,7936000.0,1774120533.6112614,0.9580078125,50926.98467545849
-37.587059020996094,0.0,0.0,3.0503487586975098,37.587059020996094,8189952.0,-24.798627853393555,0.0,906.67578125,0.0,0.0,0.0,268.861252027,,0.0,0.0,906.67578125,8189952.0,1774120539.3126178,0.96484375,51005.461087448966
-38.01122283935547,0.0,0.0,3.183587074279785,38.01122283935547,8443904.0,-25.960098266601562,0.0,894.876953125,0.0,0.0,0.0,274.548568423,,0.0,0.0,894.876953125,8443904.0,1774120544.9994843,0.951171875,51142.265965334904
-34.70872497558594,0.0,0.0,3.1955490112304688,34.70872497558594,8697856.0,-26.28110694885254,0.0,907.677734375,0.0,0.0,0.0,289.205117711,"{'path': 'media/html/render_8697856_839376d475c1bce15750.html', 'size': 878813, '_type': 'html-file', 'sha256': '839376d475c1bce15750888cde83a2b08e9c18ffc76f15e40cf19fcc759c8ad9'}",0.0,0.0,907.677734375,8697856.0,1774120565.3438969,0.9775390625,51146.24180626799
-28.916950225830078,0.0,0.0,3.2662365436553955,28.916950225830078,8951808.0,-26.826711654663086,0.0,934.5927734375,0.0,0.0,0.0,295.038821357,,0.0,0.0,934.5927734375,8951808.0,1774120565.4970996,0.986328125,51039.36497338689
-37.92107391357422,0.0,0.0,3.3052427768707275,37.92107391357422,9205760.0,-27.28239631652832,0.0,893.9580078125,0.0,0.0,0.0,300.714697702,,0.0,0.0,893.9580078125,9205760.0,1774120571.176938,0.9501953125,51244.66064240479
-30.272924423217773,0.0,0.0,3.3273260593414307,30.272924423217773,9459712.0,-28.31871223449707,0.0,940.7138671875,0.0,0.0,0.0,306.39527862,,0.0,0.0,940.7138671875,9459712.0,1774120576.8529804,0.990234375,51246.58618465885
-31.063507080078125,0.0,0.0,3.3512237071990967,31.063507080078125,9713664.0,-28.93332862854004,0.0,928.556640625,0.0,0.0,0.0,312.058285368,,0.0,0.0,928.556640625,9713664.0,1774120582.533354,0.98046875,51211.79835275378
-32.331443786621094,0.0,0.0,3.3244690895080566,32.331443786621094,9967616.0,-28.832672119140625,0.0,918.4453125,0.0,0.0,0.0,326.937075222,"{'path': 'media/html/render_9967616_43fd72e728a3e5657ce5.html', 'size': 882477, '_type': 'html-file', 'sha256': '43fd72e728a3e5657ce5bdd947ad7a6886575bc9c68107d4a6eb45e11df3a9cf'}",0.0,0.0,918.4453125,9967616.0,1774120603.0758266,0.990234375,51377.484243132596
-29.5911922454834,0.0,0.0,3.3767120838165283,29.5911922454834,10221568.0,-29.511699676513672,0.0,949.7607421875,0.0,0.0,0.0,332.78254603,,0.0,0.0,949.7607421875,10221568.0,1774120603.2393525,0.9931640625,51364.26899214769
-33.326778411865234,0.0,0.0,3.4449362754821777,33.326778411865234,10475520.0,-29.98078727722168,0.0,942.205078125,0.0,0.0,0.0,338.451462559,,0.0,0.0,942.205078125,10475520.0,1774120608.9207208,0.9931640625,51221.39299571115
-30.812294006347656,0.0,0.0,3.4695842266082764,30.812294006347656,10729472.0,-31.063739776611328,0.0,956.1904296875,0.0,0.0,0.0,344.129653188,,0.0,0.0,956.1904296875,10729472.0,1774120614.5889788,0.9990234375,51334.80816281523
-32.900455474853516,0.0,0.0,3.5151634216308594,32.900455474853516,10983424.0,-32.343082427978516,0.0,940.806640625,0.0,0.0,0.0,349.797582289,,0.0,0.0,940.806640625,10983424.0,1774120620.2677453,0.990234375,51227.901470425495
-29.973674774169922,0.0,0.0,3.553715467453003,29.973674774169922,11237376.0,-33.742652893066406,0.0,928.462890625,0.0,0.0,0.0,365.067377274,"{'path': 'media/html/render_11237376_7434b6850c437dcb5773.html', 'size': 865341, '_type': 'html-file', 'sha256': '7434b6850c437dcb5773a8490f0b72a97159021eb0a063c9be149a2ab642607d'}",0.0,0.0,928.462890625,11237376.0,1774120641.2061536,0.978515625,51326.28887269812
-29.491453170776367,0.0,0.0,3.548082113265991,29.491453170776367,11491328.0,-35.17659378051758,0.0,947.36328125,0.0,0.0,0.0,370.922284899,,0.0,0.0,947.36328125,11491328.0,1774120641.3676746,1.0,50994.10144176871
-29.556087493896484,0.0,0.0,3.5662615299224854,29.556087493896484,11745280.0,-36.06177520751953,0.0,951.24609375,0.0,0.0,0.0,376.606603461,,0.0,0.0,951.24609375,11745280.0,1774120647.060486,0.99609375,51134.7138157192
-28.707473754882812,0.0,0.0,3.6219074726104736,28.707473754882812,11999232.0,-37.10456085205078,0.0,960.53515625,0.0,0.0,0.0,382.294798376,,0.0,0.0,960.53515625,11999232.0,1774120652.744805,0.99609375,51164.436891398145
-30.65066146850586,0.0,0.0,3.654356002807617,30.65066146850586,12253184.0,-37.970584869384766,0.0,951.9794921875,0.0,0.0,0.0,387.978666069,,0.0,0.0,951.9794921875,12253184.0,1774120658.4328918,0.99609375,51129.2303300658
-31.84566879272461,0.0,0.0,3.681042194366455,31.84566879272461,12507136.0,-38.58065414428711,0.0,956.9072265625,0.0,0.0,0.0,403.365019707,"{'path': 'media/html/render_12507136_37baeb05fa873cf95849.html', 'size': 883901, '_type': 'html-file', 'sha256': '37baeb05fa873cf95849319ae68e8cbb559255d06ca49ff7d0ccbc748a91b9f5'}",0.0,0.0,956.9072265625,12507136.0,1774120679.5038126,0.99609375,51166.646438691954
-26.348283767700195,0.0,0.0,3.7081520557403564,26.348283767700195,12761088.0,-39.19719314575195,0.0,963.9052734375,0.0,0.0,0.0,409.254794273,,0.0,0.0,963.9052734375,12761088.0,1774120679.6934466,1.0,51206.87436745092
-26.0982723236084,0.0,0.0,3.732773780822754,26.0982723236084,13015040.0,-39.86847686767578,0.0,955.833984375,0.0,0.0,0.0,414.944123563,,0.0,0.0,955.833984375,13015040.0,1774120685.3928754,1.0,51046.27983711226
-29.4700870513916,0.0,0.0,3.7492525577545166,29.4700870513916,13268992.0,-40.13239288330078,0.0,948.873046875,0.0,0.0,0.0,420.633647219,,0.0,0.0,948.873046875,13268992.0,1774120691.0821724,1.0,51125.90497505556
-30.53875732421875,0.0,0.0,3.769407033920288,30.53875732421875,13522944.0,-40.61543273925781,0.0,963.2265625,0.0,0.0,0.0,426.325081036,,0.0,0.0,963.2265625,13522944.0,1774120696.771849,1.0,51106.19241995489
-30.203149795532227,0.0,0.0,3.807192325592041,30.203149795532227,13776896.0,-41.02509689331055,0.0,957.7939453125,0.0,0.0,0.0,441.454280497,"{'_type': 'html-file', 'sha256': '84b65f1d7593779051c271e507712b7c63f90e628c34852c2b31f1df73c32004', 'path': 'media/html/render_13776896_84b65f1d7593779051c2.html', 'size': 873709}",0.0,0.0,957.7939453125,13776896.0,1774120717.5930448,1.0,51102.12718652332
-28.913978576660156,0.0,0.0,3.831071376800537,28.913978576660156,14030848.0,-41.53422927856445,0.0,964.900390625,0.0,0.0,0.0,447.386294248,,0.0,0.0,964.900390625,14030848.0,1774120717.8082988,1.0,50946.098650106556
-33.82779312133789,0.0,0.0,3.8449010848999023,33.82779312133789,14284800.0,-41.88906478881836,0.0,917.8720703125,0.0,0.0,0.0,453.100315358,,0.0,0.0,917.8720703125,14284800.0,1774120723.5244784,0.9990234375,50890.16126765607
-31.766923904418945,0.0,0.0,3.8764753341674805,31.766923904418945,14538752.0,-42.370670318603516,0.0,960.0244140625,0.0,0.0,0.0,458.791910519,,0.0,0.0,960.0244140625,14538752.0,1774120729.238563,0.9990234375,50854.26512664033
-28.179027557373047,0.0,0.0,3.9001033306121826,28.179027557373047,14792704.0,-42.6786994934082,0.0,966.537109375,0.0,0.0,0.0,464.481603481,,0.0,0.0,966.537109375,14792704.0,1774120734.930082,0.9990234375,51096.0084888829
-29.607036590576172,0.0,0.0,3.900947332382202,29.607036590576172,15046656.0,-42.947181701660156,0.0,967.9931640625,0.0,0.0,0.0,479.343290009,"{'size': 866909, '_type': 'html-file', 'sha256': '9e30300b95fe65e2e260d288f8eddc3f2abe87cb302e8e6125327477be51f457', 'path': 'media/html/render_15046656_9e30300b95fe65e2e260.html'}",0.0,0.0,967.9931640625,15046656.0,1774120755.482089,0.998046875,51104.67952833605
-32.41547393798828,0.0,0.0,3.8952322006225586,32.41547393798828,15300608.0,-43.04188537597656,0.0,965.111328125,0.0,0.0,0.0,485.20702077,,0.0,0.0,965.111328125,15300608.0,1774120755.6429982,1.0,51253.57211275544
-31.75310516357422,0.0,0.0,3.9229955673217773,31.75310516357422,15554560.0,-43.26948547363281,0.0,950.3232421875,0.0,0.0,0.0,490.898314923,,0.0,0.0,950.3232421875,15554560.0,1774120761.3450496,0.9951171875,51038.2497693424
-30.0816650390625,0.0,0.0,3.92861270904541,30.0816650390625,15808512.0,-43.447845458984375,0.0,949.8671875,0.0,0.0,0.0,496.580317865,,0.0,0.0,949.8671875,15808512.0,1774120767.0367653,0.9931640625,51102.50965378261
-29.53961181640625,0.0,0.0,3.921722173690796,29.53961181640625,16062464.0,-43.60273742675781,0.0,962.283203125,0.0,0.0,0.0,502.269215519,,0.0,0.0,962.283203125,16062464.0,1774120772.7186894,0.998046875,51192.6493708888
-29.260242462158203,0.0,0.0,3.9437167644500732,29.260242462158203,16316416.0,-43.748016357421875,0.0,964.814453125,0.0,0.0,0.0,517.159665391,"{'path': 'media/html/render_16316416_b9f2a44c1e7340d612a9.html', 'size': 873005, '_type': 'html-file', 'sha256': 'b9f2a44c1e7340d612a934d2a9c6aae0337dde2a07654ad9ef5a62c5de2c4709'}",0.0,0.0,964.814453125,16316416.0,1774120793.2984648,1.0,51129.16160986563
-29.481075286865234,0.0,0.0,3.973205327987671,29.481075286865234,16570368.0,-44.031951904296875,0.0,955.6220703125,0.0,0.0,0.0,523.010772508,,0.0,0.0,955.6220703125,16570368.0,1774120793.4507892,1.0,51202.29344950222
-31.386154174804688,0.0,0.0,3.997467279434204,31.386154174804688,16824320.0,-44.15760803222656,0.0,951.3193359375,0.0,0.0,0.0,528.70156553,,0.0,0.0,951.3193359375,16824320.0,1774120799.1489077,0.98828125,51059.66726825392
-28.62905502319336,0.0,0.0,4.010830402374268,28.62905502319336,17078272.0,-44.262229919433594,0.0,969.794921875,0.0,0.0,0.0,534.395828852,,0.0,0.0,969.794921875,17078272.0,1774120804.8396282,1.0,51138.2514598489
-30.89987564086914,0.0,0.0,4.018990516662598,30.89987564086914,17332224.0,-44.37256622314453,0.0,948.74609375,0.0,0.0,0.0,540.08948424,,0.0,0.0,948.74609375,17332224.0,1774120810.5341136,1.0,51071.28877630408
-30.36032485961914,0.0,0.0,4.030710697174072,30.36032485961914,17586176.0,-44.427547454833984,0.0,957.2998046875,0.0,0.0,0.0,555.038076036,"{'path': 'media/html/render_17586176_534a392adf48fb74c479.html', 'size': 870253, '_type': 'html-file', 'sha256': '534a392adf48fb74c479446feeb93441be622aea4b4f1cc3439ed0e79605ed09'}",0.0,0.0,957.2998046875,17586176.0,1774120831.176857,0.9990234375,51058.3700613404
-33.386863708496094,0.0,0.0,4.048806667327881,33.386863708496094,17840128.0,-44.55415725708008,0.0,957.0771484375,0.0,0.0,0.0,560.907882303,,0.0,0.0,957.0771484375,17840128.0,1774120831.3435876,1.0,51075.78505272427
-31.403789520263672,0.0,0.0,4.058000564575195,31.403789520263672,18094080.0,-44.65530776977539,0.0,957.5244140625,0.0,0.0,0.0,566.62064146,,0.0,0.0,957.5244140625,18094080.0,1774120837.04624,0.9990234375,51004.11534499292
-31.675159454345703,0.0,0.0,4.062429428100586,31.675159454345703,18348032.0,-44.69154739379883,0.0,952.4794921875,0.0,0.0,0.0,572.326151586,,0.0,0.0,952.4794921875,18348032.0,1774120842.7588775,0.9990234375,50915.56260141328
-31.03255844116211,0.0,0.0,4.060344696044922,31.03255844116211,18601984.0,-44.762786865234375,0.0,951.24609375,0.0,0.0,0.0,578.031960864,,0.0,0.0,951.24609375,18601984.0,1774120848.4644861,1.0,50954.860259742796
-32.76430130004883,0.0,0.0,4.069520950317383,32.76430130004883,18855936.0,-44.77394104003906,0.0,961.00390625,0.0,0.0,0.0,593.291549604,"{'_type': 'html-file', 'sha256': '15ac51ab5ca2e018b2623382d132017c3896a19a43fb03ef49f4bae62e23bdbb', 'path': 'media/html/render_18855936_15ac51ab5ca2e018b262.html', 'size': 881765}",0.0,0.0,961.00390625,18855936.0,1774120869.4303231,1.0,50960.51364547085
-33.745704650878906,0.0,0.0,4.042557239532471,33.745704650878906,19109888.0,-44.67707824707031,0.0,923.9462890625,0.0,0.0,0.0,599.179602486,,0.0,0.0,923.9462890625,19109888.0,1774120869.6075044,0.9970703125,50839.90531513406
-30.187591552734375,0.0,0.0,4.034785747528076,30.187591552734375,19363840.0,-44.57584762573242,0.0,954.8076171875,0.0,0.0,0.0,604.880175662,,0.0,0.0,954.8076171875,19363840.0,1774120875.3177016,0.998046875,50943.28192707837
-32.70533752441406,0.0,0.0,4.019887924194336,32.70533752441406,19617792.0,-44.470985412597656,0.0,949.3056640625,0.0,0.0,0.0,610.604822688,,0.0,0.0,949.3056640625,19617792.0,1774120881.0182352,0.994140625,51034.356719722535
-32.08873748779297,0.0,0.0,4.010931491851807,32.08873748779297,19871744.0,-44.43270492553711,0.0,964.8076171875,0.0,0.0,0.0,616.305991926,,0.0,0.0,964.8076171875,19871744.0,1774120886.7428844,1.0,50776.008454024755
-30.901599884033203,0.0,0.0,4.019845485687256,30.901599884033203,20125696.0,-44.46826934814453,0.0,965.6708984375,0.0,0.0,0.0,631.592873162,"{'size': 871969, '_type': 'html-file', 'sha256': '3732abdf3c6fdf4cf07f4380d6f316606fbb67828819c5d99eed3ae79543b703', 'path': 'media/html/render_20125696_3732abdf3c6fdf4cf07f.html'}",0.0,0.0,965.6708984375,20125696.0,1774120907.731657,0.9990234375,50992.165532296654
-32.899078369140625,0.0,0.0,4.015126705169678,32.899078369140625,20379648.0,-44.502540588378906,0.0,963.8046875,0.0,0.0,0.0,637.457913731,,0.0,0.0,963.8046875,20379648.0,1774120907.9034398,0.9990234375,51065.05750174639
-34.60795211791992,0.0,0.0,4.403095245361328,34.60795211791992,20633600.0,-44.513206481933594,0.0,925.9541015625,0.0,0.0,0.0,643.144035103,,0.0,0.0,925.9541015625,20633600.0,1774120913.5959551,1.0,51085.61055495954
-32.889801025390625,0.0,0.0,4.022376537322998,32.889801025390625,20887552.0,-44.56174850463867,0.0,969.6318359375,0.0,0.0,0.0,648.832830425,,0.0,0.0,969.6318359375,20887552.0,1774120919.2822368,0.9990234375,51139.56500541834
-33.39240646362305,0.0,0.0,4.033226013183594,33.39240646362305,21141504.0,-44.60276794433594,0.0,972.7724609375,0.0,0.0,0.0,654.512450482,,0.0,0.0,972.7724609375,21141504.0,1774120924.9708247,1.0,51156.47279917935
-32.650699615478516,0.0,0.0,4.183478832244873,32.650699615478516,21395456.0,-44.56005859375,0.0,973.3818359375,0.0,0.0,0.0,669.500277907,"{'size': 881133, '_type': 'html-file', 'sha256': '2efc377838886b39e710899e2050e887f4991fac9430067a47ed0829c4a71205', 'path': 'media/html/render_21395456_2efc377838886b39e710.html'}",0.0,0.0,973.3818359375,21395456.0,1774120945.6388972,1.0,51216.920302112696
-30.88703155517578,0.0,0.0,4.020665168762207,30.88703155517578,21649408.0,-44.59888458251953,0.0,962.25390625,0.0,0.0,0.0,675.351549377,,0.0,0.0,962.25390625,21649408.0,1774120945.7951322,1.0,51466.22750288665
-30.40481185913086,0.0,0.0,4.118628025054932,30.40481185913086,21903360.0,-44.535400390625,0.0,973.728515625,0.0,0.0,0.0,681.025907062,,0.0,0.0,973.728515625,21903360.0,1774120951.4897242,1.0,51103.55166093805
-33.51689147949219,0.0,0.0,4.073402404785156,33.51689147949219,22157312.0,-44.5517463684082,0.0,966.818359375,0.0,0.0,0.0,686.732861593,,0.0,0.0,966.818359375,22157312.0,1774120957.1642241,0.998046875,51261.3888444366
-32.50278091430664,0.0,0.0,4.073035717010498,32.50278091430664,22411264.0,-44.487945556640625,0.0,970.056640625,0.0,0.0,0.0,692.420782447,,0.0,0.0,970.056640625,22411264.0,1774120962.8709822,1.0,51132.259110937295
-28.911794662475586,0.0,0.0,4.022276878356934,28.911794662475586,22665216.0,-44.576385498046875,0.0,965.8212890625,0.0,0.0,0.0,707.260422269,"{'path': 'media/html/render_22665216_89a449f31cfde2a1661e.html', 'size': 879853, '_type': 'html-file', 'sha256': '89a449f31cfde2a1661ec64a138f1197128b7d4ebb20deaddbcae4c5c74d9568'}",0.0,0.0,965.8212890625,22665216.0,1774120983.3992276,1.0,51163.06062914001
-31.761693954467773,0.0,0.0,4.026688575744629,31.761693954467773,22919168.0,-44.6046257019043,0.0,968.24609375,0.0,0.0,0.0,713.136904714,,0.0,0.0,968.24609375,22919168.0,1774120983.5628757,1.0,51124.46207734619
-32.877830505371094,0.0,0.0,4.016870975494385,32.877830505371094,23173120.0,-44.63947296142578,0.0,955.640625,0.0,0.0,0.0,718.841186906,,0.0,0.0,955.640625,23173120.0,1774120989.2750912,1.0,50910.045715385844
-31.30160903930664,0.0,0.0,4.0355000495910645,31.30160903930664,23427072.0,-44.72028732299805,0.0,964.2314453125,0.0,0.0,0.0,724.540692609,,0.0,0.0,964.2314453125,23427072.0,1774120994.979498,0.9990234375,50967.433985196
-29.745567321777344,0.0,0.0,4.092486381530762,29.745567321777344,23681024.0,-44.75450134277344,0.0,974.7998046875,0.0,0.0,0.0,730.254629007,,0.0,0.0,974.7998046875,23681024.0,1774121000.6789505,1.0,51000.61332817494
-30.88907241821289,0.0,0.0,4.103754997253418,30.88907241821289,23934976.0,-44.73103713989258,0.0,962.0244140625,0.0,0.0,0.0,745.726267685,"{'path': 'media/html/render_23934976_4047265e07e89907e5f3.html', 'size': 864997, '_type': 'html-file', 'sha256': '4047265e07e89907e5f3537521a23a4fe32d9ee82c33bdd69fa0592f2a194a30'}",0.0,0.0,962.0244140625,23934976.0,1774121021.8650675,1.0,50876.56122954505
-31.222179412841797,0.0,0.0,4.076118469238281,31.222179412841797,24188928.0,-44.6613883972168,0.0,970.3857421875,0.0,0.0,0.0,751.613629712,,0.0,0.0,970.3857421875,24188928.0,1774121022.0287528,1.0,50885.75838625812
-34.876914978027344,0.0,0.0,4.034430503845215,34.876914978027344,24442880.0,-44.6661262512207,0.0,952.57421875,0.0,0.0,0.0,757.301688256,,0.0,0.0,952.57421875,24442880.0,1774121027.7519844,0.994140625,50812.63527688675
-29.923538208007812,0.0,0.0,4.0373687744140625,29.923538208007812,24696832.0,-44.72471237182617,0.0,971.3662109375,0.0,0.0,0.0,762.98778108,,0.0,0.0,971.3662109375,24696832.0,1774121033.4393055,1.0,51128.5946752626
-33.443359375,0.0,0.0,4.029642581939697,33.443359375,24950784.0,-44.65117263793945,0.0,972.4892578125,0.0,0.0,0.0,768.664415286,,0.0,0.0,972.4892578125,24950784.0,1774121039.1261828,1.0,51141.28130962931
-36.26271057128906,0.0,0.0,4.126581192016602,36.26271057128906,25204736.0,-44.661861419677734,0.0,953.880859375,0.0,0.0,0.0,783.341432237,"{'size': 872225, '_type': 'html-file', 'sha256': '0239f7cf3190cb549e0ea0a58ef20b9352a90490667ac237b64a513c0d2486bc', 'path': 'media/html/render_25204736_0239f7cf3190cb549e0e.html'}",0.0,0.0,953.880859375,25204736.0,1774121059.4802258,0.9990234375,51235.32344518758
