eval/episode_success,training/sps,eval/episode_success_any,eval/episode_dist,training/entropy,eval/episode_reward_dist,_runtime,eval/episode_reward,eval/episode_reward_ctrl,training/log_alpha,render,step,_timestamp,_step,training/actor_loss,training/critic_loss,eval/episode_reward_near,training/alpha_loss,eval/episode_success_hard,eval/episode_reward_survive,eval/episode_success_easy
315.685546875,50101.78805459592,0.8134765625,94.19073486328125,0.0,-94.19073486328125,122.517146797,315.685546875,0.0,0.0,,3364864.0,1774112461.571268,3364864.0,-1.5604475736618042,0.5808022618293762,0.0,0.0,0.0,0.0,0.0
440.1494140625,50132.49750646394,0.845703125,79.52647399902344,0.0,-79.52647399902344,137.603240899,440.1494140625,0.0,0.0,"{'_type': 'html-file', 'sha256': '87cb77fe7aef6240e2e22c3d315417919f9d30ba566e8f846971ba870487ba4a', 'path': 'media/html/render_3618816_87cb77fe7aef6240e2e2.html', 'size': 932701}",3618816.0,1774112482.4471989,3618816.0,-1.592188835144043,0.6746907234191895,0.0,0.0,0.0,0.0,0.0
484.9365234375,50319.45174679499,0.96484375,78.75975036621094,0.0,-78.75975036621094,143.569559597,484.9365234375,0.0,0.0,,3872768.0,1774112482.616133,3872768.0,-1.75841224193573,0.7700023651123047,0.0,0.0,0.0,0.0,0.0
584.51171875,50091.40681044409,0.9765625,68.10653686523438,0.0,-68.10653686523438,149.360770098,584.51171875,0.0,0.0,,4126720.0,1774112488.4129875,4126720.0,-1.9448109865188599,0.8892365097999573,0.0,0.0,0.0,0.0,0.0
597.580078125,50077.61814448779,0.91015625,61.92154312133789,0.0,-61.92154312133789,155.146505014,597.580078125,0.0,0.0,,4380672.0,1774112494.2042208,4380672.0,-1.947950005531311,0.975879430770874,0.0,0.0,0.0,0.0,0.0
578.326171875,50141.000366989196,0.8330078125,61.720115661621094,0.0,-61.720115661621094,160.93941377,578.326171875,0.0,0.0,,4634624.0,1774112499.9899867,4634624.0,-2.928652286529541,1.1495290994644165,0.0,0.0,0.0,0.0,0.0
658.857421875,50070.3371188945,0.884765625,56.996315002441406,0.0,-56.996315002441406,176.423459322,658.857421875,0.0,0.0,"{'path': 'media/html/render_4888576_f4cc1f95f0676f85f225.html', 'size': 819921, '_type': 'html-file', 'sha256': 'f4cc1f95f0676f85f225261eff1ffb47fbaf019e9a06d5e14254843bc20e8001'}",4888576.0,1774112521.2674122,4888576.0,-3.604546546936035,1.309320330619812,0.0,0.0,0.0,0.0,0.0
719.3798828125,50028.23676730474,0.8994140625,52.909202575683594,0.0,-52.909202575683594,182.423679584,719.3798828125,0.0,0.0,,5142528.0,1774112521.450944,5142528.0,-4.052130699157715,1.4838440418243408,0.0,0.0,0.0,0.0,0.0
781.7431640625,49877.45893155897,0.900390625,47.79695510864258,0.0,-47.79695510864258,188.204481198,781.7431640625,0.0,0.0,,5396480.0,1774112527.266845,5396480.0,-5.285151481628418,1.6896065473556519,0.0,0.0,0.0,0.0,0.0
754.84765625,50194.93542685011,0.892578125,43.23103332519531,0.0,-43.23103332519531,193.985274606,754.84765625,0.0,0.0,,5650432.0,1774112533.0477512,5650432.0,-6.499844074249268,1.8934979438781738,0.0,0.0,0.0,0.0,0.0
764.7734375,50172.19276130274,0.8857421875,46.53544616699219,0.0,-46.53544616699219,199.783333703,764.7734375,0.0,0.0,,5904384.0,1774112538.8286057,5904384.0,-7.9529523849487305,2.0848612785339355,0.0,0.0,0.0,0.0,0.0
778.0068359375,50033.733400880985,0.9150390625,42.25836944580078,0.0,-42.25836944580078,215.207581728,778.0068359375,0.0,0.0,"{'size': 850261, '_type': 'html-file', 'sha256': '8f9ceaa5bd7c32070246c0ae289e10bb5c7689d865c9786bd950759a35d72b57', 'path': 'media/html/render_6158336_8f9ceaa5bd7c32070246.html'}",6158336.0,1774112560.0515587,6158336.0,-9.132439613342285,2.1964712142944336,0.0,0.0,0.0,0.0,0.0
776.4140625,49942.85942198985,0.9033203125,39.815372467041016,0.0,-39.815372467041016,221.15374109,776.4140625,0.0,0.0,,6412288.0,1774112560.2016795,6412288.0,-10.377891540527344,2.354743719100952,0.0,0.0,0.0,0.0,0.0
798.3017578125,50089.051248699514,0.9287109375,38.9597282409668,0.0,-38.9597282409668,226.932269933,798.3017578125,0.0,0.0,,6666240.0,1774112565.9968207,6666240.0,-11.603484153747559,2.3977770805358887,0.0,0.0,0.0,0.0,0.0
768.8291015625,50201.699073785836,0.8779296875,41.374019622802734,0.0,-41.374019622802734,232.726767847,768.8291015625,0.0,0.0,,6920192.0,1774112571.7757146,6920192.0,-12.480485916137695,2.4635250568389893,0.0,0.0,0.0,0.0,0.0
813.1953125,50053.27396693027,0.9140625,35.272300720214844,0.0,-35.272300720214844,238.51299117,813.1953125,0.0,0.0,,7174144.0,1774112577.570215,7174144.0,-13.421231269836426,2.4539706707000732,0.0,0.0,0.0,0.0,0.0
853.599609375,50117.90093099194,0.943359375,32.728023529052734,0.0,-32.728023529052734,253.384151818,853.599609375,0.0,0.0,"{'path': 'media/html/render_7428096_3f61088b0f62a7636e9f.html', 'size': 890853, '_type': 'html-file', 'sha256': '3f61088b0f62a7636e9f5fa7b65b1887d73a9891bafd8f05a71a0afa86696c68'}",7428096.0,1774112598.228158,7428096.0,-14.048548698425293,2.4830915927886963,0.0,0.0,0.0,0.0,0.0
814.521484375,49990.2586590845,0.8994140625,33.949798583984375,0.0,-33.949798583984375,259.353938702,814.521484375,0.0,0.0,,7682048.0,1774112598.387087,7682048.0,-15.0694580078125,2.5351245403289795,0.0,0.0,0.0,0.0,0.0
857.5126953125,49929.78901170647,0.947265625,35.06747817993164,0.0,-35.06747817993164,265.186051189,857.5126953125,0.0,0.0,,7936000.0,1774112604.1973233,7936000.0,-15.670418739318848,2.564561128616333,0.0,0.0,0.0,0.0,0.0
880.55859375,49698.40817972338,0.947265625,31.06832504272461,0.0,-31.06832504272461,270.972226611,880.55859375,0.0,0.0,,8189952.0,1774112610.0291686,8189952.0,-16.20842170715332,2.5829434394836426,0.0,0.0,0.0,0.0,0.0
889.9677734375,50120.3016580396,0.9658203125,36.43586349487305,0.0,-36.43586349487305,276.759371187,889.9677734375,0.0,0.0,,8443904.0,1774112615.8158863,8443904.0,-17.816410064697266,2.6882569789886475,0.0,0.0,0.0,0.0,0.0
673.802734375,50128.536153710105,0.8251953125,57.2618522644043,0.0,-57.2618522644043,292.027939492,673.802734375,0.0,0.0,"{'sha256': '0273f6cd218f611e18a1b01ca8e881839df849c904ff8737b61ab97e90418bed', 'path': 'media/html/render_8697856_0273f6cd218f611e18a1.html', 'size': 859277, '_type': 'html-file'}",8697856.0,1774112636.8718748,8697856.0,-18.14472770690918,2.7009317874908447,0.0,0.0,0.0,0.0,0.0
907.6357421875,50158.260387000795,0.96484375,30.688255310058594,0.0,-30.688255310058594,297.985566757,907.6357421875,0.0,0.0,,8951808.0,1774112637.0295744,8951808.0,-18.580692291259766,2.73987078666687,0.0,0.0,0.0,0.0,0.0
913.0078125,50051.12895523746,0.97265625,29.698163986206055,0.0,-29.698163986206055,303.78144322,913.0078125,0.0,0.0,,9205760.0,1774112642.8288643,9205760.0,-19.622730255126953,2.776273488998413,0.0,0.0,0.0,0.0,0.0
906.033203125,50023.68339570765,0.9501953125,27.871288299560547,0.0,-27.871288299560547,309.579528841,906.033203125,0.0,0.0,,9459712.0,1774112648.624422,9459712.0,-19.800762176513672,2.8083019256591797,0.0,0.0,0.0,0.0,0.0
868.447265625,50014.49459450931,0.9296875,34.549278259277344,0.0,-34.549278259277344,315.371691365,868.447265625,0.0,0.0,,9713664.0,1774112654.4228687,9713664.0,-20.718122482299805,2.8883438110351562,0.0,0.0,0.0,0.0,0.0
909.7783203125,50055.48267436738,0.96484375,30.457637786865234,0.0,-30.457637786865234,330.368446078,909.7783203125,0.0,0.0,"{'_type': 'html-file', 'sha256': 'ddbc2caf4388eb51e7f588949f470c95b03efb08d49938eeae57d779e5ad1848', 'path': 'media/html/render_9967616_ddbc2caf4388eb51e7f5.html', 'size': 843313}",9967616.0,1774112675.2124016,9967616.0,-21.401622772216797,2.8889849185943604,0.0,0.0,0.0,0.0,0.0
935.9716796875,50187.726662241985,0.9912109375,28.140525817871094,0.0,-28.140525817871094,336.366565749,935.9716796875,0.0,0.0,,10221568.0,1774112675.398925,10221568.0,-22.311843872070312,2.9700443744659424,0.0,0.0,0.0,0.0,0.0
951.423828125,49933.45917933475,0.994140625,27.319473266601562,0.0,-27.319473266601562,342.167957872,951.423828125,0.0,0.0,,10475520.0,1774112681.2097416,10475520.0,-23.19236946105957,3.041731595993042,0.0,0.0,0.0,0.0,0.0
940.248046875,50017.54071201767,0.9736328125,28.9195556640625,0.0,-28.9195556640625,347.95510449,940.248046875,0.0,0.0,,10729472.0,1774112687.0107965,10729472.0,-24.36664581298828,3.077474355697632,0.0,0.0,0.0,0.0,0.0
944.6328125,50112.84317735422,0.978515625,28.718093872070312,0.0,-28.718093872070312,353.767364535,944.6328125,0.0,0.0,,10983424.0,1774112692.7983925,10983424.0,-26.141157150268555,3.2053382396698,0.0,0.0,0.0,0.0,0.0
951.173828125,49877.08290397942,0.9814453125,28.376022338867188,0.0,-28.376022338867188,368.979100316,951.173828125,0.0,0.0,"{'path': 'media/html/render_11237376_bae51a41c77eaa1ed40f.html', 'size': 867509, '_type': 'html-file', 'sha256': 'bae51a41c77eaa1ed40f310ee8c4f2d1ce119806f771320ea24470982148d13b'}",11237376.0,1774112713.8228621,11237376.0,-27.224735260009766,3.2562503814697266,0.0,0.0,0.0,0.0,0.0
953.7177734375,50116.478997790764,0.9892578125,27.61246109008789,0.0,-27.61246109008789,374.966021576,953.7177734375,0.0,0.0,,11491328.0,1774112714.003367,11491328.0,-28.19754409790039,3.295889377593994,0.0,0.0,0.0,0.0,0.0
956.8330078125,49993.60686597363,0.9931640625,27.566410064697266,0.0,-27.566410064697266,380.756153111,956.8330078125,0.0,0.0,,11745280.0,1774112719.8090248,11745280.0,-29.602020263671875,3.3020331859588623,0.0,0.0,0.0,0.0,0.0
931.705078125,50089.86860352478,0.9638671875,31.700565338134766,0.0,-31.700565338134766,386.568928245,931.705078125,0.0,0.0,,11999232.0,1774112725.5996747,11999232.0,-30.792232513427734,3.324554443359375,0.0,0.0,0.0,0.0,0.0
938.3779296875,49883.34765575844,0.9716796875,30.908859252929688,0.0,-30.908859252929688,392.382806645,938.3779296875,0.0,0.0,,12253184.0,1774112731.4117258,12253184.0,-31.94601821899414,3.310607433319092,0.0,0.0,0.0,0.0,0.0
917.9111328125,49847.38763265646,0.947265625,37.68763732910156,0.0,-37.68763732910156,407.482297349,917.9111328125,0.0,0.0,"{'path': 'media/html/render_12507136_a0e403951382b4b47259.html', 'size': 886989, '_type': 'html-file', 'sha256': 'a0e403951382b4b472592ca867d9f89392d9e01bafa5f4fd212f4b1d2bbd12ae'}",12507136.0,1774112752.3261614,12507136.0,-33.08735275268555,3.3804421424865723,0.0,0.0,0.0,0.0,0.0
837.1748046875,49917.06931615869,0.9189453125,48.45809555053711,0.0,-48.45809555053711,413.500997184,837.1748046875,0.0,0.0,,12761088.0,1774112752.5379198,12761088.0,-34.01338577270508,3.364508867263794,0.0,0.0,0.0,0.0,0.0
953.544921875,49971.60185302994,0.9814453125,31.182479858398438,0.0,-31.182479858398438,419.29201426,953.544921875,0.0,0.0,,13015040.0,1774112758.3442438,13015040.0,-35.19139099121094,3.3921051025390625,0.0,0.0,0.0,0.0,0.0
967.8857421875,50086.462741855496,0.9970703125,27.742952346801758,0.0,-27.742952346801758,425.083584468,967.8857421875,0.0,0.0,,13268992.0,1774112764.1352062,13268992.0,-35.93644714355469,3.4363176822662354,0.0,0.0,0.0,0.0,0.0
943.1298828125,50074.88721748804,0.9912109375,29.827068328857422,0.0,-29.827068328857422,430.888481693,943.1298828125,0.0,0.0,,13522944.0,1774112769.9263997,13522944.0,-36.95305633544922,3.4784348011016846,0.0,0.0,0.0,0.0,0.0
970.6943359375,49940.4850291571,0.99609375,26.58819007873535,0.0,-26.58819007873535,446.163122383,970.6943359375,0.0,0.0,"{'path': 'media/html/render_13776896_37051c1e7588f7a40f92.html', 'size': 867165, '_type': 'html-file', 'sha256': '37051c1e7588f7a40f92f5cc5baf2ad7e1af9a81638c02a81c2f4f794f5945b6'}",13776896.0,1774112791.007104,13776896.0,-37.855491638183594,3.501511812210083,0.0,0.0,0.0,0.0,0.0
947.0029296875,49931.10440516112,0.9853515625,28.261962890625,0.0,-28.261962890625,452.140887839,947.0029296875,0.0,0.0,,14030848.0,1774112791.168931,14030848.0,-38.61692428588867,3.5811727046966553,0.0,0.0,0.0,0.0,0.0
970.3017578125,49902.37579713534,0.9970703125,24.81008529663086,0.0,-24.81008529663086,457.951762913,970.3017578125,0.0,0.0,,14284800.0,1774112796.9842594,14284800.0,-39.461822509765625,3.627061605453491,0.0,0.0,0.0,0.0,0.0
936.24609375,49884.15363851838,0.9990234375,27.827598571777344,0.0,-27.827598571777344,463.749874099,936.24609375,0.0,0.0,,14538752.0,1774112802.7950485,14538752.0,-39.8654899597168,3.655636787414551,0.0,0.0,0.0,0.0,0.0
942.8037109375,50036.2130387521,0.99609375,30.019594192504883,0.0,-30.019594192504883,469.544753654,942.8037109375,0.0,0.0,,14792704.0,1774112808.5927782,14792704.0,-40.576229095458984,3.692403793334961,0.0,0.0,0.0,0.0,0.0
962.5439453125,50039.68964632904,0.998046875,26.105548858642578,0.0,-26.105548858642578,484.433320016,962.5439453125,0.0,0.0,"{'path': 'media/html/render_15046656_1974756bb76a62b9de39.html', 'size': 898917, '_type': 'html-file', 'sha256': '1974756bb76a62b9de395b1768dadc007101409d1ad89de190091147d72a624a'}",15046656.0,1774112829.277265,15046656.0,-41.146549224853516,3.708277940750122,0.0,0.0,0.0,0.0,0.0
967.5439453125,49939.80132082019,1.0,26.643062591552734,0.0,-26.643062591552734,490.395732295,967.5439453125,0.0,0.0,,15300608.0,1774112829.4279478,15300608.0,-41.443939208984375,3.716952085494995,0.0,0.0,0.0,0.0,0.0
945.8837890625,49955.6578678298,0.9892578125,28.044986724853516,0.0,-28.044986724853516,496.207300066,945.8837890625,0.0,0.0,,15554560.0,1774112835.2388697,15554560.0,-41.68843078613281,3.7330191135406494,0.0,0.0,0.0,0.0,0.0
948.54296875,49897.34274848589,0.994140625,25.522336959838867,0.0,-25.522336959838867,502.006625599,948.54296875,0.0,0.0,,15808512.0,1774112841.0508308,15808512.0,-42.13397979736328,3.7605574131011963,0.0,0.0,0.0,0.0,0.0
938.9423828125,50000.060527027825,0.986328125,28.366119384765625,0.0,-28.366119384765625,507.833790719,938.9423828125,0.0,0.0,,16062464.0,1774112846.8499448,16062464.0,-42.37698745727539,3.8015623092651367,0.0,0.0,0.0,0.0,0.0
958.6982421875,49743.797104884856,0.9990234375,24.836162567138672,0.0,-24.836162567138672,522.63761105,958.6982421875,0.0,0.0,"{'path': 'media/html/render_16316416_a78064f23459cee52228.html', 'size': 858577, '_type': 'html-file', 'sha256': 'a78064f23459cee5222858f91ac0c5e00f9a2fe4f84c449358d304f4a41418c8'}",16316416.0,1774112867.481581,16316416.0,-42.625762939453125,3.8228554725646973,0.0,0.0,0.0,0.0,0.0
970.421875,49903.432562411035,1.0,26.16562271118164,0.0,-26.16562271118164,528.609942254,970.421875,0.0,0.0,,16570368.0,1774112867.6345646,16570368.0,-42.8083381652832,3.845168113708496,0.0,0.0,0.0,0.0,0.0
955.5986328125,49901.88016158408,0.998046875,30.022090911865234,0.0,-30.022090911865234,534.420653863,955.5986328125,0.0,0.0,,16824320.0,1774112873.4530408,16824320.0,-42.938140869140625,3.8508565425872803,0.0,0.0,0.0,0.0,0.0
959.4423828125,49895.26483735644,0.9970703125,31.14549446105957,0.0,-31.14549446105957,540.238797129,959.4423828125,0.0,0.0,,17078272.0,1774112879.2640076,17078272.0,-42.99604034423828,3.849086046218872,0.0,0.0,0.0,0.0,0.0
943.6259765625,49832.835352444985,1.0,30.685840606689453,0.0,-30.685840606689453,546.055824357,943.6259765625,0.0,0.0,,17332224.0,1774112885.082281,17332224.0,-43.069297790527344,3.8497517108917236,0.0,0.0,0.0,0.0,0.0
953.8857421875,49832.74209600497,0.9970703125,31.416759490966797,0.0,-31.416759490966797,561.052812067,953.8857421875,0.0,0.0,"{'sha256': 'a8ea9db1418aa45fe254c4eedd511f71204e648f73fb51ce569d11f1394bc615', 'path': 'media/html/render_17586176_a8ea9db1418aa45fe254.html', 'size': 850541, '_type': 'html-file'}",17586176.0,1774112905.8967986,17586176.0,-43.175350189208984,3.8612356185913086,0.0,0.0,0.0,0.0,0.0
944.1220703125,49866.164228231246,0.9970703125,32.04283142089844,0.0,-32.04283142089844,567.01281987,944.1220703125,0.0,0.0,,17840128.0,1774112906.072161,17840128.0,-43.20541000366211,3.8715953826904297,0.0,0.0,0.0,0.0,0.0
934.474609375,50168.98363645758,0.9677734375,30.514636993408203,0.0,-30.514636993408203,572.82081939,934.474609375,0.0,0.0,,18094080.0,1774112911.856109,18094080.0,-43.22645568847656,3.864849805831909,0.0,0.0,0.0,0.0,0.0
952.041015625,49955.46574896789,0.9970703125,31.918365478515625,0.0,-31.918365478515625,578.604239788,952.041015625,0.0,0.0,,18348032.0,1774112917.6641884,18348032.0,-43.21863555908203,3.8788602352142334,0.0,0.0,0.0,0.0,0.0
954.830078125,50161.77287435655,0.9970703125,27.62272834777832,0.0,-27.62272834777832,584.40898851,954.830078125,0.0,0.0,,18601984.0,1774112923.447431,18601984.0,-43.220802307128906,3.883944511413574,0.0,0.0,0.0,0.0,0.0
957.9482421875,49958.35940293781,0.994140625,27.35266876220703,0.0,-27.35266876220703,599.748873442,957.9482421875,0.0,0.0,"{'size': 882401, '_type': 'html-file', 'sha256': 'ecd4737573f4f1088815a286db4320548ed9fb915e9e223ac07b91d238348c0c', 'path': 'media/html/render_18855936_ecd4737573f4f1088815.html'}",18855936.0,1774112944.5928009,18855936.0,-43.2763786315918,3.8812053203582764,0.0,0.0,0.0,0.0,0.0
948.359375,50097.25427216906,0.9970703125,29.925357818603516,0.0,-29.925357818603516,605.742059063,948.359375,0.0,0.0,,19109888.0,1774112944.767872,19109888.0,-43.28474426269531,3.8942878246307373,0.0,0.0,0.0,0.0,0.0
967.8505859375,49844.33421433695,1.0,29.453889846801758,0.0,-29.453889846801758,611.549389603,967.8505859375,0.0,0.0,,19363840.0,1774112950.5852952,19363840.0,-43.278831481933594,3.873053550720215,0.0,0.0,0.0,0.0,0.0
949.1552734375,49941.71902960151,0.998046875,28.252717971801758,0.0,-28.252717971801758,617.363411872,949.1552734375,0.0,0.0,,19617792.0,1774112956.3928616,19617792.0,-43.34751510620117,3.8749630451202393,0.0,0.0,0.0,0.0,0.0
929.2353515625,49864.76821540156,0.9853515625,28.671415328979492,0.0,-28.671415328979492,623.172204883,929.2353515625,0.0,0.0,,19871744.0,1774112962.2066636,19871744.0,-43.453922271728516,3.8977646827697754,0.0,0.0,0.0,0.0,0.0
947.9169921875,49897.17912715905,1.0,28.711620330810547,0.0,-28.711620330810547,638.470030391,947.9169921875,0.0,0.0,"{'path': 'media/html/render_20125696_5071b3d4f5ae44186ab5.html', 'size': 879901, '_type': 'html-file', 'sha256': '5071b3d4f5ae44186ab537cbd6bd531f10469d3bd8fd1fdfb3648858174cb4cb'}",20125696.0,1774112983.3139834,20125696.0,-43.5278205871582,3.905468463897705,0.0,0.0,0.0,0.0,0.0
946.60546875,49782.1413881348,0.998046875,34.75551986694336,0.0,-34.75551986694336,644.460938141,946.60546875,0.0,0.0,,20379648.0,1774112983.484093,20379648.0,-43.4854850769043,3.923356056213379,0.0,0.0,0.0,0.0,0.0
965.2744140625,49794.2104467007,0.9970703125,29.66594696044922,0.0,-29.66594696044922,650.292425531,965.2744140625,0.0,0.0,,20633600.0,1774112989.30427,20633600.0,-43.369571685791016,3.9162096977233887,0.0,0.0,0.0,0.0,0.0
972.6728515625,49718.260859953785,0.9990234375,28.34247589111328,0.0,-28.34247589111328,656.09005596,972.6728515625,0.0,0.0,,20887552.0,1774112995.1356492,20887552.0,-43.44142150878906,3.896024227142334,0.0,0.0,0.0,0.0,0.0
973.462890625,50008.835484627314,1.0,29.89853286743164,0.0,-29.89853286743164,661.899687929,973.462890625,0.0,0.0,,21141504.0,1774113000.9332387,21141504.0,-43.380828857421875,3.902423620223999,0.0,0.0,0.0,0.0,0.0
963.7939453125,49900.84450209526,0.9990234375,28.268211364746094,0.0,-28.268211364746094,676.748435107,963.7939453125,0.0,0.0,"{'size': 875813, '_type': 'html-file', 'sha256': 'f7e2a5a1921f46f1cdea7b9445bc9238d73224d1b45214d8bbf0aff79c4139fc', 'path': 'media/html/render_21395456_f7e2a5a1921f46f1cdea.html'}",21395456.0,1774113021.5924077,21395456.0,-43.38003158569336,3.908217191696167,0.0,0.0,0.0,0.0,0.0
972.5244140625,49917.68456062791,0.998046875,28.599342346191406,0.0,-28.599342346191406,682.72510765,972.5244140625,0.0,0.0,,21649408.0,1774113021.7543414,21649408.0,-43.37755584716797,3.9165432453155518,0.0,0.0,0.0,0.0,0.0
962.2275390625,49894.18037204883,0.9990234375,28.98586654663086,0.0,-28.98586654663086,688.53893727,962.2275390625,0.0,0.0,,21903360.0,1774113027.5685594,21903360.0,-43.35663986206055,3.8865015506744385,0.0,0.0,0.0,0.0,0.0
914.4462890625,49873.112772405904,0.9873046875,36.07505798339844,0.0,-36.07505798339844,694.393249155,914.4462890625,0.0,0.0,,22157312.0,1774113033.382185,22157312.0,-43.41740798950195,3.8878068923950195,0.0,0.0,0.0,0.0,0.0
951.4013671875,49672.50617357529,0.984375,32.25532150268555,0.0,-32.25532150268555,700.202352891,951.4013671875,0.0,0.0,,22411264.0,1774113039.2365334,22411264.0,-43.44738006591797,3.9297218322753906,0.0,0.0,0.0,0.0,0.0
969.35546875,49897.971531855874,1.0,27.975757598876953,0.0,-27.975757598876953,715.053096065,969.35546875,0.0,0.0,"{'size': 874725, '_type': 'html-file', 'sha256': '79af201adff09b5f7957928e0c6c839021a3028627df33796ace2ca2573967c0', 'path': 'media/html/render_22665216_79af201adff09b5f7957.html'}",22665216.0,1774113059.8970413,22665216.0,-43.438377380371094,3.905036687850952,0.0,0.0,0.0,0.0,0.0
953.044921875,49958.47656198114,0.9912109375,31.91084098815918,0.0,-31.91084098815918,721.001434882,953.044921875,0.0,0.0,,22919168.0,1774113060.0522082,22919168.0,-43.53961944580078,3.916529417037964,0.0,0.0,0.0,0.0,0.0
956.8583984375,50091.783720883424,0.9814453125,31.265335083007812,0.0,-31.265335083007812,726.816545021,956.8583984375,0.0,0.0,,23173120.0,1774113065.8449247,23173120.0,-43.605289459228516,3.9346959590911865,0.0,0.0,0.0,0.0,0.0
962.4775390625,49846.66448221217,1.0,28.0354061126709,0.0,-28.0354061126709,732.608266518,962.4775390625,0.0,0.0,,23427072.0,1774113071.6598961,23427072.0,-43.71702194213867,3.9201157093048096,0.0,0.0,0.0,0.0,0.0
963.7685546875,50086.465097063134,0.998046875,27.79422378540039,0.0,-27.79422378540039,738.422658149,963.7685546875,0.0,0.0,,23681024.0,1774113077.4515932,23681024.0,-43.755775451660156,3.9231486320495605,0.0,0.0,0.0,0.0,0.0
972.4716796875,49859.57470689091,0.998046875,27.86882972717285,0.0,-27.86882972717285,753.331895681,972.4716796875,0.0,0.0,"{'_type': 'html-file', 'sha256': '8d2b82cead1fdeb3d1558624d3d6f2e32b9c9bab32a371fd44203da4c7b94524', 'path': 'media/html/render_23934976_8d2b82cead1fdeb3d155.html', 'size': 890525}",23934976.0,1774113098.175884,23934976.0,-43.78136444091797,3.9288766384124756,0.0,0.0,0.0,0.0,0.0
953.3603515625,49997.011844598026,0.99609375,30.790176391601562,0.0,-30.790176391601562,759.298117314,953.3603515625,0.0,0.0,,24188928.0,1774113098.3217912,24188928.0,-43.75016403198242,3.930762767791748,0.0,0.0,0.0,0.0,0.0
976.44921875,49844.21292507775,1.0,30.290306091308594,0.0,-30.290306091308594,765.071759356,976.44921875,0.0,0.0,,24442880.0,1774113104.1409643,24442880.0,-43.7612190246582,3.931236505508423,0.0,0.0,0.0,0.0,0.0
967.326171875,50245.746356299474,1.0,27.262523651123047,0.0,-27.262523651123047,770.875104471,967.326171875,0.0,0.0,,24696832.0,1774113109.9153016,24696832.0,-43.85615921020508,3.9633679389953613,0.0,0.0,0.0,0.0,0.0
958.7412109375,49961.57913339106,0.9970703125,29.019338607788086,0.0,-29.019338607788086,776.658893908,958.7412109375,0.0,0.0,,24950784.0,1774113115.718597,24950784.0,-43.9628791809082,3.9615275859832764,0.0,0.0,0.0,0.0,0.0
