eval/episode_success,eval/episode_reward_survive,_runtime,training/sps,_step,training/critic_loss,step,training/log_alpha,eval/episode_reward_near,training/actor_loss,render,eval/episode_dist,training/entropy,eval/episode_success_easy,eval/episode_reward_ctrl,eval/episode_success_hard,_timestamp,eval/episode_success_any,eval/episode_reward,eval/episode_reward_dist,training/alpha_loss
911.6494140625,0.0,162.379950609,50592.356257712156,4634624.0,3.640404462814331,4634624.0,0.0,0.0,-30.858062744140625,,31.275379180908203,0.0,0.0,0.0,0.0,1774117267.8856986,0.9833984375,911.6494140625,-31.275379180908203,0.0
956.134765625,0.0,177.031665702,50712.993930448836,4888576.0,3.7157604694366455,4888576.0,0.0,0.0,-32.103145599365234,"{'path': 'media/html/render_4888576_dd1d658c768db7e000ed.html', 'size': 817837, '_type': 'html-file', 'sha256': 'dd1d658c768db7e000ed51f739fc51990a496eecdef57fc0b5fe06fc02e9310e'}",29.398042678833008,0.0,0.0,0.0,0.0,1774117288.2665818,1.0,956.134765625,-29.398042678833008,0.0
957.4248046875,0.0,182.938162997,50523.43060709357,5142528.0,3.720411777496338,5142528.0,0.0,0.0,-32.809757232666016,,25.68182373046875,0.0,0.0,0.0,0.0,1774117288.4285157,1.0,957.4248046875,-25.68182373046875,0.0
960.408203125,0.0,188.654175454,50571.811532014326,5396480.0,3.7402920722961426,5396480.0,0.0,0.0,-33.767578125,,26.373878479003906,0.0,0.0,0.0,0.0,1774117294.172499,0.998046875,960.408203125,-26.373878479003906,0.0
924.55859375,0.0,194.419340532,50811.52026320144,5650432.0,3.7935256958007812,5650432.0,0.0,0.0,-34.28351593017578,,31.568241119384766,0.0,0.0,0.0,0.0,1774117299.8885038,0.978515625,924.55859375,-31.568241119384766,0.0
938.9013671875,0.0,200.13671929,50324.47758631165,5904384.0,3.8212544918060303,5904384.0,0.0,0.0,-35.021392822265625,,28.477853775024414,0.0,0.0,0.0,0.0,1774117305.6536438,0.9990234375,938.9013671875,-28.477853775024414,0.0
952.443359375,0.0,215.534385053,50815.03029780279,6158336.0,3.844193458557129,6158336.0,0.0,0.0,-35.78148651123047,"{'size': 837805, '_type': 'html-file', 'sha256': '901f954bde979e7b609744fc04e635b80186f5ee153beca567c4ad26ecdc01e2', 'path': 'media/html/render_6158336_901f954bde979e7b6097.html'}",29.222034454345703,0.0,0.0,0.0,0.0,1774117326.7694294,0.9912109375,952.443359375,-29.222034454345703,0.0
952.9169921875,0.0,221.458947271,50593.230973898615,6412288.0,3.8629567623138428,6412288.0,0.0,0.0,-36.19150924682617,,28.274442672729492,0.0,0.0,0.0,0.0,1774117326.9387567,0.9990234375,952.9169921875,-28.274442672729492,0.0
961.05859375,0.0,227.207965606,50482.25190056348,6666240.0,3.861264705657959,6666240.0,0.0,0.0,-36.527095794677734,,27.74241828918457,0.0,0.0,0.0,0.0,1774117332.6934202,1.0,961.05859375,-27.74241828918457,0.0
959.2265625,0.0,232.921807263,50480.01494033284,6920192.0,3.873171091079712,6920192.0,0.0,0.0,-37.050750732421875,,27.502687454223633,0.0,0.0,0.0,0.0,1774117338.4425457,0.9990234375,959.2265625,-27.502687454223633,0.0
958.2607421875,0.0,238.67323609,50849.3683837458,7174144.0,3.872068166732788,7174144.0,0.0,0.0,-37.349159240722656,,27.977684020996094,0.0,0.0,0.0,0.0,1774117344.156282,0.9990234375,958.2607421875,-27.977684020996094,0.0
958.1474609375,0.0,254.082198085,50462.55432635037,7428096.0,3.904719352722168,7428096.0,0.0,0.0,-37.66477584838867,"{'sha256': '0b1891e4dd620ff4eae8c3076fdcb81364e5d7b8375bf6ac66e457c192f1c71c', 'path': 'media/html/render_7428096_0b1891e4dd620ff4eae8.html', 'size': 865945, '_type': 'html-file'}",27.837743759155273,0.0,0.0,0.0,0.0,1774117365.3172457,0.9951171875,958.1474609375,-27.837743759155273,0.0
954.193359375,0.0,259.996066648,50676.37554527022,7682048.0,3.897400140762329,7682048.0,0.0,0.0,-38.02355194091797,,29.770355224609375,0.0,0.0,0.0,0.0,1774117365.49963,0.9990234375,954.193359375,-29.770355224609375,0.0
948.4462890625,0.0,265.7349299,50708.923412546676,7936000.0,3.8994901180267334,7936000.0,0.0,0.0,-38.14695739746094,,29.038515090942383,0.0,0.0,0.0,0.0,1774117371.2304444,0.9892578125,948.4462890625,-29.038515090942383,0.0
955.654296875,0.0,271.479068178,50608.4400088526,8189952.0,3.8907134532928467,8189952.0,0.0,0.0,-38.2996711730957,,26.754901885986328,0.0,0.0,0.0,0.0,1774117376.969087,1.0,955.654296875,-26.754901885986328,0.0
953.431640625,0.0,277.207130787,50537.24290984118,8443904.0,3.8836796283721924,8443904.0,0.0,0.0,-38.70175552368164,,28.969287872314453,0.0,0.0,0.0,0.0,1774117382.7135835,0.994140625,953.431640625,-28.969287872314453,0.0
936.87109375,0.0,292.187146947,50705.42802074618,8697856.0,3.8839409351348877,8697856.0,0.0,0.0,-38.75022888183594,"{'path': 'media/html/render_8697856_79e74d1ba81991f7ae8a.html', 'size': 884105, '_type': 'html-file', 'sha256': '79e74d1ba81991f7ae8a256aa3866d6db3536a0e3b7ec4aee3c1723792bbfdd1'}",30.280250549316406,0.0,0.0,0.0,0.0,1774117403.422221,0.982421875,936.87109375,-30.280250549316406,0.0
955.173828125,0.0,298.07036795,50673.48008411835,8951808.0,3.913735866546631,8951808.0,0.0,0.0,-38.938873291015625,,27.023117065429688,0.0,0.0,0.0,0.0,1774117403.5842679,0.994140625,955.173828125,-27.023117065429688,0.0
949.783203125,0.0,303.81868383,50805.73994413978,9205760.0,3.905506134033203,9205760.0,0.0,0.0,-39.18471908569336,,29.887596130371094,0.0,0.0,0.0,0.0,1774117409.304881,0.9853515625,949.783203125,-29.887596130371094,0.0
946.0361328125,0.0,309.534377373,50482.17773078997,9459712.0,3.933542251586914,9459712.0,0.0,0.0,-39.383182525634766,,28.90152359008789,0.0,0.0,0.0,0.0,1774117415.052937,0.9853515625,946.0361328125,-28.90152359008789,0.0
942.10546875,0.0,315.271840932,50828.04444285805,9713664.0,3.9619147777557373,9713664.0,0.0,0.0,-39.385643005371094,,31.634475708007812,0.0,0.0,0.0,0.0,1774117420.768863,0.9814453125,942.10546875,-31.634475708007812,0.0
955.6982421875,0.0,330.209841319,50599.75384986652,9967616.0,3.9352293014526367,9967616.0,0.0,0.0,-39.57955551147461,"{'path': 'media/html/render_9967616_7240d80525e044009a41.html', 'size': 866673, '_type': 'html-file', 'sha256': '7240d80525e044009a41608938ab7261876f6c59bb06d9bb2b87e6209ea4fb98'}",28.05980682373047,0.0,0.0,0.0,0.0,1774117441.4448404,0.99609375,955.6982421875,-28.05980682373047,0.0
951.587890625,0.0,336.123111015,50772.61997637241,10221568.0,3.917025089263916,10221568.0,0.0,0.0,-39.978458404541016,,29.302753448486328,0.0,0.0,0.0,0.0,1774117441.6010082,0.9921875,951.587890625,-29.302753448486328,0.0
945.947265625,0.0,341.876665973,50435.45823090634,10475520.0,3.9305994510650635,10475520.0,0.0,0.0,-40.24234390258789,,30.817060470581055,0.0,0.0,0.0,0.0,1774117447.3575099,0.9892578125,945.947265625,-30.817060470581055,0.0
899.1650390625,0.0,347.636733796,50452.69696377757,10729472.0,3.9655041694641113,10729472.0,0.0,0.0,-40.767635345458984,,33.729949951171875,0.0,0.0,0.0,0.0,1774117453.1110096,0.9755859375,899.1650390625,-33.729949951171875,0.0
958.77734375,0.0,353.381978086,50360.108028918374,10983424.0,3.9295260906219482,10983424.0,0.0,0.0,-41.472938537597656,,29.295148849487305,0.0,0.0,0.0,0.0,1774117458.8713121,0.9931640625,958.77734375,-29.295148849487305,0.0
968.015625,0.0,368.158081159,50532.920060255114,11237376.0,3.9068164825439453,11237376.0,0.0,0.0,-42.01926040649414,"{'sha256': 'd4080f5ea0606d609bf222e92e2815e1ca88385dff8bf2818f5ac41a2ffe1891', 'path': 'media/html/render_11237376_d4080f5ea0606d609bf2.html', 'size': 890497, '_type': 'html-file'}",29.15566635131836,0.0,0.0,0.0,0.0,1774117479.3931165,0.9990234375,968.015625,-29.15566635131836,0.0
950.2421875,0.0,374.064404517,50234.144481377654,11491328.0,3.8981456756591797,11491328.0,0.0,0.0,-42.41374206542969,,30.5037899017334,0.0,0.0,0.0,0.0,1774117479.5522952,0.990234375,950.2421875,-30.5037899017334,0.0
927.3828125,0.0,379.817887,50554.916021178775,11745280.0,3.863016366958618,11745280.0,0.0,0.0,-43.03432083129883,,33.72482681274414,0.0,0.0,0.0,0.0,1774117485.298836,0.986328125,927.3828125,-33.72482681274414,0.0
928.3662109375,0.0,385.558711384,50438.00173188396,11999232.0,3.896531105041504,11999232.0,0.0,0.0,-43.49888229370117,,31.956424713134766,0.0,0.0,0.0,0.0,1774117491.0516903,0.990234375,928.3662109375,-31.956424713134766,0.0
918.6884765625,0.0,391.316330701,50576.32355190601,12253184.0,3.973816156387329,12253184.0,0.0,0.0,-43.8900260925293,,33.23847579956055,0.0,0.0,0.0,0.0,1774117496.793149,1.0,918.6884765625,-33.23847579956055,0.0
925.5458984375,0.0,406.103411866,50382.768797637444,12507136.0,4.023560047149658,12507136.0,0.0,0.0,-44.203495025634766,"{'path': 'media/html/render_12507136_80ccd874d0eb6672d926.html', 'size': 864081, '_type': 'html-file', 'sha256': '80ccd874d0eb6672d926c516c6063fdc1ddd23c6e9bd63c6b4cd0e8e764af309'}",32.48612976074219,0.0,0.0,0.0,0.0,1774117517.3384411,1.0,925.5458984375,-32.48612976074219,0.0
950.3115234375,0.0,412.055609197,50511.07018254516,12761088.0,4.073373317718506,12761088.0,0.0,0.0,-44.51370620727539,,31.410594940185547,0.0,0.0,0.0,0.0,1774117517.5278955,0.9990234375,950.3115234375,-31.410594940185547,0.0
942.3388671875,0.0,417.812478583,50390.100453029925,13015040.0,4.0751872062683105,13015040.0,0.0,0.0,-44.60053253173828,,30.40326690673828,0.0,0.0,0.0,0.0,1774117523.2900383,0.99609375,942.3388671875,-30.40326690673828,0.0
915.3203125,0.0,423.565570201,50427.46638153567,13268992.0,4.099318504333496,13268992.0,0.0,0.0,-44.709739685058594,,34.47401428222656,0.0,0.0,0.0,0.0,1774117529.0466588,0.984375,915.3203125,-34.47401428222656,0.0
962.3876953125,0.0,429.31039379,50442.45407315405,13522944.0,4.120727062225342,13522944.0,0.0,0.0,-44.69961929321289,,29.662607192993164,0.0,0.0,0.0,0.0,1774117534.799875,0.998046875,962.3876953125,-29.662607192993164,0.0
941.9609375,0.0,444.783218198,50538.302756231686,13776896.0,4.125700950622559,13776896.0,0.0,0.0,-44.840362548828125,"{'path': 'media/html/render_13776896_26a120b83ec6e9ca3ad4.html', 'size': 863221, '_type': 'html-file', 'sha256': '26a120b83ec6e9ca3ad4b8c879b240db3a0a9eabbd22e00e27b5cc617bc25b6a'}",31.406978607177734,0.0,0.0,0.0,0.0,1774117556.018265,0.98046875,941.9609375,-31.406978607177734,0.0
960.2060546875,0.0,450.715871562,50472.49924920425,14030848.0,4.156085014343262,14030848.0,0.0,0.0,-44.88466262817383,,30.030681610107422,0.0,0.0,0.0,0.0,1774117556.2021458,1.0,960.2060546875,-30.030681610107422,0.0
932.8828125,0.0,456.463558199,50553.45718578518,14284800.0,4.157437324523926,14284800.0,0.0,0.0,-44.9732666015625,,34.95912170410156,0.0,0.0,0.0,0.0,1774117561.9503696,0.9892578125,932.8828125,-34.95912170410156,0.0
961.6533203125,0.0,462.208734432,50499.70699687217,14538752.0,4.151653289794922,14538752.0,0.0,0.0,-45.00324249267578,,34.286739349365234,0.0,0.0,0.0,0.0,1774117567.697861,0.998046875,961.6533203125,-34.286739349365234,0.0
961.931640625,0.0,467.966450141,50546.53606329858,14792704.0,4.156432628631592,14792704.0,0.0,0.0,-45.04206466674805,,32.281558990478516,0.0,0.0,0.0,0.0,1774117573.442801,0.9970703125,961.931640625,-32.281558990478516,0.0
898.7412109375,0.0,483.16381092,50400.58442183466,15046656.0,4.151808261871338,15046656.0,0.0,0.0,-45.05991744995117,"{'_type': 'html-file', 'sha256': '22294df91520bdc0e83acf695e1f1e379d8a9406399c8292dca31a87ce1ac0d9', 'path': 'media/html/render_15046656_22294df91520bdc0e83a.html', 'size': 885009}",36.55259704589844,0.0,0.0,0.0,0.0,1774117594.3988008,0.9931640625,898.7412109375,-36.55259704589844,0.0
959.4853515625,0.0,489.150859471,50497.226694669276,15300608.0,4.149956226348877,15300608.0,0.0,0.0,-45.047847747802734,,31.32931137084961,0.0,0.0,0.0,0.0,1774117594.6107655,1.0,959.4853515625,-31.32931137084961,0.0
963.0546875,0.0,494.89811164,50266.672182218594,15554560.0,4.147398471832275,15554560.0,0.0,0.0,-45.02134704589844,,33.13103485107422,0.0,0.0,0.0,0.0,1774117600.385283,0.9990234375,963.0546875,-33.13103485107422,0.0
945.9462890625,0.0,500.669006267,50513.20688881025,15808512.0,4.150424957275391,15808512.0,0.0,0.0,-45.06974792480469,,37.397743225097656,0.0,0.0,0.0,0.0,1774117606.1325321,0.998046875,945.9462890625,-37.397743225097656,0.0
950.5029296875,0.0,506.419040885,50258.78353000196,16062464.0,4.1509904861450195,16062464.0,0.0,0.0,-45.141815185546875,,34.090240478515625,0.0,0.0,0.0,0.0,1774117611.9032416,1.0,950.5029296875,-34.090240478515625,0.0
939.9169921875,0.0,521.352612907,50493.516272735134,16316416.0,4.172060966491699,16316416.0,0.0,0.0,-45.238494873046875,"{'_type': 'html-file', 'sha256': 'ee7ff78ad4b325e138154ea0260523ae4a7207d864e98000b0be774154679bce', 'path': 'media/html/render_16316416_ee7ff78ad4b325e13815.html', 'size': 866037}",33.66454315185547,0.0,0.0,0.0,0.0,1774117632.587666,0.99609375,939.9169921875,-33.66454315185547,0.0
957.3232421875,0.0,527.299456866,50425.06001066208,16570368.0,4.183117866516113,16570368.0,0.0,0.0,-45.20751953125,,32.41307067871094,0.0,0.0,0.0,0.0,1774117632.767187,1.0,957.3232421875,-32.41307067871094,0.0
964.0771484375,0.0,533.060896204,50393.736086416575,16824320.0,4.17426872253418,16824320.0,0.0,0.0,-45.21417236328125,,32.53824996948242,0.0,0.0,0.0,0.0,1774117638.5339081,1.0,964.0771484375,-32.53824996948242,0.0
879.0283203125,0.0,538.794133915,50353.0707380561,17078272.0,4.166224956512451,17078272.0,0.0,0.0,-45.14103698730469,,36.3358154296875,0.0,0.0,0.0,0.0,1774117644.295465,0.982421875,879.0283203125,-36.3358154296875,0.0
973.87109375,0.0,544.554399555,50665.80545849298,17332224.0,4.157111167907715,17332224.0,0.0,0.0,-45.034156799316406,,32.12355422973633,0.0,0.0,0.0,0.0,1774117650.0285335,1.0,973.87109375,-32.12355422973633,0.0
932.15234375,0.0,559.393822414,50363.64170012298,17586176.0,4.142361164093018,17586176.0,0.0,0.0,-45.00163650512695,"{'sha256': 'e0f7b43e27abe6676d0734e8b009456e1caa8dc075345fd75c618c66fbdadabb', 'path': 'media/html/render_17586176_e0f7b43e27abe6676d07.html', 'size': 891193, '_type': 'html-file'}",33.629425048828125,0.0,0.0,0.0,0.0,1774117670.6287372,0.9970703125,932.15234375,-33.629425048828125,0.0
964.3369140625,0.0,565.327234708,50484.512986959744,17840128.0,4.167388916015625,17840128.0,0.0,0.0,-44.893829345703125,,30.271785736083984,0.0,0.0,0.0,0.0,1774117670.7834303,0.998046875,964.3369140625,-30.271785736083984,0.0
967.400390625,0.0,571.074479206,50250.20274872344,18094080.0,4.135501861572266,18094080.0,0.0,0.0,-44.88898468017578,,31.45269012451172,0.0,0.0,0.0,0.0,1774117676.5614452,0.9951171875,967.400390625,-31.45269012451172,0.0
963.5244140625,0.0,576.820445438,50521.51109815921,18348032.0,4.125344753265381,18348032.0,0.0,0.0,-44.830867767333984,,29.479694366455078,0.0,0.0,0.0,0.0,1774117682.3090181,0.9951171875,963.5244140625,-29.479694366455078,0.0
970.2978515625,0.0,582.56258486,50507.06554294276,18601984.0,4.1391448974609375,18601984.0,0.0,0.0,-44.782440185546875,,31.273292541503906,0.0,0.0,0.0,0.0,1774117688.0548368,1.0,970.2978515625,-31.273292541503906,0.0
952.4521484375,0.0,597.324507845,50573.0937378452,18855936.0,4.132155418395996,18855936.0,0.0,0.0,-44.81197738647461,"{'path': 'media/html/render_18855936_d7186085f74e0735feca.html', 'size': 885045, '_type': 'html-file', 'sha256': 'd7186085f74e0735fecaf4cb404c968980662e943ed8d5ee30aee4271e2505ff'}",33.303558349609375,0.0,0.0,0.0,0.0,1774117708.5595655,0.9833984375,952.4521484375,-33.303558349609375,0.0
946.7939453125,0.0,603.256094484,50612.48960016513,19109888.0,4.1315693855285645,19109888.0,0.0,0.0,-44.81828689575195,,32.28841018676758,0.0,0.0,0.0,0.0,1774117708.7273557,0.998046875,946.7939453125,-32.28841018676758,0.0
944.8193359375,0.0,609.025797493,50427.771968874455,19363840.0,4.125088214874268,19363840.0,0.0,0.0,-44.85336685180664,,32.154762268066406,0.0,0.0,0.0,0.0,1774117714.4904706,0.982421875,944.8193359375,-32.154762268066406,0.0
940.61328125,0.0,614.764890922,50277.96869757705,19617792.0,4.122622489929199,19617792.0,0.0,0.0,-44.866859436035156,,33.39433288574219,0.0,0.0,0.0,0.0,1774117720.260226,0.98828125,940.61328125,-33.39433288574219,0.0
962.5830078125,0.0,620.523639633,50606.16059525263,19871744.0,4.128523826599121,19871744.0,0.0,0.0,-44.82418441772461,,31.043453216552734,0.0,0.0,0.0,0.0,1774117725.9992778,0.9921875,962.5830078125,-31.043453216552734,0.0
936.4423828125,0.0,636.223458389,50387.33057171294,20125696.0,4.128166198730469,20125696.0,0.0,0.0,-44.784358978271484,"{'size': 863237, '_type': 'html-file', 'sha256': '9bd88dffd0df428a4012fd0018467dba71ef59d454c55def630ace817492822c', 'path': 'media/html/render_20125696_9bd88dffd0df428a4012.html'}",33.48078536987305,0.0,0.0,0.0,0.0,1774117747.4585283,0.9775390625,936.4423828125,-33.48078536987305,0.0
949.2890625,0.0,642.198244964,50667.07074392961,20379648.0,4.117271900177002,20379648.0,0.0,0.0,-44.82949447631836,,31.54058837890625,0.0,0.0,0.0,0.0,1774117747.628559,0.982421875,949.2890625,-31.54058837890625,0.0
964.119140625,0.0,647.960300743,49993.38160462723,20633600.0,4.144935607910156,20633600.0,0.0,0.0,-44.84297180175781,,31.271480560302734,0.0,0.0,0.0,0.0,1774117753.4325852,0.99609375,964.119140625,-31.271480560302734,0.0
971.9033203125,0.0,653.707082279,50371.23696140846,20887552.0,4.142702579498291,20887552.0,0.0,0.0,-44.850948333740234,,29.187013626098633,0.0,0.0,0.0,0.0,1774117759.1948364,0.998046875,971.9033203125,-29.187013626098633,0.0
966.3544921875,0.0,659.438802503,50508.19836999856,21141504.0,4.140627384185791,21141504.0,0.0,0.0,-44.82735061645508,,29.89356231689453,0.0,0.0,0.0,0.0,1774117764.941497,0.9931640625,966.3544921875,-29.89356231689453,0.0
965.65625,0.0,674.201785581,50684.27284330867,21395456.0,4.121511936187744,21395456.0,0.0,0.0,-44.832401275634766,"{'path': 'media/html/render_21395456_9b336d29e4bd1be51dc9.html', 'size': 869829, '_type': 'html-file', 'sha256': '9b336d29e4bd1be51dc9b5e6373153f2dc379530bc0ed34f58463fd9de331fc8'}",30.386653900146484,0.0,0.0,0.0,0.0,1774117785.436846,0.998046875,965.65625,-30.386653900146484,0.0
958.923828125,0.0,680.165592465,50596.182162653175,21649408.0,4.140408039093018,21649408.0,0.0,0.0,-44.911712646484375,,32.661964416503906,0.0,0.0,0.0,0.0,1774117785.6198273,1.0,958.923828125,-32.661964416503906,0.0
973.74609375,0.0,685.918434917,50277.546262222844,21903360.0,4.138376712799072,21903360.0,0.0,0.0,-44.92677307128906,,30.3525447845459,0.0,0.0,0.0,0.0,1774117791.3999112,1.0,973.74609375,-30.3525447845459,0.0
969.1103515625,0.0,691.679854247,50449.45663537888,22157312.0,4.128650188446045,22157312.0,0.0,0.0,-44.85091781616211,,30.07862091064453,0.0,0.0,0.0,0.0,1774117797.152937,1.0,969.1103515625,-30.07862091064453,0.0
967.5478515625,0.0,697.437179735,50597.21804424274,22411264.0,4.103930473327637,22411264.0,0.0,0.0,-44.8266487121582,,29.53107452392578,0.0,0.0,0.0,0.0,1774117802.9143763,1.0,967.5478515625,-29.53107452392578,0.0
934.4189453125,0.0,713.262351033,50405.55492260254,22665216.0,4.073789596557617,22665216.0,0.0,0.0,-44.76643371582031,"{'sha256': 'd9dccbde5b6a41c144af3802c365c9f695ef0bdb5ac13dd2293989945f2a2c7e', 'path': 'media/html/render_22665216_d9dccbde5b6a41c144af.html', 'size': 870405, '_type': 'html-file'}",32.973236083984375,0.0,0.0,0.0,0.0,1774117824.4974177,0.998046875,934.4189453125,-32.973236083984375,0.0
974.2412109375,0.0,719.212456104,50675.95844345655,22919168.0,4.065297603607178,22919168.0,0.0,0.0,-44.800743103027344,,28.711387634277344,0.0,0.0,0.0,0.0,1774117824.660409,0.9990234375,974.2412109375,-28.711387634277344,0.0
953.154296875,0.0,724.946602133,50144.236601099125,23173120.0,4.0572285652160645,23173120.0,0.0,0.0,-44.813011169433594,,30.792064666748047,0.0,0.0,0.0,0.0,1774117830.4466856,0.99609375,953.154296875,-30.792064666748047,0.0
970.896484375,0.0,730.689064271,50682.64013133925,23427072.0,4.0701823234558105,23427072.0,0.0,0.0,-44.87568283081055,,30.087594985961914,0.0,0.0,0.0,0.0,1774117836.1811874,0.9990234375,970.896484375,-30.087594985961914,0.0
937.76953125,0.0,736.432480725,50549.20832757519,23681024.0,4.065650463104248,23681024.0,0.0,0.0,-44.86354064941406,,33.498138427734375,0.0,0.0,0.0,0.0,1774117841.9234495,1.0,937.76953125,-33.498138427734375,0.0
971.779296875,0.0,751.450723082,50562.51148331627,23934976.0,4.058219909667969,23934976.0,0.0,0.0,-44.81785583496094,"{'path': 'media/html/render_23934976_6fca83d4a24977362d9d.html', 'size': 897825, '_type': 'html-file', 'sha256': '6fca83d4a24977362d9d117383a0cbb2a101bdd08c27ddb207fecafa13364506'}",30.386089324951172,0.0,0.0,0.0,0.0,1774117862.6858332,1.0,971.779296875,-30.386089324951172,0.0
968.265625,0.0,757.369187533,50546.03234674588,24188928.0,4.060081958770752,24188928.0,0.0,0.0,-44.845943450927734,,31.036792755126953,0.0,0.0,0.0,0.0,1774117862.8420753,1.0,968.265625,-31.036792755126953,0.0
969.9228515625,0.0,763.125960834,50408.887424279135,24442880.0,4.055521488189697,24442880.0,0.0,0.0,-44.7547607421875,,27.48370361328125,0.0,0.0,0.0,0.0,1774117868.6035564,1.0,969.9228515625,-27.48370361328125,0.0
964.2646484375,0.0,768.883495627,50420.88044211055,24696832.0,4.053952693939209,24696832.0,0.0,0.0,-44.748512268066406,,32.75334930419922,0.0,0.0,0.0,0.0,1774117874.3604424,0.998046875,964.2646484375,-32.75334930419922,0.0
969.4765625,0.0,774.625334345,50423.05965096786,24950784.0,4.045551776885986,24950784.0,0.0,0.0,-44.787384033203125,,30.605510711669922,0.0,0.0,0.0,0.0,1774117880.1179237,1.0,969.4765625,-30.605510711669922,0.0
