training/entropy,eval/episode_reward_survive,_timestamp,_runtime,training/alpha_loss,eval/episode_reward_ctrl,_step,eval/episode_reward_near,render,training/actor_loss,eval/episode_reward_dist,eval/episode_success,eval/episode_success_easy,step,training/sps,eval/episode_dist,training/critic_loss,eval/episode_success_any,eval/episode_reward,training/log_alpha,eval/episode_success_hard
0.0,784.6650390625,1773979368.9823976,425.253713225,1.2275964763830416e-05,-1731.17919921875,6158336.0,0.0,"{'sha256': '44fbbe23b71aeecae86ba95200b4ae751843b6d10c94339ebf712653ff3f1acf', 'path': 'media/html/render_6158336_44fbbe23b71aeecae86b.html', 'size': 4162969.0, '_type': 'html-file'}",-20.686294555664062,0.0,0.0,12.0625,6158336.0,28197.724998610833,2634.525634765625,0.06532756239175797,0.0,0.0,0.0,0.0
0.0,797.0087890625,1773979369.178321,437.513480853,1.3747996490565129e-05,-1738.682861328125,6412288.0,0.0,,-19.8475284576416,0.0,0.0,7.2548828125,6412288.0,28148.759153893378,2708.60546875,0.05668984353542328,0.0,0.0,0.0,0.0
0.0,769.734375,1773979381.241432,449.55811268,1.3689032130059786e-05,-1659.24658203125,6666240.0,0.0,,-19.931133270263672,0.0,0.0,4.568359375,6666240.0,28076.016200477083,2693.02099609375,0.060699205845594406,0.0,0.0,0.0,0.0
0.0,751.3857421875,1773979393.2856429,461.58599508,-1.895378591143526e-05,-1519.492431640625,6920192.0,0.0,,-21.386489868164062,0.0,0.3251953125,10.646484375,6920192.0,28247.292973433694,2525.771728515625,0.06635083258152008,0.0009765625,0.3251953125,0.0,0.0
0.0,858.1142578125,1773979405.31426,473.692233783,7.965461009007413e-06,-1826.599853515625,7174144.0,0.0,,-20.71681785583496,0.0,0.0,14.78515625,7174144.0,28157.320176725563,2903.17041015625,0.0661059021949768,0.0,0.0,0.0,0.0
0.0,812.265625,1773979449.1886618,505.4599645,-1.902087933558505e-05,-1800.4385986328125,7428096.0,0.0,"{'sha256': '7cffa1561f907df194aa7aa06dd09f08efc0540e5817b810c9b3b7ddfb808f54', 'path': 'media/html/render_7428096_7cffa1561f907df194aa.html', 'size': 4123529.0, '_type': 'html-file'}",-19.366941452026367,0.0,0.2314453125,19.26953125,7428096.0,28071.805223473337,2685.788330078125,0.0634661465883255,0.001953125,0.2314453125,0.0,0.0
0.0,786.4833984375,1773979449.3604565,517.735473397,2.5839450245257467e-05,-1736.2301025390625,7682048.0,0.0,,-20.817598342895508,0.0,0.0,11.23828125,7682048.0,28137.065646670457,2727.325927734375,0.05982426181435585,0.0,0.0,0.0,0.0
0.0,841.7939453125,1773979461.4633498,529.804023249,1.7985405065701343e-05,-1702.12548828125,7936000.0,0.0,,-20.59174156188965,0.0,0.3359375,7.8125,7936000.0,28109.76216298925,2901.64111328125,0.057786330580711365,0.001953125,0.3359375,0.0,0.0
0.0,875.6298828125,1773979473.5319583,541.895567642,-3.180209023412317e-05,-2020.02880859375,8189952.0,0.0,,-19.2949275970459,0.0,0.1708984375,15.5908203125,8189952.0,28049.90499964475,2942.13232421875,0.05687207356095314,0.0009765625,0.1708984375,0.0,0.0
0.0,689.5732421875,1773979485.623655,553.953589733,7.78989851824008e-06,-1419.9755859375,8443904.0,0.0,,-20.270421981811523,0.0,0.0361328125,14.4580078125,8443904.0,28117.62179451695,2270.64599609375,0.06488071382045746,0.0009765625,0.0361328125,0.0,0.0
0.0,768.2080078125,1773979529.892407,586.163688407,-1.0254979088131222e-06,-1597.117431640625,8697856.0,0.0,"{'sha256': '85a330050faa8e7ae369bfbee3536a1bd25970ebe6538089ed5236b4dd7de4ad', 'path': 'media/html/render_8697856_85a330050faa8e7ae369.html', 'size': 4066445.0, '_type': 'html-file'}",-19.964807510375977,0.0,0.00390625,12.2587890625,8697856.0,28097.399857749828,2657.74658203125,0.06011265888810158,0.0009765625,0.00390625,0.0,0.0
0.0,821.841796875,1773979530.0728774,598.403467938,1.535922274342738e-05,-1819.783935546875,8951808.0,0.0,,-20.572139739990234,0.0,0.0,15.60546875,8951808.0,28144.793307240005,2770.09521484375,0.060836587101221085,0.0,0.0,0.0,0.0
0.0,853.0263671875,1773979542.1313076,610.508406403,-5.1625811465783045e-05,-1787.7896728515625,9205760.0,0.0,,-19.970712661743164,0.0,0.0,7.9140625,9205760.0,28081.496579581446,2957.122802734375,0.06347265839576721,0.0,0.0,0.0,0.0
0.0,847.517578125,1773979554.2362013,622.54214212,4.711416841018945e-05,-1885.8876953125,9459712.0,0.0,,-19.774017333984375,0.0,0.9140625,6.2919921875,9459712.0,28070.457326616182,2932.362060546875,0.05819093808531761,0.00390625,0.9140625,0.0,0.0
0.0,862.3974609375,1773979566.270025,634.650524903,2.4858200049493462e-05,-1935.1973876953125,9713664.0,0.0,,-20.624862670898438,0.0,0.0,8.9384765625,9713664.0,28150.306523906205,2904.55810546875,0.0588371679186821,0.0,0.0,0.0,0.0
0.0,785.6962890625,1773979610.0262084,666.297558998,-2.52328045462491e-05,-1553.020263671875,9967616.0,0.0,"{'_type': 'html-file', 'sha256': '98b58cc664e2ee8a3b8efbf96484e91d906232c3bf5c1171b5bb69301e51e692', 'path': 'media/html/render_9967616_98b58cc664e2ee8a3b8e.html', 'size': 4140861.0}",-19.59978675842285,0.0,0.0,11.837890625,9967616.0,28050.3090586866,2680.53955078125,0.061718475073575974,0.0,0.0,0.0,0.0
0.0,818.951171875,1773979610.2071571,678.645427802,1.5991768123058137e-06,-1769.259033203125,10221568.0,0.0,,-20.130970001220703,0.0,0.689453125,19.7236328125,10221568.0,28082.378347624348,2732.5673828125,0.05755402147769928,0.0048828125,0.689453125,0.0,0.0
0.0,739.81640625,1773979622.373364,690.756048388,1.9472707208478823e-05,-1593.007568359375,10475520.0,0.0,,-19.435176849365234,0.0,0.0,15.7041015625,10475520.0,27893.466066558198,2521.0126953125,0.05590436980128288,0.0,0.0,0.0,0.0
0.0,822.6005859375,1773979634.4842079,702.877785884,4.322674158174777e-06,-1761.667724609375,10729472.0,0.0,,-20.660938262939453,0.0,0.0,8.0341796875,10729472.0,28027.116312786853,2834.70751953125,0.05418848618865013,0.0,0.0,0.0,0.0
0.0,810.607421875,1773979646.6058939,714.975716855,4.665702363126911e-05,-1771.9857177734375,10983424.0,0.0,,-20.50128936767578,0.0,0.5771484375,16.61328125,10983424.0,28004.687116515383,2760.3955078125,0.055630914866924286,0.001953125,0.5771484375,0.0,0.0
0.0,850.267578125,1773979690.3264854,746.597765381,-5.508976300916402e-06,-1947.9837646484375,11237376.0,0.0,"{'sha256': 'af558663264eac3e33bf14693adaa7e4553c91d92d677f92f22baf323fde3480', 'path': 'media/html/render_11237376_af558663264eac3e33bf.html', 'size': 4080053.0, '_type': 'html-file'}",-20.244199752807617,0.0,0.0,21.9609375,11237376.0,27951.511683194196,2824.1083984375,0.05651050806045532,0.0,0.0,0.0,0.0
0.0,860.1845703125,1773979690.5163715,758.882066398,-2.1813419152749702e-05,-1878.141357421875,11491328.0,0.0,,-21.032087326049805,0.0,0.53515625,12.654296875,11491328.0,28014.09935055219,2886.9638671875,0.06077216565608978,0.0029296875,0.53515625,0.0,0.0
0.0,795.4150390625,1773979702.609969,770.983685372,9.348512321594171e-06,-1809.462890625,11745280.0,0.0,,-21.004411697387695,0.0,0.1025390625,11.0830078125,11745280.0,27982.858369708927,2694.28662109375,0.052388131618499756,0.0009765625,0.1025390625,0.0,0.0
0.0,816.2265625,1773979714.711691,783.077294226,-2.879437670344487e-05,-1794.498291015625,11999232.0,0.0,,-20.800613403320312,0.0,0.0,13.794921875,11999232.0,28067.48013179558,2763.59228515625,0.061616431921720505,0.0,0.0,0.0,0.0
0.0,805.791015625,1773979726.8053799,795.207672212,1.8887032638303936e-05,-1603.871337890625,12253184.0,0.0,,-20.25465202331543,0.0,0.0654296875,19.5986328125,12253184.0,27976.867491216057,2675.313720703125,0.05471596494317055,0.0009765625,0.0654296875,0.0,0.0
0.0,886.8818359375,1773979771.1476622,827.418972563,3.4852229873649776e-05,-1948.9925537109375,12507136.0,0.0,"{'sha256': '595ff1beba1f3c2de1a37609d44c43ef0edf152c26282617b2edafbc0824bd23', 'path': 'media/html/render_12507136_595ff1beba1f3c2de1a3.html', 'size': 4173253.0, '_type': 'html-file'}",-20.451007843017578,0.0,0.0,10.3349609375,12507136.0,27983.397976045842,3042.415283203125,0.056875307112932205,0.0,0.0,0.0,0.0
0.0,813.0634765625,1773979771.3441067,839.782613105,-4.647103196475655e-05,-1749.885009765625,12761088.0,0.0,,-20.542415618896484,0.0,0.4052734375,14.1865234375,12761088.0,27966.91996727943,2843.826171875,0.06635404378175735,0.0029296875,0.4052734375,0.0,0.0
0.0,835.6533203125,1773979783.5105267,851.895554979,1.4908882803865708e-05,-1711.8255615234375,13015040.0,0.0,,-20.3210391998291,0.0,0.0478515625,18.1826171875,13015040.0,27897.184577806856,2854.1865234375,0.058729056268930435,0.0009765625,0.0478515625,0.0,0.0
0.0,831.697265625,1773979795.6236107,864.022106896,-2.4276323529193178e-05,-1831.038818359375,13268992.0,0.0,,-19.47052764892578,0.0,0.009765625,9.662109375,13268992.0,27894.541337664952,2836.90869140625,0.057896729558706284,0.0009765625,0.009765625,0.0,0.0
0.0,797.0615234375,1773979807.7501414,876.110145654,3.034667497558985e-05,-1672.596435546875,13522944.0,0.0,,-20.209169387817383,0.0,0.0,19.646484375,13522944.0,27990.11171291927,2705.9736328125,0.05679743364453316,0.0,0.0,0.0,0.0
0.0,872.640625,1773979851.7050464,907.976398858,-3.7219484511297196e-05,-1966.931396484375,13776896.0,0.0,"{'sha256': '79827ccc7180a309ba7fa1eee1c861c92f18201f604a6ed8685941fc471bac78', 'path': 'media/html/render_13776896_79827ccc7180a309ba7f.html', 'size': 4113509.0, '_type': 'html-file'}",-20.528541564941406,0.0,0.0,14.5595703125,13776896.0,27987.822944797754,2927.7275390625,0.05841035023331642,0.0,0.0,0.0,0.0
0.0,919.6181640625,1773979851.8925211,920.303629556,-1.9471963241812773e-06,-1885.41845703125,14030848.0,0.0,,-19.99021339416504,0.0,0.2216796875,9.12109375,14030848.0,27966.141623398624,3188.4814453125,0.06233900785446167,0.001953125,0.2216796875,0.0,0.0
0.0,905.51171875,1773979864.0315478,932.444767208,1.852544846769888e-05,-1984.9630126953125,14284800.0,0.0,,-20.56273651123047,0.0,0.0185546875,15.783203125,14284800.0,27863.47154429541,3036.603271484375,0.06291404366493225,0.0029296875,0.0185546875,0.0,0.0
0.0,876.0927734375,1773979876.1728427,944.546581008,1.633123611100018e-05,-1841.153564453125,14538752.0,0.0,,-20.068313598632812,0.0,0.0,8.2041015625,14538752.0,27955.275035641174,2999.716796875,0.05656583607196808,0.0,0.0,0.0,0.0
0.0,698.4130859375,1773979888.2744646,956.702832685,-6.233044405234978e-05,-1462.57177734375,14792704.0,0.0,,-20.286209106445312,0.0,0.0,17.076171875,14792704.0,27934.569348078094,2385.38037109375,0.06519699096679688,0.0,0.0,0.0,0.0
0.0,869.1455078125,1773979932.2324595,988.503802659,4.544616604107432e-05,-1913.189208984375,15046656.0,0.0,"{'sha256': '9a6b993d3d6b700d051e9fa3327826a978fe3627445ee17c4aa6444aaa7e0ffa', 'path': 'media/html/render_15046656_9a6b993d3d6b700d051e.html', 'size': 4133061.0, '_type': 'html-file'}",-19.000926971435547,0.0,0.0,8.330078125,15046656.0,27910.96924715302,2933.87255859375,0.06330583989620209,0.0,0.0,0.0,0.0
0.0,835.5166015625,1773979932.4190686,1000.828744918,4.006785820820369e-05,-1808.09765625,15300608.0,0.0,,-20.17373275756836,0.0,1.759765625,18.931640625,15300608.0,28001.08122410105,2848.605224609375,0.0633518397808075,0.0029296875,1.759765625,0.0,0.0
0.0,807.326171875,1773979944.5566244,1012.923263898,-2.2354097382049076e-05,-1806.573486328125,15554560.0,0.0,,-20.409391403198242,0.0,0.1328125,12.4755859375,15554560.0,27980.923603637097,2741.27392578125,0.07162845134735107,0.0009765625,0.1328125,0.0,0.0
0.0,746.197265625,1773979956.6513648,1025.043482439,-3.42834391631186e-05,-1702.0478515625,15808512.0,0.0,,-19.957805633544922,0.0,0.005859375,14.3896484375,15808512.0,27977.528853471264,2420.51220703125,0.06552398204803467,0.0009765625,0.005859375,0.0,0.0
0.0,843.4912109375,1773979968.7714124,1037.14460654,4.773985710926354e-05,-1884.3233642578125,16062464.0,0.0,,-21.2842960357666,0.0,1.38671875,9.779296875,16062464.0,28017.78671656506,2902.39208984375,0.07619986683130264,0.001953125,1.38671875,0.0,0.0
0.0,791.8193359375,1773980013.3523638,1069.623644302,-1.8996446669916622e-05,-1625.427490234375,16316416.0,0.0,"{'sha256': '8a96454933a21e8f76c7905c972f000b979178062160f17adf0145832ef9bd0d', 'path': 'media/html/render_16316416_8a96454933a21e8f76c7.html', 'size': 4148617.0, '_type': 'html-file'}",-20.653099060058594,0.0,0.009765625,8.3515625,16316416.0,27952.055215937675,2649.66650390625,0.07409216463565826,0.001953125,0.009765625,0.0,0.0
0.0,858.3212890625,1773980013.5357704,1081.934969614,4.499421629589051e-05,-1970.209228515625,16570368.0,0.0,,-21.26368522644043,0.0,0.271484375,11.8193359375,16570368.0,28036.896385116957,2872.880615234375,0.07560402154922485,0.0009765625,0.271484375,0.0,0.0
0.0,890.1923828125,1773980025.6629605,1094.061930245,2.5970815840992145e-05,-1885.887451171875,16824320.0,0.0,,-20.698522567749023,0.0,0.330078125,18.0205078125,16824320.0,27890.093233576623,2997.69677734375,0.06819997727870941,0.0009765625,0.330078125,0.0,0.0
0.0,690.7861328125,1773980037.7899828,1106.145552815,-7.267597538884729e-05,-1525.4384765625,17078272.0,0.0,,-20.162614822387695,0.0,0.0048828125,25.3505859375,17078272.0,27987.191245993115,2297.547119140625,0.07353188097476959,0.0009765625,0.0048828125,0.0,0.0
0.0,851.5693359375,1773980049.8734815,1118.267238968,2.463813689246308e-05,-1813.18798828125,17332224.0,0.0,,-21.609466552734375,0.0,0.5224609375,20.2431640625,17332224.0,28001.86372250698,2864.3564453125,0.07554761320352554,0.001953125,0.5224609375,0.0,0.0
0.0,862.2490234375,1773980093.816424,1150.087734538,-2.136030889232643e-05,-1845.414306640625,17586176.0,0.0,"{'path': 'media/html/render_17586176_53f84366b672af64dad1.html', 'size': 4128121.0, '_type': 'html-file', 'sha256': '53f84366b672af64dad1b421a0efa968f9572044a103363b9cfd425d99ce4574'}",-21.053613662719727,0.0,0.357421875,4.5068359375,17586176.0,28010.731903308435,2978.424560546875,0.07966030389070511,0.001953125,0.357421875,0.0,0.0
0.0,817.6103515625,1773980093.999722,1162.43860915,-5.251365109870676e-06,-1700.0029296875,17840128.0,0.0,,-20.946191787719727,0.0,0.0,16.0673828125,17840128.0,27988.78121057577,2791.55029296875,0.07858472317457199,0.0,0.0,0.0,0.0
0.0,883.123046875,1773980106.1659918,1174.502884247,3.659497815533541e-05,-1914.812255859375,18094080.0,0.0,,-20.486759185791016,0.0,0.1748046875,16.224609375,18094080.0,27903.759051526937,3018.0595703125,0.08005209267139435,0.001953125,0.1748046875,0.0,0.0
0.0,692.853515625,1773980118.231,1186.605224268,-1.1285955224593636e-05,-1524.293701171875,18348032.0,0.0,,-21.207950592041016,0.0,0.01171875,19.2939453125,18348032.0,28049.2106657754,2255.201416015625,0.07778450101613998,0.001953125,0.01171875,0.0,0.0
0.0,876.0498046875,1773980130.333444,1198.656814501,1.4631488056693343e-06,-1848.235595703125,18601984.0,0.0,,-21.693471908569336,0.0,0.0,12.62890625,18601984.0,28084.858108055018,3017.98779296875,0.07987868785858154,0.0,0.0,0.0,0.0
0.0,822.7958984375,1773980174.4314957,1230.702790462,1.3980113180878107e-05,-1863.055908203125,18855936.0,0.0,"{'sha256': '8fda9eb4aaddd1af873d08697244137b7203184a04d0dc070959d7cff897b866', 'path': 'media/html/render_18855936_8fda9eb4aaddd1af873d.html', 'size': 4148065.0, '_type': 'html-file'}",-21.999135971069336,0.0,0.15234375,42.9189453125,18855936.0,28087.393854890466,2669.6875,0.08357603847980499,0.0048828125,0.15234375,0.0,0.0
0.0,831.033203125,1773980174.6424773,1242.999342353,1.2463145139918197e-05,-1811.2529296875,19109888.0,0.0,,-21.78380584716797,0.0,0.5087890625,22.9296875,19109888.0,28116.523319013548,2805.08251953125,0.08525192737579346,0.00390625,0.5087890625,0.0,0.0
0.0,571.734375,1773980186.7274067,1255.097525695,5.40498731425032e-05,-1214.630126953125,19363840.0,0.0,,-21.94529914855957,0.0,0.0146484375,7.1142578125,19363840.0,28013.1364034158,1970.969970703125,0.078938327729702,0.001953125,0.0146484375,0.0,0.0
0.0,674.46484375,1773980198.825391,1267.158117329,-1.2999978935113177e-05,-1429.49072265625,19617792.0,0.0,,-21.861825942993164,0.0,0.447265625,15.646484375,19617792.0,28073.611253061037,2250.125,0.07818181067705154,0.00390625,0.447265625,0.0,0.0
0.0,855.759765625,1773980210.886038,1279.275729779,8.406229881074978e-07,-1960.766357421875,19871744.0,0.0,,-21.584333419799805,0.0,1.0478515625,15.6669921875,19871744.0,28072.299435431916,2967.49169921875,0.08402223885059357,0.00390625,1.0478515625,0.0,0.0
0.0,758.6513671875,1773980254.9164772,1311.187789645,-1.88206849998096e-05,-1680.3349609375,20125696.0,0.0,"{'size': 4019593.0, '_type': 'html-file', 'sha256': 'da98f76470ae4932ddd771feeee2b0de23b7686543e49c9e951a8d36495eb5d1', 'path': 'media/html/render_20125696_da98f76470ae4932ddd7.html'}",-21.63717269897461,0.0,1.208984375,28.625,20125696.0,28020.403242337532,2519.260009765625,0.08663493394851685,0.0048828125,1.208984375,0.0,0.0
0.0,675.7021484375,1773980255.1157188,1323.528203672,5.182702352612978e-06,-1528.641357421875,20379648.0,0.0,,-21.533889770507812,0.0,0.3681640625,26.994140625,20379648.0,27992.682610584303,2219.18212890625,0.08725181221961975,0.0009765625,0.3681640625,0.0,0.0
0.0,874.96875,1773980267.2560847,1335.639300801,-1.8075759726343676e-05,-1862.8302001953125,20633600.0,0.0,,-21.454509735107422,0.0,0.931640625,27.3662109375,20633600.0,27997.49097841825,2896.10302734375,0.0847935825586319,0.00390625,0.931640625,0.0,0.0
0.0,917.3623046875,1773980279.3673499,1347.770465155,3.716193896252662e-05,-1952.392578125,20887552.0,0.0,,-21.444250106811523,0.0,0.0771484375,13.4853515625,20887552.0,27995.869855168447,3164.9599609375,0.09078360348939896,0.0009765625,0.0771484375,0.0,0.0
0.0,833.6640625,1773980291.4982984,1359.834282378,-2.720088195928838e-05,-1865.6302490234375,21141504.0,0.0,,-20.479909896850586,0.0,0.0,15.1591796875,21141504.0,27989.47991079435,2791.5439453125,0.0865941047668457,0.0,0.0,0.0,0.0
0.0,810.4375,1773980335.6217623,1391.893070118,6.064147328288527e-06,-1795.1744384765625,21395456.0,0.0,"{'sha256': '1c00a87efa697c0f50f0f1cbcc2c4e2533852476a382f486e2571f5788599e0d', 'path': 'media/html/render_21395456_1c00a87efa697c0f50f0.html', 'size': 4099801.0, '_type': 'html-file'}",-22.04574966430664,0.0,0.001953125,6.1240234375,21395456.0,28060.174073351376,2759.564697265625,0.09448013454675674,0.0009765625,0.001953125,0.0,0.0
0.0,850.65625,1773980335.8025537,1404.174082987,-3.303775156382471e-05,-1829.608154296875,21649408.0,0.0,,-21.54710578918457,0.0,0.0,9.3173828125,21649408.0,28052.299237794716,2963.334228515625,0.08661109209060669,0.0,0.0,0.0,0.0
0.0,840.6083984375,1773980347.9021425,1416.287453639,1.329965925833676e-05,-1727.64794921875,21903360.0,0.0,,-21.792579650878906,0.0,0.40234375,20.94921875,21903360.0,27972.677385773775,2808.1728515625,0.09123781323432922,0.0048828125,0.40234375,0.0,0.0
0.0,856.2451171875,1773980360.0155358,1428.343052675,-1.1261576219112612e-05,-1712.80419921875,22157312.0,0.0,,-21.36870765686035,0.0,0.0,7.830078125,22157312.0,28037.716311933524,2993.39208984375,0.09116725623607635,0.0,0.0,0.0,0.0
0.0,816.572265625,1773980372.0710166,1440.436469644,9.768682502908632e-06,-1770.0234375,22411264.0,0.0,,-22.848188400268555,0.0,1.1171875,17.2294921875,22411264.0,28073.077040673063,2734.86474609375,0.10358089208602905,0.0029296875,1.1171875,0.0,0.0
0.0,845.2255859375,1773980416.2197933,1472.491093121,3.0800838430877775e-05,-1933.03125,22665216.0,0.0,"{'sha256': '8d90ed6274d2d270e36381193c20c56eea13976dea13597cebdc294866b06e5f', 'path': 'media/html/render_22665216_8d90ed6274d2d270e363.html', 'size': 4125169.0, '_type': 'html-file'}",-22.731407165527344,0.0,0.2724609375,7.7890625,22665216.0,28110.96545834463,2870.423583984375,0.1046021580696106,0.0009765625,0.2724609375,0.0,0.0
0.0,880.69921875,1773980416.404325,1484.814962945,4.887098475592211e-05,-1955.225341796875,22919168.0,0.0,,-21.454328536987305,0.0,0.0107421875,27.48046875,22919168.0,28011.74256813746,2926.32666015625,0.0930805653333664,0.0009765625,0.0107421875,0.0,0.0
0.0,797.7197265625,1773980428.5428395,1496.912456965,-7.431367703247815e-05,-1715.91748046875,23173120.0,0.0,,-22.16473960876465,0.0,0.3095703125,14.66796875,23173120.0,27991.23784773398,2651.486328125,0.09645138680934906,0.001953125,0.3095703125,0.0,0.0
