_timestamp,training/entropy,eval/episode_reward,eval/episode_success,_runtime,training/actor_loss,training/critic_loss,step,eval/episode_dist,render,eval/episode_reward_survive,eval/episode_success_any,eval/episode_success_easy,training/alpha_loss,eval/episode_reward_near,eval/episode_success_hard,_step,training/sps,training/log_alpha,eval/episode_reward_dist,eval/episode_reward_ctrl
1773989153.7952147,0.0,0.69921875,0.69921875,355.61898031,-20.2202205657959,0.0743456482887268,5142528.0,2777.02099609375,,797.3125,0.001953125,16.6572265625,-6.619068881263956e-05,0.0,0.0,5142528.0,28272.649663699,0.0,0.0,-1709.6607666015625
1773989165.8622143,0.0,0.033203125,0.033203125,367.622598632,-20.98052215576172,0.07108037173748016,5396480.0,2676.366455078125,,794.1123046875,0.0009765625,25.2314453125,4.348026413936168e-05,0.0,0.0,5396480.0,28216.03303618361,0.0,0.0,-1697.952880859375
1773989177.8654196,0.0,0.1064453125,0.1064453125,379.64277755,-19.7304630279541,0.06595803797245026,5650432.0,2969.0439453125,,879.8935546875,0.0009765625,20.2490234375,-7.19729268894298e-06,0.0,0.0,5650432.0,28251.645189141796,0.0,0.0,-1816.63525390625
1773989189.886155,0.0,1.611328125,1.611328125,391.629718748,-19.95067024230957,0.06407324969768524,5904384.0,2828.626708984375,,826.87890625,0.001953125,26.1591796875,2.608778959256597e-05,0.0,0.0,5904384.0,28319.13752707515,0.0,0.0,-1799.597900390625
1773989233.6520343,0.0,0.0,0.0,423.408121357,-20.456628799438477,0.06508458405733109,6158336.0,2760.1357421875,"{'path': 'media/html/render_6158336_2743a3d9c8d7d97249f8.html', 'size': 4134333.0, '_type': 'html-file', 'sha256': '2743a3d9c8d7d97249f860c16e10dd32b322949a5b06d1ff0522666586cbdab0'}",794.5478515625,0.0,10.26953125,-6.634744931943715e-05,0.0,0.0,6158336.0,28307.02146317662,0.0,0.0,-1712.6593017578125
1773989233.8272793,0.0,0.0,0.0,435.618873826,-19.50261878967285,0.06281725317239761,6412288.0,2399.740966796875,,711.03125,0.0,14.71875,-5.3785520321980584e-06,0.0,0.0,6412288.0,28250.44780276541,0.0,0.0,-1534.2412109375
1773989245.862271,0.0,0.0,0.0,447.665626067,-20.632213592529297,0.05767163261771202,6666240.0,2366.9140625,,706.08984375,0.0,13.4208984375,4.392727714730427e-05,0.0,0.0,6666240.0,28174.696334843935,0.0,0.0,-1520.31298828125
1773989257.9087439,0.0,0.0,0.0,459.666524793,-19.973608016967773,0.06193341687321663,6920192.0,2588.624755859375,,767.9169921875,0.0,22.5634765625,-5.985838652122766e-05,0.0,0.0,6920192.0,28247.859307425722,0.0,0.0,-1531.2353515625
1773989269.9090989,0.0,0.0,0.0,471.68079765,-20.473520278930664,0.06152397394180298,7174144.0,2574.664794921875,,775.6787109375,0.0,14.8408203125,9.10085000214167e-05,0.0,0.0,7174144.0,28251.113920707383,0.0,0.0,-1640.7548828125
1773989313.8420475,0.0,0.587890625,0.587890625,503.598276287,-21.253080368041992,0.058738820254802704,7428096.0,2790.52685546875,"{'size': 4089409.0, '_type': 'html-file', 'sha256': '25cd40c6647a39b85f43f3f3025e3d7db8ee8c02cd22c096766422b5d3179576', 'path': 'media/html/render_7428096_25cd40c6647a39b85f43.html'}",825.275390625,0.001953125,18.751953125,-3.44499039783841e-06,0.0,0.0,7428096.0,28348.486594528415,0.0,0.0,-1809.61376953125
1773989314.0186296,0.0,0.34765625,0.34765625,515.843855068,-20.18579864501953,0.05860453471541405,7682048.0,2650.9072265625,,790.94921875,0.0009765625,14.5390625,1.130438431573566e-05,0.0,0.0,7682048.0,28240.746572711832,0.0,0.0,-1711.29345703125
1773989326.0871222,0.0,0.0,0.0,527.862091784,-20.28925323486328,0.060566939413547516,7936000.0,3001.535888671875,,889.138671875,0.0,14.7392578125,-6.172087887534872e-05,0.0,0.0,7936000.0,28193.11700097656,0.0,0.0,-1874.984375
1773989338.105333,0.0,0.0,0.0,539.912048828,-20.040205001831055,0.06602080166339874,8189952.0,2636.436767578125,,781.2783203125,0.0,8.47265625,5.444049384095706e-05,0.0,0.0,8189952.0,28215.30653646422,0.0,0.0,-1744.7943115234375
1773989350.155192,0.0,0.0,0.0,551.927561308,-20.2379207611084,0.06384982168674469,8443904.0,2806.65625,,809.0791015625,0.0,12.66015625,2.737999784585554e-05,0.0,0.0,8443904.0,28244.46763570002,0.0,0.0,-1755.51953125
1773989393.735863,0.0,0.82421875,0.82421875,583.491974675,-20.089622497558594,0.06439865380525589,8697856.0,2797.89501953125,"{'_type': 'html-file', 'sha256': '856f09b5463b1c86f77eed12ea0039190cd25e7a59fbbb506a8570f1af5e1760', 'path': 'media/html/render_8697856_856f09b5463b1c86f77e.html', 'size': 4078521.0}",818.8017578125,0.00390625,32.76953125,2.8997642402828205e-06,0.0,0.0,8697856.0,28213.827492676577,0.0,0.0,-1779.26904296875
1773989393.9244633,0.0,0.154296875,0.154296875,595.716872483,-20.736093521118164,0.06629326194524765,8951808.0,3015.673828125,,875.7451171875,0.0009765625,15.765625,-4.5953720473335125e-06,0.0,0.0,8951808.0,28263.593139140692,0.0,0.0,-1942.079833984375
1773989405.959885,0.0,0.0,0.0,607.772902975,-20.315279006958008,0.06249415874481201,9205760.0,2908.22412109375,,858.1337890625,0.0,17.8388671875,1.5350207831943408e-05,0.0,0.0,9205760.0,28147.708824644513,0.0,0.0,-1775.953857421875
1773989418.0160816,0.0,0.0,0.0,619.779662267,-20.21846580505371,0.06364738196134567,9459712.0,2814.857421875,,824.80078125,0.0,7.4140625,-3.02008065773407e-05,0.0,0.0,9459712.0,28210.618075045804,0.0,0.0,-1717.4381103515625
1773989430.0227194,0.0,0.0,0.0,631.833328289,-20.323989868164062,0.06873772293329239,9713664.0,2417.54296875,,721.5146484375,0.0,18.5185546875,-3.929043668904342e-05,0.0,0.0,9713664.0,28233.888128529263,0.0,0.0,-1536.146240234375
1773989474.04433,0.0,0.009765625,0.009765625,663.800382405,-20.654380798339844,0.06377284973859787,9967616.0,2382.3232421875,"{'path': 'media/html/render_9967616_4c22069a1aa007971065.html', 'size': 4120621.0, '_type': 'html-file', 'sha256': '4c22069a1aa007971065db4b6ebeba024bf69caa88040feb7bfd616de656a8d0'}",699.271484375,0.001953125,12.55078125,8.401407831115648e-05,0.0,0.0,9967616.0,28220.35618411122,0.0,0.0,-1476.8076171875
1773989474.2338967,0.0,0.005859375,0.005859375,676.090764346,-20.619930267333984,0.06278233975172043,10221568.0,2873.33154296875,,846.90234375,0.0009765625,9.7919921875,1.7354670490021817e-05,0.0,0.0,10221568.0,28211.87111815645,0.0,0.0,-1880.464111328125
1773989486.3340905,0.0,1.0341796875,1.0341796875,688.180274786,-20.80476188659668,0.06237758323550224,10475520.0,2213.244873046875,,664.5439453125,0.0029296875,24.0166015625,-7.772739991196431e-06,0.0,0.0,10475520.0,28100.402678280338,0.0,0.0,-1362.75341796875
1773989498.4232786,0.0,0.0,0.0,700.235835784,-19.937131881713867,0.059907909482717514,10729472.0,2580.83984375,,765.1513671875,0.0,5.455078125,4.5940305426483974e-05,0.0,0.0,10729472.0,28082.50643440622,0.0,0.0,-1661.73974609375
1773989510.478934,0.0,0.0,0.0,712.275114758,-21.454666137695312,0.061288021504879,10983424.0,2819.1220703125,,810.9521484375,0.0,6.3837890625,1.870434971351642e-05,0.0,0.0,10983424.0,28207.355604309512,0.0,0.0,-1873.642333984375
1773989554.0968213,0.0,0.5283203125,0.5283203125,743.852885768,-21.1340274810791,0.05533318594098091,11237376.0,2414.2314453125,"{'path': 'media/html/render_11237376_34b40e65cd81842a2c35.html', 'size': 4089349.0, '_type': 'html-file', 'sha256': '34b40e65cd81842a2c3538d0d018d4bdbe2540f1f6a10ae2689576108fb30df7'}",725.9287109375,0.0029296875,24.6357421875,-4.538555731414817e-05,0.0,0.0,11237376.0,28137.964287686114,0.0,0.0,-1566.123291015625
1773989554.284702,0.0,0.0078125,0.0078125,756.08400512,-21.200895309448242,0.058559175580739975,11491328.0,2312.437255859375,,694.9638671875,0.0009765625,9.3359375,4.8469613830093294e-05,0.0,0.0,11491328.0,28158.611665081065,0.0,0.0,-1624.0770263671875
1773989566.3273072,0.0,0.703125,0.703125,768.136011815,-21.79947280883789,0.05882128328084946,11745280.0,2746.319580078125,,817.505859375,0.0009765625,18.5087890625,-2.120582757925149e-05,0.0,0.0,11745280.0,28152.918840709182,0.0,0.0,-1675.943115234375
1773989578.3793669,0.0,0.28125,0.28125,780.172298806,-21.41435432434082,0.06346911936998367,11999232.0,2714.591796875,,813.8330078125,0.0029296875,26.8984375,2.0636000044760294e-05,0.0,0.0,11999232.0,28219.293028894554,0.0,0.0,-1750.894287109375
1773989590.4151955,0.0,0.5087890625,0.5087890625,792.249319371,-21.12196159362793,0.06017306447029114,12253184.0,2939.646484375,,886.38671875,0.001953125,21.705078125,-2.648282861628104e-05,0.0,0.0,12253184.0,28139.254001022855,0.0,0.0,-1912.1046142578125
1773989634.9632766,0.0,0.0,0.0,824.719380447,-20.81372833251953,0.059167299419641495,12507136.0,2551.486083984375,"{'path': 'media/html/render_12507136_db6b629acc7577225e88.html', 'size': 4139657.0, '_type': 'html-file', 'sha256': 'db6b629acc7577225e88f6a20b11ed2173a9ca322ea3bf776023e98ee40c1198'}",746.78125,0.0,14.64453125,2.7747008061851375e-05,0.0,0.0,12507136.0,28142.14383409272,0.0,0.0,-1588.4801025390625
1773989635.1519375,0.0,0.0,0.0,837.039295498,-20.749662399291992,0.06239178776741028,12761088.0,2733.845947265625,,784.2744140625,0.0,4.3349609375,-3.8532532926183194e-05,0.0,0.0,12761088.0,28110.75031166154,0.0,0.0,-1712.813232421875
1773989647.282488,0.0,0.0,0.0,849.106790051,-19.83739471435547,0.06752337515354156,13015040.0,2771.676025390625,,814.0146484375,0.0,12.814453125,-1.1336780971760163e-06,0.0,0.0,13015040.0,28004.33149213802,0.0,0.0,-1709.137939453125
1773989659.3498712,0.0,0.0,0.0,861.227789477,-19.887645721435547,0.06747014075517654,13268992.0,2589.421142578125,,747.330078125,0.0,5.66796875,3.4093573049176484e-05,0.0,0.0,13268992.0,28050.47452680923,0.0,0.0,-1596.481201171875
1773989671.4710793,0.0,0.0,0.0,873.288537678,-19.414535522460938,0.0621182918548584,13522944.0,2950.686767578125,,859.20703125,0.0,5.99609375,-5.9912803408224136e-05,0.0,0.0,13522944.0,28019.389004207966,0.0,0.0,-1814.0311279296875
1773989715.1861713,0.0,0.625,0.625,904.942235653,-19.740543365478516,0.06458817422389984,13776896.0,2809.218505859375,"{'path': 'media/html/render_13776896_63d65e77b41af8ad9106.html', 'size': 4148005.0, '_type': 'html-file', 'sha256': '63d65e77b41af8ad91065473be10163feee4eab9a2562a53366592b449166f24'}",822.3408203125,0.0029296875,12.509765625,5.332773071131669e-05,0.0,0.0,13776896.0,28067.03785959091,0.0,0.0,-1836.375732421875
1773989715.3591416,0.0,0.0,0.0,917.237206534,-18.96999740600586,0.06442367285490036,14030848.0,2701.876953125,,794.328125,0.0,13.640625,-7.692149665672332e-06,0.0,0.0,14030848.0,27988.478206167576,0.0,0.0,-1740.737548828125
1773989727.4804382,0.0,0.0,0.0,929.367937549,-19.112157821655273,0.06399567425251007,14284800.0,2354.0224609375,,688.7958984375,0.0,8.4931640625,3.074736741837114e-05,0.0,0.0,14284800.0,27894.844503127875,0.0,0.0,-1462.4990234375
1773989739.611104,0.0,0.9599609375,0.9599609375,941.458905785,-19.28378677368164,0.06410994380712509,14538752.0,2657.25732421875,,781.5244140625,0.00390625,24.2314453125,-3.705635026562959e-05,0.0,0.0,14538752.0,27979.86959215738,0.0,0.0,-1623.9088134765625
1773989751.7022958,0.0,0.515625,0.515625,953.581629956,-19.82939338684082,0.06660069525241852,14792704.0,2360.73828125,,705.5625,0.0009765625,14.234375,5.1466236072883476e-06,0.0,0.0,14792704.0,27974.93722709941,0.0,0.0,-1517.42138671875
1773989795.5510118,0.0,0.4326171875,0.4326171875,985.30706831,-19.652809143066406,0.06975766271352768,15046656.0,2375.0322265625,"{'sha256': '61c5dffa0c3dc44545490bf740f94bf78885d5f255b26736473e8911ee5795b9', 'path': 'media/html/render_15046656_61c5dffa0c3dc4454549.html', 'size': 4130517.0, '_type': 'html-file'}",693.7421875,0.001953125,7.6650390625,-7.581413956359029e-05,0.0,0.0,15046656.0,28010.723800605236,0.0,0.0,-1393.80419921875
1773989795.7509613,0.0,0.0,0.0,997.691221246,-19.3201847076416,0.07075244188308716,15300608.0,2845.09326171875,,842.2353515625,0.0,15.12109375,3.3666381682451174e-07,0.0,0.0,15300608.0,28000.630000781013,0.0,0.0,-1838.31298828125
1773989807.934554,0.0,0.8310546875,0.8310546875,1009.762265939,-18.107242584228516,0.07592593878507614,15554560.0,2603.17822265625,,766.7197265625,0.001953125,24.130859375,-2.929121365013998e-06,0.0,0.0,15554560.0,27844.184034528975,0.0,0.0,-1700.39111328125
1773989820.0055268,0.0,0.0,0.0,1021.909234853,-19.799673080444336,0.07415739446878433,15808512.0,3004.82763671875,,859.998046875,0.0,9.2197265625,3.067335273954086e-05,0.0,0.0,15808512.0,28033.315394780442,0.0,0.0,-1745.037841796875
1773989832.1527097,0.0,0.8408203125,0.8408203125,1034.007189273,-19.367618560791016,0.0751120075583458,16062464.0,2894.689208984375,,836.1591796875,0.0029296875,6.0966796875,1.488300313212676e-05,0.0,0.0,16062464.0,27926.37898054412,0.0,0.0,-1929.83935546875
1773989876.8090692,0.0,0.2392578125,0.2392578125,1066.565177663,-19.381059646606445,0.0806107446551323,16316416.0,2817.224609375,"{'size': 4092093.0, '_type': 'html-file', 'sha256': '8c179ee454cfd75e46fd2dbc2528bd0defc8031ea06cf3360f296be5536f233a', 'path': 'media/html/render_16316416_8c179ee454cfd75e46fd.html'}",820.7021484375,0.001953125,9.2060546875,-1.1260655810474418e-05,0.0,0.0,16316416.0,27963.993325408443,0.0,0.0,-1709.0980224609375
1773989877.0018394,0.0,0.5107421875,0.5107421875,1078.91072391,-19.045907974243164,0.08002235740423203,16570368.0,2558.875732421875,,757.388671875,0.001953125,20.7490234375,2.2828256987850182e-05,0.0,0.0,16570368.0,27945.99466530628,0.0,0.0,-1735.394287109375
1773989889.1537485,0.0,0.8193359375,0.8193359375,1091.044745516,-18.61429786682129,0.07989545166492462,16824320.0,2827.0888671875,,840.318359375,0.0009765625,21.14453125,-5.145982140675187e-05,0.0,0.0,16824320.0,27834.24188698552,0.0,0.0,-1862.3505859375
1773989901.2880738,0.0,1.3701171875,1.3701171875,1103.129514759,-18.998559951782227,0.08072277158498764,17078272.0,2786.35693359375,,838.8984375,0.0029296875,29.6416015625,4.157647708780132e-05,0.0,0.0,17078272.0,27971.135525458703,0.0,0.0,-1892.576416015625
1773989913.372811,0.0,1.1396484375,1.1396484375,1115.275042572,-19.638938903808594,0.0900774672627449,17332224.0,2831.1298828125,,849.94140625,0.001953125,39.9921875,-5.2551826229318976e-05,0.0,0.0,17332224.0,27986.031612401915,0.0,0.0,-1866.5584716796875
1773989957.4567585,0.0,1.349609375,1.349609375,1147.212858477,-18.81094741821289,0.0884765014052391,17586176.0,2125.83203125,"{'size': 4127313.0, '_type': 'html-file', 'sha256': '31f3d4fc866fdb3080705364827f61452a1293f3951ff5a0eec9810783b84817', 'path': 'media/html/render_17586176_31f3d4fc866fdb308070.html'}",649.65234375,0.00390625,22.98828125,2.6576835807645693e-06,0.0,0.0,17586176.0,27943.78568215588,0.0,0.0,-1333.6375732421875
1773989957.6388845,0.0,0.021484375,0.021484375,1159.588155141,-19.29068374633789,0.08783496171236038,17840128.0,2610.390869140625,,766.431640625,0.0009765625,11.7783203125,2.9162420105421916e-05,0.0,0.0,17840128.0,27955.660964927498,0.0,0.0,-1566.78466796875
1773989969.8313966,0.0,0.2451171875,0.2451171875,1171.721384797,-18.74941635131836,0.07867764681577682,18094080.0,2528.22900390625,,742.703125,0.001953125,14.26953125,-2.136104194505606e-05,0.0,0.0,18094080.0,27813.335922120186,0.0,0.0,-1717.09912109375
1773989981.964757,0.0,3.357421875,3.357421875,1183.883422,-17.794095993041992,0.0866197794675827,18348032.0,2690.42626953125,,810.583984375,0.01171875,33.45703125,-1.5233682461257558e-05,0.0,0.0,18348032.0,27837.882054305817,0.0,0.0,-1857.7220458984375
1773989994.1265285,0.0,1.283203125,1.283203125,1195.985067364,-18.486570358276367,0.09013765305280685,18601984.0,2763.293701171875,,842.7607421875,0.0048828125,39.0390625,9.219219464284834e-06,0.0,0.0,18601984.0,27890.32619429705,0.0,0.0,-1763.9241943359375
1773990038.1269794,0.0,0.1044921875,0.1044921875,1227.883106144,-18.5528507232666,0.07999371737241745,18855936.0,2499.422607421875,"{'path': 'media/html/render_18855936_c54fd23af9e137c621df.html', 'size': 4091669.0, '_type': 'html-file', 'sha256': 'c54fd23af9e137c621df850ef1d40d84e031fa10fef45ba296430cb2e20acf13'}",744.412109375,0.001953125,16.7275390625,8.093736687442288e-05,0.0,0.0,18855936.0,27927.277393997796,0.0,0.0,-1628.8634033203125
1773990038.3083708,0.0,0.0,0.0,1240.21910294,-18.490558624267578,0.07998447865247726,19109888.0,2824.86767578125,,853.8271484375,0.0,32.05078125,-5.915945439483039e-05,0.0,0.0,19109888.0,27916.18856177121,0.0,0.0,-1966.598388671875
1773990050.4623375,0.0,0.767578125,0.767578125,1252.382099201,-18.08835220336914,0.0856841653585434,19363840.0,2730.12890625,,803.4052734375,0.001953125,20.4951171875,1.5006363582870108e-06,0.0,0.0,19363840.0,27795.744590558174,0.0,0.0,-1812.5771484375
1773990062.6253989,0.0,0.0,0.0,1264.508421398,-18.691404342651367,0.07899400591850281,19617792.0,2813.10009765625,,806.595703125,0.0,10.1220703125,3.1064213544595987e-05,0.0,0.0,19617792.0,27890.32692458756,0.0,0.0,-1692.7947998046875
1773990074.751536,0.0,0.0927734375,0.0927734375,1276.681020073,-17.96290397644043,0.08810387551784515,19871744.0,2804.24365234375,,838.3134765625,0.0009765625,16.51953125,2.3194919776869938e-05,0.0,0.0,19871744.0,27871.55284683275,0.0,0.0,-1830.19287109375
1773990118.8471336,0.0,0.544921875,0.544921875,1308.603240932,-18.657638549804688,0.09126673638820648,20125696.0,2981.07275390625,"{'sha256': 'd0f5baf9cce9eb69419c13651ff532427c313f45d519e3228023a280525ddb45', 'path': 'media/html/render_20125696_d0f5baf9cce9eb69419c.html', 'size': 4038049.0, '_type': 'html-file'}",880.4853515625,0.0009765625,16.14453125,9.830136150412727e-06,0.0,0.0,20125696.0,27853.206069428114,0.0,0.0,-1940.412353515625
1773990119.0467257,0.0,0.9404296875,0.9404296875,1320.978591774,-19.117168426513672,0.08887960761785507,20379648.0,3158.466796875,,922.0595703125,0.001953125,14.130859375,-2.2971475118538365e-05,0.0,0.0,20379648.0,27885.782336978093,0.0,0.0,-2094.72265625
1773990131.2219262,0.0,0.4306640625,0.4306640625,1333.128414114,-18.783687591552734,0.09123903512954712,20633600.0,2659.00732421875,,795.1806640625,0.001953125,30.9775390625,-9.346127626486123e-06,0.0,0.0,20633600.0,27868.85248213011,0.0,0.0,-1813.954833984375
1773990143.3717754,0.0,0.0,0.0,1345.289416024,-18.072481155395508,0.09337256103754044,20887552.0,2778.67431640625,,808.578125,0.0,14.421875,-1.4669806660094764e-05,0.0,0.0,20887552.0,27875.689364535905,0.0,0.0,-1759.182373046875
1773990155.5324485,0.0,0.1123046875,0.1123046875,1357.415640506,-18.509061813354492,0.09298760443925858,21141504.0,2729.609375,,825.716796875,0.001953125,21.6904296875,-9.535107892588712e-06,0.0,0.0,21141504.0,27905.82938047518,0.0,0.0,-1787.236572265625
1773990199.1789982,0.0,2.1611328125,2.1611328125,1388.935103517,-18.297378540039062,0.09629515558481216,21395456.0,2572.584228515625,"{'path': 'media/html/render_21395456_613dd433befcde0303e8.html', 'size': 4139525.0, '_type': 'html-file', 'sha256': '613dd433befcde0303e818a7892f2c41545b94834223cc205997276525229c11'}",784.66015625,0.0048828125,41.1015625,-1.995662023546174e-05,0.0,0.0,21395456.0,27860.217453640016,0.0,0.0,-1664.84130859375
1773990199.4348297,0.0,0.296875,0.296875,1401.365226879,-18.213449478149414,0.09491802006959915,21649408.0,3037.92333984375,,916.8515625,0.0048828125,34.57421875,1.7013693650369532e-05,0.0,0.0,21649408.0,27875.552944182076,0.0,0.0,-1900.9091796875
1773990211.608633,0.0,0.0,0.0,1413.52646333,-18.09766387939453,0.10182563960552216,21903360.0,2486.59912109375,,755.4560546875,0.0,26.2734375,-7.352127431659028e-05,0.0,0.0,21903360.0,27739.062937964038,0.0,0.0,-1665.5791015625
1773990223.7696867,0.0,0.12890625,0.12890625,1425.660478727,-18.392492294311523,0.09184937179088593,22157312.0,2920.0107421875,,844.302734375,0.0009765625,8.908203125,7.273849769262597e-05,0.0,0.0,22157312.0,27879.653433031064,0.0,0.0,-1865.739501953125
1773990235.903866,0.0,0.00390625,0.00390625,1437.814324226,-18.12420082092285,0.09107229858636856,22411264.0,2675.625244140625,,791.3427734375,0.0009765625,13.4677734375,1.8712313249125145e-05,0.0,0.0,22411264.0,27823.339450147112,0.0,0.0,-1885.930419921875
1773990279.8990448,0.0,1.0478515625,1.0478515625,1469.655132957,-19.087549209594727,0.09320018440485,22665216.0,2712.03369140625,"{'path': 'media/html/render_22665216_51f28e4c43c8bb69b6f1.html', 'size': 4114129.0, '_type': 'html-file', 'sha256': '51f28e4c43c8bb69b6f1c5187d7a863e48e3f445ef7e7d45be53409d113b33e5'}",794.4580078125,0.001953125,14.3974609375,-3.517773075145669e-05,0.0,0.0,22665216.0,27928.27911627074,0.0,0.0,-1735.654296875
1773990280.0997257,0.0,0.673828125,0.673828125,1482.035018107,-18.642671585083008,0.0952596515417099,22919168.0,2623.82177734375,,772.0595703125,0.0009765625,19.3583984375,-1.3495242455974221e-05,0.0,0.0,22919168.0,27856.845370734816,0.0,0.0,-1543.5794677734375
1773990292.2783828,0.0,0.37109375,0.37109375,1494.12797467,-19.525522232055664,0.10046785324811935,23173120.0,2447.476318359375,,726.6162109375,0.001953125,16.4140625,-9.597200551070273e-05,0.0,0.0,23173120.0,27876.612972747418,0.0,0.0,-1686.38232421875
