eval/episode_success_easy,training/sps,step,training/actor_loss,_runtime,training/log_alpha,eval/episode_reward_ctrl,eval/episode_reward_dist,eval/episode_success_hard,training/alpha_loss,training/critic_loss,_step,_timestamp,eval/episode_reward,eval/episode_reward_survive,training/entropy,eval/episode_dist,eval/episode_success_any,render,eval/episode_reward_near,eval/episode_success
0.0,29992.524040029046,3872768.0,0.03684764727950096,460.994078864,0.0,-345.4609375,0.0,0.0,0.0,1.788926965673454e-05,3872768.0,1774287718.2143676,0.0,86.365234375,0.0,726.964599609375,0.0,,0.0,0.0
0.0,29831.21550912383,4126720.0,0.028009315952658653,483.647165244,0.0,-365.77734375,0.0,0.0,0.0,1.662128124735318e-05,4126720.0,1774287741.0533617,0.0,91.4443359375,0.0,725.6428833007812,0.0,,0.0,0.0
0.0,29914.99033414576,4380672.0,0.02151305228471756,506.458031904,0.0,-390.8046875,0.0,0.0,0.0,1.3540376130549703e-05,4380672.0,1774287763.7064364,0.0,97.701171875,0.0,793.1573486328125,0.0,,0.0,0.0
0.0,29902.38220648168,4634624.0,0.017322488129138947,529.106883914,0.0,-436.43359375,0.0,0.0,0.0,4.198323495074874e-06,4634624.0,1774287786.5173087,0.0,109.1083984375,0.0,860.9439697265625,0.0,,0.0,0.0
0.0,29930.319490750207,4888576.0,0.013199099339544773,578.195262408,0.0,-355.36328125,0.0,0.0,0.0,2.5219583221769426e-06,4888576.0,1774287858.255121,0.0,88.8408203125,0.0,747.7597045898438,0.0,"{'path': 'media/html/render_4888576_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,29883.517177485977,5142528.0,0.010004774667322636,601.097231057,0.0,-366.8125,0.0,0.0,0.0,1.492888486609445e-06,5142528.0,1774287858.448877,0.0,91.703125,0.0,733.526123046875,0.0,,0.0,0.0
0.0,29784.007798997744,5396480.0,0.00773612642660737,623.923188891,0.0,-375.19140625,0.0,0.0,0.0,6.587403277080739e-06,5396480.0,1774287881.1563456,0.0,93.7978515625,0.0,762.8465576171875,0.0,,0.0,0.0
0.0,29839.30922207127,5650432.0,0.00661237770691514,646.583478175,0.0,-369.30859375,0.0,0.0,0.0,5.606224931398174e-06,5650432.0,1774287903.9823112,0.0,92.3271484375,0.0,754.2940063476562,0.0,,0.0,0.0
0.0,29886.695055857424,5904384.0,0.0051948558539152145,669.415626006,0.0,-381.11328125,0.0,0.0,0.0,4.3560172002798936e-07,5904384.0,1774287926.642649,0.0,95.2783203125,0.0,806.7135009765625,0.0,,0.0,0.0
0.0,29838.847800015334,6158336.0,0.003969982732087374,718.544067456,0.0,-362.2578125,0.0,0.0,0.0,2.6430026878188073e-07,6158336.0,1774287998.6039457,0.0,90.564453125,0.0,749.2127075195312,0.0,"{'path': 'media/html/render_6158336_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,29857.412904484674,6412288.0,0.003068795893341303,741.60027001,0.0,-368.296875,0.0,0.0,0.0,6.071462394174887e-06,6412288.0,1774287998.8234274,0.0,92.07421875,0.0,719.3203125,0.0,,0.0,0.0
0.0,29829.915575957617,6666240.0,0.002598688006401062,764.246672968,0.0,-375.40625,0.0,0.0,0.0,1.124403965491183e-07,6666240.0,1774288021.659357,0.0,93.8515625,0.0,780.6820678710938,0.0,,0.0,0.0
0.0,29963.48603177702,6920192.0,0.0019917809404432774,787.060537098,0.0,-370.75390625,0.0,0.0,0.0,5.694516403309535e-06,6920192.0,1774288044.305635,0.0,92.6884765625,0.0,740.0093994140625,0.0,,0.0,0.0
0.0,29888.557657006128,7174144.0,0.0018306324491277337,809.709549912,0.0,-388.953125,0.0,0.0,0.0,5.691235401172889e-06,7174144.0,1774288067.1194189,0.0,97.23828125,0.0,791.0401611328125,0.0,,0.0,0.0
0.0,29966.116935984257,7428096.0,0.0016227448359131813,858.551615831,0.0,-339.89453125,0.0,0.0,0.0,4.0703127979213605e-08,7428096.0,1774288138.6114733,0.0,84.9736328125,0.0,704.460693359375,0.0,"{'path': 'media/html/render_7428096_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,29893.497483550957,7682048.0,0.0013518166961148381,881.408614069,0.0,-328.7109375,0.0,0.0,0.0,3.201253662155068e-08,7682048.0,1774288138.8054948,0.0,82.177734375,0.0,659.7362670898438,0.0,,0.0,0.0
0.0,29929.47764402786,7936000.0,0.0010071592405438423,904.221059803,0.0,-386.94921875,0.0,0.0,0.0,5.896967195440084e-06,7936000.0,1774288161.4680662,0.0,96.7373046875,0.0,779.300537109375,0.0,,0.0,0.0
0.0,29904.394527641674,8189952.0,0.0010985212866216898,926.861017323,0.0,-367.04296875,0.0,0.0,0.0,5.313404017215362e-06,8189952.0,1774288184.2801008,0.0,91.7607421875,0.0,724.1546020507812,0.0,,0.0,0.0
0.0,29984.410313357715,8443904.0,0.0010924403322860599,949.665377967,0.0,-406.328125,0.0,0.0,0.0,1.8337894758246875e-08,8443904.0,1774288206.9200609,0.0,101.58203125,0.0,864.478515625,0.0,,0.0,0.0
0.0,29929.979718741022,8697856.0,0.0008918919484131038,998.906202456,0.0,-357.4375,0.0,0.0,0.0,1.1598189963990535e-08,8697856.0,1774288278.9660738,0.0,89.359375,0.0,700.1328735351562,0.0,"{'path': 'media/html/render_8697856_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,29990.06835121871,8951808.0,0.0007484856760129333,1021.924958485,0.0,-359.4375,0.0,0.0,0.0,5.383138613979099e-06,8951808.0,1774288279.1556933,0.0,89.859375,0.0,733.5623168945312,0.0,,0.0,0.0
0.0,29860.78530482477,9205760.0,0.0006654346361756325,1044.570156587,0.0,-369.57421875,0.0,0.0,0.0,1.3077592342369826e-08,9205760.0,1774288301.9843369,0.0,92.3935546875,0.0,782.3619384765625,0.0,,0.0,0.0
0.0,29966.867262473083,9459712.0,0.0005519638070836663,1067.387668084,0.0,-364.10546875,0.0,0.0,0.0,5.017121829098414e-09,9459712.0,1774288324.62934,0.0,91.0263671875,0.0,767.103271484375,0.0,,0.0,0.0
0.0,29871.27650586975,9713664.0,0.00046220305375754833,1090.025700802,0.0,-397.62890625,0.0,0.0,0.0,4.834185052260409e-09,9713664.0,1774288347.4469721,0.0,99.4072265625,0.0,792.1008911132812,0.0,,0.0,0.0
0.0,29986.20660613132,9967616.0,0.000401848170440644,1138.919053137,0.0,-404.76953125,0.0,0.0,0.0,3.5586538160714554e-09,9967616.0,1774288418.9789228,0.0,101.1923828125,0.0,848.95703125,0.0,"{'path': 'media/html/render_9967616_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,29961.273597516578,10221568.0,0.00030303042149171233,1161.79319874,0.0,-366.48828125,0.0,0.0,0.0,5.240323844191153e-06,10221568.0,1774288419.1715095,0.0,91.6220703125,0.0,762.0020751953125,0.0,,0.0,0.0
0.0,29851.86253285829,10475520.0,0.00036495726089924574,1184.615441309,0.0,-318.54296875,0.0,0.0,0.0,2.6687299037320145e-09,10475520.0,1774288441.8526046,0.0,79.6357421875,0.0,674.95849609375,0.0,,0.0,0.0
0.0,29860.0670678652,10729472.0,0.00029209081549197435,1207.249272258,0.0,-386.74609375,0.0,0.0,0.0,1.968696317078411e-09,10729472.0,1774288464.674633,0.0,96.6865234375,0.0,782.76416015625,0.0,,0.0,0.0
0.0,29963.34948351677,10983424.0,0.00023726873041596264,1230.071312497,0.0,-376.16015625,0.0,0.0,0.0,1.7140584507302492e-09,10983424.0,1774288487.3085754,0.0,94.0400390625,0.0,785.517333984375,0.0,,0.0,0.0
0.0,29862.888313808875,11237376.0,0.0002159282157663256,1279.58297558,0.0,-344.11328125,0.0,0.0,0.0,1.3522868380633213e-09,11237376.0,1774288559.6427853,0.0,86.0283203125,0.0,717.8767700195312,0.0,"{'path': 'media/html/render_11237376_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,29937.952096157445,11491328.0,0.00020457204664126039,1302.620326417,0.0,-327.9609375,0.0,0.0,0.0,1.1790773912778718e-09,11491328.0,1774288559.8320873,0.0,81.990234375,0.0,666.8323974609375,0.0,,0.0,0.0
0.0,29818.563521504097,11745280.0,0.00020249804947525263,1325.274748686,0.0,-368.921875,0.0,0.0,0.0,1.150883277567516e-09,11745280.0,1774288582.6795592,0.0,92.23046875,0.0,742.1539916992188,0.0,,0.0,0.0
0.0,29906.92017664411,11999232.0,0.00020540837431326509,1348.084270211,0.0,-301.35546875,0.0,0.0,0.0,1.1817776757183651e-09,11999232.0,1774288605.333971,0.0,75.3388671875,0.0,623.3401489257812,0.0,,0.0,0.0
0.0,29891.716474871064,12253184.0,0.00020773382857441902,1370.740395421,0.0,-397.10546875,0.0,0.0,0.0,1.2279282035621009e-09,12253184.0,1774288628.1433537,0.0,99.2763671875,0.0,796.4410400390625,0.0,,0.0,0.0
0.0,29898.125910478633,12507136.0,0.00021233926236163825,1419.952253463,0.0,-342.453125,0.0,0.0,0.0,1.2873069277219429e-09,12507136.0,1774288700.0121331,0.0,85.61328125,0.0,699.3348388671875,0.0,"{'path': 'media/html/render_12507136_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,29901.733317941984,12761088.0,0.0002165113837691024,1442.84234845,0.0,-384.96484375,0.0,0.0,0.0,1.3518166586123925e-09,12761088.0,1774288700.2009513,0.0,96.2412109375,0.0,804.69921875,0.0,,0.0,0.0
0.0,29802.320422151086,13015040.0,0.00022441679902840406,1465.68825731,0.0,-371.5390625,0.0,0.0,0.0,1.4131714687337649e-09,13015040.0,1774288722.90162,0.0,92.884765625,0.0,772.2846069335938,0.0,,0.0,0.0
0.0,29774.865334294005,13268992.0,0.00022698452812619507,1488.372480432,0.0,-390.4453125,0.0,0.0,0.0,1.4734394815363316e-09,13268992.0,1774288745.7474618,0.0,97.611328125,0.0,805.050048828125,0.0,,0.0,0.0
0.0,29836.88691547194,13522944.0,0.00023175511159934103,1511.215263846,0.0,-337.70703125,0.0,0.0,0.0,1.548815742324905e-09,13522944.0,1774288768.4317033,0.0,84.4267578125,0.0,708.0072631835938,0.0,,0.0,0.0
0.0,29788.206671142558,13776896.0,0.00023784296354278922,1560.046421079,0.0,-389.24609375,0.0,0.0,0.0,1.63606339587119e-09,13776896.0,1774288840.1062667,0.0,97.3115234375,0.0,797.9871826171875,0.0,"{'_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a', 'path': 'media/html/render_13776896_9408c942eba417aedeed.html', 'size': 3874101.0}",0.0,0.0
0.0,29847.311981546958,14030848.0,0.0002433932531857863,1583.157207419,0.0,-419.76171875,0.0,0.0,0.0,1.7519702355528466e-09,14030848.0,1774288840.2969682,0.0,104.9404296875,0.0,849.5513916015625,0.0,,0.0,0.0
0.0,29579.635001253555,14284800.0,0.00025108674890361726,1605.839187781,0.0,-360.578125,0.0,0.0,0.0,1.8523428346739479e-09,14284800.0,1774288863.2163672,0.0,90.14453125,0.0,700.1964111328125,0.0,,0.0,0.0
0.0,29790.53526064316,14538752.0,0.0002608480572234839,1628.693626955,0.0,-337.3984375,0.0,0.0,0.0,1.941719895981464e-09,14538752.0,1774288885.8984718,0.0,84.349609375,0.0,685.00537109375,0.0,,0.0,0.0
0.0,29768.30979511899,14792704.0,0.0002623400359880179,1651.372708553,0.0,-381.6015625,0.0,0.0,0.0,2.034351131996459e-09,14792704.0,1774288908.7525916,0.0,95.400390625,0.0,792.8602905273438,0.0,,0.0,0.0
0.0,29838.54102911871,15046656.0,0.0002653923293109983,1700.712776566,0.0,-395.98828125,0.0,0.0,0.0,2.0432862068986424e-09,15046656.0,1774288980.7725909,0.0,98.9970703125,0.0,792.4926147460938,0.0,"{'_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a', 'path': 'media/html/render_15046656_9408c942eba417aedeed.html', 'size': 3874101.0}",0.0,0.0
0.0,29784.480019323317,15300608.0,0.0002669205132406205,1723.652098911,0.0,-351.16796875,0.0,0.0,0.0,2.0239954157119655e-09,15300608.0,1774288981.0059652,0.0,87.7919921875,0.0,724.6294555664062,0.0,,0.0,0.0
0.0,29779.173191047394,15554560.0,0.0002634964184835553,1746.476247568,0.0,-375.36328125,0.0,0.0,0.0,2.022095157983017e-09,15554560.0,1774289003.7112656,0.0,93.8408203125,0.0,758.5748901367188,0.0,,0.0,0.0
0.0,29839.10943794384,15808512.0,0.00025835807900875807,1769.134611095,0.0,-349.78515625,0.0,0.0,0.0,1.949216343888338e-09,15808512.0,1774289026.5354893,0.0,87.4462890625,0.0,741.227783203125,0.0,,0.0,0.0
0.0,29872.537319375097,16062464.0,0.00025413575349375606,1791.95740181,0.0,-371.078125,0.0,0.0,0.0,1.8998829176553045e-09,16062464.0,1774289049.1934865,0.0,92.76953125,0.0,790.1476440429688,0.0,,0.0,0.0
0.0,29835.58565227816,16316416.0,0.00024988967925310135,1840.978591135,0.0,-351.328125,0.0,0.0,0.0,1.8170948079543336e-09,16316416.0,1774289121.0384758,0.0,87.83203125,0.0,723.5515747070312,0.0,"{'_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a', 'path': 'media/html/render_16316416_9408c942eba417aedeed.html', 'size': 3874101.0}",0.0,0.0
0.0,29875.868724798987,16570368.0,0.00024086929624900222,1864.068926889,0.0,-375.01171875,0.0,0.0,0.0,1.752316736158832e-09,16570368.0,1774289121.2508848,0.0,93.7529296875,0.0,725.3180541992188,0.0,,0.0,0.0
0.0,29687.839655235366,16824320.0,0.0002347276167711243,1886.747788664,0.0,-378.24609375,0.0,0.0,0.0,1.6453984841291458e-09,16824320.0,1774289144.1281283,0.0,94.5615234375,0.0,760.1910400390625,0.0,,0.0,0.0
0.0,29795.15602667397,17078272.0,0.00022513431031256914,1909.5842981,0.0,-377.3671875,0.0,0.0,0.0,1.5491201654782571e-09,17078272.0,1774289166.806758,0.0,94.341796875,0.0,766.1738891601562,0.0,,0.0,0.0
0.0,29786.996281658783,17332224.0,0.0002167177590308711,1932.257653592,0.0,-354.5390625,0.0,0.0,0.0,1.4414025528708407e-09,17332224.0,1774289189.6433837,0.0,88.634765625,0.0,725.8052368164062,0.0,,0.0,0.0
0.0,29816.096173625974,17586176.0,0.00020826217951253057,1981.418026801,0.0,-361.515625,0.0,0.0,0.0,1.3443821611502926e-09,17586176.0,1774289261.4779127,0.0,90.37890625,0.0,721.0531616210938,0.0,"{'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a', 'path': 'media/html/render_17586176_9408c942eba417aedeed.html'}",0.0,0.0
0.0,29816.071969596982,17840128.0,0.00019512583094183356,2004.322818231,0.0,-377.99609375,0.0,0.0,0.0,1.2090127787800498e-09,17840128.0,1774289261.6771681,0.0,94.4990234375,0.0,783.4444580078125,0.0,,0.0,0.0
0.0,29743.51591408617,18094080.0,0.0001869820262072608,2027.185553679,0.0,-341.68359375,0.0,0.0,0.0,1.1019137824419545e-09,18094080.0,1774289284.3821986,0.0,85.4208984375,0.0,694.730712890625,0.0,,0.0,0.0
0.0,29723.64964436469,18348032.0,0.00017566775204613805,2049.874578091,0.0,-319.79296875,0.0,0.0,0.0,1.0225419400100577e-09,18348032.0,1774289307.2446673,0.0,79.9482421875,0.0,645.3819580078125,0.0,,0.0,0.0
0.0,29794.155919703528,18601984.0,0.000168693222803995,2072.893910772,0.0,-367.78515625,0.0,0.0,0.0,9.110041609972086e-10,18601984.0,1774289329.9336314,0.0,91.9462890625,0.0,738.3731689453125,0.0,,0.0,0.0
0.0,29749.977443739223,18855936.0,0.0001637278328416869,2122.041344747,0.0,-363.31640625,0.0,0.0,0.0,8.410374063849702e-10,18855936.0,1774289402.101207,0.0,90.8291015625,0.0,744.4739990234375,0.0,"{'path': 'media/html/render_18855936_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,30067.666297287014,19109888.0,0.00015367667947430164,2145.155682131,0.0,-336.91796875,0.0,0.0,0.0,7.674789137546156e-10,19109888.0,1774289402.2913995,0.0,84.2294921875,0.0,676.413818359375,0.0,,0.0,0.0
0.0,29697.958769999525,19363840.0,0.00014347798423841596,2167.769450588,0.0,-352.71484375,0.0,0.0,0.0,6.829260490448519e-10,19363840.0,1774289425.2148323,0.0,88.1787109375,0.0,734.5435791015625,0.0,,0.0,0.0
0.0,30041.014928114346,19617792.0,0.00013804565242026,2190.669127942,0.0,-355.45703125,0.0,0.0,0.0,6.166535615470536e-10,19617792.0,1774289447.827951,0.0,88.8642578125,0.0,707.7052001953125,0.0,,0.0,0.0
0.0,29731.405411019656,19871744.0,0.00013042613863945007,2213.279159465,0.0,-383.72265625,0.0,0.0,0.0,5.687768589446307e-10,19871744.0,1774289470.728471,0.0,95.9306640625,0.0,795.8253173828125,0.0,,0.0,0.0
0.0,30061.703202458262,20125696.0,0.0001243634324055165,2262.666542394,0.0,-324.625,0.0,0.0,0.0,5.174449757561206e-10,20125696.0,1774289542.726395,0.0,81.15625,0.0,681.7210693359375,0.0,"{'path': 'media/html/render_20125696_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,29759.542801251588,20379648.0,0.00011790362623287365,2285.482362429,0.0,-339.87890625,0.0,0.0,0.0,4.658594066064836e-10,20379648.0,1774289542.9233897,0.0,84.9697265625,0.0,716.1776123046875,0.0,,0.0,0.0
0.0,30013.043228933926,20633600.0,0.00010963329259539023,2308.344187923,0.0,-337.02734375,0.0,0.0,0.0,4.2786929554949893e-10,20633600.0,1774289565.541474,0.0,84.2568359375,0.0,663.4014892578125,0.0,,0.0,0.0
0.0,29884.71865467801,20887552.0,0.00010425684013171121,2330.923821588,0.0,-319.78125,0.0,0.0,0.0,3.8372230393157736e-10,20887552.0,1774289588.4026604,0.0,79.9453125,0.0,649.7552490234375,0.0,,0.0,0.0
0.0,30139.489418402405,21141504.0,9.853965457295999e-05,2353.786570668,0.0,-351.45703125,0.0,0.0,0.0,3.493068057025539e-10,21141504.0,1774289610.9828346,0.0,87.8642578125,0.0,737.889892578125,0.0,,0.0,0.0
0.0,29882.80790692392,21395456.0,9.377006063004956e-05,2403.067168226,0.0,-336.48828125,0.0,0.0,0.0,3.162462791639342e-10,21395456.0,1774289683.1270268,0.0,84.1220703125,0.0,692.5416259765625,0.0,"{'path': 'media/html/render_21395456_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,30106.644558670698,21649408.0,8.86576235643588e-05,2426.158296608,0.0,-345.37890625,0.0,0.0,0.0,2.9284358271652877e-10,21649408.0,1774289683.3455777,0.0,86.3447265625,0.0,732.87548828125,0.0,,0.0,0.0
0.0,29878.22528812317,21903360.0,8.473394700558856e-05,2448.735752249,0.0,-333.68359375,0.0,0.0,0.0,2.6871796454663865e-10,21903360.0,1774289706.217566,0.0,83.4208984375,0.0,689.4849853515625,0.0,,0.0,0.0
0.0,30141.481750746814,22157312.0,8.086358138825744e-05,2471.588590958,0.0,-353.43359375,0.0,0.0,0.0,2.4750276828022777e-10,22157312.0,1774289728.7948177,0.0,88.3583984375,0.0,701.9571533203125,0.0,,0.0,0.0
0.0,29909.909860399326,22411264.0,7.699421257711947e-05,2494.178197141,0.0,-340.40625,0.0,0.0,0.0,2.310657082338352e-10,22411264.0,1774289751.647904,0.0,85.1015625,0.0,688.3443603515625,0.0,,0.0,0.0
0.0,30066.57652142563,22665216.0,7.323253521462902e-05,2543.722622664,0.0,-359.94921875,0.0,0.0,0.0,2.1119919701995116e-10,22665216.0,1774289823.782408,0.0,89.9873046875,0.0,746.3660888671875,0.0,"{'path': 'media/html/render_22665216_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,29909.666296382577,22919168.0,6.959866004763171e-05,2566.565089824,0.0,-339.765625,0.0,0.0,0.0,1.963238599467232e-10,22919168.0,1774289823.991765,0.0,84.94140625,0.0,698.1788330078125,0.0,,0.0,0.0
0.0,29952.801942576996,23173120.0,6.653665332123637e-05,2589.444258091,0.0,-366.53515625,0.0,0.0,0.0,1.7968361520903642e-10,23173120.0,1774289846.6243463,0.0,91.6337890625,0.0,756.7514038085938,0.0,,0.0,0.0
0.0,29800.622797582884,23427072.0,6.428886263165623e-05,2612.030895082,0.0,-373.7109375,0.0,0.0,0.0,1.6800366653413334e-10,23427072.0,1774289869.503252,0.0,93.427734375,0.0,783.0045776367188,0.0,,0.0,0.0
0.0,30066.87017599285,23681024.0,6.130695692263544e-05,2634.904242917,0.0,-371.71875,0.0,0.0,0.0,1.5587432733443762e-10,23681024.0,1774289892.0901947,0.0,92.9296875,0.0,753.18212890625,0.0,,0.0,0.0
0.0,29819.12031715853,23934976.0,5.844590486958623e-05,2684.198569739,0.0,-351.89453125,0.0,0.0,0.0,1.4674279846804694e-10,23934976.0,1774289964.2584536,0.0,87.9736328125,0.0,731.508056640625,0.0,"{'path': 'media/html/render_23934976_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,30057.79330072617,24188928.0,5.565690662479028e-05,2707.299820735,0.0,-376.93359375,0.0,0.0,0.0,1.3789648589668246e-10,24188928.0,1774289964.456818,0.0,94.2333984375,0.0,778.9096069335938,0.0,,0.0,0.0
0.0,29800.496067161243,24442880.0,5.296984454616904e-05,2729.87479196,0.0,-343.1328125,0.0,0.0,0.0,1.2828360596017774e-10,24442880.0,1774289987.358807,0.0,85.783203125,0.0,703.772705078125,0.0,,0.0,0.0
0.0,30075.783538434574,24696832.0,5.0841819756897166e-05,2752.739282953,0.0,-395.83203125,0.0,0.0,0.0,1.2134884763703724e-10,24696832.0,1774290009.9338062,0.0,98.9580078125,0.0,804.4874267578125,0.0,,0.0,0.0
0.0,29872.449352188414,24950784.0,4.936189725412987e-05,2775.325145513,0.0,-314.51171875,0.0,0.0,0.0,1.1529836807522287e-10,24950784.0,1774290032.798488,0.0,78.6279296875,0.0,643.678466796875,0.0,,0.0,0.0
0.0,30073.1630609098,25204736.0,4.775586421601474e-05,2824.936597799,0.0,-314.63671875,0.0,0.0,0.0,1.0877564127209638e-10,25204736.0,1774290104.9963908,0.0,78.6591796875,0.0,642.2110595703125,0.0,"{'_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a', 'path': 'media/html/render_25204736_9408c942eba417aedeed.html', 'size': 3874101.0}",0.0,0.0
0.0,29852.906678547082,25458688.0,4.5725773816229776e-05,2847.749646524,0.0,-364.53125,0.0,0.0,0.0,1.0295986285768777e-10,25458688.0,1774290105.1987617,0.0,91.1328125,0.0,733.7041015625,0.0,,0.0,0.0
