training/entropy,eval/episode_dist,_runtime,eval/episode_reward_near,step,eval/episode_reward_survive,_step,_timestamp,eval/episode_success_hard,eval/episode_reward,eval/episode_reward_dist,eval/episode_success,render,eval/episode_success_any,training/log_alpha,training/critic_loss,eval/episode_success_easy,training/alpha_loss,eval/episode_reward_ctrl,training/sps,training/actor_loss
0.0,38.18479919433594,179.132991322,0.0,4126720.0,0.0,4126720.0,1773906438.9509294,0.0,789.8291015625,-38.18479919433594,789.8291015625,,0.8759765625,0.0,1.1106098890304565,0.0,2.5603436370147392e-05,0.0,34227.85293003912,-46.806758880615234
0.0,33.563682556152344,187.230473508,0.0,4380672.0,0.0,4380672.0,1773906447.081686,0.0,850.923828125,-33.563682556152344,850.923828125,,0.931640625,0.0,1.1073247194290161,0.0,-5.636932473862544e-05,0.0,34266.111193277284,-50.700775146484375
0.0,36.364158630371094,195.356194324,0.0,4634624.0,0.0,4634624.0,1773906455.179635,0.0,827.451171875,-36.364158630371094,827.451171875,,0.919921875,0.0,1.0479991436004639,0.0,7.630714389961213e-05,0.0,34430.78128716943,-53.90348815917969
0.0,27.20331573486328,212.672107712,0.0,4888576.0,0.0,4888576.0,1773906480.6217356,0.0,891.6025390625,-27.20331573486328,891.6025390625,"{'size': 912853, '_type': 'html-file', 'sha256': '7ce33fc81b3459125bd460ea9fb1e92cf711e84f592d4bc553edae42e2ff3125', 'path': 'media/html/render_4888576_7ce33fc81b3459125bd4.html'}",0.9501953125,0.0,1.0034257173538208,0.0,2.4718579879845493e-05,0.0,34312.06783736492,-55.60907745361328
0.0,26.890338897705078,221.000660405,0.0,5142528.0,0.0,5142528.0,1773906480.7851093,0.0,924.775390625,-26.890338897705078,924.775390625,,0.974609375,0.0,0.9829385280609131,0.0,-2.3945626708155032e-06,0.0,34022.36708847215,-58.008174896240234
0.0,25.93070411682129,229.090928981,0.0,5396480.0,0.0,5396480.0,1773906488.9497848,0.0,927.435546875,-25.93070411682129,927.435546875,,0.98046875,0.0,0.9654660820960999,0.0,6.900483276695013e-05,0.0,34130.651234933626,-60.541160583496094
0.0,22.789669036865234,237.227794981,0.0,5650432.0,0.0,5650432.0,1773906497.0401785,0.0,949.1416015625,-22.789669036865234,949.1416015625,,0.9912109375,0.0,0.9231400489807129,0.0,-1.129329848481575e-05,0.0,34454.39236384757,-62.8388786315918
0.0,23.96953773498535,245.403146634,0.0,5904384.0,0.0,5904384.0,1773906505.1769335,0.0,949.41796875,-23.96953773498535,949.41796875,,0.9921875,0.0,0.8878230452537537,0.0,0.0001145611095125787,0.0,34252.673350505895,-64.76433563232422
0.0,23.299114227294922,262.850078575,0.0,6158336.0,0.0,6158336.0,1773906530.799572,0.0,946.2724609375,-23.299114227294922,946.2724609375,"{'sha256': '850495d2bddbeb3cb57ada84568fa0881a3d3f4425fc373e8c79ee997eeb1bbc', 'path': 'media/html/render_6158336_850495d2bddbeb3cb57a.html', 'size': 912349, '_type': 'html-file'}",0.990234375,0.0,0.8280447125434875,0.0,9.318174124928191e-05,0.0,34070.66198966108,-67.4240951538086
0.0,22.999797821044922,271.170881497,0.0,6412288.0,0.0,6412288.0,1773906530.965526,0.0,943.037109375,-22.999797821044922,943.037109375,,0.9912109375,0.0,0.8532866835594177,0.0,-9.556135046295822e-05,0.0,34076.52289004745,-67.93585968017578
0.0,24.037887573242188,279.32686677,0.0,6666240.0,0.0,6666240.0,1773906539.1200874,0.0,948.828125,-24.037887573242188,948.828125,,0.990234375,0.0,0.8021634221076965,0.0,0.00010168369044549763,0.0,34173.80311477549,-69.92903900146484
0.0,24.363679885864258,287.52814752,0.0,6920192.0,0.0,6920192.0,1773906547.2759008,0.0,937.0478515625,-24.363679885864258,937.0478515625,,0.9921875,0.0,0.7577610015869141,0.0,5.34143291588407e-05,0.0,34164.39078977257,-70.95342254638672
0.0,22.899211883544922,295.700471982,0.0,7174144.0,0.0,7174144.0,1773906555.4773228,0.0,948.763671875,-22.899211883544922,948.763671875,,0.9921875,0.0,0.7417693138122559,0.0,7.5214734351902734e-06,0.0,33951.058524585205,-72.04600524902344
0.0,24.329570770263672,312.946448777,0.0,7428096.0,0.0,7428096.0,1773906580.8960443,0.0,937.84375,-24.329570770263672,937.84375,"{'path': 'media/html/render_7428096_45c75f30e2f9645e4627.html', 'size': 912453, '_type': 'html-file', 'sha256': '45c75f30e2f9645e462764c01c7d092ec729f5fad795fdcac7bc2bf783ae9b99'}",0.9912109375,0.0,0.7086567878723145,0.0,-1.0422129889775533e-05,0.0,34082.64318062124,-73.05972290039062
0.0,22.334125518798828,321.26129989,0.0,7682048.0,0.0,7682048.0,1773906581.0575023,0.0,963.1083984375,-22.334125518798828,963.1083984375,,0.9970703125,0.0,0.6985855102539062,0.0,6.579607725143433e-05,0.0,34198.53529803354,-73.58300018310547
0.0,21.570537567138672,329.446302246,0.0,7936000.0,0.0,7936000.0,1773906589.2104428,0.0,951.4658203125,-21.570537567138672,951.4658203125,,0.994140625,0.0,0.6648218035697937,0.0,-2.75051970675122e-05,0.0,34198.14880539623,-74.9673843383789
0.0,21.526592254638672,337.613791067,0.0,8189952.0,0.0,8189952.0,1773906597.3953698,0.0,966.556640625,-21.526592254638672,966.556640625,,0.9990234375,0.0,0.6543822288513184,0.0,9.03222753549926e-05,0.0,34026.335164572934,-75.2051773071289
0.0,22.18411636352539,345.753135035,0.0,8443904.0,0.0,8443904.0,1773906605.5623298,0.0,962.2587890625,-22.18411636352539,962.2587890625,,0.9990234375,0.0,0.6368936896324158,0.0,1.4340758752950933e-05,0.0,34108.03537033659,-75.99309539794922
0.0,22.455215454101562,362.944550084,0.0,8697856.0,0.0,8697856.0,1773906630.894167,0.0,964.0458984375,-22.455215454101562,964.0458984375,"{'path': 'media/html/render_8697856_448adecbeb437fcbb5b1.html', 'size': 910485, '_type': 'html-file', 'sha256': '448adecbeb437fcbb5b17e6e7c0c976e2924074cb1a154f216b541b24955a892'}",0.9990234375,0.0,0.5813204050064087,0.0,2.6513487682677805e-05,0.0,34237.12088062418,-77.73863983154297
0.0,21.892887115478516,371.320523837,0.0,8951808.0,0.0,8951808.0,1773906631.0569725,0.0,966.38671875,-21.892887115478516,966.38671875,,1.0,0.0,0.6246228814125061,0.0,-5.124773451825604e-05,0.0,34032.841942803265,-76.98219299316406
0.0,19.66654396057129,379.529900818,0.0,9205760.0,0.0,9205760.0,1773906639.269669,0.0,966.9365234375,-19.66654396057129,966.9365234375,,0.9990234375,0.0,0.5881211757659912,0.0,5.2534815040417016e-05,0.0,33907.92403072263,-78.51331329345703
0.0,20.052440643310547,387.71041173,0.0,9459712.0,0.0,9459712.0,1773906647.4789166,0.0,968.02734375,-20.052440643310547,968.02734375,,0.9970703125,0.0,0.5558807253837585,0.0,0.0001169103488791734,0.0,33908.86207351679,-79.08368682861328
0.0,23.54759979248047,395.905172693,0.0,9713664.0,0.0,9713664.0,1773906655.6594818,0.0,970.0751953125,-23.54759979248047,970.0751953125,,1.0,0.0,0.527289092540741,0.0,-8.399954822380096e-06,0.0,34040.23453055207,-80.40373992919922
0.0,20.610382080078125,413.506770477,0.0,9967616.0,0.0,9967616.0,1773906681.4563682,0.0,967.0048828125,-20.610382080078125,967.0048828125,"{'path': 'media/html/render_9967616_6e7e9f98d04208c7c15f.html', 'size': 910845, '_type': 'html-file', 'sha256': '6e7e9f98d04208c7c15fa0e6d69b2a01544390de96cf20927eaba9d24cf972f3'}",0.99609375,0.0,0.5042216181755066,0.0,-2.7224039513384923e-05,0.0,33984.607500191596,-81.32231140136719
0.0,20.89029312133789,421.865043393,0.0,10221568.0,0.0,10221568.0,1773906681.6228974,0.0,966.4384765625,-20.89029312133789,966.4384765625,,0.9990234375,0.0,0.5023713707923889,0.0,3.154392106807791e-05,0.0,33969.87488041678,-80.63712310791016
0.0,19.504669189453125,430.0672218,0.0,10475520.0,0.0,10475520.0,1773906689.814129,0.0,970.5576171875,-19.504669189453125,970.5576171875,,0.998046875,0.0,0.4686865508556366,0.0,3.7301881093299016e-05,0.0,34001.19684409185,-82.85489654541016
0.0,20.879619598388672,438.308844473,0.0,10729472.0,0.0,10729472.0,1773906698.0163116,0.0,971.55078125,-20.879619598388672,971.55078125,,0.9970703125,0.0,0.4218597710132599,0.0,1.5038965102576185e-05,0.0,33936.737732105335,-85.4738540649414
0.0,22.026966094970703,446.544859924,0.0,10983424.0,0.0,10983424.0,1773906706.2579548,0.0,974.0361328125,-22.026966094970703,974.0361328125,,1.0,0.0,0.3565216064453125,0.0,7.313486275961623e-05,0.0,33772.098408578095,-87.9053955078125
0.0,20.554643630981445,463.956950153,0.0,11237376.0,0.0,11237376.0,1773906731.9065459,0.0,971.201171875,-20.554643630981445,971.201171875,"{'_type': 'html-file', 'sha256': '4317a5e2faea65e7211bcba695a1fb161c050ccbea84492eae80f5b3ce75ac76', 'path': 'media/html/render_11237376_4317a5e2faea65e7211b.html', 'size': 911357}",0.9990234375,0.0,0.3212634325027466,0.0,2.9095695936121047e-05,0.0,33790.550711495795,-89.47122955322266
0.0,21.295883178710938,472.294390212,0.0,11491328.0,0.0,11491328.0,1773906732.0648546,0.0,967.1689453125,-21.295883178710938,967.1689453125,,1.0,0.0,0.2632962763309479,0.0,8.213097316911444e-05,0.0,33777.014052817496,-90.63695526123047
0.0,21.42136001586914,480.505354317,0.0,11745280.0,0.0,11745280.0,1773906740.2434354,0.0,967.388671875,-21.42136001586914,967.388671875,,1.0,0.0,0.21759076416492462,0.0,2.1897285478189588e-05,0.0,34062.36948723201,-91.50689697265625
0.0,20.380573272705078,488.711915274,0.0,11999232.0,0.0,11999232.0,1773906748.4543312,0.0,974.0341796875,-20.380573272705078,974.0341796875,,1.0,0.0,0.1846330612897873,0.0,5.981351205264218e-05,0.0,33918.30044087184,-92.28562927246094
0.0,20.224138259887695,496.903693659,0.0,12253184.0,0.0,12253184.0,1773906756.6608412,0.0,974.625,-20.224138259887695,974.625,,1.0,0.0,0.1488162726163864,0.0,2.6009869543486275e-05,0.0,33929.52188105458,-92.9525146484375
0.0,19.48168182373047,514.69241729,0.0,12507136.0,0.0,12507136.0,1773906782.6420753,0.0,975.572265625,-19.48168182373047,975.572265625,"{'path': 'media/html/render_12507136_71cd81ffc23331e46629.html', 'size': 908861, '_type': 'html-file', 'sha256': '71cd81ffc23331e46629d0a740b075cbf9688b52641085e5d62f08df13a15dfe'}",1.0,0.0,0.11353081464767456,0.0,5.2226907428121194e-05,0.0,33989.66329975527,-93.96686553955078
0.0,20.41651153564453,523.069801005,0.0,12761088.0,0.0,12761088.0,1773906782.8087301,0.0,974.61328125,-20.41651153564453,974.61328125,,1.0,0.0,0.07728616148233414,0.0,4.26351762143895e-05,0.0,33805.340596668364,-94.73760986328125
0.0,22.850852966308594,531.26293599,0.0,13015040.0,0.0,13015040.0,1773906791.0188718,0.0,973.4052734375,-22.850852966308594,973.4052734375,,1.0,0.0,0.06852781027555466,0.0,4.841031113755889e-05,0.0,33936.49336994596,-95.0315170288086
0.0,22.163158416748047,539.454940331,0.0,13268992.0,0.0,13268992.0,1773906799.2121265,0.0,974.0869140625,-22.163158416748047,974.0869140625,,1.0,0.0,0.05325978994369507,0.0,1.1888172593899071e-05,0.0,33982.73933886166,-95.40222930908203
0.0,23.130550384521484,547.615841938,0.0,13522944.0,0.0,13522944.0,1773906807.4039965,0.0,955.646484375,-23.130550384521484,955.646484375,,0.998046875,0.0,0.048384081572294235,0.0,1.0606028808979318e-05,0.0,33986.11258743316,-95.86328125
0.0,21.4571590423584,564.997236609,0.0,13776896.0,0.0,13776896.0,1773906832.9469123,0.0,976.61328125,-21.4571590423584,976.61328125,"{'path': 'media/html/render_13776896_bf2c9fe823e0d5651c8a.html', 'size': 910337, '_type': 'html-file', 'sha256': 'bf2c9fe823e0d5651c8aff526e717f923b451c07e3ae784bdc01184ddf2bb819'}",1.0,0.0,0.04237339273095131,0.0,1.9329208953422494e-05,0.0,34133.021334967125,-96.26165771484375
0.0,21.068477630615234,573.414741982,0.0,14030848.0,0.0,14030848.0,1773906833.1202738,0.0,973.962890625,-21.068477630615234,973.962890625,,1.0,0.0,0.040025897324085236,0.0,-4.135030849283794e-06,0.0,33798.18158103117,-96.44451141357422
0.0,21.476192474365234,581.657319039,0.0,14284800.0,0.0,14284800.0,1773906841.3639085,0.0,973.4609375,-21.476192474365234,973.4609375,,1.0,0.0,0.03804530203342438,0.0,9.774629688763525e-06,0.0,33781.55828021267,-96.71945190429688
0.0,22.815261840820312,589.900437634,0.0,14538752.0,0.0,14538752.0,1773906849.6058981,0.0,968.4921875,-22.815261840820312,968.4921875,,1.0,0.0,0.03216158598661423,0.0,1.5133566193981096e-05,0.0,33770.401290764814,-96.94091033935547
0.0,22.690250396728516,598.103453145,0.0,14792704.0,0.0,14792704.0,1773906857.849558,0.0,975.2685546875,-22.690250396728516,975.2685546875,,1.0,0.0,0.03132200986146927,0.0,-7.182620720413979e-07,0.0,33759.39932584011,-97.00224304199219
0.0,22.066699981689453,615.431793604,0.0,15046656.0,0.0,15046656.0,1773906883.3814812,0.0,972.2568359375,-22.066699981689453,972.2568359375,"{'sha256': '11bcf76bd330d6d67c8a0fb5b11bc2306d748870a3850897da8eba85ebdd6b9a', 'path': 'media/html/render_15046656_11bcf76bd330d6d67c8a.html', 'size': 910045, '_type': 'html-file'}",1.0,0.0,0.02826504036784172,0.0,4.905882178718457e-06,0.0,33936.82747661377,-97.12056732177734
0.0,21.16992950439453,623.780141891,0.0,15300608.0,0.0,15300608.0,1773906883.5350618,0.0,970.419921875,-21.16992950439453,970.419921875,,1.0,0.0,0.026591114699840546,0.0,1.3241237866168376e-05,0.0,33859.26673091911,-97.2532730102539
0.0,21.725351333618164,631.963368078,0.0,15554560.0,0.0,15554560.0,1773906891.7287693,0.0,970.701171875,-21.725351333618164,970.701171875,,0.9990234375,0.0,0.025734595954418182,0.0,1.0489423402759712e-05,0.0,34004.60306892954,-97.36530303955078
0.0,21.962923049926758,640.172137226,0.0,15808512.0,0.0,15808512.0,1773906899.9125745,0.0,969.8701171875,-21.962923049926758,969.8701171875,,1.0,0.0,0.024350611492991447,0.0,-2.023537854256574e-05,0.0,34023.985290957185,-97.5198974609375
0.0,20.7648983001709,648.355550655,0.0,16062464.0,0.0,16062464.0,1773906908.1212351,0.0,971.203125,-20.7648983001709,971.203125,,1.0,0.0,0.023774299770593643,0.0,3.527551962179132e-05,0.0,33910.26653610051,-97.63446044921875
0.0,23.032373428344727,665.687966386,0.0,16316416.0,0.0,16316416.0,1773906933.637434,0.0,957.556640625,-23.032373428344727,957.556640625,"{'path': 'media/html/render_16316416_ed4f908664af5053a2a9.html', 'size': 913273, '_type': 'html-file', 'sha256': 'ed4f908664af5053a2a94ad9f291694bc72dee0a63e5c62c7fe56f6dc76d66dc'}",1.0,0.0,0.024561423808336258,0.0,-7.359981736954069e-06,0.0,34035.86950278065,-97.651611328125
0.0,21.198837280273438,674.065582887,0.0,16570368.0,0.0,16570368.0,1773906933.7944262,0.0,971.7763671875,-21.198837280273438,971.7763671875,,1.0,0.0,0.0262518972158432,0.0,-6.151954039523844e-07,0.0,33949.10856801438,-97.67536163330078
0.0,21.550140380859375,682.259413821,0.0,16824320.0,0.0,16824320.0,1773906942.0147033,0.0,958.7998046875,-21.550140380859375,958.7998046875,,1.0,0.0,0.027913536876440048,0.0,3.53740551872761e-06,0.0,33876.85763921069,-97.69878387451172
0.0,20.706878662109375,690.490943309,0.0,17078272.0,0.0,17078272.0,1773906950.2086203,0.0,976.328125,-20.706878662109375,976.328125,,1.0,0.0,0.027620462700724602,0.0,-3.019715450136573e-06,0.0,33977.78097932203,-97.6902847290039
0.0,20.21872329711914,698.679209021,0.0,17332224.0,0.0,17332224.0,1773906958.4401839,0.0,977.5185546875,-20.21872329711914,977.5185546875,,0.9990234375,0.0,0.027235303074121475,0.0,1.5945588529575616e-05,0.0,33825.84433489327,-97.66033172607422
0.0,21.110652923583984,715.838688229,0.0,17586176.0,0.0,17586176.0,1773906983.7883813,0.0,979.8896484375,-21.110652923583984,979.8896484375,"{'path': 'media/html/render_17586176_d1ccb6c347d0df6a1c94.html', 'size': 910449, '_type': 'html-file', 'sha256': 'd1ccb6c347d0df6a1c9406186e5cf8750cf1ce3e99aacf9c0af47dde683cf076'}",1.0,0.0,0.026444878429174423,0.0,-7.798637398082064e-07,0.0,34004.5835284088,-97.70378875732422
0.0,21.83563232421875,724.226943121,0.0,17840128.0,0.0,17840128.0,1773906983.9576824,0.0,975.357421875,-21.83563232421875,975.357421875,,1.0,0.0,0.025185631588101387,0.0,5.571474957832834e-06,0.0,33928.26496126645,-97.7445068359375
0.0,22.97530746459961,732.412064472,0.0,18094080.0,0.0,18094080.0,1773906992.1758738,0.0,976.9189453125,-22.97530746459961,976.9189453125,,1.0,0.0,0.024484097957611084,0.0,-5.500718998519005e-06,0.0,33891.75985464449,-97.7662353515625
0.0,22.904390335083008,740.60320554,0.0,18348032.0,0.0,18348032.0,1773907000.361208,0.0,959.361328125,-22.904390335083008,959.361328125,,0.998046875,0.0,0.025311090052127838,0.0,9.945239071385004e-06,0.0,34021.56945496753,-97.81058502197266
0.0,23.292598724365234,748.826441665,0.0,18601984.0,0.0,18601984.0,1773907008.5524905,0.0,973.9326171875,-23.292598724365234,973.9326171875,,1.0,0.0,0.024427223950624466,0.0,2.6995733151125023e-06,0.0,33987.90303411896,-97.80073547363281
0.0,21.391977310180664,766.794967284,0.0,18855936.0,0.0,18855936.0,1773907034.7446425,0.0,979.8583984375,-21.391977310180664,979.8583984375,"{'_type': 'html-file', 'sha256': 'ee2d66766647d021d4fe82eff152b4640b4fe589416e8c2ebdf0cdd129a9f72f', 'path': 'media/html/render_18855936_ee2d66766647d021d4fe.html', 'size': 909173}",1.0,0.0,0.023842522874474525,0.0,1.891208967208513e-07,0.0,33844.90495856608,-97.80967712402344
0.0,21.666824340820312,775.183441008,0.0,19109888.0,0.0,19109888.0,1773907034.9147902,0.0,978.548828125,-21.666824340820312,978.548828125,,1.0,0.0,0.027846043929457664,0.0,7.176031431299634e-06,0.0,33909.575625286976,-97.79718017578125
0.0,21.076496124267578,783.383088768,0.0,19363840.0,0.0,19363840.0,1773907043.1324775,0.0,976.9072265625,-21.076496124267578,976.9072265625,,1.0,0.0,0.024939969182014465,0.0,-3.8063988085923484e-06,0.0,33894.666370599996,-97.84185028076172
0.0,22.062084197998047,791.587415544,0.0,19617792.0,0.0,19617792.0,1773907051.3317428,0.0,980.0546875,-22.062084197998047,980.0546875,,1.0,0.0,0.023918885737657547,0.0,5.724084985558875e-06,0.0,33957.781207261934,-97.88642883300781
0.0,21.90558624267578,799.784829734,0.0,19871744.0,0.0,19871744.0,1773907059.5366275,0.0,978.845703125,-21.90558624267578,978.845703125,,1.0,0.0,0.02554297260940075,0.0,-8.50673040986294e-06,0.0,33934.56130280448,-97.85537719726562
0.0,20.97296905517578,816.684896016,0.0,20125696.0,0.0,20125696.0,1773907084.6345873,0.0,976.5986328125,-20.97296905517578,976.5986328125,"{'path': 'media/html/render_20125696_08484f59c4adf505b5a4.html', 'size': 908557, '_type': 'html-file', 'sha256': '08484f59c4adf505b5a48d7f8dae07bb61b684eab1ae4faf619cf71da153802e'}",1.0,0.0,0.0255177840590477,0.0,2.0244942788849585e-05,0.0,33960.21614390217,-97.83808135986328
0.0,21.422515869140625,825.052037494,0.0,20379648.0,0.0,20379648.0,1773907084.7984848,0.0,980.2275390625,-21.422515869140625,980.2275390625,,1.0,0.0,0.02568487450480461,0.0,6.719546490785433e-06,0.0,33903.70078244313,-97.80599212646484
0.0,22.268550872802734,833.266266126,0.0,20633600.0,0.0,20633600.0,1773907093.000716,0.0,977.798828125,-22.268550872802734,977.798828125,,1.0,0.0,0.023243222385644913,0.0,-1.5972192386470851e-06,0.0,33949.538145201834,-97.89412689208984
0.0,21.19402313232422,841.454086951,0.0,20887552.0,0.0,20887552.0,1773907101.2154965,0.0,978.7265625,-21.19402313232422,978.7265625,,1.0,0.0,0.023878619074821472,0.0,5.181680080568185e-06,0.0,33889.715346558834,-97.87602233886719
0.0,22.009765625,849.644403288,0.0,21141504.0,0.0,21141504.0,1773907109.4033923,0.0,980.1767578125,-22.009765625,980.1767578125,,1.0,0.0,0.022877588868141174,0.0,-1.998013431148138e-05,0.0,34001.18599041897,-97.90737915039062
0.0,21.711454391479492,867.559854287,0.0,21395456.0,0.0,21395456.0,1773907135.509534,0.0,979.7978515625,-21.711454391479492,979.7978515625,"{'sha256': '9c047dabce7892ad6dda8be5fc7fe5eb1e7024b7b9f63ed517f51cfb48e7bcdd', 'path': 'media/html/render_21395456_9c047dabce7892ad6dda.html', 'size': 909537, '_type': 'html-file'}",1.0,0.0,0.022723255679011345,0.0,1.3624552593682893e-05,0.0,34013.23566150589,-97.96257019042969
0.0,22.08002471923828,875.951111995,0.0,21649408.0,0.0,21649408.0,1773907135.6734967,0.0,980.2509765625,-22.08002471923828,980.2509765625,,1.0,0.0,0.023096676915884018,0.0,1.3111434782331344e-05,0.0,34017.31785183773,-98.0415267944336
0.0,22.190528869628906,884.144991089,0.0,21903360.0,0.0,21903360.0,1773907143.9000854,0.0,973.7060546875,-22.190528869628906,973.7060546875,,1.0,0.0,0.0216015987098217,0.0,-8.535644155927002e-06,0.0,33945.577141446156,-98.03768157958984
0.0,22.830997467041016,892.328388388,0.0,22157312.0,0.0,22157312.0,1773907152.0941744,0.0,978.103515625,-22.830997467041016,978.103515625,,1.0,0.0,0.02454190142452717,0.0,7.04582726029912e-06,0.0,33979.88599150381,-98.01738739013672
0.0,22.596637725830078,900.549962389,0.0,22411264.0,0.0,22411264.0,1773907160.2774749,0.0,974.2470703125,-22.596637725830078,974.2470703125,,1.0,0.0,0.023382175713777542,0.0,4.0128661566996016e-06,0.0,34038.09266634193,-98.02877044677734
0.0,22.061607360839844,918.01337274,0.0,22665216.0,0.0,22665216.0,1773907185.9630146,0.0,979.4775390625,-22.061607360839844,979.4775390625,"{'size': 905997, '_type': 'html-file', 'sha256': 'eb9ecda2eb2be111876c6e0fc5859ad266c1037422990eaf9a2a7f5e1ae08a5c', 'path': 'media/html/render_22665216_eb9ecda2eb2be111876c.html'}",0.9990234375,0.0,0.023494796827435493,0.0,-1.1818746315839235e-05,0.0,33857.07224583862,-98.01509857177734
0.0,22.28073501586914,926.366243339,0.0,22919168.0,0.0,22919168.0,1773907186.1128418,0.0,979.3798828125,-22.28073501586914,979.3798828125,,1.0,0.0,0.02380876988172531,0.0,-4.699262717622332e-06,0.0,33861.24513244074,-98.05189514160156
0.0,23.17431640625,934.558038085,0.0,23173120.0,0.0,23173120.0,1773907194.3151364,0.0,978.560546875,-23.17431640625,978.560546875,,1.0,0.0,0.02576281689107418,0.0,2.030144059972372e-05,0.0,33960.039656099216,-98.1291732788086
0.0,22.724214553833008,942.770761477,0.0,23427072.0,0.0,23427072.0,1773907202.5071926,0.0,980.1103515625,-22.724214553833008,980.1103515625,,1.0,0.0,0.025638826191425323,0.0,-9.034120012074709e-06,0.0,33995.74483145271,-98.12983703613281
0.0,23.492733001708984,950.96020363,0.0,23681024.0,0.0,23681024.0,1773907210.720019,0.0,976.216796875,-23.492733001708984,976.216796875,,1.0,0.0,0.02335730753839016,0.0,9.734076229506172e-06,0.0,33891.52584517389,-98.19489288330078
