eval/episode_reward_survive,training/critic_loss,training/sps,_runtime,eval/episode_reward_near,training/log_alpha,render,eval/episode_dist,training/actor_loss,training/entropy,eval/episode_reward,step,_timestamp,eval/episode_reward_ctrl,eval/episode_success_any,eval/episode_success_hard,eval/episode_success,eval/episode_success_easy,training/alpha_loss,eval/episode_reward_dist,_step
0.0,0.6529515981674194,33911.79527633711,395.900080571,0.0,0.0,,20.400787353515625,-86.65486907958984,0.0,967.1279296875,9713664.0,1773896260.6269243,0.0,1.0,0.0,967.1279296875,0.0,3.65754794984241e-06,-20.400787353515625,9713664.0
0.0,0.5986197590827942,33931.02749741508,412.981457882,0.0,0.0,"{'path': 'media/html/render_9967616_af2c57422a215d889949.html', 'size': 907925, '_type': 'html-file', 'sha256': 'af2c57422a215d8899494e96089365d0263dea0abe7f7be0224d6d00e9aca564'}",22.029062271118164,-87.56954956054688,0.0,966.396484375,9967616.0,1773896285.914716,0.0,1.0,0.0,966.396484375,0.0,0.00011834167526103556,-22.029062271118164,9967616.0
0.0,0.6571500301361084,33929.84936556088,421.327904815,0.0,0.0,,23.00025177001953,-86.69664001464844,0.0,965.7724609375,10221568.0,1773896286.0610182,0.0,1.0,0.0,965.7724609375,0.0,-3.0266415706137195e-05,-23.00025177001953,10221568.0
0.0,0.555598795413971,33959.34888099019,429.565737709,0.0,0.0,,22.054372787475586,-88.42910766601562,0.0,962.400390625,10475520.0,1773896294.2607799,0.0,1.0,0.0,962.400390625,0.0,6.138421304058284e-05,-22.054372787475586,10475520.0
0.0,0.45439472794532776,33795.00851347788,437.775430243,0.0,0.0,,21.301788330078125,-90.37311553955078,0.0,968.5517578125,10729472.0,1773896302.4984834,0.0,1.0,0.0,968.5517578125,0.0,8.954684744821861e-05,-21.301788330078125,10729472.0
0.0,0.35990646481513977,33912.457125420755,446.04399483,0.0,0.0,,22.154109954833984,-92.30583190917969,0.0,968.966796875,10983424.0,1773896310.708329,0.0,1.0,0.0,968.966796875,0.0,6.521686736959964e-05,-22.154109954833984,10983424.0
0.0,0.2887144982814789,33778.06483689868,463.822759607,0.0,0.0,"{'path': 'media/html/render_11237376_79db917a7e2f461b3d65.html', 'size': 911177, '_type': 'html-file', 'sha256': '79db917a7e2f461b3d65fc6a0b01a7fad4c7cc782dc090c1525ea420b4c0adea'}",23.137685775756836,-93.3588638305664,0.0,967.109375,11237376.0,1773896336.7561488,0.0,1.0,0.0,967.109375,0.0,4.4427451939554885e-05,-23.137685775756836,11237376.0
0.0,0.20809970796108246,33866.80160820522,472.179773929,0.0,0.0,,21.655479431152344,-94.70121002197266,0.0,966.2568359375,11491328.0,1773896336.9148524,0.0,1.0,0.0,966.2568359375,0.0,5.539294579648413e-05,-21.655479431152344,11491328.0
0.0,0.16142632067203522,33990.18067682,480.411195544,0.0,0.0,,21.064437866210938,-95.30425262451172,0.0,970.2890625,11745280.0,1773896345.1126,0.0,1.0,0.0,970.2890625,0.0,3.9948477933648974e-05,-21.064437866210938,11745280.0
0.0,0.12382253259420395,33813.979645744155,488.640988782,0.0,0.0,,22.9231014251709,-95.88236236572266,0.0,967.7275390625,11999232.0,1773896353.3442242,0.0,1.0,0.0,967.7275390625,0.0,4.3156498577445745e-05,-22.9231014251709,11999232.0
0.0,0.10687555372714996,33821.4664563028,496.898378353,0.0,0.0,,23.326595306396484,-96.3358154296875,0.0,958.0966796875,12253184.0,1773896361.5732024,0.0,1.0,0.0,958.0966796875,0.0,4.342213651398197e-05,-23.326595306396484,12253184.0
0.0,0.08789221942424774,33691.41374848901,514.366437029,0.0,0.0,"{'_type': 'html-file', 'sha256': '0fdc4e8ff46000463c0950ddda71a8f29cfc82d92aa270457384f2ff6fca0343', 'path': 'media/html/render_12507136_0fdc4e8ff46000463c09.html', 'size': 909981}",24.52964973449707,-96.56909942626953,0.0,950.58984375,12507136.0,1773896387.2997355,0.0,1.0,0.0,950.58984375,0.0,1.703484304016456e-05,-24.52964973449707,12507136.0
0.0,0.06846820563077927,33750.83091752508,522.759336837,0.0,0.0,,24.64733123779297,-96.90934753417969,0.0,965.8515625,12761088.0,1773896387.458733,0.0,1.0,0.0,965.8515625,0.0,1.5014309610705823e-05,-24.64733123779297,12761088.0
0.0,0.060775283724069595,33812.966341150845,530.967835231,0.0,0.0,,25.208953857421875,-97.15229797363281,0.0,960.5693359375,13015040.0,1773896395.6921287,0.0,1.0,0.0,960.5693359375,0.0,1.949643046827987e-05,-25.208953857421875,13015040.0
0.0,0.0525277815759182,33905.74805764479,539.178697805,0.0,0.0,,24.1787109375,-97.48921966552734,0.0,957.5126953125,13268992.0,1773896403.900581,0.0,0.998046875,0.0,957.5126953125,0.0,-3.5223041550125345e-07,-24.1787109375,13268992.0
0.0,0.04993579536676407,33894.13140481483,547.380356597,0.0,0.0,,24.11167335510254,-97.66934967041016,0.0,959.330078125,13522944.0,1773896412.1114206,0.0,0.998046875,0.0,959.330078125,0.0,1.9475575754768215e-05,-24.11167335510254,13522944.0
0.0,0.045358940958976746,33938.05799738252,564.790178031,0.0,0.0,"{'path': 'media/html/render_13776896_a41d10132b8c0783bbbd.html', 'size': 912813, '_type': 'html-file', 'sha256': 'a41d10132b8c0783bbbdd19e9c2bf5f450735c00c0646024d0e66edd9fde8fa4'}",25.052425384521484,-97.88091278076172,0.0,958.5810546875,13776896.0,1773896437.7235472,0.0,0.9951171875,0.0,958.5810546875,0.0,1.1064154023188166e-05,-25.052425384521484,13776896.0
0.0,0.04267558455467224,33820.682510354796,573.169020581,0.0,0.0,,26.16585922241211,-98.0382080078125,0.0,934.865234375,14030848.0,1773896437.8810942,0.0,1.0,0.0,934.865234375,0.0,3.523817326822609e-07,-26.16585922241211,14030848.0
0.0,0.04307182878255844,33876.294145385924,581.403862779,0.0,0.0,,24.550540924072266,-98.08343505859375,0.0,963.1669921875,14284800.0,1773896446.1016572,0.0,0.994140625,0.0,963.1669921875,0.0,-4.688153239840176e-06,-24.550540924072266,14284800.0
0.0,0.0384942889213562,33790.83799949457,589.603401134,0.0,0.0,,25.433856964111328,-98.04115295410156,0.0,963.0244140625,14538752.0,1773896454.3367844,0.0,0.998046875,0.0,963.0244140625,0.0,9.60542729444569e-06,-25.433856964111328,14538752.0
0.0,0.04283060505986214,33962.318980204385,597.825960459,0.0,0.0,,23.669544219970703,-98.01886749267578,0.0,967.185546875,14792704.0,1773896462.5360897,0.0,1.0,0.0,967.185546875,0.0,4.6461403258035716e-07,-23.669544219970703,14792704.0
0.0,0.040165506303310394,33850.59161945183,615.127745858,0.0,0.0,"{'sha256': '7cecb85d179a2f7cd7c7912b7273111a7f283fde85326359a52408bdd01ffbbf', 'path': 'media/html/render_15046656_7cecb85d179a2f7cd7c7.html', 'size': 912229, '_type': 'html-file'}",25.15729522705078,-98.13966369628906,0.0,966.7158203125,15046656.0,1773896488.0611196,0.0,1.0,0.0,966.7158203125,0.0,2.0667272110586055e-05,-25.15729522705078,15046656.0
0.0,0.039046239107847214,33901.550168683105,623.484333055,0.0,0.0,,28.785919189453125,-98.18560791015625,0.0,946.84765625,15300608.0,1773896488.2148085,0.0,1.0,0.0,946.84765625,0.0,-4.140113105677301e-06,-28.785919189453125,15300608.0
0.0,0.040645524859428406,33956.7690086557,631.697708695,0.0,0.0,,24.938472747802734,-98.21890258789062,0.0,961.2138671875,15554560.0,1773896496.4170256,0.0,1.0,0.0,961.2138671875,0.0,-7.082517640810693e-06,-24.938472747802734,15554560.0
0.0,0.04361674562096596,33902.67453983523,639.930646152,0.0,0.0,,26.105958938598633,-98.14997100830078,0.0,963.0712890625,15808512.0,1773896504.6305592,0.0,1.0,0.0,963.0712890625,0.0,7.005076895438833e-06,-26.105958938598633,15808512.0
0.0,0.04975184053182602,33810.012647204545,648.131461607,0.0,0.0,,24.642444610595703,-98.1119613647461,0.0,968.076171875,16062464.0,1773896512.8631647,0.0,1.0,0.0,968.076171875,0.0,-2.4079867216642015e-05,-24.642444610595703,16062464.0
0.0,0.05162530019879341,33951.02822387972,665.437873364,0.0,0.0,"{'sha256': 'f8eabb1fc68b524733a62e800484bea7a80fe2b319ed4c75994a30c79d7d798b', 'path': 'media/html/render_16316416_f8eabb1fc68b524733a6.html', 'size': 910301, '_type': 'html-file'}",26.29412078857422,-98.19459533691406,0.0,951.810546875,16316416.0,1773896538.3712437,0.0,0.9970703125,0.0,951.810546875,0.0,1.596680340298917e-05,-26.29412078857422,16316416.0
0.0,0.053614795207977295,33925.98588338776,673.828432933,0.0,0.0,,25.32023048400879,-98.22007751464844,0.0,972.4052734375,16570368.0,1773896538.5204623,0.0,1.0,0.0,972.4052734375,0.0,-1.840094591898378e-05,-25.32023048400879,16570368.0
0.0,0.058591295033693314,33800.49393116961,682.052877963,0.0,0.0,,25.209510803222656,-98.15911102294922,0.0,962.2109375,16824320.0,1773896546.7610056,0.0,0.9931640625,0.0,962.2109375,0.0,2.148906423826702e-05,-25.209510803222656,16824320.0
0.0,0.056299712508916855,33841.94998320217,690.290864353,0.0,0.0,,25.375072479248047,-98.10408020019531,0.0,972.3203125,17078272.0,1773896554.9857323,0.0,1.0,0.0,972.3203125,0.0,1.5445113604073413e-05,-25.375072479248047,17078272.0
0.0,0.05457310751080513,33787.944975184946,698.511269769,0.0,0.0,,26.587200164794922,-98.01277160644531,0.0,968.408203125,17332224.0,1773896563.2229798,0.0,1.0,0.0,968.408203125,0.0,-1.1453639672254212e-05,-26.587200164794922,17332224.0
0.0,0.04382667690515518,33868.16166679073,716.222422339,0.0,0.0,"{'_type': 'html-file', 'sha256': '2666f059aa8d4ee9a998f6ce5d501a3dbc5baebec73d9117e2b25eac947a49a9', 'path': 'media/html/render_17586176_2666f059aa8d4ee9a998.html', 'size': 911705}",25.138755798339844,-98.02220916748047,0.0,971.359375,17586176.0,1773896589.1557946,0.0,1.0,0.0,971.359375,0.0,3.1191233574645594e-05,-25.138755798339844,17586176.0
0.0,0.04911704361438751,33870.18634270908,724.59102116,0.0,0.0,,25.794965744018555,-98.01300811767578,0.0,964.0302734375,17840128.0,1773896589.3129687,0.0,1.0,0.0,964.0302734375,0.0,-8.972552677732892e-06,-25.794965744018555,17840128.0
0.0,0.05190650373697281,33923.69414656717,732.796677727,0.0,0.0,,25.23084259033203,-97.9331283569336,0.0,957.6044921875,18094080.0,1773896597.5237036,0.0,1.0,0.0,957.6044921875,0.0,-9.287290595239028e-06,-25.23084259033203,18094080.0
0.0,0.04810835048556328,33929.011752767125,741.032225682,0.0,0.0,,26.023731231689453,-97.96395874023438,0.0,970.482421875,18348032.0,1773896605.7293942,0.0,1.0,0.0,970.482421875,0.0,2.4495688194292597e-05,-26.023731231689453,18348032.0
0.0,0.04738251864910126,33792.730148832736,749.258898191,0.0,0.0,,27.05493927001953,-97.9974594116211,0.0,972.814453125,18601984.0,1773896613.9651022,0.0,1.0,0.0,972.814453125,0.0,1.7949939490335964e-07,-27.05493927001953,18601984.0
0.0,0.04674864560365677,33832.920505880276,766.780526761,0.0,0.0,"{'path': 'media/html/render_18855936_904f3e6c764e5c86f279.html', 'size': 909421, '_type': 'html-file', 'sha256': '904f3e6c764e5c86f2798dbb9e1e8c12fc6d762ffb072c7443ba026524ef9fa9'}",25.690155029296875,-98.06795501708984,0.0,970.3974609375,18855936.0,1773896639.713905,0.0,1.0,0.0,970.3974609375,0.0,-9.745483112055808e-06,-25.690155029296875,18855936.0
0.0,0.0493876151740551,33834.85928732283,775.175673955,0.0,0.0,,27.132614135742188,-97.99913024902344,0.0,962.3876953125,19109888.0,1773896639.867224,0.0,0.9990234375,0.0,962.3876953125,0.0,-5.360072009352734e-06,-27.132614135742188,19109888.0
0.0,0.04669180139899254,33781.80684465163,783.405916585,0.0,0.0,,25.37804412841797,-97.98851776123047,0.0,973.7919921875,19363840.0,1773896648.1082587,0.0,1.0,0.0,973.7919921875,0.0,1.3455082807922736e-05,-25.37804412841797,19363840.0
0.0,0.050380732864141464,33809.4374238305,791.604640248,0.0,0.0,,25.20394515991211,-97.9726333618164,0.0,974.6396484375,19617792.0,1773896656.338749,0.0,1.0,0.0,974.6396484375,0.0,-3.819984897290851e-07,-25.20394515991211,19617792.0
0.0,0.053857702761888504,33964.51305095618,799.829046448,0.0,0.0,,27.569791793823242,-97.94750213623047,0.0,968.1552734375,19871744.0,1773896664.5375068,0.0,1.0,0.0,968.1552734375,0.0,-9.757783118402585e-06,-27.569791793823242,19871744.0
0.0,0.049723103642463684,33843.22632300917,817.154360445,0.0,0.0,"{'sha256': '86e6655b8d9d441266f39952af35ae53f14be8786a95372a861f697a8698cccd', 'path': 'media/html/render_20125696_86e6655b8d9d441266f3.html', 'size': 912873, '_type': 'html-file'}",25.48636245727539,-98.0689697265625,0.0,972.822265625,20125696.0,1773896690.087743,0.0,1.0,0.0,972.822265625,0.0,1.4844948964309879e-05,-25.48636245727539,20125696.0
0.0,0.046239517629146576,33820.790971943,825.558541742,0.0,0.0,,25.089859008789062,-98.084716796875,0.0,975.2138671875,20379648.0,1773896690.2418823,0.0,1.0,0.0,975.2138671875,0.0,8.441936643066583e-07,-25.089859008789062,20379648.0
0.0,0.04966835305094719,33730.56966855274,833.794083447,0.0,0.0,,25.918855667114258,-97.98909759521484,0.0,971.435546875,20633600.0,1773896698.491473,0.0,0.998046875,0.0,971.435546875,0.0,1.2180308658571448e-05,-25.918855667114258,20633600.0
0.0,0.05008365213871002,33805.43823081537,842.002742291,0.0,0.0,,24.964920043945312,-97.9721450805664,0.0,975.3896484375,20887552.0,1773896706.7267694,0.0,1.0,0.0,975.3896484375,0.0,-1.073050680133747e-05,-24.964920043945312,20887552.0
0.0,0.04477103054523468,33914.31972682138,850.227533274,0.0,0.0,,25.514907836914062,-98.0501708984375,0.0,972.7880859375,21141504.0,1773896714.9354978,0.0,1.0,0.0,972.7880859375,0.0,1.8675007595447823e-05,-25.514907836914062,21141504.0
0.0,0.04591401666402817,33849.68261495588,867.566589798,0.0,0.0,"{'path': 'media/html/render_21395456_91beeb6f4d6d5477552f.html', 'size': 910825, '_type': 'html-file', 'sha256': '91beeb6f4d6d5477552fc1f6d8449384696bec882f4ddc3baea056600b972cc8'}",25.01004981994629,-98.08724975585938,0.0,971.34375,21395456.0,1773896740.4999297,0.0,1.0,0.0,971.34375,0.0,8.640666237624828e-06,-25.01004981994629,21395456.0
0.0,0.04675532132387161,33993.667145924985,875.966058253,0.0,0.0,,27.342090606689453,-98.02745819091797,0.0,973.4404296875,21649408.0,1773896740.6576157,0.0,1.0,0.0,973.4404296875,0.0,1.0606851901684422e-05,-27.342090606689453,21649408.0
0.0,0.04961555451154709,33894.669606331525,884.187102192,0.0,0.0,,23.944255828857422,-97.92601776123047,0.0,975.0380859375,21903360.0,1773896748.898707,0.0,1.0,0.0,975.0380859375,0.0,-1.6520300050615333e-05,-23.944255828857422,21903360.0
0.0,0.04505953565239906,33853.26405267109,892.376883054,0.0,0.0,,27.316463470458984,-97.9791488647461,0.0,972.642578125,22157312.0,1773896757.1199968,0.0,1.0,0.0,972.642578125,0.0,-4.430271019373322e-06,-27.316463470458984,22157312.0
0.0,0.042465243488550186,34001.695035135665,900.595863142,0.0,0.0,,27.21644401550293,-98.1070556640625,0.0,973.1279296875,22411264.0,1773896765.309273,0.0,1.0,0.0,973.1279296875,0.0,1.754879303916823e-05,-27.21644401550293,22411264.0
0.0,0.04316466674208641,33864.55661983904,918.145867509,0.0,0.0,"{'size': 911793, '_type': 'html-file', 'sha256': '335a1f41ef7a6b13e4c6c157317bc721d783c0981fd9bd7600b967e69cbbac17', 'path': 'media/html/render_22665216_335a1f41ef7a6b13e4c6.html'}",25.787952423095703,-98.13787078857422,0.0,968.6767578125,22665216.0,1773896791.07923,0.0,1.0,0.0,968.6767578125,0.0,-2.0329375729488675e-06,-25.787952423095703,22665216.0
0.0,0.04523472115397453,33840.37700263971,926.563787695,0.0,0.0,,25.50810432434082,-98.14334106445312,0.0,969.5634765625,22919168.0,1773896791.2403686,0.0,1.0,0.0,969.5634765625,0.0,1.4126149835647084e-05,-25.50810432434082,22919168.0
0.0,0.04044492915272713,33722.99385214592,934.795145855,0.0,0.0,,26.013338088989258,-98.1546630859375,0.0,974.072265625,23173120.0,1773896799.4964085,0.0,1.0,0.0,974.072265625,0.0,3.804580899213761e-07,-26.013338088989258,23173120.0
0.0,0.04166596010327339,33807.82239566601,943.018084506,0.0,0.0,,27.279624938964844,-98.0522689819336,0.0,947.087890625,23427072.0,1773896807.7273488,0.0,1.0,0.0,947.087890625,0.0,1.7829499483923428e-05,-27.279624938964844,23427072.0
0.0,0.04248342663049698,33846.57838305825,951.224529238,0.0,0.0,,24.326068878173828,-98.10726165771484,0.0,973.56640625,23681024.0,1773896815.9508636,0.0,1.0,0.0,973.56640625,0.0,-1.0048268450191244e-05,-24.326068878173828,23681024.0
0.0,0.03826795518398285,33917.510919499015,968.681421799,0.0,0.0,"{'size': 911049, '_type': 'html-file', 'sha256': '2645794a789405b04697d82737a44dafc784dfdcbd981172de1b606a85af11d0', 'path': 'media/html/render_23934976_2645794a789405b04697.html'}",27.666379928588867,-98.14447021484375,0.0,972.9365234375,23934976.0,1773896841.6147838,0.0,1.0,0.0,972.9365234375,0.0,4.847738637181465e-06,-27.666379928588867,23934976.0
