_runtime,eval/episode_success_any,training/log_alpha,eval/episode_reward,training/alpha_loss,render,_timestamp,eval/episode_success_easy,_step,eval/episode_success_hard,eval/episode_dist,training/entropy,training/actor_loss,eval/episode_reward_dist,training/critic_loss,training/sps,eval/episode_reward_survive,eval/episode_reward_near,eval/episode_reward_ctrl,step,eval/episode_success
444.383579369,0.0,0.0,0.0,-2.2519977846968686e-06,"{'size': 3858909.0, '_type': 'html-file', 'sha256': '118dfe027955d87a58f0320845f15e59870fbe9dee7d6bed5c3e9cc4f01d1ae2', 'path': 'media/html/render_3618816_118dfe027955d87a58f0.html'}",1773609872.4213061,1.4912109375,3618816.0,0.0,5980.46142578125,0.0,-0.3502698242664337,0.0,0.0011703752679750323,29252.724177468903,722.2900390625,0.0,-1484.58984375,3618816.0,0.0
467.458552141,0.0009765625,0.0,0.0087890625,-1.6960465245574596e-06,,1773609872.6182897,8.2861328125,3872768.0,0.0,6579.74462890625,0.0,-0.35699617862701416,0.0,0.0015227468684315681,29035.531380575667,792.1416015625,0.0,-1598.15234375,3872768.0,0.0087890625
490.503502459,0.001953125,0.0,0.0546875,7.664699296583422e-06,,1773609895.4954796,11.4794921875,4126720.0,0.0,5871.56298828125,0.0,-0.3661923110485077,0.0,0.0018027437618002295,29128.320241350466,737.62109375,0.0,-1592.9710693359375,4126720.0,0.0546875
513.353640099,0.0,0.0,0.0,7.902738616394345e-06,,1773609918.5405564,5.0654296875,4380672.0,0.0,7168.373046875,0.0,-0.3409012258052826,0.0,0.0020396877080202103,29026.717597285864,903.1494140625,0.0,-1795.2716064453125,4380672.0,0.0
536.39843214,0.015625,0.0,3.9521484375,1.0889142458836432e-06,,1773609941.3899689,33.8046875,4634624.0,0.0,6200.0361328125,0.0,-0.3531113266944885,0.0,0.002630450064316392,29217.580808569706,787.041015625,0.0,-1755.899658203125,4634624.0,3.9521484375
585.508653335,0.0302734375,0.0,0.8349609375,1.0612774303808692e-06,"{'sha256': 'e40edd8e5c12edaea9c6e56c83123b64335755a7b0e983e73ddf1456571c24c0', 'path': 'media/html/render_4888576_e40edd8e5c12edaea9c6.html', 'size': 3862201.0, '_type': 'html-file'}",1773610013.54644,35.9287109375,4888576.0,0.0,6096.66552734375,0.0,-0.3867700397968292,0.0,0.0032219786662608385,29025.013852576463,734.7822265625,0.0,-1493.686279296875,4888576.0,0.8349609375
608.79339535,0.0244140625,0.0,2.4912109375,-6.234739430510672e-06,,1773610013.7598026,33.5419921875,5142528.0,0.0,5491.56689453125,0.0,-0.44552791118621826,0.0,0.004746993072330952,29214.05404855084,714.6025390625,0.0,-1607.5736083984375,5142528.0,2.4912109375
631.641809595,0.0390625,0.0,2.123046875,-7.829780770407524e-07,,1773610036.8297236,28.7197265625,5396480.0,0.0,4951.9892578125,0.0,-0.5254873633384705,0.0,0.007371364627033472,28958.65732248319,596.5400390625,0.0,-1231.150634765625,5396480.0,2.123046875
654.689629237,0.05859375,0.0,5.537109375,-5.764642537542386e-06,,1773610059.6789412,47.6953125,5650432.0,0.0,5918.72021484375,0.0,-0.5316987037658691,0.0,0.0070645916275680065,29220.858309251737,746.9326171875,0.0,-1659.820556640625,5650432.0,5.537109375
677.533209253,0.0341796875,0.0,3.51171875,7.329860181926051e-06,,1773610082.7264647,50.2744140625,5904384.0,0.0,6894.7080078125,0.0,-0.5107554793357849,0.0,0.006183202378451824,29021.383977336358,866.1611328125,0.0,-1891.8387451171875,5904384.0,3.51171875
727.284076742,0.0693359375,0.0,6.2724609375,4.591252888985764e-07,"{'size': 3872469.0, '_type': 'html-file', 'sha256': 'daccf649546f09f74bf045958e570cbd0587c6523b22fbccc8bd5b73d6509f4d', 'path': 'media/html/render_6158336_daccf649546f09f74bf0.html'}",1773610155.3218143,61.1865234375,6158336.0,0.0,7410.51513671875,0.0,-0.4865931570529938,0.0,0.007225723005831242,29259.212911070746,921.7080078125,0.0,-2060.09912109375,6158336.0,6.2724609375
750.354141865,0.015625,0.0,1.6669921875,-4.158960820177526e-08,,1773610155.5187786,7.3603515625,6412288.0,0.0,5708.552734375,0.0,-0.4846286475658417,0.0,0.008557717315852642,29068.759109859766,698.2177734375,0.0,-1556.373046875,6412288.0,1.6669921875
773.40598348,0.0,0.0,0.0,-4.525635631580371e-06,,1773610178.3909924,1.9052734375,6666240.0,0.0,5587.9833984375,0.0,-0.6408910155296326,0.0,0.013742046430706978,29132.757765111317,720.4150390625,0.0,-1560.869384765625,6666240.0,0.0
796.268339617,0.0244140625,0.0,2.861328125,-7.025977538432926e-06,,1773610201.442473,28.9931640625,6920192.0,0.0,6553.80615234375,0.0,-0.6910306811332703,0.0,0.014582755044102669,29031.01423164487,806.705078125,0.0,-1727.9041748046875,6920192.0,2.861328125
819.325917899,0.017578125,0.0,6.4267578125,5.25442465004744e-06,,1773610224.3054585,34.7578125,7174144.0,0.0,5068.458984375,0.0,-0.7723199725151062,0.0,0.018785301595926285,29168.767574805097,662.2099609375,0.0,-1395.6126708984375,7174144.0,6.4267578125
869.206684382,0.0048828125,0.0,0.490234375,9.049251275428105e-06,"{'size': 3861809.0, '_type': 'html-file', 'sha256': '84044d27e235e8f4e99627be1fc033eb74895f406d86abbc377d9757f23d9256', 'path': 'media/html/render_7428096_84044d27e235e8f4e996.html'}",1773610297.2443767,3.416015625,7428096.0,0.0,6828.4892578125,0.0,-0.7648298740386963,0.0,0.019514193758368492,28970.623853338268,838.0087890625,0.0,-1717.6317138671875,7428096.0,0.490234375
892.471124538,0.0498046875,0.0,13.50390625,-1.1934605026908685e-05,,1773610297.447409,49.2333984375,7682048.0,0.0,6592.38525390625,0.0,-0.941169261932373,0.0,0.032300494611263275,29170.258165651772,845.98828125,0.0,-1792.81396484375,7682048.0,13.50390625
915.324274612,0.0791015625,0.0,29.716796875,-3.1890035643300507e-06,,1773610320.5081272,96.2646484375,7936000.0,0.0,6828.126953125,0.0,-1.0953110456466675,0.0,0.038303833454847336,28977.077106691522,884.4892578125,0.0,-1856.9423828125,7936000.0,29.716796875
938.354761685,0.0400390625,0.0,13.6572265625,-2.4954277932920377e-07,,1773610343.3611228,44.3134765625,8189952.0,0.0,5236.548828125,0.0,-1.2434237003326416,0.0,0.04527299851179123,29199.227896314154,670.8369140625,0.0,-1400.60205078125,8189952.0,13.6572265625
961.206775711,0.0244140625,0.0,8.5595703125,-1.2112391232221853e-05,,1773610366.3917701,60.982421875,8443904.0,0.0,5425.3310546875,0.0,-1.4892570972442627,0.0,0.06161122769117355,29067.00204043088,695.416015625,0.0,-1426.83447265625,8443904.0,8.5595703125
1010.585871578,0.041015625,0.0,17.251953125,-2.286323251610156e-05,"{'size': 3853141.0, '_type': 'html-file', 'sha256': '2d63a67fbb82d8f2c0e9c98fb3f1dc97646ed9fa814b5d06d375c3f4b6479d75', 'path': 'media/html/render_8697856_2d63a67fbb82d8f2c0e9.html'}",1773610438.6236382,74.2255859375,8697856.0,0.0,6445.6591796875,0.0,-1.7426108121871948,0.0,0.07663322240114212,29182.708070175035,798.6044921875,0.0,-1591.1307373046875,8697856.0,17.251953125
1033.679998129,0.0732421875,0.0,27.537109375,-1.4681635320812347e-06,,1773610438.8351974,87.3837890625,8951808.0,0.0,6415.6611328125,0.0,-1.9980202913284302,0.0,0.09700647741556168,29030.610700541747,828.2890625,0.0,-1718.59912109375,8951808.0,27.537109375
1056.728611164,0.0576171875,0.0,20.3662109375,-2.154847678070837e-08,,1773610461.7170105,60.8154296875,9205760.0,0.0,5946.90380859375,0.0,-1.8555396795272827,0.0,0.09868747740983963,29153.055346668803,754.7666015625,0.0,-1523.00830078125,9205760.0,20.3662109375
1079.642310001,0.041015625,0.0,15.4072265625,1.3907921129430179e-05,,1773610484.7654445,74.0947265625,9459712.0,0.0,4927.44921875,0.0,-1.6132079362869263,0.0,0.08368091285228729,29008.26389975825,675.33203125,0.0,-1512.664306640625,9459712.0,15.4072265625
1102.695915662,0.03125,0.0,12.5234375,-1.986480492632836e-05,,1773610507.67869,43.7158203125,9713664.0,0.0,6534.6640625,0.0,-1.6798210144042969,0.0,0.09382210671901703,29164.4228845043,851.7919921875,0.0,-1858.441650390625,9713664.0,12.5234375
1152.126201768,0.0703125,0.0,37.48046875,1.224683910550084e-05,"{'size': 3863433.0, '_type': 'html-file', 'sha256': 'cd8f7d9be10b9497af408ffef4ec5aa56ed284f8792d57cdd5cd0481d9aa52de', 'path': 'media/html/render_9967616_cd8f7d9be10b9497af40.html'}",1773610580.1639163,79.658203125,9967616.0,0.0,6911.57470703125,0.0,-1.961613655090332,0.0,0.11846920102834702,29016.630925672336,872.9609375,0.0,-1745.2650146484375,9967616.0,37.48046875
1175.458440064,0.0263671875,0.0,10.4189453125,-2.198472066083923e-05,,1773610580.3927863,26.69140625,10221568.0,0.0,7081.53125,0.0,-2.2805840969085693,0.0,0.13405585289001465,29196.28095732932,828.1796875,0.0,-1710.5792236328125,10221568.0,10.4189453125
1198.3405346,0.0498046875,0.0,20.6953125,2.1518826542887837e-05,,1773610603.4952273,68.716796875,10475520.0,0.0,6905.2724609375,0.0,-2.260836124420166,0.0,0.1421017199754715,28857.664395616895,865.3076171875,0.0,-1829.9903564453125,10475520.0,20.6953125
1221.402355729,0.06640625,0.0,27.7109375,9.322473033535061e-07,,1773610626.3772738,70.3876953125,10729472.0,0.0,7342.0322265625,0.0,-2.460050582885742,0.0,0.14694619178771973,29098.8812299231,918.4580078125,0.0,-1841.459228515625,10729472.0,27.7109375
1244.296757039,0.1005859375,0.0,60.1865234375,-1.813744893297553e-05,,1773610649.4392712,115.439453125,10983424.0,0.0,7130.998046875,0.0,-2.4091100692749023,0.0,0.14546795189380646,28974.334043951087,918.333984375,0.0,-1995.935791015625,10983424.0,60.1865234375
1294.521368892,0.015625,0.0,5.6171875,-3.400491186766885e-05,"{'sha256': 'e66bc53e3966f08304557e224c40f3c4215503aaaf0f86655abb46e2108093c3', 'path': 'media/html/render_11237376_e66bc53e3966f0830455.html', 'size': 3853949.0, '_type': 'html-file'}",1773610722.5591168,19.8095703125,11237376.0,0.0,7044.21826171875,0.0,-2.4384093284606934,0.0,0.16229857504367828,29109.039494896548,912.6865234375,0.0,-1881.41064453125,11237376.0,5.6171875
1317.621701222,0.0634765625,0.0,32.26171875,1.9926324966945685e-05,,1773610722.7681267,65.18359375,11491328.0,0.0,7042.8359375,0.0,-2.822492837905884,0.0,0.18449805676937103,28931.302935424028,879.6650390625,0.0,-1770.057373046875,11491328.0,32.26171875
1340.681777391,0.04296875,0.0,23.4970703125,2.047704219876323e-05,,1773610745.6585536,52.7333984375,11745280.0,0.0,6975.02197265625,0.0,-3.2486462593078613,0.0,0.20532679557800293,29101.930191228425,901.625,0.0,-1880.70849609375,11745280.0,23.4970703125
1363.571330786,0.04296875,0.0,21.2333984375,-2.716838389460463e-05,,1773610768.7188213,37.59375,11999232.0,0.0,7013.25390625,0.0,-3.104717493057251,0.0,0.1996968537569046,28975.383125293454,847.853515625,0.0,-1718.9970703125,11999232.0,21.2333984375
1386.639078595,0.076171875,0.0,49.8212890625,-1.0667393326002639e-05,,1773610791.6083,100.6787109375,12253184.0,0.0,5968.357421875,0.0,-3.507155179977417,0.0,0.21855150163173676,29089.08594691996,815.2109375,0.0,-1755.824951171875,12253184.0,49.8212890625
1436.190295686,0.087890625,0.0,52.5869140625,2.4941839001257904e-05,"{'path': 'media/html/render_12507136_ba2ad56f6c3d17c0021a.html', 'size': 3863577.0, '_type': 'html-file', 'sha256': 'ba2ad56f6c3d17c0021ad4b2cff174fe538adbf896469531c05a956e946c7cc1'}",1773610864.2280676,97.3232421875,12507136.0,0.0,6629.3916015625,0.0,-3.827625274658203,0.0,0.22244052588939667,28945.63557597772,858.2861328125,0.0,-1696.107421875,12507136.0,52.5869140625
1459.500026434,0.0869140625,0.0,52.201171875,-2.226058131782338e-05,,1773610864.431984,93.0615234375,12761088.0,0.0,7174.6533203125,0.0,-4.089898109436035,0.0,0.23831865191459656,29159.50711877807,886.955078125,0.0,-1843.8798828125,12761088.0,52.201171875
1482.382317959,0.0625,0.0,28.7939453125,5.55031238036463e-06,,1773610887.5370393,68.908203125,13015040.0,0.0,5182.37451171875,0.0,-4.048097133636475,0.0,0.24124224483966827,28824.731584164278,674.25,0.0,-1394.8818359375,13015040.0,28.7939453125
1505.455649328,0.08984375,0.0,56.3681640625,-8.832371349853929e-06,,1773610910.419404,90.0322265625,13268992.0,0.0,5177.849609375,0.0,-4.620166301727295,0.0,0.24952149391174316,29118.54493340404,674.2763671875,0.0,-1432.09423828125,13268992.0,56.3681640625
1528.32621769,0.0712890625,0.0,35.8291015625,-1.0601812391541898e-05,,1773610933.4926534,62.8173828125,13522944.0,0.0,6229.2294921875,0.0,-4.813808917999268,0.0,0.25715315341949463,28923.08478164827,771.30859375,0.0,-1487.2703857421875,13522944.0,35.8291015625
1578.063406808,0.0830078125,0.0,48.42578125,5.937928904131695e-07,"{'_type': 'html-file', 'sha256': '4b283ee375ba5bcd4bafcb083957dc578aa9e9c9e615e5ed8248d06c2880302e', 'path': 'media/html/render_13776896_4b283ee375ba5bcd4baf.html', 'size': 3861125.0}",1773611006.1011617,74.9765625,13776896.0,0.0,6261.71728515625,0.0,-5.241358280181885,0.0,0.27485957741737366,29153.194184534477,799.3525390625,0.0,-1571.067626953125,13776896.0,48.42578125
1601.155427204,0.1259765625,0.0,75.099609375,3.2849079616426025e-06,,1773611006.3029225,121.9755859375,14030848.0,0.0,6816.28271484375,0.0,-5.142545700073242,0.0,0.27447858452796936,28932.1029248195,888.7255859375,0.0,-1826.35546875,14030848.0,75.099609375
1624.240278998,0.080078125,0.0,47.4970703125,-2.2181202439242043e-05,,1773611029.1926887,78.6513671875,14284800.0,0.0,6903.78173828125,0.0,-5.436927795410156,0.0,0.2803833484649658,29129.46892840281,865.30078125,0.0,-1715.215087890625,14284800.0,47.4970703125
1647.127595505,0.0966796875,0.0,62.7490234375,3.553751594154164e-05,,1773611052.2773209,108.01953125,14538752.0,0.0,6317.828125,0.0,-5.554030418395996,0.0,0.29594919085502625,28919.49056195644,844.5615234375,0.0,-1752.24365234375,14538752.0,62.7490234375
1670.205204647,0.103515625,0.0,49.6796875,-1.6739619240979664e-05,,1773611075.164685,91.32421875,14792704.0,0.0,6098.0615234375,0.0,-5.924713134765625,0.0,0.2942456305027008,29114.66322727112,796.9794921875,0.0,-1619.4541015625,14792704.0,49.6796875
1719.677321334,0.1083984375,0.0,69.4453125,-1.8948279830510728e-05,"{'size': 3873613.0, '_type': 'html-file', 'sha256': '9f5409e6beebc7dd82553f7d9b939e458f131ff5b22adbc2e731f1d5147378f1', 'path': 'media/html/render_15046656_9f5409e6beebc7dd8255.html'}",1773611147.7151,103.294921875,15046656.0,0.0,7000.26708984375,0.0,-6.138767719268799,0.0,0.28649044036865234,28902.873909234906,912.4384765625,0.0,-1857.1513671875,15046656.0,69.4453125
1742.97581582,0.1396484375,0.0,107.0517578125,-6.2221079133450985e-06,,1773611147.917117,137.6171875,15300608.0,0.0,6133.5654296875,0.0,-6.62005090713501,0.0,0.29420897364616394,29143.148610395634,822.8486328125,0.0,-1723.8370361328125,15300608.0,107.0517578125
1765.844715205,0.1240234375,0.0,72.0830078125,-2.9139582693460397e-05,,1773611171.01292,127.7900390625,15554560.0,0.0,6619.404296875,0.0,-6.744946479797363,0.0,0.29577434062957764,28858.89895369032,893.080078125,0.0,-1826.40673828125,15554560.0,72.0830078125
1788.915585465,0.115234375,0.0,80.75390625,2.4027362087508664e-05,,1773611193.8816087,125.455078125,15808512.0,0.0,6371.96240234375,0.0,-7.201000690460205,0.0,0.30178210139274597,29147.601820302338,849.5107421875,0.0,-1757.062255859375,15808512.0,80.75390625
1811.782890547,0.0859375,0.0,54.2451171875,-1.7178977032017428e-06,,1773611216.9526863,105.4775390625,16062464.0,0.0,4921.861328125,0.0,-7.5487189292907715,0.0,0.29475724697113037,28933.334429148214,664.953125,0.0,-1412.4990234375,16062464.0,54.2451171875
1861.67169906,0.109375,0.0,67.7080078125,4.019340485683642e-05,"{'size': 3865029.0, '_type': 'html-file', 'sha256': 'cb5a5b97d02ba93a66d6785b2fed4766a56c2f51f8aac5066971038bbb7dbc87', 'path': 'media/html/render_16316416_cb5a5b97d02ba93a66d6.html'}",1773611289.7094846,101.185546875,16316416.0,0.0,6459.21240234375,0.0,-7.530566692352295,0.0,0.29801443219184875,29131.384936047132,858.658203125,0.0,-1755.4822998046875,16316416.0,67.7080078125
1884.788139456,0.1005859375,0.0,62.052734375,6.104221029090695e-06,,1773611289.9183526,95.2880859375,16570368.0,0.0,6124.8408203125,0.0,-8.153441429138184,0.0,0.2856631577014923,28956.120834576366,809.7939453125,0.0,-1613.092529296875,16570368.0,62.052734375
1907.84573902,0.14453125,0.0,103.53515625,-2.0994339138269424e-05,,1773611312.8250673,136.4423828125,16824320.0,0.0,5076.7724609375,0.0,-8.340167999267578,0.0,0.29003703594207764,29037.243484576444,721.966796875,0.0,-1551.35791015625,16824320.0,103.53515625
1930.731399333,0.1142578125,0.0,75.9228515625,1.5122622244234663e-05,,1773611335.8826375,112.0361328125,17078272.0,0.0,5507.86865234375,0.0,-8.500836372375488,0.0,0.3026590049266815,28949.03723954168,747.767578125,0.0,-1577.6842041015625,17078272.0,75.9228515625
1953.797734747,0.1044921875,0.0,60.115234375,4.647459263651399e-06,,1773611358.7681925,93.1103515625,17332224.0,0.0,5621.9775390625,0.0,-8.986814498901367,0.0,0.2941382825374603,29127.296695726458,775.4345703125,0.0,-1551.46630859375,17332224.0,60.115234375
2003.396584539,0.1181640625,0.0,82.47265625,-1.0206874321738724e-05,"{'size': 3873497.0, '_type': 'html-file', 'sha256': '4e2dce99d7f938c037a21262eb02d1c5dfbf003d4cbdca3dd8ea58060d623603', 'path': 'media/html/render_17586176_4e2dce99d7f938c037a2.html'}",1773611431.4343102,115.1669921875,17586176.0,0.0,5733.5341796875,0.0,-9.185179710388184,0.0,0.289456307888031,28924.567647740423,797.7509765625,0.0,-1626.0428466796875,17586176.0,82.47265625
2026.707327039,0.1240234375,0.0,72.1015625,-2.2644837372354232e-05,,1773611431.6478379,131.53515625,17840128.0,0.0,6092.0029296875,0.0,-9.66769027709961,0.0,0.29124951362609863,29116.626634726956,832.482421875,0.0,-1739.830322265625,17840128.0,72.1015625
2049.584958182,0.1220703125,0.0,83.41796875,-1.246312649527681e-06,,1773611454.744187,123.626953125,18094080.0,0.0,6494.8798828125,0.0,-9.65900993347168,0.0,0.2840086817741394,28874.53357424724,880.857421875,0.0,-1746.6259765625,18094080.0,83.41796875
2072.642696164,0.0888671875,0.0,56.1689453125,-1.8111421013600193e-05,,1773611477.6218002,80.2177734375,18348032.0,0.0,6804.8466796875,0.0,-9.70713996887207,0.0,0.2824622094631195,29137.97059443297,863.5595703125,0.0,-1712.008544921875,18348032.0,56.1689453125
2095.503457121,0.134765625,0.0,101.3798828125,-2.202230280090589e-05,,1773611500.6797535,127.8427734375,18601984.0,0.0,6677.27734375,0.0,-10.250606536865234,0.0,0.2784159481525421,28967.974974150788,908.2880859375,0.0,-1906.3167724609375,18601984.0,101.3798828125
2145.595771959,0.1494140625,0.0,110.5078125,1.1630202607193496e-05,"{'_type': 'html-file', 'sha256': 'abc293f637783f29e2de96d39b8fbbb419c7ff60c81267dc48d780c69c123763', 'path': 'media/html/render_18855936_abc293f637783f29e2de.html', 'size': 3846641.0}",1773611573.6335504,138.5810546875,18855936.0,0.0,5279.765625,0.0,-10.192121505737305,0.0,0.29057425260543823,29164.53228453099,776.09375,0.0,-1705.309814453125,18855936.0,110.5078125
2168.737766316,0.134765625,0.0,98.501953125,-1.8065980839310214e-05,,1773611573.8787608,128.923828125,19109888.0,0.0,6667.427734375,0.0,-10.157293319702148,0.0,0.2811615765094757,28940.126482868094,911.005859375,0.0,-1919.8077392578125,19109888.0,98.501953125
2191.794360796,0.119140625,0.0,82.427734375,3.80493002012372e-05,,1773611596.7747848,107.490234375,19363840.0,0.0,6819.2001953125,0.0,-10.667342185974121,0.0,0.27537697553634644,29084.16854179558,891.8408203125,0.0,-1845.107177734375,19363840.0,82.427734375
2214.652441108,0.1181640625,0.0,88.8173828125,-3.5488188586896285e-05,,1773611619.8315568,116.701171875,19617792.0,0.0,6749.76025390625,0.0,-10.750478744506836,0.0,0.27832484245300293,28928.940945928385,910.7978515625,0.0,-1870.05078125,19617792.0,88.8173828125
2237.705421177,0.1328125,0.0,88.8046875,3.101603579125367e-05,,1773611642.6890962,129.3154296875,19871744.0,0.0,6360.95947265625,0.0,-11.073394775390625,0.0,0.27266374230384827,29164.795007655284,879.3486328125,0.0,-1828.2410888671875,19871744.0,88.8046875
2287.519582272,0.1015625,0.0,67.470703125,-3.3194835850736126e-05,"{'sha256': '18a5b421cfeb496e303a9c7be01be0ab50a2794c6903d69989381904602311cb', 'path': 'media/html/render_20125696_18a5b421cfeb496e303a.html', 'size': 3869789.0, '_type': 'html-file'}",1773611715.557343,100.048828125,20125696.0,0.0,6277.94921875,0.0,-10.788163185119629,0.0,0.281540185213089,28948.392876025544,828.7958984375,0.0,-1651.8245849609375,20125696.0,67.470703125
2310.861169223,0.099609375,0.0,68.6396484375,1.4938593267288525e-05,,1773611715.811651,106.8486328125,20379648.0,0.0,6509.76806640625,0.0,-11.287232398986816,0.0,0.2718779444694519,29118.419957702026,839.7490234375,0.0,-1738.664794921875,20379648.0,68.6396484375
2333.744553664,0.1357421875,0.0,101.30859375,4.638097379938699e-05,,1773611738.898305,148.7939453125,20633600.0,0.0,6506.4716796875,0.0,-11.674731254577637,0.0,0.24844762682914734,28904.615113215852,923.568359375,0.0,-1955.3470458984375,20633600.0,101.30859375
2356.810806754,0.11328125,0.0,73.8154296875,-2.4963381292764097e-05,,1773611761.7816174,106.330078125,20887552.0,0.0,6936.21240234375,0.0,-11.716596603393555,0.0,0.2502632439136505,29110.75630105391,912.408203125,0.0,-1846.8671875,20887552.0,73.8154296875
2379.690951891,0.1279296875,0.0,81.697265625,-2.3040272935759276e-05,,1773611784.847886,120.0283203125,21141504.0,0.0,6739.14453125,0.0,-11.95527172088623,0.0,0.25299862027168274,28953.434468380794,930.64453125,0.0,-1957.2489013671875,21141504.0,81.697265625
2429.931922442,0.1123046875,0.0,70.25390625,1.5794754290254787e-05,"{'size': 3862289.0, '_type': 'html-file', 'sha256': 'd916fb8041f41a2c1d9dbc6fdfd09099ef156f03a900299d88e7613fcc30cca3', 'path': 'media/html/render_21395456_d916fb8041f41a2c1d9d.html'}",1773611857.96969,98.078125,21395456.0,0.0,7155.65380859375,0.0,-12.044039726257324,0.0,0.26237547397613525,29127.484672254097,925.876953125,0.0,-1855.282470703125,21395456.0,70.25390625
2453.062621862,0.130859375,0.0,94.4267578125,3.4473232517484576e-05,,1773611858.2036602,127.158203125,21649408.0,0.0,6691.97509765625,0.0,-12.084010124206543,0.0,0.24122478067874908,28946.07057301188,914.0732421875,0.0,-1859.0003662109375,21649408.0,94.4267578125
2476.121244815,0.1494140625,0.0,98.1025390625,-2.132396366505418e-05,,1773611881.0997257,132.4169921875,21903360.0,0.0,6593.2421875,0.0,-12.354547500610352,0.0,0.23920856416225433,29093.394709220618,916.3330078125,0.0,-1925.378173828125,21903360.0,98.1025390625
2499.010383535,0.119140625,0.0,82.53125,1.1183828974026255e-05,,1773611904.158505,114.4072265625,22157312.0,0.0,6769.8310546875,0.0,-12.328662872314453,0.0,0.240931898355484,28989.062813498203,916.7158203125,0.0,-1928.36572265625,22157312.0,82.53125
2522.06587221,0.1083984375,0.0,58.5869140625,2.0618890630430542e-05,,1773611927.047342,94.845703125,22411264.0,0.0,7209.37890625,0.0,-12.55761432647705,0.0,0.2479812055826187,29098.912233093797,920.388671875,0.0,-1849.518310546875,22411264.0,58.5869140625
2571.990569757,0.103515625,0.0,64.8095703125,-1.100313602364622e-05,"{'size': 3863061.0, '_type': 'html-file', 'sha256': '316adb8f679c565510b860dc5b0faa9b1fe791fd85601c62b1a25261a2c0c02d', 'path': 'media/html/render_22665216_316adb8f679c565510b8.html'}",1773612000.0283067,97.5625,22665216.0,0.0,6675.86865234375,0.0,-12.471744537353516,0.0,0.24762237071990967,28947.03658062986,863.97265625,0.0,-1732.1549072265625,22665216.0,64.8095703125
