eval/episode_reward_near,eval/episode_reward_survive,_runtime,eval/episode_success_any,_timestamp,render,step,training/sps,eval/episode_success_easy,_step,eval/episode_reward_dist,training/alpha_loss,eval/episode_success_hard,eval/episode_reward,training/entropy,eval/episode_reward_ctrl,training/critic_loss,eval/episode_success,eval/episode_dist,training/log_alpha,training/actor_loss
0.0,962.39453125,444.931773548,0.001953125,1773615659.0093603,"{'size': 3863029.0, '_type': 'html-file', 'sha256': '4565591c16fc8a446636775a7ee412630d367312b6b63863acd89091fcd3670a', 'path': 'media/html/render_3618816_4565591c16fc8a446636.html'}",3618816.0,29279.383716672717,4.7265625,3618816.0,0.0,2.6606639949022792e-06,0.0,0.2001953125,0.0,-1861.0042724609375,0.011564109474420547,0.2001953125,8009.01708984375,0.0,-0.8887048363685608
0.0,950.5673828125,467.993641561,0.001953125,1773615659.212192,,3872768.0,29047.135371164273,54.8759765625,3872768.0,0.0,1.442981738364324e-05,0.0,0.4716796875,0.0,-1754.855712890625,0.014340930618345737,0.4716796875,7925.75390625,0.0,-0.8675002455711365
0.0,817.802734375,491.029692343,0.0068359375,1773615682.0705135,,4126720.0,29162.085752998682,10.2744140625,4126720.0,0.0,6.984437277424149e-06,0.0,1.3310546875,0.0,-1504.4130859375,0.015746818855404854,1.3310546875,7037.134765625,0.0,-0.8634442687034607
0.0,746.810546875,513.864445993,0.029296875,1773615705.1066077,,4380672.0,29083.95253498628,27.185546875,4380672.0,0.0,2.4616911105113104e-06,0.0,1.4384765625,0.0,-1383.3856201171875,0.014752316288650036,1.4384765625,6388.4345703125,0.0,-0.8032712936401367
0.0,730.1904296875,536.900297259,0.0322265625,1773615727.9413273,,4634624.0,29245.536495133154,57.275390625,4634624.0,0.0,1.0922705769189633e-05,0.0,3.03125,0.0,-1358.329833984375,0.016617359593510628,3.03125,5971.322265625,0.0,-0.745150089263916
0.0,756.6376953125,585.849905054,0.02734375,1773615799.9274473,"{'size': 3860793.0, '_type': 'html-file', 'sha256': 'fbb3a4a52058f52c9b87e51daa7b231db4f29ea320a504ffcd9aa25db5f57238', 'path': 'media/html/render_4888576_fbb3a4a52058f52c9b87.html'}",4888576.0,29065.38159990923,50.70703125,4888576.0,0.0,-1.1300328878860455e-05,0.0,1.720703125,0.0,-1369.0673828125,0.016664911061525345,1.720703125,6146.8115234375,0.0,-0.7284077405929565
0.0,846.296875,609.112364642,0.0400390625,1773615800.1188765,,5142528.0,29262.18703871066,61.8681640625,5142528.0,0.0,1.3914786904933862e-05,0.0,14.896484375,0.0,-1554.53076171875,0.01987512595951557,14.896484375,6756.69970703125,0.0,-0.8237267136573792
0.0,837.9482421875,631.958445468,0.0029296875,1773615823.1892812,,5396480.0,28960.446199381506,7.9716796875,5396480.0,0.0,-4.461969638214214e-06,0.0,1.009765625,0.0,-1614.89794921875,0.02067755162715912,1.009765625,6985.01611328125,0.0,-0.8193164467811584
0.0,951.0595703125,655.002128542,0.025390625,1773615846.0353734,,5650432.0,29227.061843464126,85.1259765625,5650432.0,0.0,3.3517674182803603e-06,0.0,4.234375,0.0,-1801.63720703125,0.02504667453467846,4.234375,7219.5517578125,0.0,-0.8518185019493103
0.0,868.296875,677.836814161,0.029296875,1773615869.078961,,5904384.0,29052.146441760022,27.740234375,5904384.0,0.0,-3.2504201499250485e-06,0.0,2.34765625,0.0,-1638.0166015625,0.023851696401834488,2.34765625,7306.06884765625,0.0,-0.862308144569397
0.0,834.3203125,727.576956,0.03515625,1773615941.654551,"{'_type': 'html-file', 'sha256': '3a990f692be070354fb00580524293e77a42e9befb5176a2956222c2ab35370f', 'path': 'media/html/render_6158336_3a990f692be070354fb0.html', 'size': 3872021.0}",6158336.0,29270.669033671173,25.9560546875,6158336.0,0.0,-5.255431915429654e-06,0.0,5.6865234375,0.0,-1663.8106689453125,0.026298103854060173,5.6865234375,6835.96484375,0.0,-0.8449142575263977
0.0,781.728515625,750.684891583,0.0068359375,1773615941.8974183,,6412288.0,29091.81343668768,10.7998046875,6412288.0,0.0,2.5812908006628277e-06,0.0,0.935546875,0.0,-1571.109130859375,0.02887902408838272,0.935546875,6289.11328125,0.0,-0.8453207612037659
0.0,901.6640625,773.71780466,0.076171875,1773615964.7618423,,6666240.0,29152.109050233827,90.5947265625,6666240.0,0.0,-1.6210215108003467e-05,0.0,15.330078125,0.0,-1856.6448974609375,0.029919655993580818,15.330078125,7121.380859375,0.0,-0.8101500272750854
0.0,897.130859375,796.571109987,0.083984375,1773615987.794895,,6920192.0,29074.810924204477,89.29296875,6920192.0,0.0,-1.5546416989309364e-06,0.0,25.13671875,0.0,-1817.795654296875,0.036711543798446655,25.13671875,6834.7060546875,0.0,-0.9426246881484985
0.0,677.7978515625,819.615035728,0.0615234375,1773616010.6479023,,7174144.0,29202.091366866553,131.5634765625,7174144.0,0.0,4.441250894160476e-06,0.0,31.7763671875,0.0,-1493.4462890625,0.041056107729673386,31.7763671875,4733.3330078125,0.0,-0.9519719481468201
0.0,926.6328125,868.855070339,0.078125,1773616082.9326026,"{'size': 3861721.0, '_type': 'html-file', 'sha256': '690b1f1e6edb9393cb7003533c83b69ae99109b424fed14a3f4b2b279db9d62a', 'path': 'media/html/render_7428096_690b1f1e6edb9393cb70.html'}",7428096.0,29024.13595637049,96.1083984375,7428096.0,0.0,-3.656866056189756e-06,0.0,24.3291015625,0.0,-1861.97705078125,0.048588961362838745,24.3291015625,7000.0478515625,0.0,-1.069940447807312
0.0,940.6455078125,892.104416968,0.013671875,1773616083.128662,,7682048.0,29199.7946219784,71.75,7682048.0,0.0,-8.927066119213123e-06,0.0,1.83984375,0.0,-1925.185546875,0.05533384159207344,1.83984375,7145.50146484375,0.0,-1.0795425176620483
0.0,795.8349609375,914.946040552,0.017578125,1773616106.1814404,,7936000.0,28995.326957575813,37.4931640625,7936000.0,0.0,3.3305866509181214e-07,0.0,5.6533203125,0.0,-1562.383056640625,0.06671053171157837,5.6533203125,6123.83349609375,0.0,-1.2781658172607422
0.0,741.27734375,937.972247229,0.0107421875,1773616129.0228493,,8189952.0,29219.388993882334,22.2001953125,8189952.0,0.0,-5.299809799907962e-06,0.0,1.84375,0.0,-1675.314208984375,0.07638262957334518,1.84375,5668.69921875,0.0,-1.414792776107788
0.0,934.3232421875,960.810883751,0.04296875,1773616152.0492017,,8443904.0,29085.119962916164,52.056640625,8443904.0,0.0,-8.945051376940683e-06,0.0,11.361328125,0.0,-1854.159423828125,0.09947965294122696,11.361328125,7549.6806640625,0.0,-1.7509348392486572
0.0,926.529296875,1010.701715304,0.01171875,1773616224.7793343,"{'size': 3853917.0, '_type': 'html-file', 'sha256': '503b38d1e3e765aa52578f3780c639e2d6ea59887c0a2267dc56b212f6473079', 'path': 'media/html/render_8697856_503b38d1e3e765aa5257.html'}",8697856.0,29216.84830073669,9.685546875,8697856.0,0.0,3.538592636687099e-06,0.0,1.3076171875,0.0,-2090.7236328125,0.12439890205860138,1.3076171875,7304.11328125,0.0,-1.9542505741119385
0.0,910.56640625,1033.793800328,0.048828125,1773616224.9993832,,8951808.0,29045.032424986086,50.296875,8951808.0,0.0,-6.361085070238914e-06,0.0,15.4892578125,0.0,-1982.9254150390625,0.13156995177268982,15.4892578125,7174.12841796875,0.0,-1.9878515005111694
0.0,889.9296875,1056.834281361,0.03125,1773616247.870758,,9205760.0,29179.515860270814,41.4921875,9205760.0,0.0,-4.41101747128414e-06,0.0,18.4599609375,0.0,-1838.993408203125,0.13196071982383728,18.4599609375,6792.00390625,0.0,-1.9920974969863892
0.0,871.501953125,1079.731081409,0.0849609375,1773616270.9110112,,9459712.0,29048.131901710993,84.0556640625,9459712.0,0.0,-1.04022092273226e-05,0.0,43.798828125,0.0,-1892.5103759765625,0.1615157276391983,43.798828125,6315.103515625,0.0,-2.3013076782226562
0.0,828.5009765625,1102.779562238,0.0322265625,1773616293.8078709,,9713664.0,29202.1978472468,106.0205078125,9713664.0,0.0,-1.968751575986971e-06,0.0,11.212890625,0.0,-1769.593505859375,0.17074820399284363,11.212890625,6169.32763671875,0.0,-2.45782470703125
0.0,893.193359375,1152.126926889,0.0986328125,1773616366.2044713,"{'sha256': 'f198ea71ac235db07b31ae8f13894e277f57bb56f27745c68adec9f05ca558f0', 'path': 'media/html/render_9967616_f198ea71ac235db07b31.html', 'size': 3853377.0, '_type': 'html-file'}",9967616.0,29048.212704481848,81.517578125,9967616.0,0.0,-3.534869392751716e-06,0.0,49.4443359375,0.0,-1862.9117431640625,0.19385038316249847,49.4443359375,6821.0380859375,0.0,-2.843191623687744
0.0,855.9111328125,1175.414381246,0.1103515625,1773616366.3977358,,10221568.0,29235.622987143346,105.6923828125,10221568.0,0.0,2.533061660869862e-06,0.0,63.2763671875,0.0,-1813.1585693359375,0.20400723814964294,63.2763671875,6236.5390625,0.0,-3.3089516162872314
0.0,829.2783203125,1198.289128746,0.0771484375,1773616389.4908597,,10475520.0,28904.425296107354,77.7353515625,10475520.0,0.0,-2.603166876724572e-06,0.0,43.1015625,0.0,-1782.00341796875,0.22068291902542114,43.1015625,6291.203125,0.0,-3.2162985801696777
0.0,762.76171875,1221.338762647,0.072265625,1773616412.3652966,,10729472.0,29126.079686067274,63.24609375,10729472.0,0.0,3.9087003642634954e-06,0.0,38.1953125,0.0,-1602.81298828125,0.2230360060930252,38.1953125,5764.75732421875,0.0,-3.4742271900177
0.0,819.8193359375,1244.222888591,0.0625,1773616435.4156258,,10983424.0,29022.458610488942,72.291015625,10983424.0,0.0,1.887705184344668e-05,0.0,34.3642578125,0.0,-1574.612060546875,0.25229451060295105,34.3642578125,6545.43359375,0.0,-3.917295455932617
0.0,937.8603515625,1294.478778887,0.076171875,1773616508.5563502,"{'size': 3850737.0, '_type': 'html-file', 'sha256': '4cb1a3a50273d25e40d115d974366fc3ade08f05f9604ca5a694c738c12f6e0b', 'path': 'media/html/render_11237376_4cb1a3a50273d25e40d1.html'}",11237376.0,29135.60661893941,62.39453125,11237376.0,0.0,-2.033347755059367e-06,0.0,50.9462890625,0.0,-1934.259765625,0.2529885470867157,50.9462890625,7207.541015625,0.0,-4.143715858459473
0.0,879.90625,1317.557480973,0.1181640625,1773616508.7536435,,11491328.0,28988.91370019918,127.201171875,11491328.0,0.0,-2.518346991564613e-05,0.0,86.115234375,0.0,-1986.40625,0.26232168078422546,86.115234375,6169.4873046875,0.0,-4.702839374542236
0.0,872.6083984375,1340.610805469,0.126953125,1773616531.6341114,,11745280.0,29142.546606391144,131.576171875,11745280.0,0.0,-2.7714380848919973e-05,0.0,80.515625,0.0,-1877.025390625,0.279753178358078,80.515625,6344.86181640625,0.0,-5.210277557373047
0.0,922.2412109375,1363.485290685,0.12109375,1773616554.6873014,,11999232.0,28989.048612165538,120.541015625,11999232.0,0.0,-4.626164081855677e-05,0.0,84.7099609375,0.0,-1870.685791015625,0.30011963844299316,84.7099609375,7082.49853515625,0.0,-5.075183868408203
0.0,942.248046875,1386.544311652,0.1005859375,1773616577.5620108,,12253184.0,29142.309001060108,107.2294921875,12253184.0,0.0,-3.2989413739414886e-05,0.0,63.9775390625,0.0,-1992.945556640625,0.2759701609611511,63.9775390625,7365.265625,0.0,-5.703714847564697
0.0,909.482421875,1436.089560081,0.12109375,1773616650.1671546,"{'_type': 'html-file', 'sha256': '5286f41d16a9667b6e5b04b2319f5bdb2959bc75b2eb69963d8681e344f2ba04', 'path': 'media/html/render_12507136_5286f41d16a9667b6e5b.html', 'size': 3867001.0}",12507136.0,28961.347020354013,118.9755859375,12507136.0,0.0,4.1520819650031626e-05,0.0,79.51171875,0.0,-1911.510009765625,0.2903252840042114,79.51171875,6937.94140625,0.0,-5.934635162353516
0.0,896.38671875,1459.436587063,0.1201171875,1773616650.4133987,,12761088.0,29201.751915800407,125.0810546875,12761088.0,0.0,3.8073761970736086e-05,0.0,80.052734375,0.0,-1968.59765625,0.31416410207748413,80.052734375,6675.888671875,0.0,-6.083498001098633
0.0,896.32421875,1482.297818731,0.1201171875,1773616673.513489,,13015040.0,28852.25516502938,128.9794921875,13015040.0,0.0,1.9065075321123004e-05,0.0,71.162109375,0.0,-1839.76953125,0.3044172525405884,71.162109375,6819.9189453125,0.0,-6.65123176574707
0.0,965.322265625,1505.370273297,0.1533203125,1773616696.3748019,,13268992.0,29165.87869075105,151.818359375,13268992.0,0.0,-8.464847269351594e-06,0.0,112.3203125,0.0,-2022.168212890625,0.3089239001274109,112.3203125,7126.8212890625,0.0,-6.58059024810791
0.0,889.220703125,1528.222398817,0.13671875,1773616719.446993,,13522944.0,28941.2084746903,148.2900390625,13522944.0,0.0,6.4410505729028955e-06,0.0,101.177734375,0.0,-1809.887451171875,0.3100718855857849,101.177734375,6393.65576171875,0.0,-7.068161487579346
0.0,959.974609375,1577.952509276,0.1396484375,1773616792.0300841,"{'sha256': '5440c7a3670be59502fe55a99873442ee0489f498760619026ff2491014c50e0', 'path': 'media/html/render_13776896_5440c7a3670be59502fe.html', 'size': 3862793.0, '_type': 'html-file'}",13776896.0,29206.68273731954,130.201171875,13776896.0,0.0,2.1045114408480003e-05,0.0,100.5166015625,0.0,-1980.0419921875,0.31508591771125793,100.5166015625,7129.6767578125,0.0,-7.105053901672363
0.0,883.876953125,1601.042788947,0.087890625,1773616792.2345462,,14030848.0,28946.929592897886,85.5,14030848.0,0.0,-1.4984915424065548e-06,0.0,55.419921875,0.0,-1863.2711181640625,0.31828323006629944,55.419921875,6758.5693359375,0.0,-7.448596954345703
0.0,953.4052734375,1624.116084731,0.119140625,1773616815.119907,,14284800.0,29131.942657148455,109.9755859375,14284800.0,0.0,2.8840922823292203e-05,0.0,84.3349609375,0.0,-1912.206787109375,0.3045423626899719,84.3349609375,7465.27734375,0.0,-7.556644916534424
0.0,988.474609375,1646.99306695,0.09765625,1773616838.1929736,,14538752.0,28956.101942478927,75.95703125,14538752.0,0.0,-5.382551535149105e-05,0.0,53.1728515625,0.0,-2066.87109375,0.32640179991722107,53.1728515625,7846.6650390625,0.0,-7.596855640411377
0.0,907.0927734375,1670.058374376,0.1162109375,1773616861.069911,,14792704.0,29145.6453984234,108.251953125,14792704.0,0.0,4.962096227245638e-07,0.0,79.15234375,0.0,-1920.185546875,0.30236297845840454,79.15234375,6811.50439453125,0.0,-8.375885963439941
0.0,884.9228515625,1719.531724758,0.1396484375,1773616933.6092644,"{'size': 3871085.0, '_type': 'html-file', 'sha256': 'bb46b1c2d66e660ddb831677e718a170036bc86cf5334403157b43c77feee495', 'path': 'media/html/render_15046656_bb46b1c2d66e660ddb83.html'}",15046656.0,28947.789450489232,139.1455078125,15046656.0,0.0,1.7484408090240322e-05,0.0,97.0751953125,0.0,-1913.93115234375,0.30313268303871155,97.0751953125,6590.689453125,0.0,-8.465343475341797
0.0,961.1767578125,1742.822983211,0.142578125,1773616933.8211184,,15300608.0,29174.59660389837,135.88671875,15300608.0,0.0,-1.4033023035153747e-05,0.0,98.3916015625,0.0,-1982.574462890625,0.2940506041049957,98.3916015625,7514.47705078125,0.0,-8.917510032653809
0.0,967.7880859375,1765.673513084,0.142578125,1773616956.899995,,15554560.0,28918.117345746425,135.408203125,15554560.0,0.0,4.068441194249317e-05,0.0,106.2490234375,0.0,-1935.0908203125,0.3011253774166107,106.2490234375,7492.76953125,0.0,-9.004206657409668
0.0,962.576171875,1788.736467145,0.09765625,1773616979.7504082,,15808512.0,29182.07964607322,121.5048828125,15808512.0,0.0,-5.784819586551748e-05,0.0,62.267578125,0.0,-2025.679443359375,0.29278773069381714,62.267578125,7454.03515625,0.0,-9.29800033569336
0.0,909.908203125,1811.587570192,0.126953125,1773617002.8134127,,16062464.0,28963.464642787152,145.1337890625,16062464.0,0.0,3.610233761719428e-05,0.0,94.3896484375,0.0,-1895.5985107421875,0.27508702874183655,94.3896484375,6678.685546875,0.0,-9.415901184082031
0.0,965.2880859375,1861.494187188,0.125,1773617075.571811,"{'path': 'media/html/render_16316416_9765a7ffe1b22854fe37.html', 'size': 3849813.0, '_type': 'html-file', 'sha256': '9765a7ffe1b22854fe37648f1609280ed79cfe2e9356e627f97ab859ae693526'}",16316416.0,29169.98895335313,125.7392578125,16316416.0,0.0,3.906602432834916e-05,0.0,94.3408203125,0.0,-1930.978515625,0.2773379385471344,94.3408203125,7513.1083984375,0.0,-9.629971504211426
0.0,937.2998046875,1884.592964464,0.1357421875,1773617075.7823865,,16570368.0,28969.218200964562,146.9716796875,16570368.0,0.0,1.2349569260550197e-05,0.0,100.533203125,0.0,-2051.751220703125,0.26940688490867615,100.533203125,6857.4384765625,0.0,-9.816975593566895
0.0,970.9228515625,1907.644786389,0.1328125,1773617098.669898,,16824320.0,29092.931434188158,132.236328125,16824320.0,0.0,1.2276189409021754e-05,0.0,98.1259765625,0.0,-1971.3306884765625,0.266084223985672,98.1259765625,7575.7392578125,0.0,-10.270451545715332
0.0,945.1484375,1930.518057363,0.1328125,1773617121.72171,,17078272.0,28970.664827314446,141.958984375,17078272.0,0.0,-1.4718531019752845e-05,0.0,99.3330078125,0.0,-1919.60888671875,0.255182683467865,99.3330078125,7227.6171875,0.0,-10.280466079711914
0.0,962.6591796875,1953.578597048,0.119140625,1773617144.5948844,,17332224.0,29155.379858300974,116.6064453125,17332224.0,0.0,-4.131477544433437e-05,0.0,80.791015625,0.0,-2102.443603515625,0.24553483724594116,80.791015625,7229.4345703125,0.0,-10.561349868774414
0.0,970.916015625,2003.183412006,0.107421875,1773617217.2609897,"{'size': 3853921.0, '_type': 'html-file', 'sha256': '482e9f84443c7994f6da5e5806e74b8484ccdd5e9460fea45ea47a0271dd08b5', 'path': 'media/html/render_17586176_482e9f84443c7994f6da.html'}",17586176.0,28946.065066638606,128.984375,17586176.0,0.0,4.6579101763200015e-05,0.0,69.3740234375,0.0,-2050.821533203125,0.23191361129283905,69.3740234375,7347.3134765625,0.0,-11.046869277954102
0.0,880.826171875,2026.52397133,0.1298828125,1773617217.5246558,,17840128.0,29140.445767405294,124.88671875,17840128.0,0.0,2.0007048078696243e-05,0.0,89.7841796875,0.0,-1742.4310302734375,0.22584809362888336,89.7841796875,6716.36376953125,0.0,-11.094137191772461
0.0,862.734375,2049.383651425,0.09375,1773617240.6008966,,18094080.0,28932.38976872763,112.431640625,18094080.0,0.0,1.9570959921111353e-05,0.0,55.4423828125,0.0,-1759.7900390625,0.21611464023590088,55.4423828125,6346.64697265625,0.0,-11.316817283630371
0.0,963.5546875,2072.430272384,0.1474609375,1773617263.4605887,,18348032.0,29184.12252317615,145.4599609375,18348032.0,0.0,5.611082997347694e-06,0.0,116.9521484375,0.0,-2020.79638671875,0.20573066174983978,116.9521484375,7114.72802734375,0.0,-11.520746231079102
0.0,920.0341796875,2095.278927091,0.0693359375,1773617286.50721,,18601984.0,28998.635309409703,45.5498046875,18601984.0,0.0,-3.594248119043186e-05,0.0,29.4267578125,0.0,-1966.73095703125,0.21675683557987213,29.4267578125,7144.02880859375,0.0,-11.45351505279541
0.0,928.7353515625,2145.41373249,0.1220703125,1773617359.49132,"{'size': 3862801.0, '_type': 'html-file', 'sha256': '7939b5e29947bf4caadd823ecc9b8def46c6bba8c7eda0efbdddb9524fe3fabc', 'path': 'media/html/render_18855936_7939b5e29947bf4caadd.html'}",18855936.0,29211.922859049453,119.9736328125,18855936.0,0.0,-1.8695447579375468e-05,0.0,73.7861328125,0.0,-1851.620361328125,0.21553239226341248,73.7861328125,7064.6640625,0.0,-11.524947166442871
0.0,940.021484375,2168.520007607,0.1103515625,1773617359.7110412,,19109888.0,28976.272263471175,127.478515625,19109888.0,0.0,2.0009676518384367e-05,0.0,74.0673828125,0.0,-1933.17431640625,0.18687652051448822,74.0673828125,6830.1171875,0.0,-11.85440444946289
0.0,978.01171875,2191.579096708,0.1484375,1773617382.5968294,,19363840.0,29112.532986984592,156.9208984375,19363840.0,0.0,3.591704444261268e-05,0.0,95.2705078125,0.0,-1988.524658203125,0.19378149509429932,95.2705078125,6657.50390625,0.0,-11.73863697052002
0.0,880.888671875,2214.427726111,0.146484375,1773617405.6561706,,19617792.0,28947.755621640637,145.4501953125,19617792.0,0.0,1.0905971066677012e-05,0.0,116.4609375,0.0,-1833.3740234375,0.19756998121738434,116.4609375,6155.3251953125,0.0,-11.873332977294922
0.0,889.9228515625,2237.478273486,0.1416015625,1773617428.504614,,19871744.0,29182.911154488054,133.609375,19871744.0,0.0,2.6690693630371243e-05,0.0,109.244140625,0.0,-1888.9732666015625,0.18714594841003418,109.244140625,6427.8193359375,0.0,-11.887967109680176
0.0,964.9443359375,2287.207142085,0.1357421875,1773617501.2847404,"{'path': 'media/html/render_20125696_e547938b0da22446f568.html', 'size': 3873409.0, '_type': 'html-file', 'sha256': 'e547938b0da22446f568061dc1d303fdcb0a03476078d679e7fc8fcc699835b3'}",20125696.0,28978.056222090323,131.7421875,20125696.0,0.0,-2.9703789550694637e-05,0.0,93.9140625,0.0,-1943.509033203125,0.18970365822315216,93.9140625,7512.1611328125,0.0,-11.923609733581543
0.0,940.13671875,2310.47720507,0.1220703125,1773617501.4892037,,20379648.0,29150.407307438454,121.1611328125,20379648.0,0.0,-1.1662870747386478e-05,0.0,97.6689453125,0.0,-1965.336669921875,0.2022543102502823,97.6689453125,7193.990234375,0.0,-11.773381233215332
0.0,982.67578125,2333.353705087,0.1435546875,1773617524.5542467,,20633600.0,28966.101669136864,148.46875,20633600.0,0.0,5.225340646575205e-05,0.0,107.7978515625,0.0,-1932.2236328125,0.18903912603855133,107.7978515625,7487.341796875,0.0,-12.015965461730957
0.0,981.40234375,2356.401342555,0.14453125,1773617547.4306102,,20887552.0,29133.937880039393,118.7607421875,20887552.0,0.0,-8.790572792349849e-06,0.0,88.537109375,0.0,-2025.819091796875,0.18211627006530762,88.537109375,7284.9921875,0.0,-12.06881332397461
0.0,963.9765625,2379.273603485,0.1357421875,1773617570.4784236,,21141504.0,29007.169778828313,148.7001953125,21141504.0,0.0,-5.52472411072813e-05,0.0,89.169921875,0.0,-2028.076171875,0.18424302339553833,89.169921875,7367.091796875,0.0,-12.046426773071289
0.0,925.779296875,2429.357082006,0.142578125,1773617643.434701,"{'size': 3862965.0, '_type': 'html-file', 'sha256': 'f01f4a829178dbe4bee5822e816403cd0d88eb41027904e9e86d7a266853dc54', 'path': 'media/html/render_21395456_f01f4a829178dbe4bee5.html'}",21395456.0,29146.992454057756,134.5908203125,21395456.0,0.0,5.497028905665502e-05,0.0,109.2353515625,0.0,-1927.3385009765625,0.20008982717990875,109.2353515625,6808.33447265625,0.0,-12.034313201904297
0.0,952.6962890625,2452.472827538,0.12890625,1773617643.6448147,,21649408.0,28998.88399914306,107.8427734375,21649408.0,0.0,1.183622680400731e-05,0.0,81.16796875,0.0,-1793.55615234375,0.19354812800884247,81.16796875,7652.3759765625,0.0,-12.106443405151367
0.0,974.4501953125,2475.520781056,0.15625,1773617666.549815,,21903360.0,29065.796409131406,152.060546875,21903360.0,0.0,1.4369218661158811e-05,0.0,126.1533203125,0.0,-2062.656005859375,0.19313322007656097,126.1533203125,7059.146484375,0.0,-12.130568504333496
0.0,969.5966796875,2498.397086161,0.0947265625,1773617689.5975919,,22157312.0,29006.089168560302,86.072265625,22157312.0,0.0,-7.515782840528118e-07,0.0,67.12890625,0.0,-2054.404052734375,0.18773075938224792,67.12890625,7315.91162109375,0.0,-12.139506340026855
0.0,912.228515625,2521.44650639,0.15625,1773617712.4739459,,22411264.0,29135.30935584917,148.1865234375,22411264.0,0.0,-3.032004678971134e-05,0.0,116.94140625,0.0,-1974.330322265625,0.17960773408412933,116.94140625,6629.1591796875,0.0,-12.385893821716309
0.0,948.3095703125,2571.365871042,0.1318359375,1773617785.4433699,"{'size': 3865077.0, '_type': 'html-file', 'sha256': '031dee93446e29bc5101fd2cfadda634d3ea5ba0c048ceab1c0a07894f8472aa', 'path': 'media/html/render_22665216_031dee93446e29bc5101.html'}",22665216.0,28960.446986787952,117.34765625,22665216.0,0.0,4.743173121823929e-05,0.0,92.4580078125,0.0,-1857.5927734375,0.173562154173851,92.4580078125,7361.65234375,0.0,-12.568731307983398
0.0,942.5107421875,2594.668795741,0.146484375,1773617785.685664,,22919168.0,29162.76202141457,127.0546875,22919168.0,0.0,-3.376571839908138e-05,0.0,98.1552734375,0.0,-1896.8162841796875,0.1854783445596695,98.1552734375,7029.5947265625,0.0,-12.286581993103027
