eval/episode_reward_near,training/alpha_loss,render,eval/episode_success_hard,training/sps,training/actor_loss,eval/episode_reward_ctrl,training/entropy,_timestamp,training/log_alpha,_step,eval/episode_dist,training/critic_loss,step,eval/episode_success,_runtime,eval/episode_reward_dist,eval/episode_success_easy,eval/episode_reward,eval/episode_success_any,eval/episode_reward_survive
0.0,-4.447185801836895e-06,,0.0,29057.04826765031,-1.3428516387939453,-1552.374267578125,0.0,1773627152.9711528,0.0,3364864.0,6232.1513671875,0.012753182090818882,3364864.0,6.1728515625,396.127923338,0.0,28.48828125,6.1728515625,0.044921875,760.4462890625
0.0,3.820525307673961e-06,"{'path': 'media/html/render_3618816_f66ca0699070643b4257.html', 'size': 3862693.0, '_type': 'html-file', 'sha256': 'f66ca0699070643b4257da3d0ad1eaed86bde4b8f434d06af09eec59dee089f5'}",0.0,29232.579644895388,-1.3719136714935303,-1553.6005859375,0.0,1773627225.602225,0.0,3618816.0,6311.4326171875,0.01566278003156185,3618816.0,6.982421875,445.89891057,0.0,54.2294921875,6.982421875,0.0458984375,788.865234375
0.0,3.174133098582388e-06,,0.0,29037.05983730988,-1.5410113334655762,-1654.00244140625,0.0,1773627225.7911432,0.0,3872768.0,6710.3896484375,0.02471664920449257,3872768.0,7.7958984375,468.971584694,0.0,86.619140625,7.7958984375,0.06640625,842.2548828125
0.0,-1.4986459973442834e-05,,0.0,29091.00935799426,-1.8526973724365234,-1463.6217041015625,0.0,1773627248.6741483,0.0,4126720.0,6311.9873046875,0.03818447142839432,4126720.0,10.3876953125,492.033276267,0.0,50.12890625,10.3876953125,0.0595703125,755.6572265625
0.0,-2.4302926249220036e-05,,0.0,29003.842894346115,-2.2779488563537598,-1520.6424560546875,0.0,1773627271.7359269,0.0,4380672.0,5665.9814453125,0.05911177396774292,4380672.0,46.7138671875,514.882592654,0.0,111.3271484375,46.7138671875,0.08984375,738.6455078125
0.0,-2.7612466510618106e-05,,0.0,29212.41717117179,-2.710843563079834,-1660.6181640625,0.0,1773627294.5851414,0.0,4634624.0,5911.3818359375,0.07678242027759552,4634624.0,41.1630859375,537.925250331,0.0,105.228515625,41.1630859375,0.1025390625,779.1787109375
0.0,3.0293690542748664e-06,"{'path': 'media/html/render_4888576_0dddf12173ea97007882.html', 'size': 3866433.0, '_type': 'html-file', 'sha256': '0dddf12173ea97007882728ace8436178e7ab1bc19ee37dba2ae7caee3508020'}",0.0,29038.354916741053,-2.9985480308532715,-1658.109130859375,0.0,1773627366.948243,0.0,4888576.0,6645.36767578125,0.08864469081163406,4888576.0,25.177734375,587.244808406,0.0,82.81640625,25.177734375,0.0654296875,817.568359375
0.0,-7.027097126410808e-06,,0.0,29231.746908161294,-3.1458590030670166,-1737.1058349609375,0.0,1773627367.1492963,0.0,5142528.0,6313.63623046875,0.10156405717134476,5142528.0,49.248046875,610.520749958,0.0,116.611328125,49.248046875,0.087890625,846.787109375
0.0,1.9062674709857674e-06,,0.0,28960.19738108817,-3.4337360858917236,-1809.3701171875,0.0,1773627390.2235594,0.0,5396480.0,6822.1884765625,0.11435424536466599,5396480.0,35.2529296875,633.372146811,0.0,99.1748046875,35.2529296875,0.072265625,889.130859375
0.0,-1.5790832549100742e-05,,0.0,29216.49007450267,-3.95609974861145,-1813.390869140625,0.0,1773627413.074655,0.0,5650432.0,6563.82470703125,0.13987551629543304,5650432.0,47.1171875,656.428093419,0.0,140.587890625,47.1171875,0.087890625,882.28125
0.0,-2.0134120859438553e-05,,0.0,29019.833451216975,-4.5565667152404785,-1677.98291015625,0.0,1773627436.1306164,0.0,5904384.0,6105.20947265625,0.1670100837945938,5904384.0,11.6875,679.264816916,0.0,136.86328125,11.6875,0.0283203125,816.86328125
0.0,-5.089285878057126e-06,"{'path': 'media/html/render_6158336_d02ff9d7eb2db1c21fd6.html', 'size': 3870885.0, '_type': 'html-file', 'sha256': 'd02ff9d7eb2db1c21fd661efa4ae05bd1d7b989249556cc47951b64f9bd841d4'}",0.0,29270.675468601345,-5.048099517822266,-1775.84228515625,0.0,1773627508.9352858,0.0,6158336.0,6976.72998046875,0.18798258900642395,6158336.0,51.65234375,729.2318866,0.0,132.9443359375,51.65234375,0.080078125,912.0
0.0,-3.4752534702420235e-05,,0.0,29063.919154779127,-5.473487854003906,-1675.162109375,0.0,1773627509.1744928,0.0,6412288.0,6352.82861328125,0.1920733004808426,6412288.0,75.9287109375,752.336655379,0.0,105.361328125,75.9287109375,0.107421875,830.6875
0.0,1.5006819012342021e-05,,0.0,29144.634191587455,-5.920135021209717,-1670.935791015625,0.0,1773627532.0392683,0.0,6666240.0,6833.15625,0.20682530105113983,6666240.0,40.6416015625,775.383716838,0.0,75.8173828125,40.6416015625,0.0771484375,864.2470703125
0.0,-1.0585528798401356e-05,,0.0,29036.451918103474,-5.895846843719482,-1903.5181884765625,0.0,1773627555.086336,0.0,6920192.0,6654.29296875,0.20965485274791718,6920192.0,90.5205078125,798.245891617,0.0,150.220703125,90.5205078125,0.125,909.9287109375
0.0,2.1021336578996852e-05,,0.0,29177.281808762,-6.19299840927124,-1617.9052734375,0.0,1773627577.948436,0.0,7174144.0,5958.6328125,0.22688831388950348,7174144.0,72.81640625,821.304164423,0.0,96.2236328125,72.81640625,0.1083984375,792.1982421875
0.0,3.7583076846203767e-06,"{'size': 3869401.0, '_type': 'html-file', 'sha256': '41c076f16930798f9f6695bf4dff02d3508ea1da80de3ce6596c5a22fc5515fe', 'path': 'media/html/render_7428096_41c076f16930798f9f66.html'}",0.0,28978.091698528046,-6.401800155639648,-1652.8671875,0.0,1773627650.5288754,0.0,7428096.0,6666.9541015625,0.216811865568161,7428096.0,71.5625,870.825441841,0.0,99.986328125,71.5625,0.115234375,868.025390625
0.0,-1.86438574019121e-05,,0.0,29165.546469834695,-6.731202602386475,-1770.35400390625,0.0,1773627650.737239,0.0,7682048.0,6529.9384765625,0.22607673704624176,7682048.0,92.029296875,894.093173662,0.0,120.83984375,92.029296875,0.1328125,864.79296875
0.0,-1.9586324924603105e-05,,0.0,28979.177319521044,-6.802371501922607,-1925.898193359375,0.0,1773627673.7958608,0.0,7936000.0,7412.93603515625,0.2340276837348938,7936000.0,92.1591796875,916.940705792,0.0,118.95703125,92.1591796875,0.1240234375,951.1015625
0.0,-1.773317671904806e-05,,0.0,29220.04708140488,-7.233701705932617,-1761.23388671875,0.0,1773627696.6434965,0.0,8189952.0,6270.275390625,0.2489917278289795,8189952.0,91.8525390625,939.971665933,0.0,123.7578125,91.8525390625,0.1328125,830.0615234375
0.0,4.058074046042748e-05,,0.0,29076.821347347326,-7.3481974601745605,-1692.8377685546875,0.0,1773627719.6742551,0.0,8443904.0,6263.58203125,0.2573259174823761,8443904.0,96.5390625,962.821231065,0.0,123.7744140625,96.5390625,0.125,849.8544921875
0.0,5.726162726205075e-06,"{'path': 'media/html/render_8697856_cb179e0bc54fd6e65eb8.html', 'size': 3874057.0, '_type': 'html-file', 'sha256': 'cb179e0bc54fd6e65eb8a615928cbd1bbe8462cf4f951467e2fa32f96e7a6e86'}",0.0,29207.24094267968,-7.530223369598389,-1806.74462890625,0.0,1773627792.7077982,0.0,8697856.0,7257.333984375,0.2419782131910324,8697856.0,95.9072265625,1013.004372013,0.0,114.6103515625,95.9072265625,0.1181640625,917.32421875
0.0,-2.3380554921459407e-05,,0.0,29038.218753811576,-7.769908428192139,-1908.7667236328125,0.0,1773627792.902605,0.0,8951808.0,7387.55810546875,0.2411985844373703,8951808.0,51.94140625,1036.076101412,0.0,90.1953125,51.94140625,0.087890625,935.3076171875
0.0,5.1394017646089196e-05,,0.0,29154.660041993695,-8.043244361877441,-1853.685302734375,0.0,1773627815.7790291,0.0,9205760.0,7241.90380859375,0.25503915548324585,9205760.0,101.7939453125,1059.138409222,0.0,123.04296875,101.7939453125,0.126953125,930.1904296875
0.0,3.1322504128183937e-06,,0.0,28986.794721443697,-8.721373558044434,-1776.906005859375,0.0,1773627838.8405857,0.0,9459712.0,6610.15234375,0.24584904313087463,9459712.0,72.8857421875,1082.05038324,0.0,113.087890625,72.8857421875,0.1005859375,849.029296875
0.0,-1.890989915409591e-05,,0.0,29017.952642698114,-8.691447257995605,-1759.48388671875,0.0,1773627861.7532902,0.0,9713664.0,6529.49609375,0.2430354207754135,9713664.0,113.369140625,1105.116593528,0.0,135.625,113.369140625,0.14453125,859.1044921875
0.0,-1.2023363069602055e-06,"{'path': 'media/html/render_9967616_d5d068f0d6721793dfef.html', 'size': 3861885.0, '_type': 'html-file', 'sha256': 'd5d068f0d6721793dfefc8965c9fe5c494812495d8afa133ec60f9e53b70c136'}",0.0,28998.143468941715,-8.874821662902832,-1792.494384765625,0.0,1773627934.1615012,0.0,9967616.0,6846.4140625,0.23009847104549408,9967616.0,86.376953125,1154.458039258,0.0,111.4228515625,86.376953125,0.11328125,908.8193359375
0.0,3.042480420845095e-05,,0.0,29192.931357526868,-9.120500564575195,-1955.734130859375,0.0,1773627934.3540826,0.0,10221568.0,7218.1083984375,0.22304941713809967,10221568.0,90.9765625,1177.764817654,0.0,130.59765625,90.9765625,0.130859375,945.1826171875
0.0,2.3068467271514237e-05,,0.0,28846.942492436407,-9.562894821166992,-1888.442626953125,0.0,1773627957.4674711,0.0,10475520.0,7198.6416015625,0.22260628640651703,10475520.0,95.9931640625,1200.646832871,0.0,115.4912109375,95.9931640625,0.119140625,927.5966796875
0.0,-5.4692671255907044e-05,,0.0,29095.692231030996,-9.92275619506836,-1926.069091796875,0.0,1773627980.3496501,0.0,10729472.0,6910.96337890625,0.2308661937713623,10729472.0,110.2822265625,1223.702342512,0.0,135.5439453125,110.2822265625,0.1416015625,941.8125
0.0,-4.4448941480368376e-05,,0.0,29013.82978953836,-10.509058952331543,-1779.0523681640625,0.0,1773628003.4051578,0.0,10983424.0,5958.0390625,0.24162131547927856,10983424.0,129.6044921875,1246.593685024,0.0,146.2314453125,129.6044921875,0.154296875,840.1787109375
0.0,8.212598186219111e-05,"{'path': 'media/html/render_11237376_89d534533882e011f152.html', 'size': 3871817.0, '_type': 'html-file', 'sha256': '89d534533882e011f15245f431074146fef55af73603a5c134d9b2f9802ab6f9'}",0.0,29119.664986469215,-10.743582725524902,-1859.58740234375,0.0,1773628076.733875,0.0,11237376.0,7005.642578125,0.21983683109283447,11237376.0,79.859375,1297.030493404,0.0,122.095703125,79.859375,0.103515625,907.9482421875
0.0,1.053309279086534e-05,,0.0,28980.1471151167,-10.691842079162598,-1778.1307373046875,0.0,1773628076.937953,0.0,11491328.0,6349.1943359375,0.2344072014093399,11491328.0,110.642578125,1320.130212012,0.0,134.0,110.642578125,0.1318359375,860.64453125
0.0,2.8755227958754404e-06,,0.0,29102.35717631325,-11.232568740844727,-1884.2777099609375,0.0,1773628099.8328412,0.0,11745280.0,6593.0703125,0.23780837655067444,11745280.0,108.8369140625,1343.190174815,0.0,147.033203125,108.8369140625,0.1376953125,914.947265625
0.0,-2.802672952384455e-06,,0.0,28980.949019522483,-11.396967887878418,-1779.4239501953125,0.0,1773628122.8926272,0.0,11999232.0,6706.7060546875,0.23993438482284546,11999232.0,90.5341796875,1366.079592413,0.0,117.4892578125,90.5341796875,0.1171875,893.8583984375
0.0,8.64412504597567e-06,,0.0,29102.413631517404,-11.691767692565918,-1999.8067626953125,0.0,1773628145.7821841,0.0,12253184.0,6937.4267578125,0.23121973872184753,12253184.0,121.705078125,1389.148083315,0.0,150.796875,121.705078125,0.142578125,944.9208984375
0.0,9.384729310113471e-06,"{'path': 'media/html/render_12507136_f9fd76e8e003a0f1c92b.html', 'size': 3871197.0, '_type': 'html-file', 'sha256': 'f9fd76e8e003a0f1c92b584c68e2d815b8bbb73c494929cd07736182cdc14903'}",0.0,28944.683033198486,-12.327187538146973,-1981.072265625,0.0,1773628218.3959987,0.0,12507136.0,6925.85791015625,0.22216981649398804,12507136.0,118.0830078125,1438.692607687,0.0,151.6494140625,118.0830078125,0.14453125,949.220703125
0.0,2.8340604330878705e-05,,0.0,29158.756766002178,-12.72397232055664,-1869.746826171875,0.0,1773628218.6625361,0.0,12761088.0,7307.986328125,0.21821977198123932,12761088.0,111.32421875,1462.07414956,0.0,131.0712890625,111.32421875,0.134765625,931.103515625
0.0,-9.917528586811386e-06,,0.0,28818.315592070383,-12.935927391052246,-1636.2796630859375,0.0,1773628241.7768328,0.0,13015040.0,6685.12890625,0.22644639015197754,13015040.0,107.4853515625,1484.950508661,0.0,133.47265625,107.4853515625,0.1298828125,880.826171875
0.0,1.1660080417641439e-05,,0.0,29132.951389836107,-13.09148120880127,-1879.553466796875,0.0,1773628264.6531112,0.0,13268992.0,7266.81396484375,0.20891419053077698,13268992.0,111.0400390625,1508.031623282,0.0,138.63671875,111.0400390625,0.1376953125,950.0146484375
0.0,1.8831182387657464e-05,,0.0,28925.067206784955,-13.740307807922363,-1559.34228515625,0.0,1773628287.7339075,0.0,13522944.0,5898.10888671875,0.1949077546596527,13522944.0,117.818359375,1530.891329277,0.0,134.119140625,117.818359375,0.1435546875,792.6279296875
0.0,-1.810782850952819e-05,"{'size': 3862181.0, '_type': 'html-file', 'sha256': 'eee2536b605e37ceab44a9cfadc058433d6410d771d4e0347c80e069ede2a1c9', 'path': 'media/html/render_13776896_eee2536b605e37ceab44.html'}",0.0,29185.109283278663,-13.980693817138672,-1768.309326171875,0.0,1773628360.5683658,0.0,13776896.0,6281.8935546875,0.2003207951784134,13776896.0,115.3330078125,1580.864921074,0.0,137.16796875,115.3330078125,0.14453125,864.296875
0.0,1.0596949323371518e-05,,0.0,28931.851449907866,-14.096733093261719,-1839.927734375,0.0,1773628360.7984934,0.0,14030848.0,7274.7392578125,0.18700917065143585,14030848.0,118.888671875,1603.994936206,0.0,133.1181640625,118.888671875,0.14453125,943.640625
0.0,4.232125138514675e-05,,0.0,29095.306768799484,-14.487842559814453,-1716.673095703125,0.0,1773628383.697403,0.0,14284800.0,6495.73046875,0.17622461915016174,14284800.0,98.265625,1627.074060357,0.0,115.7744140625,98.265625,0.13671875,860.794921875
0.0,-2.8046641091350466e-05,,0.0,28942.866217921477,-14.693289756774902,-1780.3541259765625,0.0,1773628406.7764857,0.0,14538752.0,7028.61474609375,0.16482654213905334,14538752.0,109.1328125,1649.958854239,0.0,122.9521484375,109.1328125,0.14453125,911.2861328125
0.0,2.0123232388868928e-05,,0.0,29116.109294543196,-14.874222755432129,-1767.550537109375,0.0,1773628429.661494,0.0,14792704.0,6922.27392578125,0.158641055226326,14792704.0,98.333984375,1673.033228438,0.0,125.419921875,98.333984375,0.1318359375,903.38671875
0.0,1.3047750826444826e-06,"{'path': 'media/html/render_15046656_0ff7b8622205ee4b028b.html', 'size': 3858449.0, '_type': 'html-file', 'sha256': '0ff7b8622205ee4b028bc6a8f2f09d8409235e0d63d6638014a3bea5cf1dbed5'}",0.0,28937.159283871304,-15.171031951904297,-1659.741943359375,0.0,1773628502.4489703,0.0,15046656.0,5605.6591796875,0.14687247574329376,15046656.0,99.8740234375,1722.745591325,0.0,151.7158203125,99.8740234375,0.1455078125,790.0302734375
0.0,4.512134182732552e-06,,0.0,29138.49508872993,-15.021778106689453,-1844.1195068359375,0.0,1773628502.6516933,0.0,15300608.0,6931.900390625,0.15301179885864258,15300608.0,108.2041015625,1746.034783691,0.0,123.001953125,108.2041015625,0.1328125,917.6298828125
0.0,1.3343127648113295e-05,,0.0,28886.18311911972,-15.029196739196777,-1713.72900390625,0.0,1773628525.7373247,0.0,15554560.0,6197.470703125,0.16198335587978363,15554560.0,101.7236328125,1768.900575223,0.0,126.412109375,101.7236328125,0.138671875,846.623046875
0.0,4.047152742714388e-06,,0.0,29166.65257122419,-15.20991325378418,-1713.155029296875,0.0,1773628548.6029708,0.0,15808512.0,6323.5380859375,0.15360651910305023,15808512.0,99.3662109375,1791.969449527,0.0,123.06640625,99.3662109375,0.140625,845.4091796875
0.0,-2.9478134820237756e-05,,0.0,28938.71749852121,-15.37982177734375,-2016.341552734375,0.0,1773628571.6720479,0.0,16062464.0,7152.505859375,0.14740341901779175,16062464.0,116.0166015625,1814.832593866,0.0,142.4775390625,116.0166015625,0.1435546875,937.2998046875
0.0,3.917142385034822e-05,"{'path': 'media/html/render_16316416_35cecc1da10f6daf170a.html', 'size': 3849681.0, '_type': 'html-file', 'sha256': '35cecc1da10f6daf170a5370bababa4274db72dc8aa8a491d79c3d41904b8072'}",0.0,29158.49654629219,-15.425333023071289,-1728.7509765625,0.0,1773628644.6630912,0.0,16316416.0,5847.197265625,0.14211386442184448,16316416.0,105.7666015625,1864.959707539,0.0,141.0068359375,105.7666015625,0.142578125,825.3330078125
0.0,-8.920904292608611e-06,,0.0,28954.72209885222,-15.326415061950684,-1728.46337890625,0.0,1773628644.879027,0.0,16570368.0,6316.6494140625,0.1447080373764038,16570368.0,116.8681640625,1888.067291276,0.0,139.0302734375,116.8681640625,0.1494140625,844.7412109375
0.0,6.065700654289685e-05,,0.0,29072.19056890149,-15.4680814743042,-1835.8380126953125,0.0,1773628667.769682,0.0,16824320.0,6489.27734375,0.13197748363018036,16824320.0,109.490234375,1911.129731702,0.0,140.4365234375,109.490234375,0.14453125,888.90234375
0.0,-5.640761173708597e-06,,0.0,28957.32053324982,-15.53399658203125,-1706.471923828125,0.0,1773628690.8324642,0.0,17078272.0,6083.99658203125,0.13388147950172424,17078272.0,126.6337890625,1934.012280677,0.0,148.1240234375,126.6337890625,0.16015625,832.4560546875
0.0,-2.941234561149031e-05,,0.0,29123.062291280305,-15.619512557983398,-1956.89892578125,0.0,1773628713.7149744,0.0,17332224.0,7047.7216796875,0.13178902864456177,17332224.0,116.0283203125,1957.084923536,0.0,143.09765625,116.0283203125,0.1494140625,929.2890625
0.0,7.565105079265777e-06,"{'path': 'media/html/render_17586176_c4fd1826e461133e2d5e.html', 'size': 3864585.0, '_type': 'html-file', 'sha256': 'c4fd1826e461133e2d5eb2ebc10b305a53e3b5534eccf5a1c8873cd042566dde'}",0.0,28935.22157695768,-15.838847160339355,-1802.290283203125,0.0,1773628786.7935414,0.0,17586176.0,7059.279296875,0.1227145567536354,17586176.0,85.8388671875,2007.090110727,0.0,102.7177734375,85.8388671875,0.1142578125,890.287109375
0.0,-1.2181999409222044e-05,,0.0,29115.927831880123,-15.975048065185547,-1825.928955078125,0.0,1773628787.0184455,0.0,17840128.0,7070.0517578125,0.12143062800168991,17840128.0,102.7373046875,2030.399840521,0.0,131.2568359375,102.7373046875,0.1376953125,925.8974609375
0.0,3.881687007378787e-06,,0.0,28905.167322616373,-16.13901710510254,-1726.02001953125,0.0,1773628810.1025198,0.0,18094080.0,7107.6005859375,0.11681870371103287,18094080.0,72.6435546875,2053.286880554,0.0,88.9619140625,72.6435546875,0.0966796875,877.869140625
0.0,1.3207379197410773e-05,,0.0,29124.142078859884,-16.010238647460938,-1853.647705078125,0.0,1773628832.9896736,0.0,18348032.0,6260.42626953125,0.11637818068265915,18348032.0,96.2509765625,2076.34392114,0.0,137.833984375,96.2509765625,0.140625,887.271484375
0.0,3.229240974178538e-05,,0.0,28976.208413964345,-15.98654842376709,-1666.5,0.0,1773628856.0466716,0.0,18601984.0,6105.60693359375,0.1195542961359024,18601984.0,88.2666015625,2099.209927402,0.0,123.478515625,88.2666015625,0.1259765625,817.1513671875
0.0,-1.5514737242483534e-05,"{'path': 'media/html/render_18855936_08003dbce7b265181267.html', 'size': 3859701.0, '_type': 'html-file', 'sha256': '08003dbce7b265181267a7e018e42e306e109da6885401996f5718b75271042b'}",0.0,29172.225084015667,-15.993889808654785,-1725.76025390625,0.0,1773628928.8326917,0.0,18855936.0,6054.8974609375,0.12039285898208618,18855936.0,83.6240234375,2149.129258483,0.0,105.7783203125,83.6240234375,0.1083984375,845.318359375
0.0,2.848828671631054e-06,,0.0,28949.35274422744,-15.884503364562988,-1999.015380859375,0.0,1773628929.0391905,0.0,19109888.0,7119.54541015625,0.1301892101764679,19109888.0,121.021484375,2172.23576806,0.0,148.71484375,121.021484375,0.154296875,924.279296875
0.0,-3.550434485077858e-05,,0.0,29062.969913146855,-15.875547409057617,-1850.896728515625,0.0,1773628951.9385557,0.0,19363840.0,6818.39404296875,0.13769058883190155,19363840.0,96.3779296875,2195.299810588,0.0,108.7294921875,96.3779296875,0.1142578125,866.4638671875
0.0,3.2682844903320074e-05,,0.0,28932.961115869657,-15.865832328796387,-1831.32763671875,0.0,1773628975.0025558,0.0,19617792.0,6105.37109375,0.12684842944145203,19617792.0,140.2578125,2218.147904925,0.0,159.365234375,140.2578125,0.173828125,854.3349609375
0.0,-7.371567335212603e-05,,0.0,29183.09904997215,-16.14679718017578,-1949.37158203125,0.0,1773628997.8505592,0.0,19871744.0,7087.94580078125,0.12741705775260925,19871744.0,90.099609375,2241.206460633,0.0,113.2705078125,90.099609375,0.119140625,922.298828125
0.0,6.12254225416109e-05,"{'size': 3864245.0, '_type': 'html-file', 'sha256': 'f710bd5bddc6bbdaea6bad47350f6a7c79b1549a64664c87a1b807e8c9ade61e', 'path': 'media/html/render_20125696_f710bd5bddc6bbdaea6b.html'}",0.0,28960.5178535437,-16.054927825927734,-1898.1610107421875,0.0,1773629071.1159291,0.0,20125696.0,7271.47802734375,0.13130711019039154,20125696.0,123.0390625,2291.412497701,0.0,138.2978515625,123.0390625,0.1455078125,948.5166015625
0.0,-2.2141848603496328e-05,,0.0,29134.930015513983,-16.032777786254883,-2016.359619140625,0.0,1773629071.3275504,0.0,20379648.0,7036.85791015625,0.12734922766685486,20379648.0,114.4462890625,2314.7012349,0.0,141.9990234375,114.4462890625,0.1484375,935.8544921875
0.0,1.8968623407999985e-05,,0.0,28946.672353573213,-15.991601943969727,-1979.810546875,0.0,1773629094.403974,0.0,20633600.0,7314.3125,0.1280430406332016,20633600.0,120.41015625,2337.589009135,0.0,155.796875,120.41015625,0.150390625,957.673828125
0.0,2.4236176614067517e-05,,0.0,29120.537525319978,-15.932733535766602,-1846.166015625,0.0,1773629117.291757,0.0,20887552.0,6704.0537109375,0.13071830570697784,20887552.0,91.255859375,2360.648289246,0.0,125.9765625,91.255859375,0.12890625,871.884765625
0.0,4.606260517903138e-06,,0.0,28982.130273213268,-16.076078414916992,-1864.896484375,0.0,1773629140.3509374,0.0,21141504.0,7111.80712890625,0.13204218447208405,21141504.0,130.0439453125,2383.531532202,0.0,147.791015625,130.0439453125,0.15234375,947.138671875
0.0,7.616885341121815e-06,"{'path': 'media/html/render_21395456_616e4ce5f5e2fe4cddb1.html', 'size': 3840505.0, '_type': 'html-file', 'sha256': '616e4ce5f5e2fe4cddb13af3a6ba4444a02baa8fd9a2097ffd593c7725c7b794'}",0.0,29124.82216316423,-16.23377227783203,-1896.883544921875,0.0,1773629213.346194,0.0,21395456.0,7363.0029296875,0.1282176524400711,21395456.0,92.3505859375,2433.64278631,0.0,119.212890625,92.3505859375,0.1142578125,947.171875
0.0,-1.3442522686091252e-05,,0.0,28977.53512264727,-16.176462173461914,-2023.7652587890625,0.0,1773629213.5637205,0.0,21649408.0,7056.51025390625,0.12375714629888535,21649408.0,133.0263671875,2456.763661015,0.0,162.712890625,133.0263671875,0.16796875,953.4580078125
0.0,1.1566432476683985e-05,,0.0,29055.979790178637,-16.208627700805664,-1941.3873291015625,0.0,1773629236.4663987,0.0,21903360.0,7281.0498046875,0.13285277783870697,21903360.0,77.021484375,2479.82630994,0.0,124.4912109375,77.021484375,0.1181640625,943.6181640625
0.0,4.126095154788345e-05,,0.0,28979.448540369132,-16.30988311767578,-1906.893798828125,0.0,1773629259.5290122,0.0,22157312.0,7390.6904296875,0.1205277144908905,22157312.0,91.77734375,2502.70920808,0.0,117.33984375,91.77734375,0.1142578125,923.8076171875
0.0,3.5295674024382606e-05,,0.0,29111.183545174223,-16.191631317138672,-1900.3026123046875,0.0,1773629282.4120204,0.0,22411264.0,7128.07861328125,0.11977041512727737,22411264.0,94.5078125,2525.77200041,0.0,137.2578125,94.5078125,0.1279296875,928.017578125
0.0,-1.0383631888544187e-05,"{'path': 'media/html/render_22665216_fdb03cecb9726fddc382.html', 'size': 3854945.0, '_type': 'html-file', 'sha256': 'fdb03cecb9726fddc382d51873a46d07056d86c7091b2c322416f2e8989d5a23'}",0.0,28937.798430327923,-16.321495056152344,-1880.1151123046875,0.0,1773629355.523248,0.0,22665216.0,6862.4326171875,0.12288577854633331,22665216.0,116.5078125,2575.819829715,0.0,138.953125,116.5078125,0.1484375,929.138671875
