eval/episode_success_hard,training/entropy,render,eval/episode_success_any,eval/episode_success_easy,eval/episode_reward_near,_timestamp,eval/episode_reward_dist,step,training/actor_loss,eval/episode_reward_survive,training/sps,training/alpha_loss,eval/episode_reward_ctrl,eval/episode_dist,training/critic_loss,training/log_alpha,_runtime,eval/episode_reward,eval/episode_success,_step
0.0,0.0,,0.1767578125,149.98046875,0.0,1773945654.8334208,0.0,8951808.0,-24.294898986816406,808.29296875,22232.79875859736,4.145368802710436e-05,-1522.645751953125,5896.72900390625,1.1067551374435425,0.0,1118.739271797,134.0751953125,134.0751953125,8951808.0
0.0,0.0,,0.216796875,167.19140625,0.0,1773945680.393279,0.0,9205760.0,-24.357637405395508,820.115234375,22300.216499158,5.574893293669447e-06,-1563.6754150390625,5697.0107421875,1.0890101194381714,0.0,1144.492102027,148.4169921875,148.4169921875,9205760.0
0.0,0.0,,0.2001953125,166.6376953125,0.0,1773945706.1048472,0.0,9459712.0,-24.88259506225586,840.8212890625,22240.010312213988,-3.69665053767676e-06,-1649.786376953125,5902.5546875,1.064621925354004,0.0,1170.069736916,147.7861328125,147.7861328125,9459712.0
0.0,0.0,,0.2294921875,190.51953125,0.0,1773945731.7241971,0.0,9713664.0,-24.534223556518555,754.2294921875,22249.832693795823,6.855838728370145e-05,-1547.36572265625,4936.8447265625,1.0232290029525757,0.0,1195.810227467,166.41015625,166.41015625,9713664.0
0.0,0.0,"{'_type': 'html-file', 'sha256': '2845ae66e90411fa767f65616df8688b9cd9e58f346775f5cf3e543781c5356b', 'path': 'media/html/render_9967616_2845ae66e90411fa767f.html', 'size': 3863037.0}",0.1787109375,149.76953125,0.0,1773945809.5804856,0.0,9967616.0,-25.248395919799805,842.28125,22203.84512022616,-5.743322617490776e-05,-1687.01806640625,6000.50634765625,1.0181410312652588,0.0,1247.92534513,129.046875,129.046875,9967616.0
0.0,0.0,,0.2109375,175.3642578125,0.0,1773945809.7766206,0.0,10221568.0,-25.84071159362793,802.8056640625,22349.064287011875,3.614778324845247e-05,-1571.585205078125,5550.181640625,1.018340826034546,0.0,1273.920167015,162.740234375,162.740234375,10221568.0
0.0,0.0,,0.166015625,142.45703125,0.0,1773945835.5746608,0.0,10475520.0,-25.972002029418945,806.6787109375,22100.083028608347,1.906842771859374e-05,-1550.16064453125,5777.98583984375,1.0140087604522705,0.0,1299.529914003,121.287109375,121.287109375,10475520.0
0.0,0.0,,0.203125,154.9169921875,0.0,1773945861.1839132,0.0,10729472.0,-25.57453155517578,699.5859375,22176.027260673487,4.9969945393968374e-05,-1423.8958740234375,4594.44189453125,0.9758212566375732,0.0,1325.323192054,140.171875,140.171875,10729472.0
0.0,0.0,,0.1982421875,166.4638671875,0.0,1773945886.9776635,0.0,10983424.0,-25.56479263305664,799.1494140625,22095.82493906104,-2.0258818040019833e-05,-1548.1876220703125,5662.07177734375,1.0009883642196655,0.0,1350.921120036,153.595703125,153.595703125,10983424.0
0.0,0.0,"{'_type': 'html-file', 'sha256': 'e86d816058d0879379dcbc1bbb0d93d56869d36bb51a43f738a2944bc8807036', 'path': 'media/html/render_11237376_e86d816058d0879379dc.html', 'size': 3849949.0}",0.20703125,173.9609375,0.0,1773945965.7452638,0.0,11237376.0,-26.203899383544922,638.203125,22227.165072242802,3.2544317946303636e-05,-1309.132080078125,4179.62109375,0.9831974506378174,0.0,1404.090127286,153.7001953125,153.7001953125,11237376.0
0.0,0.0,,0.224609375,193.78125,0.0,1773945965.9577804,0.0,11491328.0,-26.138648986816406,835.9912109375,22045.548164030177,6.869191565783694e-05,-1729.7593994140625,5815.05224609375,0.9551201462745667,0.0,1429.944958025,167.802734375,167.802734375,11491328.0
0.0,0.0,,0.1923828125,159.849609375,0.0,1773945991.5992997,0.0,11745280.0,-26.607839584350586,797.3603515625,22134.18851953016,-6.047252463758923e-05,-1515.7520751953125,5698.7138671875,0.9803510308265686,0.0,1455.7408903,146.150390625,146.150390625,11745280.0
0.0,0.0,,0.173828125,143.458984375,0.0,1773946017.3954031,0.0,11999232.0,-27.130266189575195,825.619140625,22084.538035326987,1.3996769666846376e-05,-1526.0869140625,6034.375,0.9874255061149597,0.0,1481.367633424,127.076171875,127.076171875,11999232.0
0.0,0.0,,0.255859375,205.9658203125,0.0,1773946043.0221388,0.0,12253184.0,-27.05065155029297,840.0498046875,22154.854732467422,4.749007348436862e-05,-1608.2401123046875,5569.41796875,0.9955161213874817,0.0,1507.183221509,186.923828125,186.923828125,12253184.0
0.0,0.0,"{'_type': 'html-file', 'sha256': '7faf18669aae3ccf10b1d595f5f8f3e3abedd39dfb6d939941a4315b329c0f4a', 'path': 'media/html/render_12507136_7faf18669aae3ccf10b1.html', 'size': 3864929.0}",0.1962890625,163.373046875,0.0,1773946121.396014,0.0,12507136.0,-27.629419326782227,725.796875,22041.21756053373,1.0100030522153247e-05,-1406.1697998046875,5010.3427734375,0.9281634092330933,0.0,1559.740859866,151.7568359375,151.7568359375,12507136.0
0.0,0.0,,0.2041015625,175.916015625,0.0,1773946121.5988307,0.0,12761088.0,-28.21425437927246,798.380859375,22194.295904334012,-1.9588720533647574e-05,-1588.68115234375,5650.62841796875,0.9372002482414246,0.0,1585.783277376,163.9970703125,163.9970703125,12761088.0
0.0,0.0,,0.224609375,187.8212890625,0.0,1773946147.4377005,0.0,13015040.0,-28.685649871826172,837.4296875,22012.469296374522,-1.7956734154722653e-05,-1615.47216796875,5835.4169921875,0.9315641522407532,0.0,1611.393094788,174.0224609375,174.0224609375,13015040.0
0.0,0.0,,0.1943359375,171.92578125,0.0,1773946173.0476289,0.0,13268992.0,-28.47447395324707,762.451171875,22181.736213840595,4.6058976295171306e-05,-1463.950927734375,5207.64013671875,0.887972354888916,0.0,1637.217046248,150.3447265625,150.3447265625,13268992.0
0.0,0.0,,0.287109375,244.4130859375,0.0,1773946198.8711643,0.0,13522944.0,-29.16522216796875,824.8681640625,22038.42658488935,7.854830619180575e-05,-1677.627685546875,5228.8701171875,0.8572745323181152,0.0,1662.818927357,227.4404296875,227.4404296875,13522944.0
0.0,0.0,"{'_type': 'html-file', 'sha256': '485aa72ab09c5e66d75cc0cb81e3c3d643afa820b05cde88a6ba5c110802e7eb', 'path': 'media/html/render_13776896_485aa72ab09c5e66d75c.html', 'size': 3879473.0}",0.220703125,189.2421875,0.0,1773946276.9814646,0.0,13776896.0,-29.850709915161133,790.9716796875,22194.45452816182,8.143880222633015e-06,-1558.267333984375,5272.52734375,0.8469736576080322,0.0,1715.326293051,177.2314453125,177.2314453125,13776896.0
0.0,0.0,,0.2666015625,214.7333984375,0.0,1773946277.2045152,0.0,14030848.0,-30.648611068725586,867.55078125,22084.469351417927,-3.0367170893441653e-06,-1718.163818359375,5811.16357421875,0.8316712975502014,0.0,1741.144073848,187.5966796875,187.5966796875,14030848.0
0.0,0.0,,0.25,209.3759765625,0.0,1773946302.798686,0.0,14284800.0,-30.781387329101562,908.244140625,22231.801996448386,4.265273310011253e-05,-1684.4273681640625,6298.3740234375,0.7794813513755798,0.0,1766.918860538,192.4970703125,192.4970703125,14284800.0
0.0,0.0,,0.1630859375,131.61328125,0.0,1773946328.5731878,0.0,14538752.0,-31.352188110351562,757.166015625,22135.56065137016,-2.245950418000575e-05,-1427.855224609375,5555.3154296875,0.7579383850097656,0.0,1792.522587567,120.908203125,120.908203125,14538752.0
0.0,0.0,,0.2265625,190.2490234375,0.0,1773946354.177078,0.0,14792704.0,-31.521238327026367,819.302734375,22201.663436760962,4.082674058736302e-05,-1670.8482666015625,5645.873046875,0.7472388744354248,0.0,1818.265596663,177.3330078125,177.3330078125,14792704.0
0.0,0.0,"{'_type': 'html-file', 'sha256': 'f9baf7a8d2406caff5cd8cbbcd48ba3f8fd8bfcd92f66280cd1d41d831542ea2', 'path': 'media/html/render_15046656_f9baf7a8d2406caff5cd.html', 'size': 3857789.0}",0.19140625,170.0595703125,0.0,1773946432.4647405,0.0,15046656.0,-32.33246994018555,874.2919921875,22170.97884293111,-4.427519888849929e-05,-1685.8299560546875,6281.5927734375,0.7517882585525513,0.0,1870.809592446,159.330078125,159.330078125,15046656.0
0.0,0.0,,0.2216796875,193.0478515625,0.0,1773946432.6755743,0.0,15300608.0,-32.459476470947266,799.095703125,22258.109680974347,7.011566594883334e-06,-1626.017578125,5604.0224609375,0.7255880236625671,0.0,1896.808680265,178.4482421875,178.4482421875,15300608.0
0.0,0.0,,0.25,215.2861328125,0.0,1773946458.4630272,0.0,15554560.0,-32.38328552246094,852.1728515625,22107.13302111167,5.825226253364235e-05,-1702.0443115234375,5800.888671875,0.6924737691879272,0.0,1922.371435009,174.615234375,174.615234375,15554560.0
0.0,0.0,,0.232421875,181.455078125,0.0,1773946484.0259385,0.0,15808512.0,-33.36935806274414,609.5341796875,22267.83493637837,1.4790743989578914e-05,-1242.0693359375,3982.156494140625,0.689450740814209,0.0,1948.137092735,158.884765625,158.884765625,15808512.0
0.0,0.0,,0.2392578125,208.6357421875,0.0,1773946509.7909288,0.0,16062464.0,-33.65446472167969,778.822265625,22145.56445927942,-8.869646262610331e-05,-1616.83740234375,5158.5654296875,0.6947004199028015,0.0,1973.693991422,195.27734375,195.27734375,16062464.0
0.0,0.0,"{'_type': 'html-file', 'sha256': 'e9d14a4329eae0f1cd3765a4f1590b6b27f84cfec1b8824f2e14538854dea8cc', 'path': 'media/html/render_16316416_e9d14a4329eae0f1cd37.html', 'size': 3865401.0}",0.2724609375,233.818359375,0.0,1773946587.891855,0.0,16316416.0,-33.65474319458008,855.25,22271.75861977108,4.955486292601563e-05,-1633.067138671875,5591.701171875,0.6931167244911194,0.0,2026.236727877,206.978515625,206.978515625,16316416.0
0.0,0.0,,0.2822265625,229.6962890625,0.0,1773946588.110432,0.0,16570368.0,-33.86920928955078,837.666015625,22179.87108290095,-2.0280465832911432e-05,-1604.6114501953125,5492.51904296875,0.6925145387649536,0.0,2052.026464623,213.4951171875,213.4951171875,16570368.0
0.0,0.0,,0.2978515625,250.21484375,0.0,1773946613.6808465,0.0,16824320.0,-35.24545669555664,821.4072265625,22260.567646456628,5.575645900535164e-06,-1684.9520263671875,5044.7265625,0.6953801512718201,0.0,2077.770740121,207.15234375,207.15234375,16824320.0
0.0,0.0,,0.244140625,221.1494140625,0.0,1773946639.4244833,0.0,17078272.0,-34.715476989746094,778.97265625,22174.849537162383,4.147226718487218e-05,-1500.8551025390625,5013.05615234375,0.6865724921226501,0.0,2103.337479232,199.7236328125,199.7236328125,17078272.0
0.0,0.0,,0.2080078125,178.080078125,0.0,1773946664.992004,0.0,17332224.0,-34.729393005371094,867.20703125,22271.994727412824,-2.2015487047610804e-05,-1660.679931640625,6145.1318359375,0.6784705519676208,0.0,2129.065585907,159.1650390625,159.1650390625,17332224.0
0.0,0.0,"{'sha256': 'bf6b8a514b665ce5dc2a3adc2b699c646797a23080152fd6d8c1c67248d8ad36', 'path': 'media/html/render_17586176_bf6b8a514b665ce5dc2a.html', 'size': 3863261.0, '_type': 'html-file'}",0.2314453125,202.4169921875,0.0,1773946743.5917299,0.0,17586176.0,-35.4167366027832,761.642578125,22205.40319904003,4.8217305447906256e-05,-1509.75244140625,5157.03173828125,0.6593625545501709,0.0,2181.936563188,181.2255859375,181.2255859375,17586176.0
0.0,0.0,,0.2666015625,221.8759765625,0.0,1773946743.7953682,0.0,17840128.0,-35.3642578125,890.873046875,22297.666684271986,-1.0589415978756733e-05,-1712.2491455078125,6040.72021484375,0.6645238995552063,0.0,2207.894883075,204.3232421875,204.3232421875,17840128.0
0.0,0.0,,0.2822265625,249.2587890625,0.0,1773946769.5494506,0.0,18094080.0,-36.032737731933594,838.4375,22180.707535473608,4.2479197873035446e-05,-1685.2017822265625,5343.16845703125,0.65293288230896,0.0,2233.43257775,226.2763671875,226.2763671875,18094080.0
0.0,0.0,,0.2705078125,232.7060546875,0.0,1773946795.086937,0.0,18348032.0,-36.44868087768555,841.271484375,22337.305047418795,1.449235605832655e-05,-1636.9281005859375,5409.6533203125,0.6605168581008911,0.0,2259.167532294,215.3916015625,215.3916015625,18348032.0
0.0,0.0,,0.2626953125,222.744140625,0.0,1773946820.8213108,0.0,18601984.0,-36.85466003417969,786.791015625,22262.714856460243,-6.271486199693754e-05,-1562.8470458984375,5161.984375,0.6945280432701111,0.0,2284.700107567,193.9423828125,193.9423828125,18601984.0
0.0,0.0,"{'size': 3859765.0, '_type': 'html-file', 'sha256': 'ee95a37167c3dbe96209b6a3bff28185454008dfe674fc69c2534c9231143825', 'path': 'media/html/render_18855936_ee95a37167c3dbe96209.html'}",0.2490234375,221.447265625,0.0,1773946898.9455395,0.0,18855936.0,-36.52836227416992,835.544921875,22334.08969907229,5.2544746722560376e-05,-1642.126708984375,5450.275390625,0.6913415789604187,0.0,2337.290415451,195.0390625,195.0390625,18855936.0
0.0,0.0,,0.236328125,212.255859375,0.0,1773946899.1887422,0.0,19109888.0,-37.45471954345703,758.6396484375,22239.542243279426,-3.9873320929473266e-05,-1450.996337890625,5008.42822265625,0.6824288368225098,0.0,2363.0928914,197.0693359375,197.0693359375,19109888.0
0.0,0.0,,0.267578125,246.755859375,0.0,1773946924.747187,0.0,19363840.0,-37.59282302856445,881.4453125,22300.089041251333,6.472544191638008e-05,-1728.3814697265625,5863.5654296875,0.695283830165863,0.0,2388.774991712,216.349609375,216.349609375,19363840.0
0.0,0.0,,0.2978515625,275.44921875,0.0,1773946950.429355,0.0,19617792.0,-38.14645767211914,863.677734375,22285.46114300372,-9.960659554053564e-06,-1698.6201171875,5308.4521484375,0.6918820142745972,0.0,2414.265880236,259.9951171875,259.9951171875,19617792.0
0.0,0.0,,0.255859375,234.0478515625,0.0,1773946975.9201326,0.0,19871744.0,-37.99956512451172,880.2470703125,22392.93837545349,-2.3597651306772605e-05,-1640.694580078125,5802.3115234375,0.6666328310966492,0.0,2439.948826379,218.7861328125,218.7861328125,19871744.0
0.0,0.0,"{'_type': 'html-file', 'sha256': 'ddc34829fc7ed77da0affdd281a0dbe1b8a7574bfb23dc1b6734e6126d9cbf8c', 'path': 'media/html/render_20125696_ddc34829fc7ed77da0af.html', 'size': 3858493.0}",0.26171875,242.3955078125,0.0,1773947054.138749,0.0,20125696.0,-38.30265808105469,902.283203125,22287.345474375416,2.8011227186652832e-05,-1755.07861328125,5944.93017578125,0.6726424694061279,0.0,2492.483584662,228.00390625,228.00390625,20125696.0
0.0,0.0,,0.2646484375,228.986328125,0.0,1773947054.3591297,0.0,20379648.0,-38.577232360839844,854.26953125,22387.056683006398,-4.90986458316911e-05,-1679.73779296875,5680.7041015625,0.6820077300071716,0.0,2518.431054444,198.75,198.75,20379648.0
0.0,0.0,,0.2744140625,244.119140625,0.0,1773947080.085527,0.0,20633600.0,-39.284549713134766,906.8544921875,22226.41647967491,-3.8153633795445785e-05,-1850.4229736328125,5965.88671875,0.6853986978530884,0.0,2543.950922189,226.2158203125,226.2158203125,20633600.0
0.0,0.0,,0.2822265625,256.7001953125,0.0,1773947105.6053002,0.0,20887552.0,-39.4423942565918,805.033203125,22375.468484592442,6.632020813412964e-05,-1600.566650390625,5076.369140625,0.6726507544517517,0.0,2569.630164575,241.4873046875,241.4873046875,20887552.0
0.0,0.0,,0.2626953125,234.8583984375,0.0,1773947131.2846224,0.0,21141504.0,-39.43129348754883,874.7353515625,22313.560013366954,-1.5670948414481245e-05,-1665.8148193359375,5799.861328125,0.6713652610778809,0.0,2595.128440066,209.3203125,209.3203125,21141504.0
0.0,0.0,"{'sha256': 'c0fb216841c8ad45ad0b4ec07e93116a38b68fa6b79352e5cd979ba96ed44176', 'path': 'media/html/render_21395456_c0fb216841c8ad45ad0b.html', 'size': 3865197.0, '_type': 'html-file'}",0.267578125,232.1298828125,0.0,1773947209.7251663,0.0,21395456.0,-40.117431640625,836.81640625,22415.98659088015,1.4830761756456923e-05,-1536.42919921875,5540.583984375,0.7030373811721802,0.0,2648.070022937,216.669921875,216.669921875,21395456.0
0.0,0.0,,0.2978515625,253.1513671875,0.0,1773947209.9572024,0.0,21649408.0,-40.2279167175293,780.89453125,22329.319200631286,6.049537114449777e-05,-1545.5589599609375,4906.017578125,0.6851750016212463,0.0,2673.805383793,235.8388671875,235.8388671875,21649408.0
0.0,0.0,,0.2880859375,258.939453125,0.0,1773947235.4595652,0.0,21903360.0,-41.46641159057617,809.2939453125,22416.75602783743,-3.94339122067322e-06,-1515.1080322265625,5073.3173828125,0.6885064840316772,0.0,2699.461228979,240.3046875,240.3046875,21903360.0
0.0,0.0,,0.3115234375,280.462890625,0.0,1773947261.1155126,0.0,22157312.0,-41.15342330932617,907.6826171875,22361.280466768098,-1.769620030245278e-05,-1741.19873046875,5613.21337890625,0.7084879279136658,0.0,2724.955793307,264.818359375,264.818359375,22157312.0
0.0,0.0,,0.3115234375,278.8916015625,0.0,1773947286.610176,0.0,22411264.0,-41.419891357421875,886.7529296875,22423.942505210245,-3.89742199331522e-05,-1694.6641845703125,5564.720703125,0.7256821990013123,0.0,2750.618442791,264.3154296875,264.3154296875,22411264.0
0.0,0.0,"{'_type': 'html-file', 'sha256': '126f3acedabecb0960a84d082a23816dcb3083b8792f04c200d7c9ecdea4d211', 'path': 'media/html/render_22665216_126f3acedabecb0960a8.html', 'size': 3862105.0}",0.3349609375,306.2958984375,0.0,1773947364.807005,0.0,22665216.0,-41.3033447265625,911.244140625,22324.973730145317,2.8659762392635457e-05,-1729.6767578125,5529.3388671875,0.7018007040023804,0.0,2803.151853442,291.572265625,291.572265625,22665216.0
