_runtime,training/log_alpha,training/alpha_loss,eval/episode_success_any,eval/episode_reward_ctrl,training/critic_loss,eval/episode_success_easy,eval/episode_success_hard,eval/episode_dist,eval/episode_reward_near,step,_timestamp,eval/episode_reward_survive,render,eval/episode_success,training/sps,training/entropy,eval/episode_reward,training/actor_loss,eval/episode_reward_dist,_step
1488.694299703,0.0,2.3230180886457674e-05,0.310546875,-1924.581787109375,0.9025022387504578,264.5068359375,0.0,6259.6826171875,0.0,11999232.0,1773933417.139567,953.1357421875,,233.45703125,22328.599752818867,0.0,233.45703125,-33.690425872802734,0.0,11999232.0
1514.369074209,0.0,1.4458867553912569e-05,0.2587890625,-1642.835693359375,0.8902758955955505,199.927734375,0.0,6223.291015625,0.0,12253184.0,1773933442.6152065,892.771484375,,175.72265625,22441.831943160018,0.0,175.72265625,-34.319061279296875,0.0,12253184.0
1566.697454421,0.0,-6.686393317067996e-05,0.287109375,-1731.82275390625,0.891706109046936,253.2998046875,0.0,5463.35546875,0.0,12507136.0,1773933520.619109,861.7763671875,"{'path': 'media/html/render_12507136_a0b90b16cba7f7b6eefe.html', 'size': 3875085.0, '_type': 'html-file', 'sha256': 'a0b90b16cba7f7b6eefe79d301964bb1885171c1f3f6f8f377b335c354dc545d'}",237.3076171875,22316.426725777557,0.0,237.3076171875,-34.67754364013672,0.0,12507136.0
1592.556197444,0.0,-5.0676364480750635e-05,0.3271484375,-1872.130859375,0.9185078740119934,289.6845703125,0.0,5959.58203125,0.0,12761088.0,1773933520.8234947,959.9765625,,271.7822265625,22530.46460538294,0.0,271.7822265625,-35.71615982055664,0.0,12761088.0
1617.976415594,0.0,3.705991184688173e-05,0.3232421875,-1670.923828125,0.8683514595031738,279.978515625,0.0,5700.7138671875,0.0,13015040.0,1773933546.477298,914.466796875,,263.923828125,22372.784890975112,0.0,263.923828125,-36.6273307800293,0.0,13015040.0
1643.611714512,0.0,-1.485544544266304e-05,0.3212890625,-1884.767822265625,0.8791539669036865,295.9599609375,0.0,5861.8115234375,0.0,13268992.0,1773933571.8973417,945.345703125,,261.521484375,22551.66006109464,0.0,261.521484375,-37.3281135559082,0.0,13268992.0
1669.009674429,0.0,7.44495409890078e-05,0.3115234375,-1803.15576171875,0.8517158031463623,282.6474609375,0.0,6001.89111328125,0.0,13522944.0,1773933597.532715,953.35546875,,267.47265625,22399.6267473213,0.0,267.47265625,-37.89279556274414,0.0,13522944.0
1721.252687419,0.0,-4.274954699212685e-05,0.3154296875,-1807.46875,0.8357722759246826,287.2587890625,0.0,5815.744140625,0.0,13776896.0,1773933675.1743507,942.9970703125,"{'path': 'media/html/render_13776896_5183b047fea661c06ed1.html', 'size': 3862929.0, '_type': 'html-file', 'sha256': '5183b047fea661c06ed19e87116b46f24ba371cfa399b31ade2e1a8384b3c8f6'}",249.9599609375,22589.764796630232,0.0,249.9599609375,-38.688751220703125,0.0,13776896.0
1746.895827607,0.0,-1.1092629392805975e-06,0.265625,-1757.351806640625,0.8161318898200989,239.9453125,0.0,6353.0546875,0.0,14030848.0,1773933675.401105,941.0556640625,,225.8857421875,22421.785323053537,0.0,225.8857421875,-39.123741149902344,0.0,14030848.0
1772.512958555,0.0,-2.450373904139269e-05,0.3095703125,-1829.2369384765625,0.8072368502616882,281.7763671875,0.0,6220.27490234375,0.0,14284800.0,1773933700.8167841,964.9306640625,,266.82421875,22589.38297295221,0.0,266.82421875,-39.83514404296875,0.0,14284800.0
1797.926551844,0.0,8.916790102375671e-05,0.3154296875,-1665.021728515625,0.7894725799560547,274.580078125,0.0,5758.4765625,0.0,14538752.0,1773933726.43408,921.7216796875,,262.6767578125,22450.403369010965,0.0,262.6767578125,-40.46599197387695,0.0,14538752.0
1823.501587973,0.0,-9.443757153348997e-05,0.2880859375,-1778.5028076171875,0.7350519299507141,263.765625,0.0,6176.4462890625,0.0,14792704.0,1773933751.8474326,937.28125,,252.46875,22578.178341326,0.0,252.46875,-40.39237976074219,0.0,14792704.0
1876.006154402,0.0,3.6759603972313926e-05,0.3212890625,-1706.1290283203125,0.7232919335365295,289.0439453125,0.0,6133.8681640625,0.0,15046656.0,1773933829.9277918,949.1025390625,"{'size': 3857717.0, '_type': 'html-file', 'sha256': 'dfc73d23960e19d13eb1c73f3883168b4365fffa337210c9a122df81309e0dee', 'path': 'media/html/render_15046656_dfc73d23960e19d13eb1.html'}",267.33984375,22509.948282854206,0.0,267.33984375,-41.36576843261719,0.0,15046656.0
1901.80984617,0.0,2.595380829006899e-05,0.32421875,-1889.723876953125,0.6669368147850037,299.9384765625,0.0,6149.974609375,0.0,15300608.0,1773933830.1388564,962.7236328125,,284.9619140625,22599.661741024865,0.0,284.9619140625,-41.488868713378906,0.0,15300608.0
1927.165677768,0.0,4.9106158257927746e-05,0.2763671875,-1752.906494140625,0.65030837059021,256.0927734375,0.0,6516.23828125,0.0,15554560.0,1773933855.7308867,955.564453125,,230.6103515625,22487.51027354277,0.0,230.6103515625,-42.38029861450195,0.0,15554560.0
1952.748879863,0.0,-4.853382961300667e-06,0.30859375,-1650.74072265625,0.6242924928665161,266.111328125,0.0,6025.7255859375,0.0,15808512.0,1773933881.0863886,922.0703125,,246.1279296875,22673.58913771077,0.0,246.1279296875,-43.20069122314453,0.0,15808512.0
1978.100405798,0.0,6.057490827515721e-05,0.2841796875,-1696.6673583984375,0.6065425872802734,256.1884765625,0.0,6503.150390625,0.0,16062464.0,1773933906.6696796,944.408203125,,242.505859375,22507.328406262528,0.0,242.505859375,-43.459625244140625,0.0,16062464.0
2030.550883633,0.0,-5.9584854170680046e-05,0.296875,-1757.099853515625,0.6174541115760803,268.0302734375,0.0,6117.4248046875,0.0,16316416.0,1773933984.472555,955.5302734375,"{'path': 'media/html/render_16316416_3b8cd79344bc32c703b4.html', 'size': 3865413.0, '_type': 'html-file', 'sha256': '3b8cd79344bc32c703b46b20d4437f8747bcf1771dd98bd51575eb9f7bb09b65'}",244.65625,22674.589225004926,0.0,244.65625,-44.36997985839844,0.0,16316416.0
2056.130621047,0.0,5.624083860311657e-05,0.296875,-1482.5382080078125,0.5969546437263489,268.181640625,0.0,5338.6943359375,0.0,16570368.0,1773933984.6861339,850.4775390625,,255.8828125,22517.380768032534,0.0,255.8828125,-44.26016616821289,0.0,16570368.0
2081.673516076,0.0,-3.440698856138624e-05,0.2490234375,-1602.99951171875,0.5884762406349182,219.8427734375,0.0,6393.91064453125,0.0,16824320.0,1773934010.051713,923.826171875,,203.9736328125,22652.93285273429,0.0,203.9736328125,-45.85737609863281,0.0,16824320.0
2107.039145608,0.0,6.388115434674546e-05,0.2919921875,-1592.92724609375,0.5677887201309204,250.41015625,0.0,5860.3583984375,0.0,17078272.0,1773934035.594479,888.666015625,,233.2060546875,22567.960701498647,0.0,233.2060546875,-45.92377853393555,0.0,17078272.0
2132.571999754,0.0,1.6958509149844758e-05,0.3056640625,-1587.54296875,0.5516254901885986,268.4326171875,0.0,6100.9365234375,0.0,17332224.0,1773934060.959877,931.267578125,,251.7490234375,22669.209485811352,0.0,251.7490234375,-46.03960037231445,0.0,17332224.0
2185.050320974,0.0,-4.5819127990398556e-05,0.3046875,-1655.3857421875,0.5498085021972656,274.0380859375,0.0,6006.9921875,0.0,17586176.0,1773934138.9719357,930.6240234375,"{'_type': 'html-file', 'sha256': 'abb65873668c218a4ff3cf915a0621212ee270821b02aff64a702df50503ceaa', 'path': 'media/html/render_17586176_abb65873668c218a4ff3.html', 'size': 3871205.0}",261.7529296875,22592.012883543623,0.0,261.7529296875,-46.856048583984375,0.0,17586176.0
2210.820653313,0.0,0.00011853539035655558,0.3056640625,-1644.9561767578125,0.5501409769058228,265.912109375,0.0,6086.6611328125,0.0,17840128.0,1773934139.182211,933.724609375,,246.99609375,22709.769961898226,0.0,246.99609375,-47.06416702270508,0.0,17840128.0
2236.154546678,0.0,-6.535266584251076e-05,0.326171875,-1709.51904296875,0.5689299702644348,285.130859375,0.0,5759.58544921875,0.0,18094080.0,1773934164.7413187,933.9375,,263.705078125,22553.134105294313,0.0,263.705078125,-47.985984802246094,0.0,18094080.0
2261.691027187,0.0,2.8436796128517017e-05,0.30078125,-1543.77294921875,0.5532147884368896,236.2841796875,0.0,5352.8876953125,0.0,18348032.0,1773934190.0754306,834.244140625,,198.884765625,22735.647786966154,0.0,198.884765625,-48.14873504638672,0.0,18348032.0
2287.009319141,0.0,-3.848354026558809e-05,0.3173828125,-1783.2713623046875,0.5583310723304749,293.61328125,0.0,5790.794921875,0.0,18601984.0,1773934215.611707,943.875,,264.1298828125,22660.524676707017,0.0,264.1298828125,-48.493675231933594,0.0,18601984.0
2339.405910126,0.0,3.499520244076848e-05,0.3095703125,-1688.724609375,0.5468351244926453,275.767578125,0.0,6229.95703125,0.0,18855936.0,1773934293.3275812,940.501953125,"{'path': 'media/html/render_18855936_45e9c46efca5b57fff24.html', 'size': 3870529.0, '_type': 'html-file', 'sha256': '45e9c46efca5b57fff243d9c20315d5efbe793819b0a1a7fc290ec0691ea0aa4'}",261.15625,22751.118253616027,0.0,261.15625,-48.28404998779297,0.0,18855936.0
2365.000721636,0.0,1.940035872394219e-05,0.30078125,-1721.439697265625,0.560509979724884,269.7041015625,0.0,6164.3818359375,0.0,19109888.0,1773934293.562965,951.337890625,,255.6162109375,22628.273005747167,0.0,255.6162109375,-48.51990509033203,0.0,19109888.0
2390.522283499,0.0,-3.865931284963153e-05,0.3037109375,-1665.91796875,0.5687567591667175,281.646484375,0.0,5896.1376953125,0.0,19363840.0,1773934318.9216259,929.7001953125,,263.111328125,22695.057282636324,0.0,263.111328125,-49.04501724243164,0.0,19363840.0
2415.831091331,0.0,-5.890249667572789e-05,0.3095703125,-1794.1221923828125,0.568128764629364,282.8681640625,0.0,6082.1962890625,0.0,19617792.0,1773934344.4432292,952.99609375,,264.7216796875,22605.035862242697,0.0,264.7216796875,-48.9395637512207,0.0,19617792.0
2441.340196839,0.0,1.0147158718609717e-05,0.30078125,-1828.159912109375,0.5743147134780884,280.51171875,0.0,6308.11474609375,0.0,19871744.0,1773934369.7521393,966.1083984375,,259.099609375,22757.10044540939,0.0,259.099609375,-49.723384857177734,0.0,19871744.0
2493.942283877,0.0,6.0475398640846834e-05,0.29296875,-1522.6318359375,0.5704818964004517,263.3271484375,0.0,5706.890625,0.0,20125696.0,1773934447.8639028,892.662109375,"{'sha256': '479e96bb49f22d945110f5c4aa9da0b1dbd0cf3d63cb189d3ffe575ec292f524', 'path': 'media/html/render_20125696_479e96bb49f22d945110.html', 'size': 3865701.0, '_type': 'html-file'}",251.27734375,22635.621739126276,0.0,251.27734375,-49.892791748046875,0.0,20125696.0
2519.680717452,0.0,-5.3400413889903575e-05,0.306640625,-1758.576171875,0.5677306056022644,277.2783203125,0.0,6174.0849609375,0.0,20379648.0,1773934448.080893,959.0322265625,,260.9521484375,22785.99841564698,0.0,260.9521484375,-50.17417526245117,0.0,20379648.0
2544.997353221,0.0,7.091490988386795e-05,0.3349609375,-1709.1578369140625,0.5957163572311401,308.0771484375,0.0,6130.60302734375,0.0,20633600.0,1773934473.6016283,972.10546875,,297.509765625,22657.041145807176,0.0,297.509765625,-50.41946029663086,0.0,20633600.0
2570.474801339,0.0,1.9194594642613083e-05,0.318359375,-1620.75439453125,0.5769304037094116,284.029296875,0.0,5366.0087890625,0.0,20887552.0,1773934498.9182866,895.3095703125,,271.779296875,22777.10311490526,0.0,271.779296875,-50.482208251953125,0.0,20887552.0
2595.781657048,0.0,-2.772290463326499e-05,0.3046875,-1694.859130859375,0.5689816474914551,285.345703125,0.0,6275.4052734375,0.0,21141504.0,1773934524.395221,965.068359375,,273.8193359375,22720.341312994282,0.0,273.8193359375,-50.730472564697266,0.0,21141504.0
2648.320838359,0.0,-4.0054790588328615e-05,0.3037109375,-1651.085205078125,0.5643818974494934,276.146484375,0.0,6054.2568359375,0.0,21395456.0,1773934602.242514,945.494140625,"{'_type': 'html-file', 'sha256': 'aed8b425e2de94e30e8236ff53caf4348d291d4cfb46fe56aad022583d694d09', 'path': 'media/html/render_21395456_aed8b425e2de94e30e82.html', 'size': 3865445.0}",258.806640625,22794.343096894758,0.0,258.806640625,-50.889278411865234,0.0,21395456.0
2673.891949497,0.0,-8.530591003363952e-06,0.26953125,-1528.2576904296875,0.5734409689903259,245.65625,0.0,5779.9453125,0.0,21649408.0,1773934602.4607537,873.607421875,,237.3056640625,22698.380798603972,0.0,237.3056640625,-51.03765869140625,0.0,21649408.0
2699.388874541,0.0,5.418873479356989e-05,0.318359375,-1720.0859375,0.5538496375083923,298.42578125,0.0,6225.8876953125,0.0,21903360.0,1773934627.8129418,969.955078125,,288.4638671875,22703.12594320168,0.0,288.4638671875,-50.826377868652344,0.0,21903360.0
2724.734858495,0.0,6.866618787171319e-05,0.326171875,-1646.50244140625,0.5615765452384949,301.798828125,0.0,5746.97265625,0.0,22157312.0,1773934653.309773,927.091796875,,289.7783203125,22681.54062758944,0.0,289.7783203125,-51.16604232788086,0.0,22157312.0
2750.213858924,0.0,-1.074101874110056e-06,0.3466796875,-1766.54638671875,0.5509682297706604,325.1337890625,0.0,5860.8974609375,0.0,22411264.0,1773934678.65579,967.046875,,306.7578125,22709.177815542364,0.0,306.7578125,-50.87327575683594,0.0,22411264.0
2802.834861333,0.0,4.221637573209591e-05,0.2646484375,-1604.467529296875,0.5703728199005127,232.8779296875,0.0,6191.27783203125,0.0,22665216.0,1773934756.7565043,894.775390625,"{'path': 'media/html/render_22665216_7c94b910fd6f7b7e0f7a.html', 'size': 3860925.0, '_type': 'html-file', 'sha256': '7c94b910fd6f7b7e0f7a4a62ab3f9c1f92f109a0c87d6ed3968f007632f946b2'}",221.830078125,22689.083495530045,0.0,221.830078125,-51.77916717529297,0.0,22665216.0
2828.556272931,0.0,1.162701937573729e-05,0.287109375,-1513.8355712890625,0.5662383437156677,255.751953125,0.0,5613.84765625,0.0,22919168.0,1773934756.974592,872.916015625,,245.0703125,22811.861774604855,0.0,245.0703125,-51.96644592285156,0.0,22919168.0
