eval/episode_success_easy,eval/episode_reward_dist,training/critic_loss,training/sps,training/log_alpha,training/alpha_loss,_timestamp,training/actor_loss,eval/episode_success,eval/episode_success_any,eval/episode_success_hard,step,eval/episode_reward_near,eval/episode_reward_survive,eval/episode_dist,eval/episode_reward,training/entropy,_step,render,_runtime,eval/episode_reward_ctrl
168.3203125,0.0,0.8625553250312805,22099.071537896587,0.0,-1.716904625936877e-05,1773926826.7000022,-25.064847946166992,150.74609375,0.208984375,0.0,9459712.0,0.0,909.3935546875,6367.6533203125,150.74609375,0.0,9459712.0,,1181.767089339,-1682.945556640625
214.87890625,0.0,0.8665237426757812,22212.536769967344,0.0,1.3698645489057526e-05,1773926852.296305,-25.392683029174805,197.4521484375,0.26171875,0.0,9713664.0,0.0,911.267578125,6105.9365234375,197.4521484375,0.0,9713664.0,,1207.563103146,-1712.9384765625
194.61328125,0.0,0.8475724458694458,22099.413581964487,0.0,-5.7354536693310365e-06,1773926929.8219936,-25.942867279052734,177.8603515625,0.2353515625,0.0,9967616.0,0.0,919.8583984375,6331.8515625,177.8603515625,0.0,9967616.0,"{'sha256': '2c93bed1a279c8bd6b8616dad270ae683575dfde666b64c574c3f05a0fc9cf2c', 'path': 'media/html/render_9967616_2c93bed1a279c8bd6b86.html', 'size': 3864061.0, '_type': 'html-file'}",1259.292059218,-1765.570068359375
226.84375,0.0,0.858411431312561,22240.876848966014,0.0,-1.8816273950506002e-05,1773926930.008375,-26.73618507385254,210.794921875,0.2880859375,0.0,10221568.0,0.0,925.6357421875,6089.302734375,210.794921875,0.0,10221568.0,,1285.264065108,-1793.907470703125
172.6884765625,0.0,0.8902949094772339,22120.447150770386,0.0,-7.477586768800393e-05,1773926955.7931633,-28.08245086669922,152.8388671875,0.21484375,0.0,10475520.0,0.0,898.7666015625,6390.0625,152.8388671875,0.0,10475520.0,,1310.829420674,-1584.8665771484375
166.845703125,0.0,0.8815282583236694,22264.75962730972,0.0,-2.212091021647211e-05,1773926981.3586109,-29.323055267333984,143.5390625,0.1904296875,0.0,10729472.0,0.0,918.91015625,6509.60009765625,143.5390625,0.0,10729472.0,,1336.569171458,-1710.93359375
195.7080078125,0.0,0.9013646841049194,22199.677431703938,0.0,4.091359369340353e-05,1773927007.0986016,-29.332082748413086,182.1337890625,0.2431640625,0.0,10983424.0,0.0,747.939453125,4886.03955078125,182.1337890625,0.0,10983424.0,,1362.067727509,-1468.1116943359375
190.1240234375,0.0,0.9064879417419434,22420.98014436968,0.0,-2.7541869712877087e-05,1773927085.2875595,-31.362186431884766,155.7890625,0.2353515625,0.0,11237376.0,0.0,903.5107421875,6214.828125,155.7890625,0.0,11237376.0,"{'size': 3867513.0, '_type': 'html-file', 'sha256': '100e0ded9ce2a6289fa59d5baf1006205742f03d2cba0f06330cc5f826124493', 'path': 'media/html/render_11237376_100e0ded9ce2a6289fa5.html'}",1414.757619985,-1729.331298828125
170.7939453125,0.0,0.8953161835670471,22357.454700978415,0.0,-7.64509168220684e-05,1773927085.5057662,-32.274837493896484,161.099609375,0.21484375,0.0,11491328.0,0.0,916.6181640625,6469.5380859375,161.099609375,0.0,11491328.0,,1440.485787525,-1647.0499267578125
187.9716796875,0.0,0.9331943392753601,22399.41006491412,0.0,1.768870060914196e-05,1773927111.0144513,-32.3175163269043,177.33203125,0.2216796875,0.0,11745280.0,0.0,802.16796875,5387.95703125,177.33203125,0.0,11745280.0,,1466.154398321,-1477.147216796875
255.2587890625,0.0,0.8998734354972839,22326.86053766104,0.0,9.399801683684927e-07,1773927136.6835892,-32.635414123535156,241.435546875,0.296875,0.0,11999232.0,0.0,935.1416015625,6009.52783203125,241.435546875,0.0,11999232.0,,1491.642666404,-1757.4332275390625
261.5947265625,0.0,0.8995988965034485,22431.414188657724,0.0,-2.7221762138651684e-05,1773927162.1719255,-33.44879150390625,243.1953125,0.3076171875,0.0,12253184.0,0.0,927.529296875,5974.84521484375,243.1953125,0.0,12253184.0,,1517.291299389,-1790.81005859375
248.0029296875,0.0,0.8969672918319702,22363.43071714796,0.0,9.313179180026054e-05,1773927239.7550392,-34.51958084106445,232.9755859375,0.302734375,0.0,12507136.0,0.0,888.5791015625,5566.1416015625,232.9755859375,0.0,12507136.0,"{'_type': 'html-file', 'sha256': '27edd5ff55ee21d70603ea8d0625219eb978cb22c3e1e5d5fda1099b8e3928d9', 'path': 'media/html/render_12507136_27edd5ff55ee21d70603.html', 'size': 3863705.0}",1569.225093241,-1711.51416015625
230.1630859375,0.0,0.8670408129692078,22521.05718617296,0.0,-9.795979167392943e-06,1773927239.9597197,-35.335697174072266,211.9619140625,0.2666015625,0.0,12761088.0,0.0,905.994140625,5943.87939453125,211.9619140625,0.0,12761088.0,,1595.102520015,-1744.044189453125
259.8544921875,0.0,0.8794869780540466,22332.97145257318,0.0,-4.784918564837426e-05,1773927265.6318498,-36.26759719848633,250.2138671875,0.3115234375,0.0,13015040.0,0.0,924.3974609375,6103.2763671875,250.2138671875,0.0,13015040.0,,1620.53004695,-1753.8489990234375
269.7216796875,0.0,0.879011869430542,22541.817985517813,0.0,-3.9980786823434755e-05,1773927291.059422,-36.74153518676758,255.0810546875,0.3095703125,0.0,13268992.0,0.0,928.5107421875,5907.076171875,255.0810546875,0.0,13268992.0,,1646.166652131,-1798.71533203125
285.6513671875,0.0,0.8782137036323547,22397.085232286263,0.0,3.1274092179955915e-05,1773927316.6957562,-36.75578308105469,257.4833984375,0.3271484375,0.0,13522944.0,0.0,959.6669921875,5940.591796875,257.4833984375,0.0,13522944.0,,1671.601422615,-1897.60986328125
276.5546875,0.0,0.8535460829734802,22526.599790915287,0.0,2.4335184207302518e-05,1773927394.26497,-37.41779708862305,261.5009765625,0.3056640625,0.0,13776896.0,0.0,922.8017578125,5820.4013671875,261.5009765625,0.0,13776896.0,"{'size': 3864621.0, '_type': 'html-file', 'sha256': 'cde4520d23bff6413766f0bf058a13ad05a9e94b7c8c89d89e1f46bcbd35e43a', 'path': 'media/html/render_13776896_cde4520d23bff6413766.html'}",1723.735025747,-1776.83935546875
276.947265625,0.0,0.8522043228149414,22446.536642581068,0.0,1.3124440556566697e-05,1773927394.4607127,-38.59464645385742,257.544921875,0.3095703125,0.0,14030848.0,0.0,916.85546875,5639.62158203125,257.544921875,0.0,14030848.0,,1749.380560536,-1802.325927734375
275.1337890625,0.0,0.8375181555747986,22528.900127319837,0.0,-1.7360523997922428e-05,1773927419.9091358,-38.63218688964844,260.4013671875,0.310546875,0.0,14284800.0,0.0,937.9208984375,5963.935546875,260.4013671875,0.0,14284800.0,,1774.979896557,-1748.10986328125
264.56640625,0.0,0.8339173793792725,22478.995886529377,0.0,-2.9882596209063195e-05,1773927445.509241,-39.99875259399414,246.7041015625,0.30859375,0.0,14538752.0,0.0,934.7861328125,5963.3115234375,246.7041015625,0.0,14538752.0,,1800.381471275,-1683.2086181640625
300.6064453125,0.0,0.8226379752159119,22615.07055539173,0.0,3.952873885282315e-05,1773927470.9104662,-40.728118896484375,286.205078125,0.330078125,0.0,14792704.0,0.0,965.7060546875,6040.9111328125,286.205078125,0.0,14792704.0,,1825.944353402,-1838.447998046875
226.2353515625,0.0,0.8010335564613342,22530.27016558191,0.0,-7.400848517136183e-06,1773927548.560533,-41.39348602294922,211.4775390625,0.2734375,0.0,15046656.0,0.0,881.1845703125,5841.22509765625,211.4775390625,0.0,15046656.0,"{'path': 'media/html/render_15046656_f16e69113632f40489cb.html', 'size': 3872097.0, '_type': 'html-file', 'sha256': 'f16e69113632f40489cb9bf4bc8777a41f4f0fca523bac2f1e5e6bf3c0150203'}",1878.030541349,-1635.6724853515625
277.9453125,0.0,0.7473623752593994,22622.049407028957,0.0,-9.012789087137207e-05,1773927548.775893,-41.76784896850586,259.2236328125,0.310546875,0.0,15300608.0,0.0,948.6962890625,6062.14306640625,259.2236328125,0.0,15300608.0,,1903.860412855,-1838.92919921875
218.7529296875,0.0,0.7305637001991272,22438.430919279283,0.0,9.102283365791664e-05,1773927574.389702,-42.23748779296875,194.0126953125,0.2548828125,0.0,15554560.0,0.0,880.400390625,6036.27734375,194.0126953125,0.0,15554560.0,,1929.244027388,-1549.913818359375
224.0107421875,0.0,0.6876047253608704,22631.176921055034,0.0,0.00012567175144795328,1773927599.7732203,-42.65067672729492,213.359375,0.25390625,0.0,15808512.0,0.0,876.095703125,5796.95556640625,213.359375,0.0,15808512.0,,1954.818508224,-1632.033447265625
286.853515625,0.0,0.6956701874732971,22513.41480113788,0.0,-4.5575754484161735e-05,1773927625.3478072,-43.344322204589844,274.8173828125,0.3134765625,0.0,16062464.0,0.0,944.4716796875,5915.5419921875,274.8173828125,0.0,16062464.0,,1980.170637436,-1729.59033203125
281.50390625,0.0,0.686085045337677,22686.70684462578,0.0,2.7407584639149718e-05,1773927702.9281356,-43.93392562866211,258.4736328125,0.3154296875,0.0,16316416.0,0.0,936.255859375,5816.3564453125,258.4736328125,0.0,16316416.0,"{'path': 'media/html/render_16316416_51d784084b30328045a3.html', 'size': 3853193.0, '_type': 'html-file', 'sha256': '51d784084b30328045a3bc15b22875f253260fd2623c52c93b5f5af197aede44'}",2032.398150898,-1770.0858154296875
243.572265625,0.0,0.6496763229370117,22567.84068401867,0.0,-1.352972503809724e-05,1773927703.1317048,-45.33767318725586,228.5048828125,0.271484375,0.0,16570368.0,0.0,892.1259765625,5869.1669921875,228.5048828125,0.0,16570368.0,,2057.972276916,-1715.102294921875
276.14453125,0.0,0.6309382915496826,22670.85431089739,0.0,-6.113135896157473e-05,1773927728.5016553,-45.681419372558594,260.5517578125,0.314453125,0.0,16824320.0,0.0,912.3232421875,5763.77001953125,260.5517578125,0.0,16824320.0,,2083.488345559,-1720.879150390625
219.1171875,0.0,0.6199802160263062,22621.482004384416,0.0,0.00015439646085724235,1773927754.0176218,-46.50309753417969,195.5146484375,0.29296875,0.0,17078272.0,0.0,859.5283203125,5690.65576171875,195.5146484375,0.0,17078272.0,,2108.8278836,-1503.726806640625
264.919921875,0.0,0.61109858751297,22746.259279134385,0.0,-9.86134764389135e-05,1773927779.3569267,-47.04166030883789,245.916015625,0.296875,0.0,17332224.0,0.0,911.30859375,5912.873046875,245.916015625,0.0,17332224.0,,2134.361787831,-1590.2225341796875
242.3994140625,0.0,0.6282982230186462,22588.267278604784,0.0,0.00014114752411842346,1773927856.8464599,-47.246429443359375,223.64453125,0.291015625,0.0,17586176.0,0.0,908.560546875,5882.9501953125,223.64453125,0.0,17586176.0,"{'_type': 'html-file', 'sha256': '5bbb4aa7d977b9750206b49f931dcaf208478878453b7978906a0d421f9174e1', 'path': 'media/html/render_17586176_5bbb4aa7d977b9750206.html', 'size': 3858361.0}",2186.316516051,-1612.300537109375
299.3251953125,0.0,0.6157819628715515,22738.973008653156,0.0,1.6498857803526334e-05,1773927857.0998223,-47.501155853271484,283.0732421875,0.328125,0.0,17840128.0,0.0,930.8935546875,5696.96240234375,283.0732421875,0.0,17840128.0,,2212.105233266,-1757.278564453125
255.9501953125,0.0,0.6013551354408264,22601.17275950186,0.0,-3.880470467265695e-05,1773927882.634488,-47.69873809814453,241.4833984375,0.296875,0.0,18094080.0,0.0,906.7294921875,5789.43603515625,241.4833984375,0.0,18094080.0,,2237.428554805,-1671.9503173828125
243.9208984375,0.0,0.6127653121948242,22757.345983217514,0.0,4.9593010771786794e-05,1773927907.957863,-47.78865051269531,225.4833984375,0.2724609375,0.0,18348032.0,0.0,926.5439453125,6115.8662109375,225.4833984375,0.0,18348032.0,,2262.995912477,-1622.6800537109375
294.986328125,0.0,0.6060113906860352,22584.043584847517,0.0,-2.4514733013347723e-05,1773927933.5251245,-47.69123458862305,265.3916015625,0.3232421875,0.0,18601984.0,0.0,946.697265625,5805.634765625,265.3916015625,0.0,18601984.0,,2288.323761157,-1777.9249267578125
256.96484375,0.0,0.6348685622215271,22737.816278386115,0.0,-8.023475675145164e-05,1773928011.2255118,-48.623836517333984,243.9228515625,0.2861328125,0.0,18855936.0,0.0,931.689453125,6046.5947265625,243.9228515625,0.0,18855936.0,"{'sha256': 'ec3994891d0d9dd6ac14a2ff76710c9803f471ebdbdf073a2665145c9dbace88', 'path': 'media/html/render_18855936_ec3994891d0d9dd6ac14.html', 'size': 3857433.0, '_type': 'html-file'}",2340.695552763,-1688.24951171875
270.9873046875,0.0,0.6249353885650635,22647.259536729936,0.0,9.156108717434108e-06,1773928011.420181,-49.39960861206055,251.509765625,0.3193359375,0.0,19109888.0,0.0,941.0791015625,5883.560546875,251.509765625,0.0,19109888.0,,2366.248175707,-1716.25634765625
279.755859375,0.0,0.6234343647956848,22700.511223770103,0.0,5.723091453546658e-05,1773928036.7773683,-49.51830291748047,263.224609375,0.30859375,0.0,19363840.0,0.0,945.6533203125,5875.7119140625,263.224609375,0.0,19363840.0,,2391.759846192,-1620.04345703125
274.232421875,0.0,0.6028101444244385,22622.718219597464,0.0,2.3935546778375283e-05,1773928062.2890458,-50.32472229003906,258.646484375,0.3046875,0.0,19617792.0,0.0,949.24609375,6028.408203125,258.646484375,0.0,19617792.0,,2417.061119527,-1613.029541015625
302.482421875,0.0,0.6246916651725769,22791.81998202378,0.0,-1.1304367944831029e-05,1773928087.590431,-50.32101058959961,289.0361328125,0.3330078125,0.0,19871744.0,0.0,936.75,5709.1337890625,289.0361328125,0.0,19871744.0,,2442.567511477,-1701.6898193359375
259.9453125,0.0,0.6242026686668396,22634.472613749844,0.0,0.00010632111661834642,1773928164.975594,-50.20341491699219,243.3837890625,0.2890625,0.0,20125696.0,0.0,910.439453125,5737.42431640625,243.3837890625,0.0,20125696.0,"{'sha256': '824f5f48aa57a23c20eee33774ec86b74abbc126653a21e5ca14fd396e1b41a1', 'path': 'media/html/render_20125696_824f5f48aa57a23c20ee.html', 'size': 3863621.0, '_type': 'html-file'}",2494.445642288,-1603.0625
304.17578125,0.0,0.6087912917137146,22787.78211226352,0.0,5.2297341426310595e-06,1773928165.1803954,-50.75178527832031,289.1630859375,0.3271484375,0.0,20379648.0,0.0,963.345703125,5936.3046875,289.1630859375,0.0,20379648.0,,2520.172761095,-1709.8045654296875
301.388671875,0.0,0.6179149746894836,22648.691685713307,0.0,-0.00011408013961045071,1773928190.7014577,-51.44917297363281,292.380859375,0.3251953125,0.0,20633600.0,0.0,970.6826171875,6155.455078125,292.380859375,0.0,20633600.0,,2545.490182851,-1696.279052734375
319.8056640625,0.0,0.6018840670585632,22773.166375478955,0.0,6.484054756583646e-05,1773928216.019363,-51.488040924072266,310.412109375,0.3466796875,0.0,20887552.0,0.0,988.2734375,6020.837890625,310.412109375,0.0,20887552.0,,2570.986458251,-1797.5185546875
286.169921875,0.0,0.615239679813385,22686.467177501574,0.0,-9.697257337393239e-05,1773928241.5155063,-52.042152404785156,274.107421875,0.3193359375,0.0,21141504.0,0.0,953.111328125,5960.2919921875,274.107421875,0.0,21141504.0,,2596.284751119,-1678.5445556640625
300.8017578125,0.0,0.6159956455230713,22821.52696426708,0.0,8.226173667935655e-05,1773928319.147893,-52.265750885009766,289.0078125,0.3330078125,0.0,21395456.0,0.0,953.806640625,5828.0234375,289.0078125,0.0,21395456.0,"{'path': 'media/html/render_21395456_aaccd4b7744b6661ad2e.html', 'size': 3862689.0, '_type': 'html-file', 'sha256': 'aaccd4b7744b6661ad2e43c48eeaaae0827e18e0f43bc9813386f4f6d9792d64'}",2648.618070044,-1646.0181884765625
296.0400390625,0.0,0.6274075508117676,22682.80128825902,0.0,5.422847971203737e-05,1773928319.3568773,-52.436134338378906,284.3779296875,0.3173828125,0.0,21649408.0,0.0,965.4736328125,5996.2490234375,284.3779296875,0.0,21649408.0,,2674.171506693,-1763.7369384765625
331.5380859375,0.0,0.6296157240867615,22738.707479380908,0.0,-5.571009751292877e-05,1773928344.7007568,-52.75465393066406,316.3525390625,0.35546875,0.0,21903360.0,0.0,972.6015625,5858.134765625,316.3525390625,0.0,21903360.0,,2699.66097966,-1763.592041015625
273.4951171875,0.0,0.6251234412193298,22703.208207286327,0.0,9.890053479466587e-05,1773928370.1895177,-53.255096435546875,260.259765625,0.30078125,0.0,22157312.0,0.0,955.1240234375,6238.77734375,260.259765625,0.0,22157312.0,,2725.025217166,-1606.2783203125
277.57421875,0.0,0.596731960773468,22682.531272897573,0.0,2.324765046068933e-05,1773928395.5544362,-52.70317459106445,266.7568359375,0.30859375,0.0,22411264.0,0.0,943.3251953125,6030.09912109375,266.7568359375,0.0,22411264.0,,2750.493840672,-1668.757568359375
313.1865234375,0.0,0.6109936833381653,22713.63686056662,0.0,-0.00011897127842530608,1773928473.4529972,-54.09495544433594,299.0302734375,0.34765625,0.0,22665216.0,0.0,966.25390625,5844.5439453125,299.0302734375,0.0,22665216.0,"{'sha256': '82667aab349f1ebaaec810a0572026403d078faa1529104cdcad99020d9d1cec', 'path': 'media/html/render_22665216_82667aab349f1ebaaec8.html', 'size': 3860437.0, '_type': 'html-file'}",2802.923050285,-1750.484375
