eval/episode_reward_near,_timestamp,training/alpha_loss,step,_step,training/log_alpha,training/entropy,eval/episode_success_any,eval/episode_dist,eval/episode_success_easy,eval/episode_success_hard,training/actor_loss,eval/episode_reward_dist,eval/episode_reward_ctrl,render,training/sps,_runtime,eval/episode_success,training/critic_loss,eval/episode_reward_survive,eval/episode_reward
0.0,1773450531.4975553,8.66697882884182e-05,3364864.0,3364864.0,0.0,0.0,0.9658203125,33.25639343261719,0.0,0.0,-41.52888870239258,-33.25639343261719,0.0,,48568.150156959906,123.229109616,843.4052734375,1.8892513513565063,0.0,843.4052734375
0.0,1773450552.484763,-1.6280007912428118e-05,3618816.0,3618816.0,0.0,0.0,0.9609375,35.59393310546875,0.0,0.0,-45.531227111816406,-35.59393310546875,0.0,"{'_type': 'html-file', 'sha256': 'e0c2691bc89d557cbc0e180bad0bc685890370e030c6a65b727b9c6da41873ef', 'path': 'media/html/render_3618816_e0c2691bc89d557cbc0e.html', 'size': 906777}",48595.063363853675,138.266158944,834.08203125,1.8815311193466187,0.0,834.08203125
0.0,1773450552.6285028,5.1235831051599234e-05,3872768.0,3872768.0,0.0,0.0,0.9541015625,33.410667419433594,0.0,0.0,-49.505157470703125,-33.410667419433594,0.0,,48553.50512052475,144.330577434,854.978515625,1.8157635927200317,0.0,854.978515625
0.0,1773450558.548519,2.616059464344289e-05,4126720.0,4126720.0,0.0,0.0,0.953125,33.60054016113281,0.0,0.0,-51.844913482666016,-33.60054016113281,0.0,,48863.75129484238,150.269989241,850.626953125,1.75997793674469,0.0,850.626953125
0.0,1773450564.4882438,6.97972864145413e-05,4380672.0,4380672.0,0.0,0.0,0.9453125,32.06036376953125,0.0,0.0,-55.028926849365234,-32.06036376953125,0.0,,48624.035117524654,156.197711796,862.6484375,1.749140739440918,0.0,862.6484375
0.0,1773450570.4157374,-1.0935701538983267e-05,4634624.0,4634624.0,0.0,0.0,0.9599609375,34.56559753417969,0.0,0.0,-57.144691467285156,-34.56559753417969,0.0,,48750.933832081144,162.128629255,863.2255859375,1.6890027523040771,0.0,863.2255859375
0.0,1773450591.0883632,0.0001071140868589282,4888576.0,4888576.0,0.0,0.0,0.953125,32.463680267333984,0.0,0.0,-59.91092300415039,-32.463680267333984,0.0,"{'_type': 'html-file', 'sha256': '22df7dbe9ad1f1e9214eb1eb2af0539043b68227e3e73bb7f7a6b01f34e4aa69', 'path': 'media/html/render_4888576_22df7dbe9ad1f1e9214e.html', 'size': 907297}",48758.199966995635,176.869777379,854.689453125,1.6109150648117065,0.0,854.689453125
0.0,1773450591.2297988,2.6910100132226944e-05,5142528.0,5142528.0,0.0,0.0,0.9248046875,38.468421936035156,0.0,0.0,-61.89946365356445,-38.468421936035156,0.0,,48697.962818440974,182.957306857,823.3935546875,1.604924201965332,0.0,823.3935546875
0.0,1773450597.174934,2.0200641301926225e-05,5396480.0,5396480.0,0.0,0.0,0.96484375,32.55093002319336,0.0,0.0,-64.12265014648438,-32.55093002319336,0.0,,48632.16050543205,188.8742743,879.9873046875,1.5112743377685547,0.0,879.9873046875
0.0,1773450603.0923052,-1.0264967386319768e-05,5650432.0,5650432.0,0.0,0.0,0.97265625,29.689022064208984,0.0,0.0,-65.37431335449219,-29.689022064208984,0.0,,48858.5423244084,194.796399552,898.2314453125,1.4497644901275635,0.0,898.2314453125
0.0,1773450609.014409,5.812413655803539e-05,5904384.0,5904384.0,0.0,0.0,0.9833984375,30.995576858520508,0.0,0.0,-66.77478790283203,-30.995576858520508,0.0,,48825.16987053915,200.726750776,907.708984375,1.46543550491333,0.0,907.708984375
0.0,1773450630.1197844,6.252969615161419e-05,6158336.0,6158336.0,0.0,0.0,0.9794921875,29.673988342285156,0.0,0.0,-69.03811645507812,-29.673988342285156,0.0,"{'_type': 'html-file', 'sha256': '26d66d02a03c882b155a3aa81e3861043670edf37b813447d677ba5da5094324', 'path': 'media/html/render_6158336_26d66d02a03c882b155a.html', 'size': 908365}",48756.65327711509,215.901234799,925.3359375,1.3568967580795288,0.0,925.3359375
0.0,1773450630.27895,7.651141640963033e-05,6412288.0,6412288.0,0.0,0.0,0.9892578125,31.38184356689453,0.0,0.0,-70.32659912109375,-31.38184356689453,0.0,,48689.53276818256,222.006584409,909.1181640625,1.317816972732544,0.0,909.1181640625
0.0,1773450636.2243013,-6.944977030798327e-06,6666240.0,6666240.0,0.0,0.0,0.9755859375,30.019153594970703,0.0,0.0,-71.57554626464844,-30.019153594970703,0.0,,48635.84668587349,227.923705129,914.9130859375,1.2339839935302734,0.0,914.9130859375
0.0,1773450642.141841,1.7221362213604152e-05,6920192.0,6920192.0,0.0,0.0,0.9833984375,30.715057373046875,0.0,0.0,-72.14652252197266,-30.715057373046875,0.0,,48863.141581705095,233.867431584,921.3037109375,1.2441648244857788,0.0,921.3037109375
0.0,1773450648.0855374,7.196843944257125e-05,7174144.0,7174144.0,0.0,0.0,0.9541015625,32.45281219482422,0.0,0.0,-72.64451599121094,-32.45281219482422,0.0,,48621.29618617813,239.820960998,896.2939453125,1.265216588973999,0.0,896.2939453125
0.0,1773450668.8585756,-8.351527867489494e-06,7428096.0,7428096.0,0.0,0.0,0.9794921875,28.898025512695312,0.0,0.0,-74.27103424072266,-28.898025512695312,0.0,"{'_type': 'html-file', 'sha256': 'bdb99f6c41095f36acca1fd68491586c495b01f62ffad1ac840004d1e3b2ff8d', 'path': 'media/html/render_7428096_bdb99f6c41095f36acca.html', 'size': 908621}",48522.02220825534,254.639970525,918.1513671875,1.1801661252975464,0.0,918.1513671875
0.0,1773450669.0132627,8.143398736137897e-05,7682048.0,7682048.0,0.0,0.0,0.9892578125,28.57626724243164,0.0,0.0,-75.09532165527344,-28.57626724243164,0.0,,48724.85295692066,260.729863614,938.1025390625,1.115937352180481,0.0,938.1025390625
0.0,1773450674.9480035,-5.679011792381061e-06,7936000.0,7936000.0,0.0,0.0,0.978515625,29.97104263305664,0.0,0.0,-75.99452209472656,-29.97104263305664,0.0,,48726.95489520098,266.669406405,926.9814453125,1.095304012298584,0.0,926.9814453125
0.0,1773450680.8871946,2.5620074666221626e-05,8189952.0,8189952.0,0.0,0.0,0.9794921875,27.80441665649414,0.0,0.0,-76.69373321533203,-27.80441665649414,0.0,,48660.516279235715,272.582902293,940.212890625,1.101241946220398,0.0,940.212890625
0.0,1773450686.8011029,3.829130582744256e-05,8443904.0,8443904.0,0.0,0.0,0.9833984375,28.184803009033203,0.0,0.0,-77.7691650390625,-28.184803009033203,0.0,,48916.43680328128,278.519335351,936.2626953125,1.006014347076416,0.0,936.2626953125
0.0,1773450707.778444,6.440126162488014e-05,8697856.0,8697856.0,0.0,0.0,0.98828125,27.190893173217773,0.0,0.0,-77.93413543701172,-27.190893173217773,0.0,"{'sha256': 'bb8eccc6860a86bc1d7349a4ff9b87c44b4466260f829f3acf3da8877ffafb1b', 'path': 'media/html/render_8697856_bb8eccc6860a86bc1d73.html', 'size': 907705, '_type': 'html-file'}",48685.618139329155,293.559841849,941.98046875,1.066992998123169,0.0,941.98046875
0.0,1773450707.9286885,2.1563844711636193e-05,8951808.0,8951808.0,0.0,0.0,0.9873046875,26.867136001586914,0.0,0.0,-78.90827178955078,-26.867136001586914,0.0,,48694.63897767726,299.645935167,937.705078125,1.0266883373260498,0.0,937.705078125
0.0,1773450713.8639367,-5.162684101378545e-05,9205760.0,9205760.0,0.0,0.0,0.9931640625,27.26833724975586,0.0,0.0,-79.55132293701172,-27.26833724975586,0.0,,48725.044642610446,305.588542565,949.9404296875,0.9759937524795532,0.0,949.9404296875
0.0,1773450719.8063242,6.081040555727668e-05,9459712.0,9459712.0,0.0,0.0,0.9873046875,28.581029891967773,0.0,0.0,-79.65312194824219,-28.581029891967773,0.0,,48641.09046304327,311.521267174,943.587890625,1.025926113128662,0.0,943.587890625
0.0,1773450725.7394645,-3.883468161802739e-05,9713664.0,9713664.0,0.0,0.0,0.99609375,27.173900604248047,0.0,0.0,-80.21500396728516,-27.173900604248047,0.0,,48721.38058660777,317.473200825,944.083984375,0.9600510597229004,0.0,944.083984375
0.0,1773450746.4553463,0.0001779137528501451,9967616.0,9967616.0,0.0,0.0,0.9833984375,28.77815055847168,0.0,0.0,-81.03304290771484,-28.77815055847168,0.0,"{'size': 908473, '_type': 'html-file', 'sha256': 'a8ac37fec00469be6dfc808081070473acc606b6cd8222b8bc4b1f42b77b5e5e', 'path': 'media/html/render_9967616_a8ac37fec00469be6dfc.html'}",48550.13236835207,332.236769578,945.046875,0.9151375889778137,0.0,945.046875
0.0,1773450746.6044085,-3.003703386639245e-05,10221568.0,10221568.0,0.0,0.0,0.984375,27.929615020751953,0.0,0.0,-80.35792541503906,-27.929615020751953,0.0,,48710.43404813743,338.33665837,940.1982421875,0.9698407649993896,0.0,940.1982421875
0.0,1773450752.5546181,2.1484642275027e-05,10475520.0,10475520.0,0.0,0.0,0.9970703125,27.06804847717285,0.0,0.0,-82.27848052978516,-27.06804847717285,0.0,,48586.07937778546,344.28549904,955.740234375,0.8407996296882629,0.0,955.740234375
0.0,1773450758.503149,9.067862265510485e-05,10729472.0,10729472.0,0.0,0.0,0.994140625,26.917606353759766,0.0,0.0,-84.56048583984375,-26.917606353759766,0.0,,48557.74828335227,350.236596497,947.4306640625,0.7821911573410034,0.0,947.4306640625
0.0,1773450764.4546185,4.586228897096589e-05,10983424.0,10983424.0,0.0,0.0,0.99609375,26.543651580810547,0.0,0.0,-86.64445495605469,-26.543651580810547,0.0,,48547.35307702801,356.176245317,955.046875,0.6465590000152588,0.0,955.046875
0.0,1773450785.739664,8.891701872926205e-05,11237376.0,11237376.0,0.0,0.0,0.9912109375,27.83800506591797,0.0,0.0,-87.93482971191406,-27.83800506591797,0.0,"{'size': 907785, '_type': 'html-file', 'sha256': '7310189f26aca738ec595a226e0d098f4a96a8f252ab9f43c581eee533ba00e8', 'path': 'media/html/render_11237376_7310189f26aca738ec59.html'}",48642.729791816426,371.521088576,951.9287109375,0.5858334898948669,0.0,951.9287109375
0.0,1773450785.898219,5.551214417209849e-05,11491328.0,11491328.0,0.0,0.0,1.0,25.342021942138672,0.0,0.0,-89.32364654541016,-25.342021942138672,0.0,,48490.35272488758,377.626843318,950.7119140625,0.46309396624565125,0.0,950.7119140625
0.0,1773450791.8448915,6.16722900304012e-05,11745280.0,11745280.0,0.0,0.0,0.998046875,30.59164810180664,0.0,0.0,-90.745361328125,-30.59164810180664,0.0,,48602.824229428836,383.602075038,918.93359375,0.3380390703678131,0.0,918.93359375
0.0,1773450797.8200436,1.3574590411735699e-05,11999232.0,11999232.0,0.0,0.0,0.9990234375,27.813501358032227,0.0,0.0,-91.97265625,-27.813501358032227,0.0,,48327.090699691005,389.565286554,952.9208984375,0.1882750540971756,0.0,952.9208984375
0.0,1773450803.7828867,0.0001336072018602863,12253184.0,12253184.0,0.0,0.0,0.9921875,29.208290100097656,0.0,0.0,-92.5550308227539,-29.208290100097656,0.0,,48447.20378090832,395.535740822,944.0703125,0.16311803460121155,0.0,944.0703125
0.0,1773450824.7253103,6.240628863452002e-06,12507136.0,12507136.0,0.0,0.0,0.9931640625,29.031475067138672,0.0,0.0,-93.37165069580078,-29.031475067138672,0.0,"{'size': 907305, '_type': 'html-file', 'sha256': '5b1fd83f8c37d628aab423f9841c97411d1ce5b611515db6592c6314d6241c29', 'path': 'media/html/render_12507136_5b1fd83f8c37d628aab4.html'}",48364.33526788818,410.506685521,945.7607421875,0.10703824460506439,0.0,945.7607421875
0.0,1773450824.8872108,3.220605867682025e-05,12761088.0,12761088.0,0.0,0.0,0.9921875,27.607664108276367,0.0,0.0,-94.1794662475586,-27.607664108276367,0.0,,48644.95572401208,416.616838039,951.3525390625,0.09089101105928421,0.0,951.3525390625
0.0,1773450830.834801,1.836500632634852e-05,13015040.0,13015040.0,0.0,0.0,0.9951171875,30.705799102783203,0.0,0.0,-94.80912017822266,-30.705799102783203,0.0,,48606.49043727237,422.565519299,954.2412109375,0.08657460659742355,0.0,954.2412109375
0.0,1773450836.7835338,3.539446333888918e-05,13268992.0,13268992.0,0.0,0.0,0.9951171875,30.225997924804688,0.0,0.0,-95.2514419555664,-30.225997924804688,0.0,,48565.61680836534,428.530463577,928.4501953125,0.07852785289287567,0.0,928.4501953125
0.0,1773450842.7481542,-5.075925400888082e-06,13522944.0,13522944.0,0.0,0.0,0.9814453125,34.041324615478516,0.0,0.0,-95.72412872314453,-34.041324615478516,0.0,,48430.84563148318,434.490733317,872.8564453125,0.0700879842042923,0.0,872.8564453125
0.0,1773450863.5254602,9.391545063408557e-06,13776896.0,13776896.0,0.0,0.0,1.0,28.34221649169922,0.0,0.0,-96.25479888916016,-28.34221649169922,0.0,"{'size': 907805, '_type': 'html-file', 'sha256': 'ebcea8eb8d4acb52da7f024424c41c5cf30dc90309c42a655509fc090c96d4b1', 'path': 'media/html/render_13776896_ebcea8eb8d4acb52da7f.html'}",48465.90604433366,449.30684535,951.1298828125,0.06552276760339737,0.0,951.1298828125
0.0,1773450863.6802378,2.3556016458314843e-05,14030848.0,14030848.0,0.0,0.0,0.9951171875,27.99953842163086,0.0,0.0,-96.35563659667969,-27.99953842163086,0.0,,48367.04093216198,455.434002784,957.4833984375,0.06243487074971199,0.0,957.4833984375
0.0,1773450869.6520038,9.693885658634827e-07,14284800.0,14284800.0,0.0,0.0,0.984375,28.180124282836914,0.0,0.0,-96.3401107788086,-28.180124282836914,0.0,,48402.420294308366,461.38156926,953.837890625,0.05961187928915024,0.0,953.837890625
0.0,1773450875.5997374,1.529433393443469e-05,14538752.0,14538752.0,0.0,0.0,0.9990234375,27.523372650146484,0.0,0.0,-96.6112060546875,-27.523372650146484,0.0,,48594.79510396731,467.327991316,963.5009765625,0.055135924369096756,0.0,963.5009765625
0.0,1773450881.546067,8.10034543974325e-06,14792704.0,14792704.0,0.0,0.0,1.0,29.28073501586914,0.0,0.0,-96.83909606933594,-29.28073501586914,0.0,,48593.114667275186,473.276476785,957.6064453125,0.05083323270082474,0.0,957.6064453125
0.0,1773450902.7659514,2.511156935725012e-06,15046656.0,15046656.0,0.0,0.0,0.998046875,28.51784896850586,0.0,0.0,-96.96448516845703,-28.51784896850586,0.0,"{'path': 'media/html/render_15046656_b52e93acfd5f91445f2e.html', 'size': 908949, '_type': 'html-file', 'sha256': 'b52e93acfd5f91445f2e044164dba6905746d648a5a25b28ffbc7805a389cecf'}",48565.278015171636,488.547349998,963.943359375,0.05396650359034538,0.0,963.943359375
0.0,1773450902.9259381,4.1255290852859616e-05,15300608.0,15300608.0,0.0,0.0,0.9990234375,28.799854278564453,0.0,0.0,-97.12156677246094,-28.799854278564453,0.0,,48510.824815455155,494.661426437,967.6376953125,0.04783617705106735,0.0,967.6376953125
0.0,1773450908.879451,-8.878716471372172e-06,15554560.0,15554560.0,0.0,0.0,1.0,27.743986129760742,0.0,0.0,-97.14655303955078,-27.743986129760742,0.0,,48568.13022573847,500.607216193,969.5126953125,0.04629908502101898,0.0,969.5126953125
0.0,1773450914.825457,1.3497462532541249e-05,15808512.0,15808512.0,0.0,0.0,1.0,27.4038143157959,0.0,0.0,-97.23747253417969,-27.4038143157959,0.0,,48598.426840391534,506.549087926,969.341796875,0.04595870524644852,0.0,969.341796875
0.0,1773450920.7668002,9.697744644654449e-06,16062464.0,16062464.0,0.0,0.0,1.0,27.203645706176758,0.0,0.0,-97.2724838256836,-27.203645706176758,0.0,,48636.055438110016,512.472319495,965.4658203125,0.04212524741888046,0.0,965.4658203125
0.0,1773450941.562794,8.397493729717098e-06,16316416.0,16316416.0,0.0,0.0,1.0,26.836917877197266,0.0,0.0,-97.2955093383789,-26.836917877197266,0.0,"{'_type': 'html-file', 'sha256': '8e3e44b57138ad61ba77d0b0f84a733121e8d54a1ca386cdb1c9416899be72ff', 'path': 'media/html/render_16316416_8e3e44b57138ad61ba77.html', 'size': 906949}",48797.424477649954,527.344196838,969.0771484375,0.039993513375520706,0.0,969.0771484375
0.0,1773450941.7122235,-3.997035946667893e-06,16570368.0,16570368.0,0.0,0.0,1.0,27.158512115478516,0.0,0.0,-97.3100357055664,-27.158512115478516,0.0,,48681.948885484024,533.480082724,968.609375,0.04055861383676529,0.0,968.609375
0.0,1773450947.698164,7.453464149875799e-06,16824320.0,16824320.0,0.0,0.0,1.0,27.82994270324707,0.0,0.0,-97.42161560058594,-27.82994270324707,0.0,,48294.672170960344,539.444910681,972.8583984375,0.036361757665872574,0.0,972.8583984375
0.0,1773450953.6629796,1.7600970068087918e-06,17078272.0,17078272.0,0.0,0.0,1.0,27.4443359375,0.0,0.0,-97.50769805908203,-27.4443359375,0.0,,48434.76344392543,545.409787279,966.8896484375,0.037699900567531586,0.0,966.8896484375
0.0,1773450959.6278462,-1.7804966773837805e-05,17332224.0,17332224.0,0.0,0.0,1.0,27.1497802734375,0.0,0.0,-97.66465759277344,-27.1497802734375,0.0,,48421.06818046163,551.365040586,970.4951171875,0.034710582345724106,0.0,970.4951171875
0.0,1773450980.4844391,2.3633187083760276e-05,17586176.0,17586176.0,0.0,0.0,1.0,26.791011810302734,0.0,0.0,-97.88297271728516,-26.791011810302734,0.0,"{'sha256': '4476177c03222904aabe573437a7446caac65e0bdf590fcf2867a7267e371802', 'path': 'media/html/render_17586176_4476177c03222904aabe.html', 'size': 908157, '_type': 'html-file'}",48519.21740269617,566.265850021,972.0419921875,0.03265757113695145,0.0,972.0419921875
0.0,1773450980.6316445,6.422175374609651e-06,17840128.0,17840128.0,0.0,0.0,1.0,24.687358856201172,0.0,0.0,-97.93327331542969,-24.687358856201172,0.0,,48453.72721193613,572.383546524,970.5322265625,0.03394986689090729,0.0,970.5322265625
0.0,1773450986.6015804,8.292180609714705e-06,18094080.0,18094080.0,0.0,0.0,0.9990234375,26.20199966430664,0.0,0.0,-97.8998794555664,-26.20199966430664,0.0,,48438.16424016974,578.336001965,966.5849609375,0.03339187428355217,0.0,966.5849609375
0.0,1773450992.5540295,1.287712734665547e-06,18348032.0,18348032.0,0.0,0.0,1.0,25.615571975708008,0.0,0.0,-97.91449737548828,-25.615571975708008,0.0,,48533.3065933051,584.300681362,973.90625,0.034257832914590836,0.0,973.90625
0.0,1773450998.5187051,-3.7832140264981717e-07,18601984.0,18601984.0,0.0,0.0,1.0,25.967514038085938,0.0,0.0,-97.88510131835938,-25.967514038085938,0.0,,48433.70629887156,590.258090737,975.0673828125,0.031639985740184784,0.0,975.0673828125
0.0,1773451019.4391594,3.2850136904016836e-06,18855936.0,18855936.0,0.0,0.0,1.0,27.72161293029785,0.0,0.0,-97.94906616210938,-27.72161293029785,0.0,"{'path': 'media/html/render_18855936_4bc5cda67c654567cb30.html', 'size': 907661, '_type': 'html-file', 'sha256': '4bc5cda67c654567cb302d477a446db2c19a265dea4fff65266d7522453d6d1d'}",48494.9226640413,605.220551071,973.376953125,0.0319456122815609,0.0,973.376953125
0.0,1773451019.5913706,-5.812199106003391e-06,19109888.0,19109888.0,0.0,0.0,1.0,26.05755615234375,0.0,0.0,-97.93965911865234,-26.05755615234375,0.0,,48446.45017335898,611.338677884,974.6611328125,0.032339852303266525,0.0,974.6611328125
0.0,1773451025.5567732,2.8859267331426963e-07,19363840.0,19363840.0,0.0,0.0,1.0,23.91065216064453,0.0,0.0,-97.96686553955078,-23.91065216064453,0.0,,48479.53401326083,617.296036614,974.5615234375,0.030374674126505852,0.0,974.5615234375
0.0,1773451031.514164,6.353727712848922e-06,19617792.0,19617792.0,0.0,0.0,1.0,27.19900894165039,0.0,0.0,-97.9955062866211,-27.19900894165039,0.0,,48497.071053831314,623.243213771,974.0849609375,0.03246266022324562,0.0,974.0849609375
0.0,1773451037.4613583,9.568802852299996e-06,19871744.0,19871744.0,0.0,0.0,1.0,26.944442749023438,0.0,0.0,-98.03516387939453,-26.944442749023438,0.0,,48583.145284442035,629.203233619,973.4609375,0.03473006933927536,0.0,973.4609375
0.0,1773451058.418906,2.4029457108554197e-06,20125696.0,20125696.0,0.0,0.0,1.0,28.58560562133789,0.0,0.0,-98.05079650878906,-28.58560562133789,0.0,"{'path': 'media/html/render_20125696_9ee80c97ddcf4f52025c.html', 'size': 908485, '_type': 'html-file', 'sha256': '9ee80c97ddcf4f52025cf823ff1d0c8b83ea4f7934ed7a30b941283282943869'}",48472.57127696591,644.200310794,974.5927734375,0.0319882370531559,0.0,974.5927734375
0.0,1773451058.5759966,2.528843481286458e-07,20379648.0,20379648.0,0.0,0.0,1.0,27.096149444580078,0.0,0.0,-97.99434661865234,-27.096149444580078,0.0,,48545.44139256418,650.315923755,974.1650390625,0.03422849252820015,0.0,974.1650390625
0.0,1773451064.5338075,1.1692664884321857e-05,20633600.0,20633600.0,0.0,0.0,1.0,27.8832950592041,0.0,0.0,-97.95784759521484,-27.8832950592041,0.0,,48528.762582214906,656.270650561,964.4619140625,0.03207829222083092,0.0,964.4619140625
0.0,1773451070.4885464,-1.771835559338797e-05,20887552.0,20887552.0,0.0,0.0,1.0,26.9079647064209,0.0,0.0,-98.00848388671875,-26.9079647064209,0.0,,48521.32815998148,662.219600084,974.0625,0.03296337276697159,0.0,974.0625
0.0,1773451076.4376676,1.306356534769293e-05,21141504.0,21141504.0,0.0,0.0,1.0,28.038307189941406,0.0,0.0,-98.0928955078125,-28.038307189941406,0.0,,48563.141291203254,668.185009145,971.716796875,0.032254595309495926,0.0,971.716796875
0.0,1773451097.3834686,3.304716301499866e-06,21395456.0,21395456.0,0.0,0.0,0.9970703125,29.351327896118164,0.0,0.0,-98.11571502685547,-29.351327896118164,0.0,"{'_type': 'html-file', 'sha256': '094a8a86f2303d29a31174eaae72003e1adf82723898e2193f118e64910b6452', 'path': 'media/html/render_21395456_094a8a86f2303d29a311.html', 'size': 911165}",48421.41817192616,683.164857552,963.9951171875,0.030908435583114624,0.0,963.9951171875
0.0,1773451097.5412803,-1.6905792108445894e-06,21649408.0,21649408.0,0.0,0.0,1.0,27.544647216796875,0.0,0.0,-98.13777160644531,-27.544647216796875,0.0,,48566.72622308117,689.282144384,972.0244140625,0.031222810968756676,0.0,972.0244140625
0.0,1773451103.500131,1.1306800843158271e-05,21903360.0,21903360.0,0.0,0.0,1.0,26.03903579711914,0.0,0.0,-98.17120361328125,-26.03903579711914,0.0,,48520.057263177536,695.23544735,973.560546875,0.02857518196105957,0.0,973.560546875
0.0,1773451109.4534357,-3.5816501622321084e-06,22157312.0,22157312.0,0.0,0.0,1.0,26.346139907836914,0.0,0.0,-98.25270080566406,-26.346139907836914,0.0,,48543.175887407924,701.197754453,975.048828125,0.025606771931052208,0.0,975.048828125
0.0,1773451115.415739,8.338303700838878e-07,22411264.0,22411264.0,0.0,0.0,1.0,28.459484100341797,0.0,0.0,-98.25367736816406,-28.459484100341797,0.0,,48620.89447260174,707.147564505,973.7890625,0.026257390156388283,0.0,973.7890625
0.0,1773451136.4256222,1.0286446922691539e-05,22665216.0,22665216.0,0.0,0.0,1.0,28.207406997680664,0.0,0.0,-98.26876831054688,-28.207406997680664,0.0,"{'_type': 'html-file', 'sha256': 'd564e87a84729b153342371235e00d514c4e47e8609f43974f0d2ad8f52d35d6', 'path': 'media/html/render_22665216_d564e87a84729b153342.html', 'size': 908477}",48551.92934071552,722.207091173,975.9169921875,0.02832033857703209,0.0,975.9169921875
0.0,1773451136.5757205,-7.875038136262447e-06,22919168.0,22919168.0,0.0,0.0,1.0,26.52526092529297,0.0,0.0,-98.30384826660156,-26.52526092529297,0.0,,48381.56269458595,728.321920709,975.7041015625,0.026590561494231224,0.0,975.7041015625
0.0,1773451142.5399325,6.443231086450396e-06,23173120.0,23173120.0,0.0,0.0,0.9990234375,28.719608306884766,0.0,0.0,-98.3248291015625,-28.719608306884766,0.0,,48462.159585747206,734.290698989,968.16015625,0.02564159221947193,0.0,968.16015625
0.0,1773451148.508709,2.5785077468754025e-06,23427072.0,23427072.0,0.0,0.0,1.0,29.348773956298828,0.0,0.0,-98.34548950195312,-29.348773956298828,0.0,,48421.404964609224,740.245728392,963.7646484375,0.025247445330023766,0.0,963.7646484375
0.0,1773451154.4636862,1.122810226661386e-05,23681024.0,23681024.0,0.0,0.0,1.0,26.902048110961914,0.0,0.0,-98.33045959472656,-26.902048110961914,0.0,,48532.55915004223,746.202031132,975.0869140625,0.022135013714432716,0.0,975.0869140625
