eval/episode_success_easy,training/critic_loss,_timestamp,training/sps,eval/episode_success_hard,eval/episode_reward_survive,render,eval/episode_success_any,eval/episode_reward_dist,step,eval/episode_success,eval/episode_dist,eval/episode_reward_ctrl,training/actor_loss,training/alpha_loss,_runtime,eval/episode_reward,eval/episode_reward_near,_step,training/entropy,training/log_alpha
0.0,1.540607213973999,1773452146.7486207,49236.78106559641,0.0,0.0,,0.7392578125,-65.59988403320312,3364864.0,596.5986328125,65.59988403320312,0.0,-18.4301815032959,-7.643135177204385e-05,122.709591795,596.5986328125,0.0,3364864.0,0.0,0.0
0.0,1.6583445072174072,1773452167.689578,49270.34727394357,0.0,0.0,"{'path': 'media/html/render_3618816_a7321a99aebcd745d9bf.html', 'size': 907317, '_type': 'html-file', 'sha256': 'a7321a99aebcd745d9bfec93239f42d2288725a9a09891c9cd31a825123c58d4'}",0.77734375,-67.45094299316406,3618816.0,636.890625,67.45094299316406,0.0,-21.39763069152832,-8.931756383390166e-06,137.771803748,636.890625,0.0,3618816.0,0.0,0.0
0.0,1.7702670097351074,1773452167.8341062,49182.15003523525,0.0,0.0,,0.779296875,-59.928199768066406,3872768.0,638.9638671875,59.928199768066406,0.0,-23.56352996826172,-6.656894402112812e-05,143.775962396,638.9638671875,0.0,3872768.0,0.0,0.0
0.0,1.821778416633606,1773452173.6928835,49456.873321166975,0.0,0.0,,0.80078125,-52.491355895996094,4126720.0,693.4072265625,52.491355895996094,0.0,-28.334959030151367,6.126269909145776e-06,149.652228017,693.4072265625,0.0,4126720.0,0.0,0.0
0.0,2.0161678791046143,1773452179.5694807,49242.17799724792,0.0,0.0,,0.8701171875,-46.09571075439453,4380672.0,749.388671875,46.09571075439453,0.0,-31.126739501953125,-6.210523861227557e-05,155.518336163,749.388671875,0.0,4380672.0,0.0,0.0
0.0,2.163708209991455,1773452185.4355757,49356.18543639474,0.0,0.0,,0.8837890625,-41.87796401977539,4634624.0,784.109375,41.87796401977539,0.0,-34.062896728515625,-6.137789750937372e-05,161.393674459,784.109375,0.0,4634624.0,0.0,0.0
0.0,2.261526346206665,1773452206.0604544,49279.28061066504,0.0,0.0,"{'path': 'media/html/render_4888576_1a16a12898b30c2c9445.html', 'size': 906185, '_type': 'html-file', 'sha256': '1a16a12898b30c2c9445d707a3624ccf129f5f88858cdf1951506113a07725cb'}",0.9091796875,-42.5992431640625,4888576.0,798.98828125,42.5992431640625,0.0,-36.82182312011719,7.955279215821065e-06,176.142658311,798.98828125,0.0,4888576.0,0.0,0.0
0.0,2.303107261657715,1773452206.2059808,49288.77141207278,0.0,0.0,,0.900390625,-39.34585189819336,5142528.0,794.26953125,39.34585189819336,0.0,-39.64039993286133,-7.338969589909539e-05,182.179813957,794.26953125,0.0,5142528.0,0.0,0.0
0.0,2.284274101257324,1773452212.0971193,49160.39962065583,0.0,0.0,,0.92578125,-37.21935272216797,5396480.0,832.6044921875,37.21935272216797,0.0,-43.11811065673828,6.207569094840437e-05,188.04561771,832.6044921875,0.0,5396480.0,0.0,0.0
0.0,2.296715259552002,1773452217.962486,49359.58648255494,0.0,0.0,,0.923828125,-37.46066665649414,5650432.0,840.7333984375,37.46066665649414,0.0,-45.52510452270508,1.0377430044172797e-05,193.926708872,840.7333984375,0.0,5650432.0,0.0,0.0
0.0,2.20188570022583,1773452223.8439395,49223.47247762789,0.0,0.0,,0.908203125,-38.62744903564453,5904384.0,824.1220703125,38.62744903564453,0.0,-47.381141662597656,6.637867045355961e-05,199.800001889,824.1220703125,0.0,5904384.0,0.0,0.0
0.0,2.1449036598205566,1773452244.8111393,49288.55929993388,0.0,0.0,"{'size': 905873, '_type': 'html-file', 'sha256': '32ad350378a1facd8f60c2242cb388ccbdf5c597046781ec2152c68364f563a8', 'path': 'media/html/render_6158336_32ad350378a1facd8f60.html'}",0.9501953125,-37.089134216308594,6158336.0,835.1240234375,37.089134216308594,0.0,-48.48272705078125,-5.632493775920011e-05,214.893319056,835.1240234375,0.0,6158336.0,0.0,0.0
0.0,2.09757924079895,1773452244.9570293,49111.582405806235,0.0,0.0,,0.9306640625,-38.02037811279297,6412288.0,853.7802734375,38.02037811279297,0.0,-50.31078338623047,0.00011759605695260689,220.924668545,853.7802734375,0.0,6412288.0,0.0,0.0
0.0,2.090778112411499,1773452250.8420691,49210.35296430924,0.0,0.0,,0.962890625,-34.96610641479492,6666240.0,893.6787109375,34.96610641479492,0.0,-51.33942413330078,1.0172416295972653e-05,226.798001567,893.6787109375,0.0,6666240.0,0.0,0.0
0.0,1.9944353103637695,1773452256.7151773,49290.24940539678,0.0,0.0,,0.9541015625,-36.513206481933594,6920192.0,872.94140625,36.513206481933594,0.0,-53.97719192504883,6.149357795948163e-05,232.680229739,872.94140625,0.0,6920192.0,0.0,0.0
0.0,1.8544094562530518,1773452262.5973957,49206.37460178548,0.0,0.0,,0.9521484375,-34.50508117675781,7174144.0,882.3427734375,34.50508117675781,0.0,-55.658653259277344,-4.835029903915711e-05,238.580666139,882.3427734375,0.0,7174144.0,0.0,0.0
0.0,1.829105257987976,1773452283.2183647,49031.943157939706,0.0,0.0,"{'sha256': 'cda7bb332c03f1f04fece5465b3ccb5c699763dc04deba3df336cd4977c5fc74', 'path': 'media/html/render_7428096_cda7bb332c03f1f04fec.html', 'size': 907725, '_type': 'html-file'}",0.953125,-34.16144561767578,7428096.0,894.2431640625,34.16144561767578,0.0,-57.102088928222656,9.52394912019372e-05,253.300578831,894.2431640625,0.0,7428096.0,0.0,0.0
0.0,1.7712374925613403,1773452283.3686125,49220.665600848486,0.0,0.0,,0.9755859375,-32.50382614135742,7682048.0,922.1865234375,32.50382614135742,0.0,-59.01443862915039,-7.601589459227398e-06,259.333407874,922.1865234375,0.0,7682048.0,0.0,0.0
0.0,1.7614887952804565,1773452289.2506137,49233.223971413856,0.0,0.0,,0.98046875,-32.01817321777344,7936000.0,921.6376953125,32.01817321777344,0.0,-59.77260208129883,5.9810430684592575e-05,265.217496518,921.6376953125,0.0,7936000.0,0.0,0.0
0.0,1.7083371877670288,1773452295.1343129,49183.95548974208,0.0,0.0,,0.9677734375,-30.20216178894043,8189952.0,915.939453125,30.20216178894043,0.0,-61.022056579589844,6.0056721849832684e-05,271.078048006,915.939453125,0.0,8189952.0,0.0,0.0
0.0,1.6019984483718872,1773452300.9954758,49415.522751791395,0.0,0.0,,0.9736328125,-32.523536682128906,8443904.0,911.05859375,32.523536682128906,0.0,-62.7363166809082,7.617240044055507e-05,276.945172494,911.05859375,0.0,8443904.0,0.0,0.0
0.0,1.6562010049819946,1773452321.832308,49343.93914948554,0.0,0.0,"{'size': 907545, '_type': 'html-file', 'sha256': '4a7c1dff378c91b6396ecf5535cdaf7fac8635358f2bd99bd28aba0d8622aec8', 'path': 'media/html/render_8697856_4a7c1dff378c91b6396e.html'}",0.978515625,-33.84394836425781,8697856.0,913.302734375,33.84394836425781,0.0,-63.50423812866211,5.381966275308514e-06,291.914509247,913.302734375,0.0,8697856.0,0.0,0.0
0.0,1.6207481622695923,1773452321.983185,49262.84568257699,0.0,0.0,,0.978515625,-30.795299530029297,8951808.0,929.619140625,30.795299530029297,0.0,-64.1316146850586,5.507110108737834e-05,297.94318775,929.619140625,0.0,8951808.0,0.0,0.0
0.0,1.5826451778411865,1773452327.8603892,49268.43519943725,0.0,0.0,,0.9794921875,-33.24085998535156,9205760.0,924.044921875,33.24085998535156,0.0,-65.63108825683594,-3.061570396312163e-06,303.832483743,924.044921875,0.0,9205760.0,0.0,0.0
0.0,1.5207537412643433,1773452333.7495914,49138.731909168404,0.0,0.0,,0.98046875,-32.51690673828125,9459712.0,931.16015625,32.51690673828125,0.0,-66.36016082763672,5.9087633417220786e-05,309.713716482,931.16015625,0.0,9459712.0,0.0,0.0
0.0,1.5359987020492554,1773452339.6305377,49207.80901148771,0.0,0.0,,0.9921875,-30.924205780029297,9713664.0,935.962890625,30.924205780029297,0.0,-67.00711059570312,-2.0251878595445305e-05,315.618744493,935.962890625,0.0,9713664.0,0.0,0.0
0.0,1.4724175930023193,1773452360.2755728,48987.32298761294,0.0,0.0,"{'sha256': 'd315dac0a2bd0e3d78e5240e7dd48630b1a40a212ea6d64f0e4559a84ffddabe', 'path': 'media/html/render_9967616_d315dac0a2bd0e3d78e5.html', 'size': 907413, '_type': 'html-file'}",0.9609375,-31.1874942779541,9967616.0,904.98046875,31.1874942779541,0.0,-68.12357330322266,2.4525983462808654e-05,330.35781565,904.98046875,0.0,9967616.0,0.0,0.0
0.0,1.329126000404358,1773452360.4388745,49206.4177919817,0.0,0.0,,0.9814453125,-32.01887130737305,10221568.0,937.396484375,32.01887130737305,0.0,-70.14695739746094,0.00010345337068429217,336.420505369,937.396484375,0.0,10221568.0,0.0,0.0
0.0,1.3016223907470703,1773452366.3376966,49082.397843705316,0.0,0.0,,0.982421875,-31.323795318603516,10475520.0,937.5458984375,31.323795318603516,0.0,-71.07951354980469,5.2005270845256746e-05,342.318605872,937.5458984375,0.0,10475520.0,0.0,0.0
0.0,1.0940479040145874,1773452372.2357407,49043.67826004398,0.0,0.0,,0.9951171875,-29.09606170654297,10729472.0,945.470703125,29.09606170654297,0.0,-74.03595733642578,-4.502386019566984e-08,348.220203116,945.470703125,0.0,10729472.0,0.0,0.0
0.0,0.8926183581352234,1773452378.137323,49019.911368438916,0.0,0.0,,0.99609375,-30.113529205322266,10983424.0,950.2919921875,30.113529205322266,0.0,-77.05255126953125,0.00010421638580737635,354.106749315,950.2919921875,0.0,10983424.0,0.0,0.0
0.0,0.6721478700637817,1773452399.307299,49156.449747558785,0.0,0.0,"{'_type': 'html-file', 'sha256': '4a3910480bf5504e12e802d4d7a0c49f68e98f6b045827374191d6aa25640e3d', 'path': 'media/html/render_11237376_4a3910480bf5504e12e8.html', 'size': 907973}",1.0,-26.52718162536621,11237376.0,952.984375,26.52718162536621,0.0,-79.61984252929688,4.068362250109203e-05,369.389517927,952.984375,0.0,11237376.0,0.0,0.0
0.0,0.5773172974586487,1773452399.4716535,48969.1099737186,0.0,0.0,,0.998046875,-30.351083755493164,11491328.0,956.84375,30.351083755493164,0.0,-81.29106903076172,8.297522435896099e-05,375.44048232,956.84375,0.0,11491328.0,0.0,0.0
0.0,0.39790382981300354,1773452405.3576808,49195.91798653425,0.0,0.0,,0.9912109375,-29.989112854003906,11745280.0,915.8134765625,29.989112854003906,0.0,-84.03411102294922,0.00014377462503034621,381.34610498,915.8134765625,0.0,11745280.0,0.0,0.0
0.0,0.276577353477478,1773452411.2635074,48991.10151376095,0.0,0.0,,1.0,-28.919158935546875,11999232.0,961.53515625,28.919158935546875,0.0,-86.1384506225586,5.598863572231494e-05,387.232459598,961.53515625,0.0,11999232.0,0.0,0.0
0.0,0.23792926967144012,1773452417.1493268,49158.90898512866,0.0,0.0,,0.9970703125,-30.149789810180664,12253184.0,958.998046875,30.149789810180664,0.0,-87.8808364868164,1.8684566384763457e-05,393.136823208,958.998046875,0.0,12253184.0,0.0,0.0
0.0,0.17246951162815094,1773452437.863529,48999.183252158095,0.0,0.0,"{'path': 'media/html/render_12507136_ddbaef410cb068be77ba.html', 'size': 910261, '_type': 'html-file', 'sha256': 'ddbaef410cb068be77bacd0a437935a87f16f002c462c2fdacb8b786b465ad33'}",0.998046875,-28.045185089111328,12507136.0,961.123046875,28.045185089111328,0.0,-89.23987579345703,0.00010344503971282393,407.945705885,961.123046875,0.0,12507136.0,0.0,0.0
0.0,0.15422800183296204,1773452438.0503666,49213.00404755045,0.0,0.0,,0.99609375,-27.769817352294922,12761088.0,968.384765625,27.769817352294922,0.0,-90.19538116455078,8.524145414412487e-06,414.029780455,968.384765625,0.0,12761088.0,0.0,0.0
0.0,0.12051084637641907,1773452443.9470682,49088.279036058426,0.0,0.0,,0.998046875,-27.617507934570312,13015040.0,959.6083984375,27.617507934570312,0.0,-91.93867492675781,9.530755050946027e-05,419.913702904,959.6083984375,0.0,13015040.0,0.0,0.0
0.0,0.11330860108137131,1773452449.8309944,49171.13622760303,0.0,0.0,,0.998046875,-29.1739501953125,13268992.0,955.763671875,29.1739501953125,0.0,-92.72480773925781,3.6998862924519926e-05,425.809307319,955.763671875,0.0,13268992.0,0.0,0.0
0.0,0.09834221005439758,1773452455.7265663,49068.92165750437,0.0,0.0,,1.0,-27.93500518798828,13522944.0,962.2392578125,27.93500518798828,0.0,-93.35890197753906,1.9799699657596648e-05,431.696348458,962.2392578125,0.0,13522944.0,0.0,0.0
0.0,0.08915659040212631,1773452476.421865,49139.56388318815,0.0,0.0,"{'path': 'media/html/render_13776896_1770555624c912e3941a.html', 'size': 911325, '_type': 'html-file', 'sha256': '1770555624c912e3941a3e15251e1399f9f9c0d0431d73cb53032d77d523e9ac'}",1.0,-26.84666633605957,13776896.0,960.583984375,26.84666633605957,0.0,-93.83734130859375,4.3600481149042025e-05,446.50406162,960.583984375,0.0,13776896.0,0.0,0.0
0.0,0.08894883841276169,1773452476.5768487,49043.44792890276,0.0,0.0,,0.986328125,-28.226058959960938,14030848.0,953.9609375,28.226058959960938,0.0,-94.00923156738281,-2.3636855530639878e-06,452.567309753,953.9609375,0.0,14030848.0,0.0,0.0
0.0,0.08499834686517715,1773452482.4846442,49004.8979694668,0.0,0.0,,1.0,-27.24909210205078,14284800.0,958.544921875,27.24909210205078,0.0,-94.29817962646484,2.4308768843184225e-05,458.451640511,958.544921875,0.0,14284800.0,0.0,0.0
0.0,0.07832115143537521,1773452488.3689065,49183.17651638277,0.0,0.0,,1.0,-27.684906005859375,14538752.0,955.330078125,27.684906005859375,0.0,-94.84928894042969,9.908525498758536e-06,464.341679232,955.330078125,0.0,14538752.0,0.0,0.0
0.0,0.08883792906999588,1773452494.2589476,49124.4453952884,0.0,0.0,,1.0,-29.290786743164062,14792704.0,950.994140625,29.290786743164062,0.0,-94.95081329345703,-2.2142128727864474e-05,470.228932199,950.994140625,0.0,14792704.0,0.0,0.0
0.0,0.07685764133930206,1773452515.425029,49167.9880617761,0.0,0.0,"{'path': 'media/html/render_15046656_5ed64357ca03ee937def.html', 'size': 909493, '_type': 'html-file', 'sha256': '5ed64357ca03ee937def3ea845f7473594c5dba1e0727537887271557d9980ea'}",1.0,-27.209716796875,15046656.0,967.5751953125,27.209716796875,0.0,-95.27714538574219,3.766305962926708e-05,485.507214531,967.5751953125,0.0,15046656.0,0.0,0.0
0.0,0.07262478768825531,1773452515.577724,49144.739983792395,0.0,0.0,,1.0,-25.752735137939453,15300608.0,972.42578125,25.752735137939453,0.0,-95.38155364990234,-4.403335424285615e-06,491.563453202,972.42578125,0.0,15300608.0,0.0,0.0
0.0,0.07278750836849213,1773452521.4807985,49086.808605842634,0.0,0.0,,1.0,-28.379125595092773,15554560.0,964.0625,28.379125595092773,0.0,-95.49285125732422,3.022549208253622e-05,497.432100493,964.0625,0.0,15554560.0,0.0,0.0
0.0,0.07382657378911972,1773452527.349484,49339.008968738024,0.0,0.0,,1.0,-28.217967987060547,15808512.0,968.7548828125,28.217967987060547,0.0,-95.66353607177734,-1.3760782167082652e-05,503.314708619,968.7548828125,0.0,15808512.0,0.0,0.0
0.0,0.059926483780145645,1773452533.2318356,49196.872329135105,0.0,0.0,,0.9951171875,-27.979862213134766,16062464.0,967.568359375,27.979862213134766,0.0,-95.94052124023438,3.795391967287287e-05,509.169963586,967.568359375,0.0,16062464.0,0.0,0.0
0.0,0.06264480203390121,1773452553.9374905,49460.50185118422,0.0,0.0,"{'path': 'media/html/render_16316416_d9707ebd4e3f68c84942.html', 'size': 907705, '_type': 'html-file', 'sha256': 'd9707ebd4e3f68c849425f41e6c0fa217829732c2e605df924a4103fe26ee7d8'}",1.0,-29.323102951049805,16316416.0,959.8017578125,29.323102951049805,0.0,-96.07279968261719,1.110154244088335e-06,524.019671091,959.8017578125,0.0,16316416.0,0.0,0.0
0.0,0.059166599065065384,1773452554.093595,49299.08271923844,0.0,0.0,,0.9990234375,-28.02743148803711,16570368.0,965.333984375,28.02743148803711,0.0,-96.30504608154297,1.5504607290495187e-05,530.064945278,965.333984375,0.0,16570368.0,0.0,0.0
0.0,0.05060490593314171,1773452559.9820309,49190.735643825996,0.0,0.0,,1.0,-27.95547103881836,16824320.0,969.7841796875,27.95547103881836,0.0,-96.46549224853516,-8.047949791034625e-07,535.95789684,969.7841796875,0.0,16824320.0,0.0,0.0
0.0,0.05823758244514465,1773452565.875241,49112.12360731654,0.0,0.0,,0.9990234375,-28.18885040283203,17078272.0,970.169921875,28.18885040283203,0.0,-96.5149154663086,-7.911704415164422e-06,541.831536577,970.169921875,0.0,17078272.0,0.0,0.0
0.0,0.05810094624757767,1773452571.748915,49271.46632798636,0.0,0.0,,0.9951171875,-27.601543426513672,17332224.0,966.828125,27.601543426513672,0.0,-96.61772155761719,1.7229638615390286e-05,547.718924408,966.828125,0.0,17332224.0,0.0,0.0
0.0,0.05440840870141983,1773452592.5548506,49158.41439544488,0.0,0.0,"{'size': 908593, '_type': 'html-file', 'sha256': '5ee610ec8881a4d9037294bdd9df5e2c013a032f0bab14390906938034fb0e4f', 'path': 'media/html/render_17586176_5ee610ec8881a4d90372.html'}",1.0,-29.42054557800293,17586176.0,958.40625,29.42054557800293,0.0,-96.61956787109375,-1.5389783584396355e-05,562.637052633,958.40625,0.0,17586176.0,0.0,0.0
0.0,0.049210987985134125,1773452592.70794,49291.46288592893,0.0,0.0,,1.0,-28.234039306640625,17840128.0,967.0791015625,28.234039306640625,0.0,-96.77142333984375,1.606880505278241e-05,568.689475634,967.0791015625,0.0,17840128.0,0.0,0.0
0.0,0.04453529790043831,1773452598.6066713,49097.5176151062,0.0,0.0,,1.0,-27.868595123291016,18094080.0,970.7900390625,27.868595123291016,0.0,-96.95565032958984,1.0735760952229612e-05,574.559821442,970.7900390625,0.0,18094080.0,0.0,0.0
0.0,0.0482025220990181,1773452604.4770732,49324.59892584953,0.0,0.0,,0.998046875,-27.174821853637695,18348032.0,967.83203125,27.174821853637695,0.0,-97.06393432617188,6.461778866651002e-06,580.459008009,967.83203125,0.0,18348032.0,0.0,0.0
0.0,0.04876313358545303,1773452610.3761551,49052.920388193204,0.0,0.0,,1.0,-27.637977600097656,18601984.0,972.931640625,27.637977600097656,0.0,-97.13117980957031,-5.302010777086252e-06,586.339861843,972.931640625,0.0,18601984.0,0.0,0.0
0.0,0.04690052941441536,1773452631.1755457,49207.399821113875,0.0,0.0,"{'path': 'media/html/render_18855936_5c1a8a9997f2e1173ed6.html', 'size': 909509, '_type': 'html-file', 'sha256': '5c1a8a9997f2e1173ed63d823c10f1107b9402abfdb73323dbf5d114b2caf901'}",1.0,-27.718507766723633,18855936.0,971.921875,27.718507766723633,0.0,-97.195068359375,1.096777032216778e-05,601.257783228,971.921875,0.0,18855936.0,0.0,0.0
0.0,0.04322793707251549,1773452631.3249063,49097.7846646846,0.0,0.0,,0.99609375,-26.966327667236328,19109888.0,957.0751953125,26.966327667236328,0.0,-97.26211547851562,1.221552156493999e-05,607.291411447,957.0751953125,0.0,19109888.0,0.0,0.0
0.0,0.03886563703417778,1773452637.2086344,49181.48920389386,0.0,0.0,,1.0,-27.563804626464844,19363840.0,971.474609375,27.563804626464844,0.0,-97.42723083496094,-7.96593667473644e-06,613.186099227,971.474609375,0.0,19363840.0,0.0,0.0
0.0,0.043530505150556564,1773452643.1033196,49103.13079365437,0.0,0.0,,0.9990234375,-25.89105987548828,19617792.0,971.4755859375,25.89105987548828,0.0,-97.48670196533203,-5.368372512748465e-06,619.056402334,971.4755859375,0.0,19617792.0,0.0,0.0
0.0,0.042447641491889954,1773452648.973571,49310.7154917267,0.0,0.0,,1.0,-26.89806365966797,19871744.0,976.2451171875,26.89806365966797,0.0,-97.5639877319336,3.7630491078743944e-06,624.955568092,976.2451171875,0.0,19871744.0,0.0,0.0
0.0,0.03515429422259331,1773452669.773692,49023.15566935692,0.0,0.0,"{'path': 'media/html/render_20125696_b926b09c944575efc91b.html', 'size': 909781, '_type': 'html-file', 'sha256': 'b926b09c944575efc91b38868cd056a44e4cf7af8674e216faa8c06fa1f4a045'}",1.0,-27.205718994140625,20125696.0,976.3095703125,27.205718994140625,0.0,-97.72684478759766,2.3273771148524247e-05,639.85589818,976.3095703125,0.0,20125696.0,0.0,0.0
0.0,0.033342935144901276,1773452669.929787,49213.808978405104,0.0,0.0,,1.0,-27.004600524902344,20379648.0,977.138671875,27.004600524902344,0.0,-97.77515411376953,1.273419547942467e-05,645.915127611,977.138671875,0.0,20379648.0,0.0,0.0
0.0,0.034364666789770126,1773452675.8325028,49024.06721921109,0.0,0.0,,1.0,-27.809627532958984,20633600.0,976.357421875,27.809627532958984,0.0,-97.68280029296875,5.114164196129423e-06,651.797479854,976.357421875,0.0,20633600.0,0.0,0.0
0.0,0.03554760664701462,1773452681.7147965,49204.11972422275,0.0,0.0,,0.9970703125,-27.270959854125977,20887552.0,959.2451171875,27.270959854125977,0.0,-97.68582153320312,-6.002825102768838e-06,657.70147191,959.2451171875,0.0,20887552.0,0.0,0.0
0.0,0.03717675060033798,1773452687.6186304,49016.78479214555,0.0,0.0,,1.0,-26.98059844970703,21141504.0,970.888671875,26.98059844970703,0.0,-97.69981384277344,4.308484676585067e-06,663.599417438,970.888671875,0.0,21141504.0,0.0,0.0
0.0,0.03948213905096054,1773452708.488868,49061.01575757899,0.0,0.0,"{'path': 'media/html/render_21395456_32bba32c3f7c0936ce95.html', 'size': 912181, '_type': 'html-file', 'sha256': '32bba32c3f7c0936ce95be5ad7e6b738f72b067e69aaece80c321000c301029a'}",1.0,-29.52389907836914,21395456.0,965.1650390625,29.52389907836914,0.0,-97.72927856445312,-3.573818730728817e-06,678.571089351,965.1650390625,0.0,21395456.0,0.0,0.0
0.0,0.035564303398132324,1773452708.6489172,48995.19163095626,0.0,0.0,,1.0,-26.4553165435791,21649408.0,978.150390625,26.4553165435791,0.0,-97.81492614746094,1.1320001249259803e-05,684.630711109,978.150390625,0.0,21649408.0,0.0,0.0
0.0,0.03231600672006607,1773452714.547934,49040.75186054339,0.0,0.0,,0.998046875,-26.502544403076172,21903360.0,974.7587890625,26.502544403076172,0.0,-97.83717346191406,-8.793669508122548e-07,690.52322185,974.7587890625,0.0,21903360.0,0.0,0.0
0.0,0.03156282752752304,1773452720.4404783,49086.28153461375,0.0,0.0,,1.0,-25.735841751098633,22157312.0,978.494140625,25.735841751098633,0.0,-97.86151123046875,5.6965577641676646e-06,696.42512258,978.494140625,0.0,22157312.0,0.0,0.0
0.0,0.031079091131687164,1773452726.3423254,49199.110635007586,0.0,0.0,,0.98828125,-31.659465789794922,22411264.0,961.7431640625,31.659465789794922,0.0,-97.89947509765625,1.2096484169887844e-07,702.325278438,961.7431640625,0.0,22411264.0,0.0,0.0
0.0,0.031210141256451607,1773452747.1142056,49025.22926879471,0.0,0.0,"{'size': 910705, '_type': 'html-file', 'sha256': '9631d654c8867248ef97a602a68863955b682a1487a9350abc82c0a84fbc808b', 'path': 'media/html/render_22665216_9631d654c8867248ef97.html'}",1.0,-26.875652313232422,22665216.0,975.466796875,26.875652313232422,0.0,-97.958984375,1.2092627912352327e-06,717.196450081,975.466796875,0.0,22665216.0,0.0,0.0
0.0,0.032127879559993744,1773452747.2600777,49065.38651483901,0.0,0.0,,0.998046875,-27.712665557861328,22919168.0,966.19921875,27.712665557861328,0.0,-97.99441528320312,-1.0319503417122178e-05,723.254831534,966.19921875,0.0,22919168.0,0.0,0.0
0.0,0.02870354801416397,1773452753.1721694,48951.414418680986,0.0,0.0,,1.0,-28.15920639038086,23173120.0,975.31640625,28.15920639038086,0.0,-98.02142333984375,2.9044109396636486e-05,729.150673063,975.31640625,0.0,23173120.0,0.0,0.0
0.0,0.027673620730638504,1773452759.067921,49065.61705209468,0.0,0.0,,1.0,-26.498546600341797,23427072.0,978.6630859375,26.498546600341797,0.0,-98.00980377197266,-4.301086391933495e-06,735.064011748,978.6630859375,0.0,23427072.0,0.0,0.0
0.0,0.022641422227025032,1773452764.9812677,48923.52090759711,0.0,0.0,,1.0,-26.32636833190918,23681024.0,978.8115234375,26.32636833190918,0.0,-98.0867919921875,1.8030694263870828e-05,740.955631552,978.8115234375,0.0,23681024.0,0.0,0.0
0.0,0.02124660462141037,1773452786.3576748,49121.99640072428,0.0,0.0,"{'path': 'media/html/render_23934976_9e4b67c95bc89c73fc17.html', 'size': 909533, '_type': 'html-file', 'sha256': '9e4b67c95bc89c73fc1712dcaf1d182bdf9b28987790f204f937ca987ef7a156'}",1.0,-25.635276794433594,23934976.0,977.2861328125,25.635276794433594,0.0,-98.13143157958984,-8.911590157367755e-06,756.439883779,977.2861328125,0.0,23934976.0,0.0,0.0
