eval/episode_success,training/actor_loss,eval/episode_reward_near,training/log_alpha,eval/episode_reward_survive,_runtime,eval/episode_success_hard,_step,eval/episode_success_any,eval/episode_reward_ctrl,eval/episode_reward_dist,step,eval/episode_dist,training/entropy,_timestamp,training/sps,training/critic_loss,eval/episode_reward,training/alpha_loss,eval/episode_success_easy,render
695.1318359375,-23.019983291625977,0.0,0.0,0.0,121.72572586,0.0,3364864.0,0.783203125,0.0,-45.659156799316406,3364864.0,45.659156799316406,0.0,1773458546.2418864,49626.5373545317,1.1524906158447266,695.1318359375,-4.0752791392151266e-05,0.0,
725.1708984375,-28.583860397338867,0.0,0.0,0.0,136.774310302,0.0,3618816.0,0.818359375,0.0,-46.889305114746094,3618816.0,46.889305114746094,0.0,1773458567.1301947,49611.55219853565,1.2412147521972656,725.1708984375,-6.311537435976788e-05,0.0,"{'size': 912061, '_type': 'html-file', 'sha256': '0ed57794def3eacdd448ba68c2f1212127a582fd6aba448fb46733d57b812a44', 'path': 'media/html/render_3618816_0ed57794def3eacdd448.html'}"
773.3330078125,-33.61083221435547,0.0,0.0,0.0,142.741961201,0.0,3872768.0,0.8642578125,0.0,-43.88743591308594,3872768.0,43.88743591308594,0.0,1773458567.2755406,49645.58292163283,1.2760881185531616,773.3330078125,-7.1235146606341e-05,0.0,
796.6943359375,-38.32001876831055,0.0,0.0,0.0,148.573539998,0.0,4126720.0,0.8564453125,0.0,-43.74072265625,4126720.0,43.74072265625,0.0,1773458573.097408,49801.742027293636,1.284104585647583,796.6943359375,-1.550072556710802e-05,0.0,
817.7158203125,-42.311363220214844,0.0,0.0,0.0,154.396145777,0.0,4380672.0,0.875,0.0,-41.05591583251953,4380672.0,41.05591583251953,0.0,1773458578.9289405,49664.32817909769,1.2212339639663696,817.7158203125,-5.481040261656744e-06,0.0,
806.892578125,-45.6824951171875,0.0,0.0,0.0,160.219501799,0.0,4634624.0,0.869140625,0.0,-44.863685607910156,4634624.0,44.863685607910156,0.0,1773458584.7513597,49763.50705085717,1.138668417930603,806.892578125,5.866110586794093e-05,0.0,
845.8486328125,-48.47758483886719,0.0,0.0,0.0,174.942637228,0.0,4888576.0,0.90625,0.0,-37.45429992675781,4888576.0,37.45429992675781,0.0,1773458605.2984931,49765.464721340286,1.110683560371399,845.8486328125,-5.542993676499464e-06,0.0,"{'_type': 'html-file', 'sha256': '08f8e8161cef76f5f201b8344d05e8edaa1bce14aded8e55e8859df68d53e795', 'path': 'media/html/render_4888576_08f8e8161cef76f5f201.html', 'size': 912921}"
871.1328125,-51.70270538330078,0.0,0.0,0.0,180.933983521,0.0,5142528.0,0.916015625,0.0,-35.19847106933594,5142528.0,35.19847106933594,0.0,1773458605.454095,49656.98857450733,1.0557767152786255,871.1328125,4.45675577793736e-05,0.0,
865.767578125,-53.885231018066406,0.0,0.0,0.0,186.755561867,0.0,5396480.0,0.9111328125,0.0,-35.75130844116211,5396480.0,35.75130844116211,0.0,1773458611.2895193,49666.74817728044,1.0126351118087769,865.767578125,0.00011998192348983139,0.0,
861.927734375,-55.72777557373047,0.0,0.0,0.0,192.58579444,0.0,5650432.0,0.9287109375,0.0,-34.53232955932617,5650432.0,34.53232955932617,0.0,1773458617.1109927,49767.00632086348,0.9546900391578674,861.927734375,-4.761054151458666e-05,0.0,
858.0927734375,-57.74130630493164,0.0,0.0,0.0,198.418589697,0.0,5904384.0,0.9013671875,0.0,-38.893585205078125,5904384.0,38.893585205078125,0.0,1773458622.9412622,49687.03680304801,0.9338723421096802,858.0927734375,2.405952909612097e-05,0.0,
871.4736328125,-60.0769157409668,0.0,0.0,0.0,213.353773594,0.0,6158336.0,0.919921875,0.0,-38.87047576904297,6158336.0,38.87047576904297,0.0,1773458643.7096095,49717.683010622895,0.8557360172271729,871.4736328125,0.00013073945592623204,0.0,"{'size': 916001, '_type': 'html-file', 'sha256': 'c708147ed892dc368651f6f7a8e9fabd7f7bb4fa43ef7e5256c1be98c63d17eb', 'path': 'media/html/render_6158336_c708147ed892dc368651.html'}"
864.203125,-60.89214324951172,0.0,0.0,0.0,219.33537157,0.0,6412288.0,0.91015625,0.0,-35.146034240722656,6412288.0,35.146034240722656,0.0,1773458643.8502257,49644.904950228876,0.8772544264793396,864.203125,-3.5908931295125512e-06,0.0,
876.8994140625,-62.30336380004883,0.0,0.0,0.0,225.153849395,0.0,6666240.0,0.91796875,0.0,-35.14851379394531,6666240.0,35.14851379394531,0.0,1773458649.6902997,49629.41152608015,0.8228229284286499,876.8994140625,7.222001295303926e-05,0.0,
861.9404296875,-63.684906005859375,0.0,0.0,0.0,230.990419652,0.0,6920192.0,0.9130859375,0.0,-36.55220413208008,6920192.0,36.55220413208008,0.0,1773458655.5091898,49805.910403480695,0.7779191136360168,861.9404296875,1.2880536814918742e-05,0.0,
843.78125,-64.64273834228516,0.0,0.0,0.0,236.831008062,0.0,7174144.0,0.8857421875,0.0,-39.78407287597656,7174144.0,39.78407287597656,0.0,1773458661.3458567,49624.366338661435,0.7630574107170105,843.78125,3.8443853554781526e-05,0.0,
879.28125,-65.74067687988281,0.0,0.0,0.0,251.476229725,0.0,7428096.0,0.9208984375,0.0,-33.55601501464844,7428096.0,33.55601501464844,0.0,1773458681.8320985,49594.28069088531,0.7060518860816956,879.28125,-2.0703988411696628e-05,0.0,"{'size': 915201, '_type': 'html-file', 'sha256': '2f5deefb6e195641006871121182cfa48d39a1f22ff23fc85a68727347369535', 'path': 'media/html/render_7428096_2f5deefb6e1956410068.html'}"
866.7041015625,-65.71610260009766,0.0,0.0,0.0,257.461117343,0.0,7682048.0,0.9228515625,0.0,-36.30207061767578,7682048.0,36.30207061767578,0.0,1773458681.9856465,49750.01447486282,0.7268732190132141,866.7041015625,5.04151830682531e-05,0.0,
850.9599609375,-67.32829284667969,0.0,0.0,0.0,263.296713056,0.0,7936000.0,0.908203125,0.0,-37.70817184448242,7936000.0,37.70817184448242,0.0,1773458687.816073,49734.06061124483,0.6880189776420593,850.9599609375,3.5931308957515284e-05,0.0,
852.7314453125,-68.04886627197266,0.0,0.0,0.0,269.102141469,0.0,8189952.0,0.900390625,0.0,-39.026458740234375,8189952.0,39.026458740234375,0.0,1773458693.652074,49632.11257958761,0.6631695628166199,852.7314453125,4.534070467343554e-05,0.0,
854.64453125,-67.98796081542969,0.0,0.0,0.0,274.923202405,0.0,8443904.0,0.900390625,0.0,-37.174072265625,8443904.0,37.174072265625,0.0,1773458699.4574661,49936.958980692434,0.6491061449050903,854.64453125,1.969453296624124e-05,0.0,
879.5458984375,-69.10783386230469,0.0,0.0,0.0,289.933752764,0.0,8697856.0,0.923828125,0.0,-35.714691162109375,8697856.0,35.714691162109375,0.0,1773458720.2895575,49781.51784721384,0.6049900650978088,879.5458984375,2.953019975393545e-05,0.0,"{'size': 914965, '_type': 'html-file', 'sha256': '2c685317aedf81194662946bd88d04be1eb148f52a028733b17c72cdb00812f7', 'path': 'media/html/render_8697856_2c685317aedf81194662.html'}"
879.0263671875,-69.27404022216797,0.0,0.0,0.0,295.910585602,0.0,8951808.0,0.9169921875,0.0,-35.28987121582031,8951808.0,35.28987121582031,0.0,1773458720.4369786,49716.20247805296,0.6199851632118225,879.0263671875,-3.67197826562915e-05,0.0,
894.494140625,-70.35847473144531,0.0,0.0,0.0,301.73945769,0.0,9205760.0,0.927734375,0.0,-33.54557418823242,9205760.0,33.54557418823242,0.0,1773458726.2656877,49733.67745412956,0.5791317224502563,894.494140625,1.8382472262601368e-05,0.0,
895.8876953125,-70.27869415283203,0.0,0.0,0.0,307.568953332,0.0,9459712.0,0.9375,0.0,-33.85600662231445,9459712.0,33.85600662231445,0.0,1773458732.094679,49716.56216045863,0.5609016418457031,895.8876953125,6.130208203103393e-05,0.0,
879.5419921875,-71.48371887207031,0.0,0.0,0.0,313.415916501,0.0,9713664.0,0.916015625,0.0,-37.118621826171875,9713664.0,37.118621826171875,0.0,1773458737.924272,49694.496580829684,0.5599474906921387,879.5419921875,1.583535959071014e-05,0.0,
874.7412109375,-71.90159606933594,0.0,0.0,0.0,328.140736131,0.0,9967616.0,0.9140625,0.0,-36.95283508300781,9967616.0,36.95283508300781,0.0,1773458758.4965906,49530.017369676396,0.539076566696167,874.7412109375,2.6794776204042137e-05,0.0,"{'size': 912665, '_type': 'html-file', 'sha256': '667974eda78d2461cfe9a10782c48a1d89d7d783c1ad2f316d486233a852420a', 'path': 'media/html/render_9967616_667974eda78d2461cfe9.html'}"
899.6455078125,-71.65705871582031,0.0,0.0,0.0,334.135224794,0.0,10221568.0,0.9326171875,0.0,-33.93394088745117,10221568.0,33.93394088745117,0.0,1773458758.6534677,49644.64579881619,0.5445273518562317,899.6455078125,-6.596371804334922e-06,0.0,
887.33203125,-73.77264404296875,0.0,0.0,0.0,339.989422018,0.0,10475520.0,0.9208984375,0.0,-37.84467697143555,10475520.0,37.84467697143555,0.0,1773458764.4903753,49654.10657859921,0.5097590684890747,887.33203125,9.263245374313556e-06,0.0,
907.5703125,-76.09459686279297,0.0,0.0,0.0,345.847756868,0.0,10729472.0,0.9453125,0.0,-32.498008728027344,10729472.0,32.498008728027344,0.0,1773458770.3442078,49452.13177276304,0.4385930895805359,907.5703125,8.399665603064932e-06,0.0,
898.474609375,-78.5289077758789,0.0,0.0,0.0,351.679858788,0.0,10983424.0,0.935546875,0.0,-34.96535873413086,10983424.0,34.96535873413086,0.0,1773458776.203169,49409.562889682646,0.36776071786880493,898.474609375,6.716013012919575e-05,0.0,
908.2177734375,-80.0623779296875,0.0,0.0,0.0,366.828597866,0.0,11237376.0,0.943359375,0.0,-33.27067565917969,11237376.0,33.27067565917969,0.0,1773458797.184445,49648.98694189445,0.33500730991363525,908.2177734375,3.9487495087087154e-05,0.0,"{'size': 913261, '_type': 'html-file', 'sha256': '027c1043b98cf6a4864e76f00adfbc0b8cbf635140b18a472c5f0f61812837ce', 'path': 'media/html/render_11237376_027c1043b98cf6a4864e.html'}"
912.8037109375,-81.63732147216797,0.0,0.0,0.0,372.827686976,0.0,11491328.0,0.9541015625,0.0,-31.437881469726562,11491328.0,31.437881469726562,0.0,1773458797.3388968,49495.2593513068,0.26614460349082947,912.8037109375,7.126470882212743e-05,0.0,
918.4912109375,-83.16270446777344,0.0,0.0,0.0,378.689679942,0.0,11745280.0,0.9560546875,0.0,-30.835926055908203,11745280.0,30.835926055908203,0.0,1773458803.1829798,49581.002031507145,0.20739111304283142,918.4912109375,3.61997117579449e-05,0.0,
916.3984375,-84.6543960571289,0.0,0.0,0.0,384.535045425,0.0,11999232.0,0.94921875,0.0,-32.954917907714844,11999232.0,32.954917907714844,0.0,1773458809.0449064,49391.9324106814,0.18044298887252808,916.3984375,5.983337905490771e-05,0.0,
908.62890625,-86.0594711303711,0.0,0.0,0.0,390.389844562,0.0,12253184.0,0.9453125,0.0,-33.481224060058594,12253184.0,33.481224060058594,0.0,1773458814.8902996,49543.98079995654,0.14878377318382263,908.62890625,3.996763189206831e-05,0.0,
942.98828125,-87.43031311035156,0.0,0.0,0.0,405.126429235,0.0,12507136.0,0.98046875,0.0,-27.724613189697266,12507136.0,27.724613189697266,0.0,1773458835.4822714,49455.36005996571,0.12489938735961914,942.98828125,4.6782159188296646e-05,0.0,"{'sha256': '19b578cb4e7f3ac76ab27aafea1aeb6941795c09f51f68a1ba33a6a0dac651a6', 'path': 'media/html/render_12507136_19b578cb4e7f3ac76ab2.html', 'size': 908273, '_type': 'html-file'}"
947.12109375,-88.70539855957031,0.0,0.0,0.0,411.123089754,0.0,12761088.0,0.9951171875,0.0,-26.441099166870117,12761088.0,26.441099166870117,0.0,1773458835.6354022,49535.93491245947,0.10673829913139343,947.12109375,3.228377681807615e-05,0.0,
945.845703125,-89.42719268798828,0.0,0.0,0.0,416.957607832,0.0,13015040.0,0.986328125,0.0,-27.162220001220703,13015040.0,27.162220001220703,0.0,1773458841.478418,49593.654919845736,0.10021116584539413,945.845703125,2.7395046345191076e-05,0.0,
939.46875,-90.1201171875,0.0,0.0,0.0,422.811062477,0.0,13268992.0,0.9873046875,0.0,-28.098007202148438,13268992.0,28.098007202148438,0.0,1773458847.3128436,49643.64392639303,0.09032329171895981,939.46875,6.815794222347904e-06,0.0,
953.2490234375,-90.60164642333984,0.0,0.0,0.0,428.657195724,0.0,13522944.0,0.9970703125,0.0,-27.39504623413086,13522944.0,27.39504623413086,0.0,1773458853.1663458,49470.11084081112,0.08506414294242859,953.2490234375,1.8080223526339978e-05,0.0,
938.46484375,-91.19876861572266,0.0,0.0,0.0,443.345959799,0.0,13776896.0,0.9951171875,0.0,-30.66461753845215,13776896.0,30.66461753845215,0.0,1773458873.7018318,49529.690322130045,0.08372139930725098,938.46484375,3.0036575481062755e-05,0.0,"{'size': 908061, '_type': 'html-file', 'sha256': '3f37c615828a5b33f6c5cf023a85ad442fdfbb429425a24f10650903591db59a', 'path': 'media/html/render_13776896_3f37c615828a5b33f6c5.html'}"
961.099609375,-91.24327087402344,0.0,0.0,0.0,449.367170251,0.0,14030848.0,0.9970703125,0.0,-26.94989776611328,14030848.0,26.94989776611328,0.0,1773458873.8570247,49515.318315456665,0.08046811819076538,961.099609375,-4.211716714053182e-06,0.0,
945.185546875,-91.54672241210938,0.0,0.0,0.0,455.220964436,0.0,14284800.0,0.982421875,0.0,-28.132568359375,14284800.0,28.132568359375,0.0,1773458879.722397,49403.159932468785,0.07734635472297668,945.185546875,6.315854534477694e-06,0.0,
964.7724609375,-91.92534637451172,0.0,0.0,0.0,461.063968624,0.0,14538752.0,0.9970703125,0.0,-27.697296142578125,14538752.0,27.697296142578125,0.0,1773458885.576224,49476.7150217339,0.08113162964582443,964.7724609375,1.6471263734274544e-05,0.0,
963.576171875,-92.21171569824219,0.0,0.0,0.0,466.919099383,0.0,14792704.0,0.9921875,0.0,-27.515897750854492,14792704.0,27.515897750854492,0.0,1773458891.4194007,49561.738461985864,0.08356382697820663,963.576171875,1.962646456377115e-05,0.0,
964.6728515625,-92.39723205566406,0.0,0.0,0.0,482.218055804,0.0,15046656.0,0.994140625,0.0,-27.156333923339844,15046656.0,27.156333923339844,0.0,1773458912.5739148,49472.684285503354,0.07397746294736862,964.6728515625,1.1578709745663218e-05,0.0,"{'size': 906701, '_type': 'html-file', 'sha256': 'f49b6fb3b057bbbf84b01a4d2b98f082a5f0941d4d7e6ce7e4e3f13d8ad603a9', 'path': 'media/html/render_15046656_f49b6fb3b057bbbf84b0.html'}"
968.6025390625,-92.62205505371094,0.0,0.0,0.0,488.220843311,0.0,15300608.0,0.9970703125,0.0,-26.768657684326172,15300608.0,26.768657684326172,0.0,1773458912.7218285,49431.57568305856,0.08192836493253708,968.6025390625,-2.7704957119567553e-06,0.0,
950.7314453125,-92.68801879882812,0.0,0.0,0.0,494.058732875,0.0,15554560.0,0.9921875,0.0,-27.70486068725586,15554560.0,27.70486068725586,0.0,1773458918.576044,49534.483613074124,0.07610304653644562,950.7314453125,1.0557220775808673e-05,0.0,
962.990234375,-92.67436218261719,0.0,0.0,0.0,499.895073985,0.0,15808512.0,0.9931640625,0.0,-26.919517517089844,15808512.0,26.919517517089844,0.0,1773458924.4139602,49610.71802964826,0.08565481752157211,962.990234375,-2.2451009499491192e-05,0.0,
958.1123046875,-93.06204986572266,0.0,0.0,0.0,505.716717393,0.0,16062464.0,0.9970703125,0.0,-27.72921371459961,16062464.0,27.72921371459961,0.0,1773458930.2503092,49647.46652981768,0.08120353519916534,958.1123046875,1.5185905795078725e-05,0.0,
943.8837890625,-93.3251953125,0.0,0.0,0.0,520.570816927,0.0,16316416.0,0.9990234375,0.0,-28.61699676513672,16316416.0,28.61699676513672,0.0,1773458950.9267173,49775.446119874985,0.07265158742666245,943.8837890625,-4.205427558190422e-06,0.0,"{'size': 910865, '_type': 'html-file', 'sha256': '6cf261b2cea527586cbdbef6c6e729828b020cfe5cb9d53172ccf905e230a1e7', 'path': 'media/html/render_16316416_6cf261b2cea527586cbd.html'}"
964.1435546875,-93.65402221679688,0.0,0.0,0.0,526.588740471,0.0,16570368.0,0.9951171875,0.0,-27.68686294555664,16570368.0,27.68686294555664,0.0,1773458951.082446,49665.6944648739,0.08530855178833008,964.1435546875,1.2355380022199824e-05,0.0,
970.0771484375,-93.7186279296875,0.0,0.0,0.0,532.446210726,0.0,16824320.0,0.9970703125,0.0,-27.320833206176758,16824320.0,27.320833206176758,0.0,1773458956.94415,49426.96283756992,0.0784771516919136,970.0771484375,-8.160706784110516e-06,0.0,
958.9970703125,-93.95026397705078,0.0,0.0,0.0,538.290426935,0.0,17078272.0,0.9951171875,0.0,-28.66317367553711,17078272.0,28.66317367553711,0.0,1773458962.8015802,49449.59260543854,0.0739109069108963,958.9970703125,9.014793249662034e-06,0.0,
968.064453125,-94.1428451538086,0.0,0.0,0.0,544.135718509,0.0,17332224.0,0.9931640625,0.0,-27.50206756591797,17332224.0,27.50206756591797,0.0,1773458968.6457357,49546.52506078003,0.07409915328025818,968.064453125,1.355943732050946e-05,0.0,
952.47265625,-94.47421264648438,0.0,0.0,0.0,559.443324859,0.0,17586176.0,0.9990234375,0.0,-27.710065841674805,17586176.0,27.710065841674805,0.0,1773458989.7991464,49553.045922051846,0.0727715790271759,952.47265625,-7.399190735668526e-07,0.0,"{'size': 913209, '_type': 'html-file', 'sha256': '3a2df329a168a7eba41481ac3cb89a17a51827807ce0696a13d42ccf19657ab4', 'path': 'media/html/render_17586176_3a2df329a168a7eba414.html'}"
971.875,-94.63621520996094,0.0,0.0,0.0,565.436423923,0.0,17840128.0,0.998046875,0.0,-27.447917938232422,17840128.0,27.447917938232422,0.0,1773458989.9443789,49490.83237136565,0.07060807198286057,971.875,2.8444177587516606e-05,0.0,
963.57421875,-94.6657943725586,0.0,0.0,0.0,571.273001287,0.0,18094080.0,0.994140625,0.0,-27.460323333740234,18094080.0,27.460323333740234,0.0,1773458995.7916784,49538.068246561525,0.07029514014720917,963.57421875,7.437228759954451e-06,0.0,
976.19140625,-94.93470764160156,0.0,0.0,0.0,577.128702803,0.0,18348032.0,0.9990234375,0.0,-26.05567169189453,18348032.0,26.05567169189453,0.0,1773459001.6284297,49659.72041358923,0.06340781599283218,976.19140625,-1.3493121514329687e-05,0.0,
975.62109375,-95.09172821044922,0.0,0.0,0.0,582.969647708,0.0,18601984.0,1.0,0.0,-27.25997543334961,18601984.0,27.25997543334961,0.0,1773459007.484,49463.793250580675,0.06765849143266678,975.62109375,4.778501988766948e-06,0.0,
971.359375,-95.13582611083984,0.0,0.0,0.0,597.842968206,0.0,18855936.0,1.0,0.0,-27.352848052978516,18855936.0,27.352848052978516,0.0,1773459028.1988237,49587.178770738275,0.059319011867046356,971.359375,2.59120542978053e-06,0.0,"{'size': 909817, '_type': 'html-file', 'sha256': '88f59434384ea279dd8420450269f26e18efdf43ec8306e8d25116b2aba3c6b9', 'path': 'media/html/render_18855936_88f59434384ea279dd84.html'}"
973.875,-95.53706359863281,0.0,0.0,0.0,603.843153825,0.0,19109888.0,1.0,0.0,-27.07376480102539,19109888.0,27.07376480102539,0.0,1773459028.348101,49484.54856982405,0.06860951334238052,973.875,7.0172118284972385e-06,0.0,
969.923828125,-95.59078216552734,0.0,0.0,0.0,609.694595433,0.0,19363840.0,1.0,0.0,-28.572628021240234,19363840.0,28.572628021240234,0.0,1773459034.1985066,49500.83732356978,0.058917779475450516,969.923828125,1.3305017091624904e-05,0.0,
962.140625,-95.8763198852539,0.0,0.0,0.0,615.535985755,0.0,19617792.0,1.0,0.0,-25.44805145263672,19617792.0,25.44805145263672,0.0,1773459040.0498903,49504.78291660201,0.06087995320558548,962.140625,1.6440131730632856e-05,0.0,
964.6650390625,-96.00664520263672,0.0,0.0,0.0,621.38957213,0.0,19871744.0,1.0,0.0,-28.686315536499023,19871744.0,28.686315536499023,0.0,1773459045.891446,49581.519008961615,0.05319643393158913,964.6650390625,-6.633773409703281e-06,0.0,
970.7783203125,-96.3259506225586,0.0,0.0,0.0,636.110563792,0.0,20125696.0,1.0,0.0,-25.565635681152344,20125696.0,25.565635681152344,0.0,1773459066.466414,49468.41297345899,0.052649758756160736,970.7783203125,1.8566912331152707e-05,0.0,"{'_type': 'html-file', 'sha256': '3bc40e50d17f7726d58c92a1c2edfc5be37c32a83daf3abae97d098a2d09deea', 'path': 'media/html/render_20125696_3bc40e50d17f7726d58c.html', 'size': 909213}"
967.076171875,-96.46477508544922,0.0,0.0,0.0,642.112351437,0.0,20379648.0,0.9990234375,0.0,-26.56829261779785,20379648.0,26.56829261779785,0.0,1773459066.6172676,49587.76051605257,0.04958111792802811,967.076171875,-5.370984581531957e-06,0.0,
975.8818359375,-96.80704498291016,0.0,0.0,0.0,647.952643561,0.0,20633600.0,0.9970703125,0.0,-26.956270217895508,20633600.0,26.956270217895508,0.0,1773459072.4677372,49502.74907465135,0.05593865364789963,975.8818359375,-7.332772383961128e-06,0.0,
977.2998046875,-96.64036560058594,0.0,0.0,0.0,653.803213239,0.0,20887552.0,0.9990234375,0.0,-26.1546630859375,20887552.0,26.1546630859375,0.0,1773459078.3079848,49579.4696259667,0.05354602262377739,977.2998046875,2.514672996767331e-05,0.0,
974.2197265625,-96.82960510253906,0.0,0.0,0.0,659.655595998,0.0,21141504.0,1.0,0.0,-26.342998504638672,21141504.0,26.342998504638672,0.0,1773459084.158538,49524.85651035782,0.05646871402859688,974.2197265625,4.782013093063142e-06,0.0,
962.35546875,-97.02206420898438,0.0,0.0,0.0,674.55724816,0.0,21395456.0,1.0,0.0,-25.696557998657227,21395456.0,25.696557998657227,0.0,1773459104.913124,49469.049372870664,0.0443013571202755,962.35546875,3.1696745281806216e-06,0.0,"{'sha256': '4b1d6fd44f101e021c4a2581de363e8fea5cb0f342421782bb4edef7edd16319', 'path': 'media/html/render_21395456_4b1d6fd44f101e021c4a.html', 'size': 911537, '_type': 'html-file'}"
968.1865234375,-97.1750717163086,0.0,0.0,0.0,680.570790848,0.0,21649408.0,0.9990234375,0.0,-26.31789779663086,21649408.0,26.31789779663086,0.0,1773459105.0699303,49496.92226057803,0.047492366284132004,968.1865234375,-1.2927814168506302e-05,0.0,
971.509765625,-97.32279968261719,0.0,0.0,0.0,686.424817291,0.0,21903360.0,0.9990234375,0.0,-27.751054763793945,21903360.0,27.751054763793945,0.0,1773459110.9263065,49469.55482811363,0.047656700015068054,971.509765625,3.247765107516898e-06,0.0,
978.2431640625,-97.1713638305664,0.0,0.0,0.0,692.283525696,0.0,22157312.0,1.0,0.0,-26.30361557006836,22157312.0,26.30361557006836,0.0,1773459116.7802556,49455.50931529998,0.04502877965569496,978.2431640625,1.7069143723347224e-05,0.0,
972.5712890625,-97.41122436523438,0.0,0.0,0.0,698.141901151,0.0,22411264.0,0.998046875,0.0,-26.18902587890625,22411264.0,26.18902587890625,0.0,1773459122.6389234,49608.5345347723,0.043431781232357025,972.5712890625,2.7484491511131637e-05,0.0,
969.4912109375,-97.4023208618164,0.0,0.0,0.0,713.039967974,0.0,22665216.0,1.0,0.0,-26.143657684326172,22665216.0,26.143657684326172,0.0,1773459143.395842,49419.704682491894,0.03887937217950821,969.4912109375,2.6467230327398283e-06,0.0,"{'size': 913809, '_type': 'html-file', 'sha256': 'a52851c4cd93d64ea11ec431745e4e00012baf6ae90818a6cd905591da44129c', 'path': 'media/html/render_22665216_a52851c4cd93d64ea11e.html'}"
971.9619140625,-97.34552001953125,0.0,0.0,0.0,719.052474723,0.0,22919168.0,0.9990234375,0.0,-27.582565307617188,22919168.0,27.582565307617188,0.0,1773459143.5466063,49402.47710941455,0.04498683288693428,971.9619140625,-1.2229983440192882e-05,0.0,
978.2255859375,-97.60794067382812,0.0,0.0,0.0,724.912804565,0.0,23173120.0,1.0,0.0,-24.551517486572266,23173120.0,24.551517486572266,0.0,1773459149.4078724,49427.75643340448,0.03221242129802704,978.2255859375,1.683895789028611e-05,0.0,
977.8623046875,-97.50515747070312,0.0,0.0,0.0,730.774015642,0.0,23427072.0,1.0,0.0,-25.286884307861328,23427072.0,25.286884307861328,0.0,1773459155.2681618,49391.35754132331,0.035957422107458115,977.8623046875,6.363115517160622e-06,0.0,
979.1201171875,-97.6838607788086,0.0,0.0,0.0,736.623574892,0.0,23681024.0,1.0,0.0,-24.729686737060547,23681024.0,24.729686737060547,0.0,1773459161.129528,49398.48824189138,0.027499128133058548,979.1201171875,-1.5820004364286433e-06,0.0,
