training/sps,step,eval/episode_success_hard,_runtime,eval/episode_success_any,eval/episode_dist,eval/episode_reward,training/actor_loss,eval/episode_success_easy,eval/episode_reward_survive,eval/episode_success,eval/episode_reward_dist,_timestamp,training/entropy,eval/episode_reward_near,render,_step,eval/episode_reward_ctrl,training/log_alpha,training/critic_loss,training/alpha_loss
44867.947792108294,15300608.0,0.0,801.201043968,0.0,2715.676513671875,0.0,0.02347572334110737,3.654296875,791.9404296875,0.0,0.0,1774218513.5453064,0.0,0.0,,15300608.0,-3162.748046875,0.0,0.0007245385786518455,0.0
44820.94751891469,15554560.0,0.0,809.825598661,0.0,2784.20654296875,0.0,0.027332372963428497,1.001953125,798.0166015625,0.0,0.0,1774218522.2277343,0.0,0.0,,15554560.0,-3187.94189453125,0.0,0.0004703154554590583,0.0
45081.237477794835,15808512.0,0.0,818.5046158,0.0,2647.41162109375,0.0,0.01622672937810421,1.9169921875,741.9375,0.0,0.0,1774218530.8522265,0.0,0.0,,15808512.0,-2964.7744140625,0.0,0.0009133346611633897,0.0
44868.718923701956,16062464.0,0.0,827.126451508,0.0,1955.2601318359375,0.0,0.02454342693090439,3.642578125,567.693359375,0.0,0.0,1774218539.5311399,0.0,0.0,,16062464.0,-2268.07861328125,0.0,0.0005229259259067476,0.0
45064.672520177104,16316416.0,0.0,855.317083954,0.0009765625,1914.8076171875,0.8876953125,0.025835789740085602,6.4931640625,537.1025390625,0.8876953125,0.0,1774218576.3441548,0.0,0.0,"{'sha256': '603ec3c8597b407c40dcd4557299defa4e0fe3f6f6b84d3c7be9a727d4a1ba95', 'path': 'media/html/render_16316416_603ec3c8597b407c40dc.html', 'size': 3911733.0, '_type': 'html-file'}",16316416.0,-2144.48291015625,0.0,0.0006460576551035047,0.0
44897.71606518067,16570368.0,0.0,864.183906222,0.0009765625,1812.310791015625,0.0009765625,0.023911092430353165,5.837890625,509.1953125,0.0009765625,0.0,1774218576.5435054,0.0,0.0,,16570368.0,-2032.785400390625,0.0,0.0006239966605789959,0.0
44776.2176515049,16824320.0,0.0,872.853558537,0.001953125,1919.2852783203125,0.00390625,0.016539890319108963,2.1142578125,551.9990234375,0.00390625,0.0,1774218585.210467,0.0,0.0,,16824320.0,-2205.74609375,0.0,0.0009615034214220941,0.0
44884.81100133763,17078272.0,0.0,881.483720961,0.0,2438.810791015625,0.0,0.028483685106039047,0.01953125,685.7294921875,0.0,0.0,1774218593.8802035,0.0,0.0,,17078272.0,-2740.2607421875,0.0,0.0006941661122255027,0.0
45027.31687921743,17332224.0,0.0,890.155979259,0.0009765625,2549.746826171875,0.78515625,0.027802739292383194,2.669921875,730.8896484375,0.78515625,0.0,1774218602.5102756,0.0,0.0,,17332224.0,-2921.108642578125,0.0,0.0011289592366665602,0.0
44884.875309603536,17586176.0,0.0,918.867546526,0.0009765625,1542.411376953125,0.0029296875,0.038052696734666824,2.5205078125,429.9365234375,0.0029296875,0.0,1774218639.8945894,0.0,0.0,"{'path': 'media/html/render_17586176_3e75efcd4817ae8d69db.html', 'size': 3896601.0, '_type': 'html-file', 'sha256': '3e75efcd4817ae8d69db45b542022af231e5953d8e3d27ff4cea1e4c79044cf4'}",17586176.0,-1715.3927001953125,0.0,0.000984162907116115,0.0
45023.57311193517,17840128.0,0.0,927.789253727,0.0,2102.62255859375,0.0,0.03537028282880783,4.0751953125,584.3935546875,0.0,0.0,1774218640.1047823,0.0,0.0,,17840128.0,-2333.47314453125,0.0,0.0010792355751618743,0.0
44687.52766489318,18094080.0,0.0,936.426170029,0.0,1471.435546875,0.0,0.03985235095024109,0.9287109375,416.6025390625,0.0,0.0,1774218648.8156655,0.0,0.0,,18094080.0,-1662.7711181640625,0.0,0.0008550474303774536,0.0
44949.3916453824,18348032.0,0.0,945.103519176,0.0,1685.943115234375,0.0,0.037557099014520645,9.94140625,491.6474609375,0.0,0.0,1774218657.4526725,0.0,0.0,,18348032.0,-1961.24853515625,0.0,0.000834511942230165,0.0
44860.86709494192,18601984.0,0.0,953.71133128,0.0,1672.312744140625,0.0,0.02947152778506279,4.26171875,475.0185546875,0.0,0.0,1774218666.1300874,0.0,0.0,,18601984.0,-1896.817138671875,0.0,0.001008567283861339,0.0
45203.572287838215,18855936.0,0.0,981.886845496,0.0,1742.36962890625,0.0,0.019760193303227425,5.2001953125,471.978515625,0.0,0.0,1774218702.9139316,0.0,0.0,"{'sha256': '60510980eedfcf1b5b73f923b47551c18814badd34d864732ac4203f730a5691', 'path': 'media/html/render_18855936_60510980eedfcf1b5b73.html', 'size': 3855645.0, '_type': 'html-file'}",18855936.0,-1884.50439453125,0.0,0.0014000185765326023,0.0
45065.18349630994,19109888.0,0.0,990.692862324,0.0,2305.15087890625,0.0,0.025862568989396095,2.7734375,653.52734375,0.0,0.0,1774218703.0857275,0.0,0.0,,19109888.0,-2611.01416015625,0.0,0.0011577142868191004,0.0
45023.85858319174,19363840.0,0.0,999.348670604,0.0,2398.49365234375,0.0,0.024750428274273872,0.375,683.212890625,0.0,0.0,1774218711.7195175,0.0,0.0,,19363840.0,-2730.6787109375,0.0,0.0010971801821142435,0.0
45045.302109084,19617792.0,0.0,1007.97177818,0.0,1858.652099609375,0.0,0.032869379967451096,3.6357421875,548.962890625,0.0,0.0,1774218720.3752973,0.0,0.0,,19617792.0,-2192.21533203125,0.0,0.0009595601004548371,0.0
45074.20756594506,19871744.0,0.0,1016.683948452,0.0,1619.44970703125,0.0,0.02902086079120636,6.130859375,475.6591796875,0.0,0.0,1774218728.9983757,0.0,0.0,,19871744.0,-1898.86669921875,0.0,0.0008523791329935193,0.0
44634.08410460369,20125696.0,0.0,1045.171967272,0.0,2322.111083984375,0.0,0.029597608372569084,5.201171875,662.474609375,0.0,0.0,1774218766.199011,0.0,0.0,"{'path': 'media/html/render_20125696_c93bf91fab8eef089203.html', 'size': 3990797.0, '_type': 'html-file', 'sha256': 'c93bf91fab8eef0892030d27d1910bb863b40f12c075e78fa4df5114d28719ad'}",20125696.0,-2645.243896484375,0.0,0.0005510975024662912,0.0
44973.25926827922,20379648.0,0.0,1054.085446384,0.0,1891.9088134765625,0.0,0.022936688736081123,1.8681640625,531.7890625,0.0,0.0,1774218766.401955,0.0,0.0,,20379648.0,-2123.835205078125,0.0,0.0006989117246121168,0.0
44631.31242550462,20633600.0,0.0,1062.717108605,0.0,2861.54736328125,0.0,0.010732180438935757,3.9814453125,806.28515625,0.0,0.0,1774218775.111914,0.0,0.0,,20633600.0,-3222.29248046875,0.0,0.001103932736441493,0.0
45021.61297374211,20887552.0,0.0,1071.389559147,0.0009765625,2544.48681640625,0.0126953125,0.0072040376253426075,4.2998046875,722.63671875,0.0126953125,0.0,1774218783.7435791,0.0,0.0,,20887552.0,-2887.31298828125,0.0,0.001175777753815055,0.0
44905.948076986235,21141504.0,0.0,1080.033814982,0.0,2056.421630859375,0.0,0.014850211329758167,1.0859375,586.25,0.0,0.0,1774218792.4162092,0.0,0.0,,21141504.0,-2340.89111328125,0.0,0.0009895794792100787,0.0
44878.091803184754,21395456.0,0.0,1109.041006683,0.0009765625,2234.8125,0.0009765625,0.01916210912168026,9.6533203125,645.794921875,0.0009765625,0.0,1774218830.068087,0.0,0.0,"{'path': 'media/html/render_21395456_74932dabacb8a35900ed.html', 'size': 3969813.0, '_type': 'html-file', 'sha256': '74932dabacb8a35900ed5c8518f7b8101e380f3cfb2c4f9c8c06b70641fac0da'}",21395456.0,-2580.154541015625,0.0,0.0007800807361491024,0.0
45036.37720219207,21649408.0,0.0,1117.946486515,0.0,1376.8876953125,0.0,0.011705463752150536,1.1162109375,393.2734375,0.0,0.0,1774218830.2906322,0.0,0.0,,21649408.0,-1570.8082275390625,0.0,0.0007709977799095213,0.0
44686.88273383975,21903360.0,0.0,1126.642115613,0.0,1985.6396484375,0.0,0.01673724502325058,0.6787109375,574.92578125,0.0,0.0,1774218838.9729538,0.0,0.0,,21903360.0,-2296.51611328125,0.0,0.0008582936716265976,0.0
44738.49852833429,22157312.0,0.0,1135.290904858,0.0,2251.55859375,0.0,0.019287992268800735,0.7001953125,640.966796875,0.0,0.0,1774218847.668688,0.0,0.0,,22157312.0,-2560.55810546875,0.0,0.0007607426377944648,0.0
44859.100576018216,22411264.0,0.0,1143.962945017,0.0029296875,2399.37255859375,0.9404296875,0.023669416084885597,3.9423828125,692.271484375,0.9404296875,0.0,1774218856.317479,0.0,0.0,,22411264.0,-2766.464111328125,0.0,0.000732140673790127,0.0
44893.48671571989,22665216.0,0.0,1172.237090659,0.0,2370.216796875,0.0,0.024649618193507195,5.9814453125,685.734375,0.0,0.0,1774218893.264219,0.0,0.0,"{'sha256': 'a1d67b8a96c5977bcd8cb215f31c8bad5aed32d8b7d771159429525a3a85cf14', 'path': 'media/html/render_22665216_a1d67b8a96c5977bcd8c.html', 'size': 3962941.0, '_type': 'html-file'}",22665216.0,-2739.646728515625,0.0,0.0006433877279050648,0.0
44923.36278991576,22919168.0,0.0,1181.103681142,0.0,2755.8955078125,0.0,0.0271608866751194,3.603515625,787.2431640625,0.0,0.0,1774218893.4405506,0.0,0.0,,22919168.0,-3146.41943359375,0.0,0.0006532543338835239,0.0
44798.82201400493,23173120.0,0.0,1189.73431556,0.0,3274.505126953125,0.0,0.024998437613248825,4.0126953125,924.4384765625,0.0,0.0,1774218902.1298466,0.0,0.0,,23173120.0,-3695.198486328125,0.0,0.0005177666316740215,0.0
45013.73037450901,23427072.0,0.0,1198.398529525,0.0,2560.8330078125,0.0,0.015973370522260666,2.9375,727.861328125,0.0,0.0,1774218910.7609646,0.0,0.0,,23427072.0,-2909.23046875,0.0,0.0006712984177283943,0.0
44931.388139644725,23681024.0,0.0,1207.043630069,0.0009765625,2801.198974609375,0.361328125,0.00967444758862257,3.56640625,799.68359375,0.361328125,0.0,1774218919.425156,0.0,0.0,,23681024.0,-3196.508056640625,0.0,0.0008697109878994524,0.0
44932.02498438044,23934976.0,0.0,1235.507734577,0.0,2704.6376953125,0.0,0.004897229373455048,4.607421875,766.5244140625,0.0,0.0,1774218956.534846,0.0,0.0,"{'sha256': '5f4db63a09275aeef312b7550261f98936cc30fbe3659959d306a36c97a6e4db', 'path': 'media/html/render_23934976_5f4db63a09275aeef312.html', 'size': 4080113.0, '_type': 'html-file'}",23934976.0,-3063.87353515625,0.0,0.0009994315914809704,0.0
44921.14992744055,24188928.0,0.0,1244.338490143,0.0,2682.6845703125,0.0,0.004733671434223652,2.1103515625,770.380859375,0.0,0.0,1774218956.7057257,0.0,0.0,,24188928.0,-3078.722412109375,0.0,0.001067830715328455,0.0
44871.62791601347,24442880.0,0.0,1253.01589867,0.0,2472.27490234375,0.0,0.01496913842856884,7.4833984375,708.6025390625,0.0,0.0,1774218965.3651843,0.0,0.0,,24442880.0,-2832.596923828125,0.0,0.0009239999344572425,0.0
44913.74941069125,24696832.0,0.0,1261.671431618,0.0,2711.435546875,0.0,0.012098786421120167,8.328125,789.1923828125,0.0,0.0,1774218974.0425441,0.0,0.0,,24696832.0,-3154.4228515625,0.0,0.0011478677624836564,0.0
44848.289111562925,24950784.0,0.0,1270.357181629,0.0009765625,2260.638427734375,0.001953125,0.0199686661362648,4.7744140625,643.17578125,0.001953125,0.0,1774218982.6981041,0.0,0.0,,24950784.0,-2570.389892578125,0.0,0.0009892978705465794,0.0
