eval/episode_success_any,eval/episode_reward_near,training/log_alpha,step,eval/episode_reward_survive,training/entropy,eval/episode_success,eval/episode_reward_dist,eval/episode_dist,_timestamp,eval/episode_success_hard,training/alpha_loss,_step,render,training/sps,eval/episode_reward_ctrl,eval/episode_success_easy,_runtime,training/actor_loss,training/critic_loss,eval/episode_reward
0.0009765625,0.0,0.0,3364864.0,785.65234375,0.0,0.01171875,0.0,2630.8427734375,1773781512.7803566,0.0,-2.939761714060296e-07,3364864.0,,42091.54183429093,-1580.5582275390625,11.353515625,197.082537756,-0.6248664855957031,0.007651234045624733,0.01171875
0.001953125,0.0,0.0,3618816.0,830.73828125,0.0,0.26171875,0.0,2781.675048828125,1773781550.1609027,0.0,-7.3474602402257e-08,3618816.0,"{'_type': 'html-file', 'sha256': 'a16e25157832651993ee4dfc5e66ccd61253e32a588b206a653944c4bc39d165', 'path': 'media/html/render_3618816_a16e25157832651993ee.html', 'size': 4066949.0}",42062.237761890916,-1688.59912109375,18.5439453125,225.409366738,-0.5922898650169373,0.00766911543905735,0.26171875
0.0009765625,0.0,0.0,3872768.0,885.5517578125,0.0,0.1083984375,0.0,2935.746826171875,1773781550.3324583,0.0,1.142025098488375e-06,3872768.0,,42062.702850860136,-1779.6767578125,23.5966796875,234.659913643,-0.6234641671180725,0.008663460612297058,0.1083984375
0.0009765625,0.0,0.0,4126720.0,834.1259765625,0.0,0.107421875,0.0,2828.53173828125,1773781559.4108086,0.0,-2.364508418395417e-06,4126720.0,,41940.455385085465,-1579.82470703125,16.7255859375,243.76449443,-0.6015949249267578,0.009010485373437405,0.107421875
0.0009765625,0.0,0.0,4380672.0,928.646484375,0.0,0.224609375,0.0,3181.3271484375,1773781568.5153792,0.0,-1.772131145116873e-05,4380672.0,,42007.853496870055,-1927.0478515625,9.0771484375,252.807589768,-0.6400808691978455,0.009209691546857357,0.224609375
0.0,0.0,0.0,4634624.0,907.9267578125,0.0,0.0,0.0,3125.929443359375,1773781577.5583355,0.0,1.3058833246759605e-05,4634624.0,,42119.47767464042,-1818.192138671875,14.328125,261.894749665,-0.57911616563797,0.007596892770379782,0.0
0.001953125,0.0,0.0,4888576.0,883.623046875,0.0,0.8046875,0.0,2972.59228515625,1773781614.9390707,0.0,1.5138840581130353e-06,4888576.0,"{'size': 4043437.0, '_type': 'html-file', 'sha256': '29c636ab02ca8f7700e77f629aeb0bef1a895d8b30949224ab6de07ff383dd97', 'path': 'media/html/render_4888576_29c636ab02ca8f7700e7.html'}",42118.72153419667,-1873.3648681640625,18.2666015625,290.18753372,-0.5013399720191956,0.007141344249248505,0.8046875
0.001953125,0.0,0.0,5142528.0,836.814453125,0.0,1.1513671875,0.0,2824.3427734375,1773781615.1182902,0.0,-4.985236500942847e-06,5142528.0,,42082.47531861176,-1646.246826171875,25.73828125,299.49877328,-0.5459298491477966,0.007693937513977289,1.1513671875
0.0,0.0,0.0,5396480.0,923.1435546875,0.0,0.0,0.0,3151.7451171875,1773781624.2491941,0.0,7.42735846870346e-06,5396480.0,,41854.59803302796,-1805.28076171875,11.87890625,308.529517365,-0.5257641673088074,0.007985607720911503,0.0
0.0,0.0,0.0,5650432.0,845.109375,0.0,0.0,0.0,2836.82080078125,1773781633.2804127,0.0,-4.7148404291874613e-07,5650432.0,,42210.40536690789,-1777.851806640625,17.7373046875,317.590459121,-0.5833064317703247,0.010730487294495106,0.0
0.0,0.0,0.0,5904384.0,915.625,0.0,0.0,0.0,3094.0400390625,1773781642.341374,0.0,7.782731472616433e-07,5904384.0,,42276.90421792689,-1831.282958984375,16.970703125,326.61950288,-0.5339040756225586,0.008117178454995155,0.0
0.0009765625,0.0,0.0,6158336.0,905.4609375,0.0,0.0302734375,0.0,3081.27685546875,1773781679.7687833,0.0,9.37564345804276e-06,6158336.0,"{'size': 4127225.0, '_type': 'html-file', 'sha256': '19f62355d94aa8d33a49ad0348de6971cdfd7eff7ae8fe503374250d56241252', 'path': 'media/html/render_6158336_19f62355d94aa8d33a49.html'}",42243.48789157005,-1934.58203125,8.9892578125,355.017265726,-0.5021601915359497,0.008551200851798058,0.0302734375
0.0,0.0,0.0,6412288.0,946.58984375,0.0,0.0,0.0,3196.363037109375,1773781679.947972,0.0,3.6951785205019405e-06,6412288.0,,42289.92791639683,-2012.7412109375,9.4072265625,364.261872407,-0.48272940516471863,0.008052213117480278,0.0
0.0009765625,0.0,0.0,6666240.0,875.7431640625,0.0,0.2451171875,0.0,2951.098388671875,1773781689.0127962,0.0,-1.4342309668791131e-06,6666240.0,,42017.11495328146,-1690.038818359375,9.435546875,373.329674784,-0.4767743647098541,0.010999266989529133,0.2451171875
0.0,0.0,0.0,6920192.0,863.3662109375,0.0,0.0,0.0,2910.86328125,1773781698.080574,0.0,6.309096988843521e-06,6920192.0,,42229.864912565325,-1886.0738525390625,10.2060546875,382.355480079,-0.452526718378067,0.009492684155702591,0.0
0.0,0.0,0.0,7174144.0,794.544921875,0.0,0.0,0.0,2681.583984375,1773781707.1059294,0.0,1.8299201656191144e-06,7174144.0,,42229.188514664325,-1614.103271484375,10.2421875,391.426132501,-0.46419745683670044,0.006644922774285078,0.0
0.0,0.0,0.0,7428096.0,883.0400390625,0.0,0.0,0.0,2968.675537109375,1773781744.8771646,0.0,2.5512269985483726e-06,7428096.0,"{'path': 'media/html/render_7428096_9653f853e0c91d98aa32.html', 'size': 4173557.0, '_type': 'html-file', 'sha256': '9653f853e0c91d98aa321f5ec07a186b4ef57203da84012433e7725115bf41a4'}",42210.738244073655,-1890.19384765625,13.28125,420.125643789,-0.5058323740959167,0.010522177442908287,0.0
0.001953125,0.0,0.0,7682048.0,888.484375,0.0,0.5380859375,0.0,2958.64306640625,1773781745.0527918,0.0,4.439421559254697e-07,7682048.0,,42220.58976995517,-1918.5091552734375,22.7255859375,429.394916207,-0.473649799823761,0.007817276753485203,0.5380859375
0.0,0.0,0.0,7936000.0,892.609375,0.0,0.0,0.0,3025.62646484375,1773781754.1452255,0.0,4.955956001140294e-07,7936000.0,,42121.78123896068,-1880.7235107421875,18.3291015625,438.41241881,-0.5359331369400024,0.009963396936655045,0.0
0.0029296875,0.0,0.0,8189952.0,919.3134765625,0.0,0.84765625,0.0,3063.478759765625,1773781763.163245,0.0,3.2718835427658632e-06,8189952.0,,42293.19223191598,-1970.0997314453125,31.5390625,447.489023906,-0.5858326554298401,0.010880840942263603,0.84765625
0.0009765625,0.0,0.0,8443904.0,837.76953125,0.0,0.017578125,0.0,2777.487060546875,1773781772.2398705,0.0,-3.676829692267347e-06,8443904.0,,42190.19835311369,-1736.138427734375,14.16015625,456.517644308,-0.6683765053749084,0.013885286636650562,0.017578125
0.0048828125,0.0,0.0,8697856.0,825.7939453125,0.0,2.1103515625,0.0,2740.37841796875,1773781809.9367657,0.0,-3.5491282233124366e-06,8697856.0,"{'size': 4197757.0, '_type': 'html-file', 'sha256': '18dcbd50f2a731dd7f6a10a0b796f4ef2e5e7cf11d1271cc01f4a412e9f8c2c6', 'path': 'media/html/render_8697856_18dcbd50f2a731dd7f6a.html'}",42247.97330499222,-1721.3338623046875,28.26953125,485.185243449,-0.5918951034545898,0.013141809962689877,2.1103515625
0.001953125,0.0,0.0,8951808.0,908.30859375,0.0,0.015625,0.0,3046.24951171875,1773781810.1143572,0.0,-2.4930852760007838e-06,8951808.0,,42117.682301763336,-1817.337646484375,24.97265625,494.424171699,-0.6179465055465698,0.012676101177930832,0.015625
0.00390625,0.0,0.0,9205760.0,952.5625,0.0,1.8916015625,0.0,3185.7021484375,1773781819.175029,0.0,2.7275727916276082e-06,9205760.0,,42009.414186256035,-1997.4873046875,23.611328125,503.516786015,-0.6001284718513489,0.01231653243303299,1.8916015625
0.001953125,0.0,0.0,9459712.0,904.9794921875,0.0,0.263671875,0.0,2992.078125,1773781828.2676718,0.0,-3.0047954169276636e-06,9459712.0,,42091.706504493784,-1778.0911865234375,24.4091796875,512.550588585,-0.6728752851486206,0.014926660805940628,0.263671875
0.0029296875,0.0,0.0,9713664.0,952.4697265625,0.0,0.0224609375,0.0,3148.9404296875,1773781837.3015244,0.0,3.155571221213904e-06,9713664.0,,42167.58498032994,-2014.4627685546875,35.587890625,521.645530746,-0.6512467861175537,0.017778275534510612,0.0224609375
0.0078125,0.0,0.0,9967616.0,860.361328125,0.0,4.8232421875,0.0,2841.9072265625,1773781874.659013,0.0,-6.365144145092927e-06,9967616.0,"{'size': 4157165.0, '_type': 'html-file', 'sha256': 'a12d906a003e677bd36c108983bcfa88d09d52920ef8e24e408468f920ef685a', 'path': 'media/html/render_9967616_a12d906a003e677bd36c.html'}",42057.54924297928,-1882.9691162109375,40.4619140625,549.907500179,-0.6369078159332275,0.013898936100304127,4.8232421875
0.0,0.0,0.0,10221568.0,898.8212890625,0.0,0.0,0.0,2985.1669921875,1773781874.8598638,0.0,7.432448455801932e-06,10221568.0,,42107.07307472604,-1897.8079833984375,36.8017578125,559.236826678,-0.6188036799430847,0.015173498541116714,0.0
0.005859375,0.0,0.0,10475520.0,939.564453125,0.0,2.2431640625,0.0,3134.139404296875,1773781883.9876757,0.0,-3.5648245102493092e-06,10475520.0,,41879.02554004641,-1990.651123046875,45.9345703125,568.298549662,-0.6509451270103455,0.013752699829638004,2.2431640625
0.00390625,0.0,0.0,10729472.0,857.078125,0.0,1.728515625,0.0,2832.04296875,1773781893.048987,0.0,-6.159732635069304e-08,10729472.0,,41973.88672095014,-1899.69873046875,48.212890625,577.440979142,-0.6364381909370422,0.015093699097633362,1.728515625
0.01171875,0.0,0.0,10983424.0,904.3916015625,0.0,5.5576171875,0.0,3016.09765625,1773781902.191842,0.0,8.84377004695125e-06,10983424.0,,41951.21542547965,-1968.452880859375,42.7841796875,586.504626122,-0.6890025734901428,0.01642954722046852,5.5576171875
0.0009765625,0.0,0.0,11237376.0,893.7509765625,0.0,0.6396484375,0.0,3032.11865234375,1773781939.799247,0.0,6.3548764046572614e-06,11237376.0,"{'size': 4080705.0, '_type': 'html-file', 'sha256': 'ec28e47a75c39a2ee5240dd6d9f0b59303f20018c30d4428b14c3bf8e1a7b17b', 'path': 'media/html/render_11237376_ec28e47a75c39a2ee524.html'}",41960.7015241696,-1920.95263671875,17.5029296875,615.047811883,-0.5677235722541809,0.014826706610620022,0.6396484375
0.0009765625,0.0,0.0,11491328.0,891.8623046875,0.0,0.4267578125,0.0,2985.47119140625,1773781939.9802232,0.0,-5.0822786761273164e-06,11491328.0,,41893.77581514744,-1987.128173828125,20.59375,624.31108688,-0.6367493271827698,0.015053820796310902,0.4267578125
0.0,0.0,0.0,11745280.0,893.255859375,0.0,0.0,0.0,2957.24365234375,1773781949.0618377,0.0,-1.681866933722631e-06,11745280.0,,41872.82710163853,-1958.93603515625,39.2373046875,633.420655085,-0.8039731979370117,0.019813738763332367,0.0
0.001953125,0.0,0.0,11999232.0,924.0810546875,0.0,0.76171875,0.0,3114.3291015625,1773781958.1713831,0.0,1.1049196473322809e-05,11999232.0,,41940.736126555545,-2021.09765625,27.8818359375,642.494654466,-0.7475031018257141,0.017186935991048813,0.76171875
0.0009765625,0.0,0.0,12253184.0,916.017578125,0.0,0.220703125,0.0,3078.3837890625,1773781967.2454288,0.0,1.290707018597459e-06,12253184.0,,41911.20951636758,-1973.9422607421875,20.564453125,651.610738945,-0.5939964056015015,0.014419457875192165,0.220703125
0.0029296875,0.0,0.0,12507136.0,909.427734375,0.0,1.7724609375,0.0,2992.196044921875,1773782005.454174,0.0,-2.324556817256962e-06,12507136.0,"{'size': 4100121.0, '_type': 'html-file', 'sha256': '125c62ca24f66c4bc939fa7a1c3973ec7f606a9875f5896f1612ac64fcce13a5', 'path': 'media/html/render_12507136_125c62ca24f66c4bc939.html'}",41895.085805734896,-1872.9610595703125,39.66015625,680.702698813,-0.6199333071708679,0.017298391088843346,1.7724609375
0.0,0.0,0.0,12761088.0,959.755859375,0.0,0.0,0.0,3258.92724609375,1773782005.6361747,0.0,5.5600427373292405e-08,12761088.0,,41910.013947867126,-2083.82275390625,23.1865234375,690.029577914,-0.6186640858650208,0.015579413622617722,0.0
0.001953125,0.0,0.0,13015040.0,914.36328125,0.0,1.69140625,0.0,3045.97314453125,1773782014.7803466,0.0,-4.689192792284302e-06,13015040.0,,41774.60224809438,-2006.2275390625,31.7060546875,699.104577749,-0.6643662452697754,0.02001042105257511,1.69140625
0.0,0.0,0.0,13268992.0,953.359375,0.0,0.0,0.0,3178.4365234375,1773782023.8551075,0.0,6.179069259815151e-06,13268992.0,,41879.616668918934,-1957.947021484375,18.66796875,708.216242688,-0.7109873294830322,0.023148518055677414,0.0
0.0009765625,0.0,0.0,13522944.0,925.0068359375,0.0,0.5654296875,0.0,3091.62646484375,1773782032.966811,0.0,-2.2835167783341603e-06,13522944.0,,41933.20530010524,-1960.99853515625,22.474609375,717.282421639,-0.6143552660942078,0.019239945337176323,0.5654296875
0.0009765625,0.0,0.0,13776896.0,969.4228515625,0.0,0.1142578125,0.0,3250.931640625,1773782070.8525608,0.0,4.982152404409135e-06,13776896.0,"{'size': 4015337.0, '_type': 'html-file', 'sha256': 'fe2877808be978f4a422428519c670de5ee3039a26d7d9cc903ef4d2f1ebd77c', 'path': 'media/html/render_13776896_fe2877808be978f4a422.html'}",41948.0648083554,-1984.0335693359375,34.2841796875,746.101036225,-0.666201651096344,0.02352280169725418,0.1142578125
0.0,0.0,0.0,14030848.0,830.890625,0.0,0.0,0.0,2790.576171875,1773782071.0409858,0.0,-1.1927211289730622e-06,14030848.0,,41942.078783319215,-1943.97802734375,20.7060546875,755.398284465,-0.6683509349822998,0.02277730032801628,0.0
0.001953125,0.0,0.0,14284800.0,917.2861328125,0.0,0.263671875,0.0,3197.794921875,1773782080.1489804,0.0,-1.175575675915752e-06,14284800.0,,41725.016797624055,-2023.2060546875,15.3720703125,764.526388473,-0.7183252573013306,0.022348370403051376,0.263671875
0.0009765625,0.0,0.0,14538752.0,836.7744140625,0.0,0.86328125,0.0,2868.28515625,1773782089.2772524,0.0,-1.6482234741488355e-06,14538752.0,,41818.11030562638,-1773.99951171875,25.01171875,773.610062386,-0.7667111158370972,0.026517240330576897,0.86328125
0.0009765625,0.0,0.0,14792704.0,846.939453125,0.0,0.8525390625,0.0,2919.82275390625,1773782098.3609264,0.0,9.228670023730956e-06,14792704.0,,41827.68248260629,-1888.420166015625,9.0498046875,782.740031759,-0.7922218441963196,0.028373032808303833,0.8525390625
0.005859375,0.0,0.0,15046656.0,894.4619140625,0.0,1.228515625,0.0,3001.5859375,1773782136.1146166,0.0,-6.264830062718829e-06,15046656.0,"{'sha256': '5ab35e26c60a0a5570e6af631114c0208f85c882bb5bcd8c8a8cdf5e019e7ece', 'path': 'media/html/render_15046656_5ab35e26c60a0a5570e6.html', 'size': 4119401.0, '_type': 'html-file'}",41828.549761925424,-1878.5859375,22.08203125,811.363113509,-0.7267360091209412,0.025121189653873444,1.228515625
0.0009765625,0.0,0.0,15300608.0,951.298828125,0.0,0.1494140625,0.0,3164.203125,1773782136.3005452,0.0,1.3064870927337324e-06,15300608.0,,41919.232308484075,-2040.0867919921875,44.0869140625,820.698022631,-0.7597236633300781,0.025027764961123466,0.1494140625
0.001953125,0.0,0.0,15554560.0,920.3642578125,0.0,0.978515625,0.0,3090.587890625,1773782145.4489503,0.0,5.605578735412564e-06,15554560.0,,41757.314726888675,-1916.3212890625,29.064453125,829.77170917,-0.7170034646987915,0.025119487196207047,0.978515625
0.001953125,0.0,0.0,15808512.0,956.708984375,0.0,0.259765625,0.0,3214.1328125,1773782154.5224497,0.0,-7.559340247098589e-06,15808512.0,,41911.74218471243,-2142.8408203125,30.7998046875,838.900113035,-0.7500752210617065,0.027201270684599876,0.259765625
0.0029296875,0.0,0.0,16062464.0,931.54296875,0.0,1.7431640625,0.0,3106.244140625,1773782163.6509614,0.0,3.427599040151108e-06,16062464.0,,41815.48032552066,-2181.3359375,27.51953125,847.980720499,-0.7723326683044434,0.024401778355240822,1.7431640625
0.0029296875,0.0,0.0,16316416.0,947.48828125,0.0,0.5556640625,0.0,3209.7763671875,1773782201.2707276,0.0,3.410642648304929e-06,16316416.0,"{'_type': 'html-file', 'sha256': 'cbd068fc5eaf40ef54f7fb1d7b509d83d4b7fcf83038e477f4011f16397eebb1', 'path': 'media/html/render_16316416_cbd068fc5eaf40ef54f7.html', 'size': 4137413.0}",41877.270364351854,-2033.801025390625,44.787109375,876.519195475,-0.6563419103622437,0.02157149650156498,0.5556640625
0.0,0.0,0.0,16570368.0,933.4267578125,0.0,0.0,0.0,3131.2548828125,1773782201.4782999,0.0,-1.3670659427589271e-05,16570368.0,,41829.84089207932,-2132.7939453125,33.22265625,885.834789414,-0.7321802973747253,0.024688294157385826,0.0
0.01171875,0.0,0.0,16824320.0,877.369140625,0.0,4.76953125,0.0,2914.47216796875,1773782210.5858176,0.0,8.022651854844298e-06,16824320.0,,41750.02962880854,-1843.89990234375,51.671875,894.955563942,-0.8033248782157898,0.02844974398612976,4.76953125
0.0009765625,0.0,0.0,17078272.0,933.7705078125,0.0,0.65625,0.0,3101.1962890625,1773782219.7059608,0.0,2.7653181078335365e-08,17078272.0,,41876.019109411114,-2104.232421875,52.9619140625,904.040322045,-0.7676116228103638,0.0316992849111557,0.65625
0.0,0.0,0.0,17332224.0,961.8603515625,0.0,0.0,0.0,3222.762939453125,1773782228.7911239,0.0,5.557907570619136e-06,17332224.0,,41827.4098226755,-2066.129638671875,24.9052734375,913.166303318,-0.682493269443512,0.033384714275598526,0.0
0.001953125,0.0,0.0,17586176.0,924.6328125,0.0,1.2890625,0.0,3102.9033203125,1773782266.2335627,0.0,-2.6284258183295606e-06,17586176.0,"{'size': 4132581.0, '_type': 'html-file', 'sha256': 'c765b65383e00604bbff719aa66bfdad6d41a8371d2c17bee586da4e3bec48b3', 'path': 'media/html/render_17586176_c765b65383e00604bbff.html'}",41836.19914584627,-1996.743896484375,17.6494140625,941.4820472,-0.8052108287811279,0.029459020122885704,1.2890625
0.0029296875,0.0,0.0,17840128.0,941.001953125,0.0,0.66796875,0.0,3215.236328125,1773782266.4210732,0.0,4.895462097920245e-07,17840128.0,,41865.939356892515,-2038.750732421875,20.322265625,950.842237108,-0.7789173722267151,0.03367249295115471,0.66796875
0.001953125,0.0,0.0,18094080.0,855.244140625,0.0,0.9794921875,0.0,2877.728515625,1773782275.5933099,0.0,-1.6032515759434318e-07,18094080.0,,41557.25036697817,-1911.8258056640625,34.2685546875,959.910294107,-0.7315728068351746,0.03432499244809151,0.9794921875
0.001953125,0.0,0.0,18348032.0,931.9287109375,0.0,1.0263671875,0.0,3188.834228515625,1773782284.6611147,0.0,-2.3351051936515432e-07,18348032.0,,41927.91668075874,-1988.94140625,20.8642578125,969.039580687,-0.6891897320747375,0.03647008538246155,1.0263671875
0.0,0.0,0.0,18601984.0,944.3779296875,0.0,0.0,0.0,3267.394775390625,1773782293.7903314,0.0,6.555579147971002e-06,18601984.0,,41835.08015019991,-1981.473388671875,8.4736328125,978.106222326,-0.5714489817619324,0.030384179204702377,0.0
0.0009765625,0.0,0.0,18855936.0,936.5498046875,0.0,0.0966796875,0.0,3135.36181640625,1773782332.1353471,0.0,-8.006677489902359e-06,18855936.0,"{'size': 4042345.0, '_type': 'html-file', 'sha256': 'c2e612036791f6ea93ab01e5ad39c9bdd5d4dabb893e19ab7f1b9716c04ffe7c', 'path': 'media/html/render_18855936_c2e612036791f6ea93ab.html'}",41935.795625653285,-2002.915283203125,23.0859375,1007.383820676,-0.5297558903694153,0.029315553605556488,0.0966796875
0.0,0.0,0.0,19109888.0,921.7294921875,0.0,0.0,0.0,3160.2529296875,1773782332.3377242,0.0,-2.5516105779388454e-06,19109888.0,,41893.55831520663,-2007.34326171875,11.5908203125,1016.68797494,-0.6335480809211731,0.03160937875509262,0.0
0.0,0.0,0.0,19363840.0,903.3369140625,0.0,0.0,0.0,3072.07861328125,1773782341.4386737,0.0,9.747029253048822e-06,19363840.0,,41786.1051632572,-1988.93896484375,22.7216796875,1025.817212526,-0.7105172872543335,0.03431403636932373,0.0
0.00390625,0.0,0.0,19617792.0,961.646484375,0.0,1.8701171875,0.0,3177.00830078125,1773782350.568096,0.0,-1.5690893633291125e-06,19617792.0,,41787.63302492573,-2124.255859375,29.8974609375,1034.885495719,-0.7736578583717346,0.03643827140331268,1.8701171875
0.0029296875,0.0,0.0,19871744.0,975.4248046875,0.0,1.8701171875,0.0,3271.07861328125,1773782359.6362486,0.0,9.145844160229899e-06,19871744.0,,41946.72672402848,-2025.796875,29.3408203125,1044.01950276,-0.7498555183410645,0.03395446017384529,1.8701171875
0.0009765625,0.0,0.0,20125696.0,924.623046875,0.0,0.0009765625,0.0,3062.5078125,1773782397.5373607,0.0,-2.4919777388277e-06,20125696.0,"{'size': 4116533.0, '_type': 'html-file', 'sha256': '9c7f53eca79c77a3d37d9bffb039870f78e937b07068ff1b182b81b8bd8a8635', 'path': 'media/html/render_20125696_9c7f53eca79c77a3d37d.html'}",41751.93126722756,-1995.55224609375,30.7451171875,1072.785823618,-0.7167012095451355,0.035661205649375916,0.0009765625
0.0009765625,0.0,0.0,20379648.0,916.6875,0.0,0.0048828125,0.0,3110.505126953125,1773782397.7230737,0.0,-3.7247657473926665e-06,20379648.0,,41761.252127579406,-2022.6241455078125,21.8740234375,1082.117970445,-0.744781494140625,0.03468555584549904,0.0048828125
0.0029296875,0.0,0.0,20633600.0,954.2060546875,0.0,0.6708984375,0.0,3178.12158203125,1773782406.8688593,0.0,3.495484293125628e-07,20633600.0,,41743.1086040775,-2081.083251953125,27.7880859375,1091.195018531,-0.6990160942077637,0.03332578018307686,0.6708984375
0.0009765625,0.0,0.0,20887552.0,871.4013671875,0.0,0.064453125,0.0,2962.654052734375,1773782415.9461157,0.0,2.52064364758553e-06,20887552.0,,41869.48910147171,-1873.0736083984375,15.9140625,1100.320053988,-0.5805302858352661,0.02814616449177265,0.064453125
0.0,0.0,0.0,21141504.0,896.052734375,0.0,0.0,0.0,3100.979248046875,1773782425.0709221,0.0,-3.557599484338425e-06,21141504.0,,41863.16185881463,-2055.21484375,20.7998046875,1109.430333947,-0.5355240702629089,0.029976679012179375,0.0
0.0048828125,0.0,0.0,21395456.0,907.9443359375,0.0,0.6884765625,0.0,3007.13720703125,1773782462.0525446,0.0,5.223186690272996e-06,21395456.0,"{'size': 4170417.0, '_type': 'html-file', 'sha256': '9a8ff79ddc8cfbb5b57f12010dd476f5c9482fa4e12c3d554549cf59df79334f', 'path': 'media/html/render_21395456_9a8ff79ddc8cfbb5b57f.html'}",41820.32191198019,-1956.3099365234375,26.373046875,1137.301051863,-0.5346792340278625,0.0278480127453804,0.6884765625
0.00390625,0.0,0.0,21649408.0,890.69921875,0.0,1.013671875,0.0,2945.39501953125,1773782462.2414708,0.0,-4.12478948419448e-06,21649408.0,,41825.10056846539,-1811.8935546875,33.0869140625,1146.60592529,-0.576625406742096,0.029279092326760292,1.013671875
0.005859375,0.0,0.0,21903360.0,866.12890625,0.0,2.697265625,0.0,2858.67529296875,1773782471.3567362,0.0,2.9180139335949207e-06,21903360.0,,41666.38851601811,-1836.078369140625,37.498046875,1155.732698821,-0.6429467797279358,0.030514635145664215,2.697265625
0.0009765625,0.0,0.0,22157312.0,913.3251953125,0.0,0.009765625,0.0,3037.716796875,1773782480.4837983,0.0,4.411561803863151e-06,22157312.0,,41820.33833161037,-1928.2991943359375,36.216796875,1164.817104524,-0.596359133720398,0.029888305813074112,0.009765625
0.001953125,0.0,0.0,22411264.0,926.736328125,0.0,0.3291015625,0.0,3148.9189453125,1773782489.5679448,0.0,-9.522549362372956e-07,22411264.0,,41810.428145953876,-1978.0263671875,25.5791015625,1173.952468968,-0.6587384343147278,0.03455193713307381,0.3291015625
0.0,0.0,0.0,22665216.0,901.2783203125,0.0,0.0,0.0,3076.4921875,1773782527.403081,0.0,2.1203070446063066e-06,22665216.0,"{'size': 4105121.0, '_type': 'html-file', 'sha256': 'b046924d9ab82181f671ba718641d9cb1ce5ac4d850f3a7e8a3826566ce876a7', 'path': 'media/html/render_22665216_b046924d9ab82181f671.html'}",41802.320620542116,-1855.2275390625,28.6689453125,1202.651540736,-0.5838890671730042,0.03236741945147514,0.0
0.0,0.0,0.0,22919168.0,959.6630859375,0.0,0.0,0.0,3279.69873046875,1773782527.6060054,0.0,-5.7993984228232875e-06,22919168.0,,41863.48270025057,-2078.634033203125,17.5908203125,1212.023780577,-0.7725121378898621,0.033687759190797806,0.0
