training/sps,_step,step,training/alpha_loss,eval/episode_success,training/log_alpha,render,eval/episode_reward_dist,eval/episode_reward_near,eval/episode_success_any,eval/episode_reward,training/critic_loss,eval/episode_reward_ctrl,eval/episode_dist,training/actor_loss,training/entropy,eval/episode_success_hard,_timestamp,eval/episode_reward_survive,_runtime,eval/episode_success_easy
42147.3805758276,3364864.0,3364864.0,3.530744834279176e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.026449117809534073,-1708.703125,2871.748779296875,-0.8710327744483948,0.0,0.0,1773763856.1194923,848.3154296875,197.838148499,9.890625
42118.058684509626,3618816.0,3618816.0,-3.7827885535079986e-06,0.4921875,0.0,"{'path': 'media/html/render_3618816_f6d315bb16869325d9e8.html', 'size': 4053333.0, '_type': 'html-file', 'sha256': 'f6d315bb16869325d9e88fae8dc318b2e2c967a3ba8beb0247a6fbeb8d85c3cb'}",0.0,0.0,0.0009765625,0.4921875,0.026940643787384033,-1861.05419921875,3044.347900390625,-0.843333899974823,0.0,0.0,1773763893.6228302,900.53125,226.290591591,25.29296875
42153.984212596115,3872768.0,3872768.0,7.945364473016525e-07,0.2470703125,0.0,,0.0,0.0,0.0009765625,0.2470703125,0.02826497331261635,-1881.031005859375,3048.3564453125,-0.8397010564804077,0.0,0.0,1773763893.7957633,898.283203125,235.537915732,17.30859375
41995.63376323896,4126720.0,4126720.0,1.242445705429418e-05,0.0,0.0,,0.0,0.0,0.0,0.0,0.031364377588033676,-1925.2625732421875,3087.97021484375,-0.8998355865478516,0.0,0.0,1773763902.8693733,911.9072265625,244.6356755,17.244140625
42076.31125488668,4380672.0,4380672.0,6.629355539189419e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.026357093825936317,-1860.35693359375,3014.15966796875,-0.8722589612007141,0.0,0.0,1773763911.9671602,879.9736328125,253.676590359,14.5712890625
42142.61136498139,4634624.0,4634624.0,7.382974217762239e-06,0.228515625,0.0,,0.0,0.0,0.0009765625,0.228515625,0.022207528352737427,-1836.460205078125,3136.205078125,-0.8090070486068726,0.0,0.0,1773763921.0079894,910.62890625,262.761990128,11.779296875
42144.305478508635,4888576.0,4888576.0,-9.445684554520994e-07,0.0,0.0,"{'path': 'media/html/render_4888576_26a5379f6127ba010df4.html', 'size': 4108361.0, '_type': 'html-file', 'sha256': '26a5379f6127ba010df4419d9b2e1f712d69f75ec7ab166a45b7e3819c363f78'}",0.0,0.0,0.0,0.0,0.018632156774401665,-1786.13427734375,3079.906005859375,-0.7580633759498596,0.0,0.0,1773763958.660979,900.6474609375,291.328762527,16.4677734375
42088.19215652773,5142528.0,5142528.0,6.681564173049992e-06,0.4130859375,0.0,,0.0,0.0,0.001953125,0.4130859375,0.0169048011302948,-1964.328369140625,3126.851806640625,-0.7052088975906372,0.0,0.0,1773763958.846928,909.2529296875,300.630992795,15.197265625
41971.3942259695,5396480.0,5396480.0,3.058817583223572e-06,0.7470703125,0.0,,0.0,0.0,0.001953125,0.7470703125,0.016343191266059875,-1893.92724609375,3094.02392578125,-0.6444360613822937,0.0,0.0,1773763967.9627342,902.865234375,309.664370417,19.052734375
42219.04012539764,5650432.0,5650432.0,6.670642051176401e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.014071491546928883,-1856.29541015625,3128.294921875,-0.5498228073120117,0.0,0.0,1773763976.9960194,929.2861328125,318.721949947,25.6005859375
42341.874137427214,5904384.0,5904384.0,4.190546860627364e-06,0.4931640625,0.0,,0.0,0.0,0.001953125,0.4931640625,0.010334146209061146,-1898.918701171875,3087.14501953125,-0.5330336093902588,0.0,0.0,1773763986.0536056,914.0302734375,327.752571169,18.6328125
42236.65185612735,6158336.0,6158336.0,-2.531132395233726e-06,0.7421875,0.0,"{'path': 'media/html/render_6158336_2ec049b80771476cee82.html', 'size': 4083917.0, '_type': 'html-file', 'sha256': '2ec049b80771476cee82dffab8455c50a5ddb3a37ab42a89de292fe8856393c7'}",0.0,0.0,0.001953125,0.7421875,0.009797432459890842,-1870.386474609375,3108.6201171875,-0.47596076130867004,0.0,0.0,1773764023.804342,918.4111328125,356.472129413,19.1865234375
42336.423043755865,6412288.0,6412288.0,2.4810312879708363e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.00851294957101345,-1956.6539306640625,3100.08984375,-0.4327784776687622,0.0,0.0,1773764023.9859157,903.775390625,365.716623615,12.1005859375
42070.13071865324,6666240.0,6666240.0,-2.50487687480927e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.009227023459970951,-2021.851806640625,3062.7783203125,-0.44740521907806396,0.0,0.0,1773764033.0479853,913.3701171875,374.782888159,25.375
42267.772776570884,6920192.0,6920192.0,4.608798462868435e-06,0.8583984375,0.0,,0.0,0.0,0.00390625,0.8583984375,0.007608490064740181,-2015.421142578125,3151.92529296875,-0.42034396529197693,0.0,0.0,1773764042.114339,921.3759765625,383.808356825,17.2041015625
42250.52222163692,7174144.0,7174144.0,4.662101218855241e-06,0.515625,0.0,,0.0,0.0,0.0009765625,0.515625,0.006774319801479578,-2059.666259765625,3186.364501953125,-0.40207618474960327,0.0,0.0,1773764051.1392252,926.03125,392.872169712,11.625
42293.72121937527,7428096.0,7428096.0,8.188911124307197e-06,0.1455078125,0.0,"{'path': 'media/html/render_7428096_8e6e7757717215ba336a.html', 'size': 4118117.0, '_type': 'html-file', 'sha256': '8e6e7757717215ba336a71024f6add359efe6990d85331e77a9bda56946b8631'}",0.0,0.0,0.0009765625,0.1455078125,0.004025889094918966,-1998.9276123046875,3127.107666015625,-0.2655008137226105,0.0,0.0,1773764088.8220944,927.4990234375,421.489879779,23.447265625
42259.102985348494,7682048.0,7682048.0,3.428687023188104e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.0040800124406814575,-1794.938232421875,2919.58203125,-0.2619684040546417,0.0,0.0,1773764089.0075417,859.60546875,4669.075379057,10.7470703125
42171.309616403494,7936000.0,7936000.0,2.547157691878965e-06,0.4638671875,0.0,,0.0,0.0,0.001953125,0.4638671875,0.00457433145493269,-1897.277099609375,2956.035400390625,-0.29145118594169617,0.0,0.0,1773768336.4061844,872.8857421875,4678.089000825,27.595703125
42349.151742528426,8189952.0,8189952.0,-1.0484150152478833e-06,0.1572265625,0.0,,0.0,0.0,0.0029296875,0.1572265625,0.004917863290756941,-1899.19775390625,3177.74755859375,-0.31338101625442505,0.0,0.0,1773768345.4204452,940.61328125,4687.147852255,18.4765625
42327.30792631728,8443904.0,8443904.0,4.899549367110012e-06,1.0048828125,0.0,,0.0,0.0,0.0029296875,1.0048828125,0.004247795324772596,-1979.7724609375,3170.371826171875,-0.28968140482902527,0.0,0.0,1773768354.47938,938.45703125,4696.175452795,15.7314453125
42281.49071962322,8697856.0,8697856.0,4.5331347564570024e-07,0.6572265625,0.0,"{'path': 'media/html/render_8697856_ddb81cb6b231d6ea6701.html', 'size': 4037261.0, '_type': 'html-file', 'sha256': 'ddb81cb6b231d6ea67019018c31da5c47a0ae655aaaa25718bf3f0da20fe6e64'}",0.0,0.0,0.0048828125,0.6572265625,0.00465219235047698,-1937.266357421875,3112.43798828125,-0.26250535249710083,0.0,0.0,1773768391.6261637,926.009765625,4724.293939018,24.43359375
42197.11297258137,8951808.0,8951808.0,-4.6855348045937717e-07,0.0,0.0,,0.0,0.0,0.0,0.0,0.0048638805747032166,-2022.1832275390625,3040.685791015625,-0.2730712890625,0.0,0.0,1773768391.7942646,906.1748046875,4733.523843954,21.0458984375
42035.517409990025,9205760.0,9205760.0,-4.6044360715313815e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.005295703653246164,-1999.939453125,3194.775634765625,-0.30165600776672363,0.0,0.0,1773768400.8553395,919.5341796875,4742.60218942,8.8583984375
42211.047707454556,9459712.0,9459712.0,6.480127012764569e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.004142559599131346,-2087.15625,3272.489990234375,-0.27573272585868835,0.0,0.0,1773768409.9338262,959.7763671875,4751.638824639,8.9189453125
42173.17635566438,9713664.0,9713664.0,1.1336401257722173e-06,0.2236328125,0.0,,0.0,0.0,0.001953125,0.2236328125,0.003149291267618537,-2014.57470703125,3129.6669921875,-0.23562827706336975,0.0,0.0,1773768418.970512,924.484375,4760.720861652,14.0869140625
42165.11616467908,9967616.0,9967616.0,5.107711444907181e-07,0.14453125,0.0,"{'path': 'media/html/render_9967616_052d9ce1dd440f586fa1.html', 'size': 4118049.0, '_type': 'html-file', 'sha256': '052d9ce1dd440f586fa1fc17b7751b716d91387d1f144e494969a866112baf67'}",0.0,0.0,0.0009765625,0.14453125,0.0024400129914283752,-1988.4814453125,3229.033203125,-0.15249960124492645,0.0,0.0,1773768456.6574368,936.0166015625,4789.325195734,10.888671875
42103.74422472367,10221568.0,10221568.0,1.8452423091730452e-06,0.17578125,0.0,,0.0,0.0,0.0009765625,0.17578125,0.002763490891084075,-2001.125,3090.322265625,-0.1567259579896927,0.0,0.0,1773768456.8579893,916.455078125,4798.651745114,15.7666015625
41899.38380923984,10475520.0,10475520.0,-3.6088144383938925e-07,0.017578125,0.0,,0.0,0.0,0.0009765625,0.017578125,0.0026721071917563677,-1979.05126953125,3037.28076171875,-0.15278732776641846,0.0,0.0,1773768465.9831622,914.3154296875,4807.71667983,8.84765625
41974.298581731106,10729472.0,10729472.0,-1.1872751883856836e-06,0.564453125,0.0,,0.0,0.0,0.0048828125,0.564453125,0.002964962739497423,-2067.096435546875,3149.15234375,-0.1724151074886322,0.0,0.0,1773768475.0476503,938.900390625,4816.812635925,23.1357421875
42033.78226803808,10983424.0,10983424.0,4.847499894822249e-06,0.7392578125,0.0,,0.0,0.0,0.001953125,0.7392578125,0.0026773831341415644,-2017.43701171875,3163.31201171875,-0.21611155569553375,0.0,0.0,1773768484.1443024,933.77734375,4825.877419818,12.2197265625
41971.15938105269,11237376.0,11237376.0,-1.3928710131949629e-06,0.9052734375,0.0,"{'_type': 'html-file', 'sha256': 'c1daf3061ec7df9ee0203425c8a4016fe4e0acfcfcc58fc4548475486a8612f7', 'path': 'media/html/render_11237376_c1daf3061ec7df9ee020.html', 'size': 4093521.0}",0.0,0.0,0.001953125,0.9052734375,0.002019571838900447,-2111.17529296875,3212.687744140625,-0.16053138673305511,0.0,0.0,1773768521.3772118,960.8759765625,4854.045008847,22.5966796875
41978.21745265286,11491328.0,11491328.0,5.810939569528273e-07,0.1728515625,0.0,,0.0,0.0,0.0009765625,0.1728515625,0.002128808991983533,-2085.06787109375,3173.08984375,-0.16858048737049103,0.0,0.0,1773768521.5480964,926.05859375,4863.308044676,17.5078125
41817.427332676314,11745280.0,11745280.0,3.5773405215877574e-07,0.349609375,0.0,,0.0,0.0,0.001953125,0.349609375,0.002253797836601734,-1931.607421875,3210.92138671875,-0.1471662074327469,0.0,0.0,1773768530.6395407,929.861328125,4872.409452687,15.0263671875
42020.85283965622,11999232.0,11999232.0,-1.6812427361401205e-07,0.0,0.0,,0.0,0.0,0.0,0.0,0.0025368088390678167,-1871.137939453125,3043.30859375,-0.19319230318069458,0.0,0.0,1773768539.7410653,894.1552734375,4881.486549028,10.8779296875
41918.09401985721,12253184.0,12253184.0,1.4976384363762918e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.0020317460875958204,-2067.754638671875,3220.716796875,-0.1577284038066864,0.0,0.0,1773768548.8181198,948.146484375,4890.591206936,12.326171875
41994.18833667156,12507136.0,12507136.0,-2.9362834084167844e-06,0.9775390625,0.0,"{'sha256': '926c8ffd77d6cd1b3f0101d17a6e66cc7f358b1a858ce0783067938b7aec75ce', 'path': 'media/html/render_12507136_926c8ffd77d6cd1b3f01.html', 'size': 4094137.0, '_type': 'html-file'}",0.0,0.0,0.001953125,0.9775390625,0.0016924160299822688,-1986.856689453125,3138.8720703125,-0.13208869099617004,0.0,0.0,1773768586.6636565,923.6611328125,4919.331414721,14.833984375
41921.07019770424,12761088.0,12761088.0,2.9748921406280715e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.0033948193304240704,-2038.17919921875,3333.279296875,-0.21470500528812408,0.0,0.0,1773768586.848285,964.4736328125,4928.656044193,9.615234375
41827.73832905482,13015040.0,13015040.0,-1.4464098967437167e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.002306214068084955,-1958.53857421875,3111.969482421875,-0.1898466944694519,0.0,0.0,1773768595.987457,918.955078125,4937.726014152,12.9169921875
41937.1231057803,13268992.0,13268992.0,-2.8290357931837207e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.0022057993337512016,-2207.009765625,3267.291748046875,-0.18829184770584106,0.0,0.0,1773768605.0574582,962.5361328125,4946.826800204,14.0859375
42022.32331247127,13522944.0,13522944.0,9.698632084109704e-07,0.0,0.0,,0.0,0.0,0.0,0.0,0.0025750743225216866,-2024.91357421875,3173.708984375,-0.18999259173870087,0.0,0.0,1773768614.1576827,929.94921875,4955.890825972,12.9619140625
41993.262852324486,13776896.0,13776896.0,1.2190449751869892e-06,0.064453125,0.0,"{'sha256': '55c3faa4595723bdcd0cc1122595814d29fc7586873704b95031150d7d1ffa76', 'path': 'media/html/render_13776896_55c3faa4595723bdcd0c.html', 'size': 4120609.0, '_type': 'html-file'}",0.0,0.0,0.0009765625,0.064453125,0.002494030399248004,-1923.369873046875,2957.8798828125,-0.1765013188123703,0.0,0.0,1773768651.6317883,878.3193359375,4984.29953031,14.830078125
42034.16212912411,14030848.0,14030848.0,-8.589971685069031e-07,0.0,0.0,,0.0,0.0,0.0,0.0,0.00304980855435133,-2053.11328125,2932.9775390625,-0.22854825854301453,0.0,0.0,1773768651.8131552,862.7587890625,4993.589688781,3.759765625
41741.297735996624,14284800.0,14284800.0,6.321224077510124e-07,1.13671875,0.0,,0.0,0.0,0.0029296875,1.13671875,0.002342919586226344,-2010.133056640625,3134.874755859375,-0.16785068809986115,0.0,0.0,1773768660.9207397,923.0654296875,5002.703453424,26.8916015625
41926.73171119569,14538752.0,14538752.0,2.761172936516232e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.0017273662379011512,-2107.4267578125,3157.53564453125,-0.10552948713302612,0.0,0.0,1773768670.0350628,950.3076171875,5011.775847819,11.3232421875
41887.3934607648,14792704.0,14792704.0,-3.3248211366299074e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.0019227704033255577,-1895.851318359375,2862.77294921875,-0.11306185275316238,0.0,0.0,1773768679.1075125,868.703125,5020.890422564,19.875
41955.62906775675,15046656.0,15046656.0,-2.8546867270051735e-06,0.0,0.0,"{'path': 'media/html/render_15046656_1c5898f1455677190f46.html', 'size': 4066257.0, '_type': 'html-file', 'sha256': '1c5898f1455677190f46c68782795d1ce5686c2152018c2661c1fb7c13bc648f'}",0.0,0.0,0.0,0.0,0.0022842995822429657,-1917.5133056640625,3169.061279296875,-0.1142425462603569,0.0,0.0,1773768716.5307572,934.3369140625,5049.198538551,17.3095703125
41967.09962557683,15300608.0,15300608.0,1.5492182683374267e-06,0.0048828125,0.0,,0.0,0.0,0.0009765625,0.0048828125,0.003962776158004999,-1937.77880859375,2877.1923828125,-0.19530396163463593,0.0,0.0,1773768716.7065823,856.1923828125,5058.514147486,11.5849609375
41800.977053986644,15554560.0,15554560.0,-1.551563514112786e-06,0.728515625,0.0,,0.0,0.0,0.0009765625,0.728515625,0.004700436722487211,-2153.416015625,3177.63818359375,-0.24080075323581696,0.0,0.0,1773768725.8455884,943.318359375,5067.586866652,17.49609375
41954.76807847897,15808512.0,15808512.0,-5.376230092224432e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.005487404763698578,-1996.478759765625,3196.55908203125,-0.2601282000541687,0.0,0.0,1773768734.9183297,928.587890625,5076.709939014,14.1728515625
41878.29941293424,16062464.0,16062464.0,2.7414641863288125e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.005143569316715002,-1955.827392578125,3108.61669921875,-0.24245421588420868,0.0,0.0,1773768744.0413418,906.5517578125,5085.790702458,7.1875
41888.36864561968,16316416.0,16316416.0,1.2442833394743502e-06,0.0,0.0,"{'_type': 'html-file', 'sha256': 'edebcc02982883c304a67e6bedfc06e256b899803434de3e46ba825ebf3fa843', 'path': 'media/html/render_16316416_edebcc02982883c304a6.html', 'size': 4142917.0}",0.0,0.0,0.0,0.0,0.0037824627943336964,-2117.528076171875,3164.241943359375,-0.1786692589521408,0.0,0.0,1773768781.6435103,930.857421875,5114.311283011,10.021484375
41920.91840900646,16570368.0,16570368.0,2.3274540126294596e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.004439081996679306,-1954.47412109375,3145.783203125,-0.2053467482328415,0.0,0.0,1773768781.8469532,935.029296875,5123.633529159,12.8701171875
41714.81518949983,16824320.0,16824320.0,3.3200872167071793e-06,0.3125,0.0,,0.0,0.0,0.0009765625,0.3125,0.0042921872809529305,-1857.8837890625,2923.4150390625,-0.1900840699672699,0.0,0.0,1773768790.965086,870.6708984375,5132.746695054,17.724609375
41938.76936391227,17078272.0,17078272.0,-1.0360537316955742e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.004859609063714743,-2044.5562744140625,3179.6767578125,-0.22161081433296204,0.0,0.0,1773768800.0783122,931.482421875,5141.831963394,13.9453125
41850.074076169556,17332224.0,17332224.0,-5.277881314214028e-07,0.0,0.0,,0.0,0.0,0.0,0.0,0.005585432518273592,-2088.855712890625,3156.482421875,-0.2806152403354645,0.0,0.0,1773768809.1634362,927.578125,5150.946182589,10.86328125
41933.614712041,17586176.0,17586176.0,3.7246873034746386e-06,0.0,0.0,"{'path': 'media/html/render_17586176_bfdf86580e2418eeac87.html', 'size': 4155373.0, '_type': 'html-file', 'sha256': 'bfdf86580e2418eeac87be7c135be0492c9264d540c07bd2abd68843d924d38d'}",0.0,0.0,0.0,0.0,0.003835361683741212,-2252.6630859375,3119.7705078125,-0.2066269814968109,0.0,0.0,1773768847.3953865,936.2265625,5180.063147077,15.53515625
41876.155755984655,17840128.0,17840128.0,6.958295273307158e-08,0.0,0.0,,0.0,0.0,0.0,0.0,0.003431804710999131,-2099.447021484375,3348.764404296875,-0.1851292848587036,0.0,0.0,1773768847.58293,962.3583984375,5189.409462837,6.46484375
41702.9628845659,18094080.0,18094080.0,-2.1301821107044816e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.003989313263446093,-2130.44580078125,3062.447021484375,-0.18269731104373932,0.0,0.0,1773768856.740392,920.9091796875,5198.474132777,21.8095703125
41974.480530834866,18348032.0,18348032.0,3.719140522662201e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.005005272570997477,-2156.78759765625,3099.5029296875,-0.2142789661884308,0.0,0.0,1773768865.8055565,935.9013671875,5207.588589459,15.8291015625
41935.80222982401,18601984.0,18601984.0,-3.729195668711327e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.00557733466848731,-2140.88525390625,3110.112060546875,-0.24252571165561676,0.0,0.0,1773768874.9202466,924.9970703125,5216.655753737,18.23828125
41977.9659877203,18855936.0,18855936.0,-5.38527319804416e-06,0.0,0.0,"{'sha256': 'c3cbefa0e5f4e02dbb9c7ba4b46cdb9286f067af9bc8f027fd08270d575f55ae', 'path': 'media/html/render_18855936_c3cbefa0e5f4e02dbb9c.html', 'size': 4162941.0, '_type': 'html-file'}",0.0,0.0,0.0,0.0,0.00599578907713294,-2118.61474609375,3062.20849609375,-0.22237680852413177,0.0,0.0,1773768912.7018213,903.56640625,5245.36959375,14.720703125
41973.17218648137,19109888.0,19109888.0,1.718179419185617e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.005079073831439018,-2069.5361328125,3186.634765625,-0.2148994654417038,0.0,0.0,1773768912.881783,924.4697265625,5254.649380416,19.3212890625
41785.95598961769,19363840.0,19363840.0,3.5525631574273575e-06,0.4150390625,0.0,,0.0,0.0,0.0029296875,0.4150390625,0.008455470204353333,-2029.855712890625,3017.53076171875,-0.3205867409706116,0.0,0.0,1773768921.9808254,898.189453125,5263.772047216,27.935546875
41895.88667051975,19617792.0,19617792.0,1.4676727460027905e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.0058997818268835545,-2177.33984375,3217.771728515625,-0.22792628407478333,0.0,0.0,1773768931.1034656,958.2890625,5272.838018111,12.564453125
41992.29271038115,19871744.0,19871744.0,-5.887840870855143e-06,0.662109375,0.0,,0.0,0.0,0.001953125,0.662109375,0.006351729854941368,-2063.0908203125,3153.2265625,-0.2379501760005951,0.0,0.0,1773768940.1695974,921.83203125,5281.961848528,11.3232421875
41858.316928378765,20125696.0,20125696.0,5.6372032304352615e-06,0.0,0.0,"{'path': 'media/html/render_20125696_a5e206aaad1c430556f0.html', 'size': 4160385.0, '_type': 'html-file', 'sha256': 'a5e206aaad1c430556f0d3bc7f007a02884940690d09f260167f9b6e9280c329'}",0.0,0.0,0.0,0.0,0.006540818605571985,-2101.6943359375,3168.203857421875,-0.264933705329895,0.0,0.0,1773768978.0009887,951.1318359375,5310.668785431,21.4794921875
41830.35506660858,20379648.0,20379648.0,-5.972273811494233e-06,1.18359375,0.0,,0.0,0.0,0.001953125,1.18359375,0.008005795069038868,-2196.4052734375,3309.431640625,-0.3104983866214752,0.0,0.0,1773768978.2154853,959.7060546875,5320.012009614,18.654296875
41868.51314971256,20633600.0,20633600.0,-5.387419719227182e-07,0.0,0.0,,0.0,0.0,0.0,0.0,0.008150924928486347,-2072.23193359375,3122.84130859375,-0.27915433049201965,0.0,0.0,1773768987.3434758,927.2587890625,5329.085281583,21.7119140625
41922.117899671575,20887552.0,20887552.0,3.1509425753029063e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.007289240136742592,-2143.43408203125,3286.5615234375,-0.24915334582328796,0.0,0.0,1773768996.4167078,970.603515625,5338.19597365,13.0029296875
41951.89286171583,21141504.0,21141504.0,-2.1635701159539167e-06,0.4921875,0.0,,0.0,0.0,0.0009765625,0.4921875,0.008399189449846745,-1966.983642578125,3072.44091796875,-0.31187549233436584,0.0,0.0,1773769005.5274434,887.9482421875,5347.271063746,17.8203125
41884.440179578014,21395456.0,21395456.0,-2.950627504105796e-06,0.0,0.0,"{'path': 'media/html/render_21395456_71a9451f8222dcedfa96.html', 'size': 4106521.0, '_type': 'html-file', 'sha256': '71a9451f8222dcedfa9601c1df29e32a342595a84a51ada0afcf8c97d40dbecf'}",0.0,0.0,0.0,0.0,0.009618425741791725,-2073.3212890625,3234.6044921875,-0.3064325749874115,0.0,0.0,1773769043.2634132,959.298828125,5375.931183791,15.5732421875
41886.039478706814,21649408.0,21649408.0,6.157500138215255e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.008857919834554195,-2009.055419921875,2908.95068359375,-0.2667367160320282,0.0,0.0,1773769043.4448566,882.462890625,5385.231322658,13.38671875
41651.3744267545,21903360.0,21903360.0,-1.932720579134184e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.008695368655025959,-1935.529296875,2981.4990234375,-0.23830945789813995,0.0,0.0,1773769052.5629199,863.224609375,5394.348411588,16.880859375
41910.319017485206,22157312.0,22157312.0,7.218383416329743e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.007682483177632093,-1849.7510986328125,3059.962890625,-0.2505456805229187,0.0,0.0,1773769061.679913,882.2109375,5403.440541219,7.9287109375
41800.25691161892,22411264.0,22411264.0,2.761011501206667e-06,0.0859375,0.0,,0.0,0.0,0.0009765625,0.0859375,0.0074021159671247005,-2018.407958984375,3178.40771484375,-0.288556843996048,0.0,0.0,1773769070.7721171,929.765625,5412.567223328,16.748046875
41881.248534679886,22665216.0,22665216.0,-1.4080593473408953e-06,0.171875,0.0,"{'path': 'media/html/render_22665216_342c60304ff7dd428d8d.html', 'size': 4136721.0, '_type': 'html-file', 'sha256': '342c60304ff7dd428d8dd6964abcf6fd7d3c110ed652bc3221e4f0fda4e27323'}",0.0,0.0,0.001953125,0.171875,0.00842142291367054,-1846.80126953125,2953.32568359375,-0.2847907841205597,0.0,0.0,1773769108.6508188,875.4921875,5441.318608989,17.939453125
41880.34448839091,22919168.0,22919168.0,4.6846437840031285e-07,0.130859375,0.0,,0.0,0.0,0.0009765625,0.130859375,0.009342873468995094,-2013.3155517578125,3071.267333984375,-0.30129197239875793,0.0,0.0,1773769108.8569708,897.9921875,5450.697349215,23.9794921875
41665.04878371444,23173120.0,23173120.0,-9.894202776195016e-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.008243261836469173,-1868.75048828125,2901.623046875,-0.2712773382663727,0.0,0.0,1773769118.0287192,863.78515625,5459.766771307,19.0498046875
