eval/episode_reward,eval/episode_success,eval/episode_reward_near,training/entropy,eval/episode_reward_ctrl,eval/episode_reward_dist,eval/episode_dist,step,eval/episode_reward_survive,training/critic_loss,_timestamp,eval/episode_success_hard,eval/episode_success_any,training/log_alpha,training/sps,training/actor_loss,render,training/alpha_loss,_step,_runtime,eval/episode_success_easy
0.0625,0.0625,0.0,0.0,0.0,0.0,256.9791564941406,2825216.0,0.0,0.0023619523271918297,1773860050.4570959,0.0,0.009765625,0.0,33153.328320517896,-0.40223705768585205,,-1.006367165246047e-05,2825216.0,260.710678658,21.2109375
0.015625,0.015625,0.0,0.0,0.0,0.0,491.57391357421875,3079168.0,0.0,0.0016376386629417539,1773860099.7465272,0.0,0.001953125,0.0,33131.580600440284,-0.4527984857559204,"{'path': 'media/html/render_3079168_0ad9370a53d831c6e992.html', 'size': 4764201.0, '_type': 'html-file', 'sha256': '0ad9370a53d831c6e992f3f83ce863dd9e9e7057f6491e75b5ccebf8505743e6'}",3.1234627385856584e-05,3079168.0,298.369539413,41.669921875
0.013671875,0.013671875,0.0,0.0,0.0,0.0,310.52911376953125,3333120.0,0.0,0.000902630272321403,1773860099.9782386,0.0,0.001953125,0.0,33170.254125082734,-0.2321280688047409,,1.312975655309856e-05,3333120.0,310.267475312,35.51953125
0.0,0.0,0.0,0.0,0.0,0.0,271.09381103515625,3587072.0,0.0,0.0008148683700710535,1773860111.643228,0.0,0.0,0.0,33007.463066909884,-0.1751415729522705,,-2.8892460250062868e-05,3587072.0,321.887209877,19.189453125
0.00390625,0.00390625,0.0,0.0,0.0,0.0,207.15516662597656,3841024.0,0.0,0.0073798708617687225,1773860123.2636046,0.0,0.001953125,0.0,33179.44283704401,-0.9150642156600952,,-0.00031751490314491093,3841024.0,333.522231649,13.8203125
0.0234375,0.0234375,0.0,0.0,0.0,0.0,321.5889892578125,4094976.0,0.0,0.0075184861198067665,1773860134.8985994,0.0,0.001953125,0.0,33113.61122317356,-1.3616153001785278,,9.956234862329438e-05,4094976.0,345.143888239,28.87890625
0.0,0.0,0.0,0.0,0.0,0.0,311.8444519042969,4348928.0,0.0,0.0033018854446709156,1773860184.194355,0.0,0.0,0.0,33183.60024953001,-0.5618733167648315,"{'path': 'media/html/render_4348928_1c49d96e07bcf74afce2.html', 'size': 4764161.0, '_type': 'html-file', 'sha256': '1c49d96e07bcf74afce2fe789e345162a08ac8f8761963fbbfa2e8b7217e70fe'}",6.199463678058237e-05,4348928.0,382.817328577,40.326171875
0.015625,0.015625,0.0,0.0,0.0,0.0,278.42547607421875,4602880.0,0.0,0.0010557244531810284,1773860184.4356742,0.0,0.001953125,0.0,33089.81324560678,-0.18574704229831696,,2.8179334549349733e-05,4602880.0,394.705404111,26.2578125
0.0,0.0,0.0,0.0,0.0,0.0,139.51751708984375,4856832.0,0.0,0.0004625244182534516,1773860196.0818393,0.0,0.0,0.0,33095.16259689946,-0.04914168640971184,,7.119540441635763e-06,4856832.0,406.339071508,13.71875
0.140625,0.140625,0.0,0.0,0.0,0.0,250.9079132080078,5110784.0,0.0,0.0016747582703828812,1773860207.7156286,0.0,0.009765625,0.0,33109.43530687681,-0.29682695865631104,,-6.395558011718094e-05,5110784.0,418.18082819,19.09765625
0.189453125,0.189453125,0.0,0.0,0.0,0.0,260.78955078125,5364736.0,0.0,0.0022642225958406925,1773860219.5572703,0.0,0.01171875,0.0,32237.27858252712,-0.5433208346366882,,2.6044541300507262e-05,5364736.0,430.032050207,23.224609375
0.0,0.0,0.0,0.0,0.0,0.0,219.33131408691406,5618688.0,0.0,0.0027143899351358414,1773860269.1619375,0.0,0.0,0.0,32203.40852159059,-0.48718345165252686,"{'path': 'media/html/render_5618688_38c88a765485e836b4a4.html', 'size': 4758377.0, '_type': 'html-file', 'sha256': '38c88a765485e836b4a49306593d45a0814e93b163d0de1a25abe67aa32dec88'}",-1.4237914911063854e-05,5618688.0,467.784912351,18.064453125
0.01171875,0.01171875,0.0,0.0,0.0,0.0,330.7029724121094,5872640.0,0.0,0.002043122658506036,1773860269.3470955,0.0,0.001953125,0.0,32224.623193065283,-0.4396325647830963,,1.1223611181776505e-05,5872640.0,479.849136955,27.23828125
0.0,0.0,0.0,0.0,0.0,0.0,193.73162841796875,6126592.0,0.0,0.0011441247770562768,1773860281.2256763,0.0,0.0,0.0,32102.547177550205,-0.2764813303947449,,2.0972491256543435e-05,6126592.0,491.688878015,15.82421875
0.224609375,0.224609375,0.0,0.0,0.0,0.0,198.07452392578125,6380544.0,0.0,0.0016531418077647686,1773860293.0654948,0.0,0.015625,0.0,32265.890257333005,-0.3019261658191681,,-9.137044798990246e-06,6380544.0,503.529010953,19.345703125
0.0,0.0,0.0,0.0,0.0,0.0,242.32119750976562,6634496.0,0.0,0.001695196726359427,1773860304.9054983,0.0,0.0,0.0,32239.654526389222,-0.3187006711959839,,7.482516366508207e-07,6634496.0,515.367443481,22.671875
0.00390625,0.00390625,0.0,0.0,0.0,0.0,207.72921752929688,6888448.0,0.0,0.0017263032495975494,1773860355.2106981,0.0,0.001953125,0.0,32255.196075541495,-0.30029818415641785,"{'sha256': 'bbfa3723a63c2a982a13e18b267bb08ab6c7bb3a290f432ba294c42341b4e675', 'path': 'media/html/render_6888448_bbfa3723a63c2a982a13.html', 'size': 4743273.0, '_type': 'html-file'}",2.2619162791670533e-06,6888448.0,553.833674134,23.09375
0.017578125,0.017578125,0.0,0.0,0.0,0.0,278.6488952636719,7142400.0,0.0,0.0011674790875986218,1773860355.4291513,0.0,0.001953125,0.0,32250.33937984871,-0.2822492718696594,,1.191089268104406e-05,7142400.0,565.917059244,31.87890625
0.09375,0.09375,0.0,0.0,0.0,0.0,229.65548706054688,7396352.0,0.0,0.0009688690188340843,1773860367.293481,0.0,0.0078125,0.0,32163.534422620814,-0.2013048529624939,,-6.610957370867254e-06,7396352.0,577.75511393,21.533203125
0.146484375,0.146484375,0.0,0.0,0.0,0.0,236.34152221679688,7650304.0,0.0,0.0013710876228287816,1773860379.1315427,0.0,0.009765625,0.0,32250.717276540683,-0.24559861421585083,,4.409512712300057e-06,7650304.0,589.58982678,24.25390625
0.06640625,0.06640625,0.0,0.0,0.0,0.0,207.03451538085938,7904256.0,0.0,0.0014670067466795444,1773860390.9661386,0.0,0.005859375,0.0,32297.749989811742,-0.21517279744148254,,3.010079353771289e-06,7904256.0,601.438244831,18.5390625
0.126953125,0.126953125,0.0,0.0,0.0,0.0,190.9566650390625,8158208.0,0.0,0.0017416883492842317,1773860441.5619252,0.0,0.0078125,0.0,32209.687685818106,-0.22051188349723816,"{'_type': 'html-file', 'sha256': 'e0005f598c65eb37c49f2fa8b8a27ee4fa2b1bb877d3ac9008447212f0f96b17', 'path': 'media/html/render_8158208_e0005f598c65eb37c49f.html', 'size': 4736365.0}",-3.112106469416176e-06,8158208.0,640.184908564,20.990234375
0.1953125,0.1953125,0.0,0.0,0.0,0.0,220.17822265625,8412160.0,0.0,0.0020304422359913588,1773860441.7816966,0.0,0.01171875,0.0,32241.094899405176,-0.2851552963256836,,-2.733026349233114e-06,8412160.0,652.282260839,23.197265625
0.0,0.0,0.0,0.0,0.0,0.0,236.41148376464844,8666112.0,0.0,0.0017873244360089302,1773860453.6588354,0.0,0.0,0.0,32114.359340033978,-0.267062246799469,,2.0860743461526e-06,8666112.0,664.117139566,22.423828125
0.18359375,0.18359375,0.0,0.0,0.0,0.0,225.49940490722656,8920064.0,0.0,0.0024350939784199,1773860465.4935188,0.0,0.009765625,0.0,32272.505731431116,-0.2688100039958954,,-1.203091187562677e-06,8920064.0,675.952406454,22.220703125
0.275390625,0.275390625,0.0,0.0,0.0,0.0,198.46908569335938,9174016.0,0.0,0.0030839841347187757,1773860477.3289275,0.0,0.013671875,0.0,32255.65613602545,-0.2950589656829834,,-8.599769898864906e-06,9174016.0,687.789560922,23.462890625
0.541015625,0.541015625,0.0,0.0,0.0,0.0,226.69085693359375,9427968.0,0.0,0.005619912873953581,1773860526.6042714,0.0,0.0234375,0.0,32286.482710719964,-0.46720486879348755,"{'path': 'media/html/render_9427968_a5335951d47dd5ae2d45.html', 'size': 4743093.0, '_type': 'html-file', 'sha256': 'a5335951d47dd5ae2d4544b70d858913cd7a5b3ec34788f38dafb8637adba848'}",-1.0116742487298325e-05,9427968.0,725.227211983,21.396484375
0.046875,0.046875,0.0,0.0,0.0,0.0,229.22984313964844,9681920.0,0.0,0.005602886434644461,1773860526.787928,0.0,0.00390625,0.0,32259.21985154637,-0.48622995615005493,,-1.4485740393865854e-06,9681920.0,737.288857857,23.1796875
0.158203125,0.158203125,0.0,0.0,0.0,0.0,187.2310791015625,9935872.0,0.0,0.007875638082623482,1773860538.665372,0.0,0.01171875,0.0,32148.543889437817,-0.45189517736434937,,-1.644103917897155e-06,9935872.0,749.130569448,25.5234375
0.41015625,0.41015625,0.0,0.0,0.0,0.0,222.2943115234375,10189824.0,0.0,0.01220359094440937,1773860550.507025,0.0,0.01953125,0.0,32243.556322429056,-0.6110939383506775,,-1.6378484360757284e-05,10189824.0,760.962964984,18.322265625
0.216796875,0.216796875,0.0,0.0,0.0,0.0,245.14993286132812,10443776.0,0.0,0.01567373052239418,1773860562.3394768,0.0,0.005859375,0.0,32296.807893293706,-0.7197364568710327,,-7.959147296787705e-06,10443776.0,772.791961768,17.13671875
0.537109375,0.537109375,0.0,0.0,0.0,0.0,223.075927734375,10697728.0,0.0,0.02149774692952633,1773860612.2501485,0.0,0.029296875,0.0,32292.976418422855,-0.8253424167633057,"{'path': 'media/html/render_10697728_d61b3e88ff366fcc3677.html', 'size': 4742085.0, '_type': 'html-file', 'sha256': 'd61b3e88ff366fcc36773b22ac0cc4f32c8849907c35b2d57be6e158b527cf59'}",-1.2090086784155574e-05,10697728.0,810.873125157,25.302734375
1.205078125,1.205078125,0.0,0.0,0.0,0.0,222.5830535888672,10951680.0,0.0,0.024455487728118896,1773860612.4785619,0.0,0.021484375,0.0,32323.93521956809,-0.9046455025672913,,-2.3048983166518155e-06,10951680.0,822.970406755,17.779296875
0.05078125,0.05078125,0.0,0.0,0.0,0.0,222.48757934570312,11205632.0,0.0,0.02241109497845173,1773860624.3468354,0.0,0.00390625,0.0,32150.269195448447,-0.8367457389831543,,4.243214789312333e-06,11205632.0,834.796071858,19.216796875
0.267578125,0.267578125,0.0,0.0,0.0,0.0,197.7978515625,11459584.0,0.0,0.02509058266878128,1773860636.1722884,0.0,0.01171875,0.0,32313.178025925125,-0.7928186655044556,,5.756282007496338e-06,11459584.0,846.634698867,16.224609375
0.837890625,0.837890625,0.0,0.0,0.0,0.0,197.85865783691406,11713536.0,0.0,0.035005394369363785,1773860648.011143,0.0,0.029296875,0.0,32259.000027226954,-0.9315160512924194,,-1.786917323443049e-06,11713536.0,858.46729054,19.302734375
0.392578125,0.392578125,0.0,0.0,0.0,0.0,206.90835571289062,11967488.0,0.0,0.030888846144080162,1773860698.1294215,0.0,0.017578125,0.0,32286.358421924775,-0.8285796046257019,"{'path': 'media/html/render_11967488_5c36c23ba269080debb3.html', 'size': 4748849.0, '_type': 'html-file', 'sha256': '5c36c23ba269080debb3e5c8c14e2e60d8e254979267e465baf3d5492e8e777e'}",2.8736059903167188e-05,11967488.0,896.752477611,14.912109375
0.89453125,0.89453125,0.0,0.0,0.0,0.0,197.76312255859375,12221440.0,0.0,0.029083337634801865,1773860698.353394,0.0,0.029296875,0.0,32263.31108455632,-0.7106708288192749,,6.022517027304275e-06,12221440.0,908.818609162,21.408203125
1.03515625,1.03515625,0.0,0.0,0.0,0.0,179.98587036132812,12475392.0,0.0,0.03318091481924057,1773860710.195029,0.0,0.044921875,0.0,32276.22867801541,-0.7108789682388306,,5.644300017593196e-06,12475392.0,920.646433278,20.568359375
0.126953125,0.126953125,0.0,0.0,0.0,0.0,174.63829040527344,12729344.0,0.0,0.038918882608413696,1773860722.0224264,0.0,0.013671875,0.0,32277.479632193445,-0.8133673071861267,,-7.960710718180053e-06,12729344.0,932.467114567,15.541015625
0.59765625,0.59765625,0.0,0.0,0.0,0.0,130.78643798828125,12983296.0,0.0,0.040306489914655685,1773860733.8436508,0.0,0.021484375,0.0,32331.640279503445,-0.8142591714859009,,-2.224508898507338e-05,12983296.0,944.294584366,14.142578125
1.0546875,1.0546875,0.0,0.0,0.0,0.0,139.79391479492188,13237248.0,0.0,0.04494454711675644,1773860783.8513243,0.0,0.02734375,0.0,32286.641253721566,-1.0342612266540527,"{'path': 'media/html/render_13237248_99a4cec9901e837b84c0.html', 'size': 4767993.0, '_type': 'html-file', 'sha256': '99a4cec9901e837b84c0a0af04a0c35142a6b6ac207adea130667bf864336f5e'}",-0.00012918106222059578,13237248.0,982.474338929,17.333984375
0.173828125,0.173828125,0.0,0.0,0.0,0.0,199.16244506835938,13491200.0,0.0,0.04526415467262268,1773860784.0732286,0.0,0.0078125,0.0,32321.839113419126,-1.3396804332733154,,2.953699186036829e-05,13491200.0,994.561421343,21.55859375
0.65234375,0.65234375,0.0,0.0,0.0,0.0,178.49197387695312,13745152.0,0.0,0.04744468256831169,1773860795.9379413,0.0,0.01953125,0.0,32153.432090405575,-1.3489561080932617,,3.2182284485315904e-05,13745152.0,1006.394621683,18.548828125
0.390625,0.390625,0.0,0.0,0.0,0.0,184.499267578125,13999104.0,0.0,0.054317548871040344,1773860807.7711422,0.0,0.013671875,0.0,32304.88507008948,-1.2018616199493408,,4.0160364733310416e-05,13999104.0,1018.215802341,19.19921875
0.212890625,0.212890625,0.0,0.0,0.0,0.0,150.1737518310547,14253056.0,0.0,0.05367324501276016,1773860819.592219,0.0,0.021484375,0.0,32319.46378968776,-1.0721944570541382,,2.409088301646989e-05,14253056.0,1030.046843319,13.505859375
0.642578125,0.642578125,0.0,0.0,0.0,0.0,128.07640075683594,14507008.0,0.0,0.058825068175792694,1773860869.8303745,0.0,0.021484375,0.0,32301.340645273594,-1.0638073682785034,"{'sha256': 'cd53d3acc44a5bfb9594cdf901df3c5d394575af9b9524dca38ac233ebefe4df', 'path': 'media/html/render_14507008_cd53d3acc44a5bfb9594.html', 'size': 4775437.0, '_type': 'html-file'}",1.3529213902074844e-05,14507008.0,1068.453402584,17.21484375
0.65234375,0.65234375,0.0,0.0,0.0,0.0,164.90579223632812,14760960.0,0.0,0.05739166587591171,1773860870.0422187,0.0,0.01953125,0.0,32276.667821329847,-1.0506830215454102,,1.1737484783225227e-05,14760960.0,1080.516872717,16.193359375
0.740234375,0.740234375,0.0,0.0,0.0,0.0,154.27285766601562,15014912.0,0.0,0.05584851652383804,1773860881.8934495,0.0,0.021484375,0.0,32247.245256614686,-1.0152596235275269,,1.8834100501408102e-06,15014912.0,1092.328877417,15.59375
0.255859375,0.255859375,0.0,0.0,0.0,0.0,134.99923706054688,15268864.0,0.0,0.06138637289404869,1773860893.705401,0.0,0.01953125,0.0,32339.512985620502,-1.0196682214736938,,3.3106375667557586e-06,15268864.0,1104.169285583,12.8046875
0.544921875,0.544921875,0.0,0.0,0.0,0.0,185.2269287109375,15522816.0,0.0,0.06884941458702087,1773860905.545895,0.0,0.01171875,0.0,32253.093248534027,-1.1570053100585938,,-7.640001967956778e-06,15522816.0,1115.97991685,19.416015625
0.916015625,0.916015625,0.0,0.0,0.0,0.0,171.83758544921875,15776768.0,0.0,0.06728965789079666,1773860956.0572379,0.0,0.021484375,0.0,32363.05579406444,-1.2713110446929932,"{'size': 4745101.0, '_type': 'html-file', 'sha256': 'b7d54d0d263304365150f81742fe381c987812d3010278496446d316bc1a4dfc', 'path': 'media/html/render_15776768_b7d54d0d263304365150.html'}",-5.039769894210622e-05,15776768.0,1154.680198235,21.20703125
0.693359375,0.693359375,0.0,0.0,0.0,0.0,195.54434204101562,16030720.0,0.0,0.06481248885393143,1773860956.253483,0.0,0.01171875,0.0,32235.664896762377,-1.2031657695770264,,3.265522173023783e-05,16030720.0,1166.694172924,19.751953125
0.224609375,0.224609375,0.0,0.0,0.0,0.0,202.78070068359375,16284672.0,0.0,0.06612321734428406,1773860968.0707104,0.0,0.005859375,0.0,32347.51526814286,-1.1894022226333618,,1.6268888430204242e-05,16284672.0,1178.528546769,21.150390625
1.091796875,1.091796875,0.0,0.0,0.0,0.0,155.69680786132812,16538624.0,0.0,0.0716397762298584,1773860979.9049497,0.0,0.01953125,0.0,32302.576893067453,-1.293546199798584,,-0.000165746605489403,16538624.0,1190.348984566,19.25
1.029296875,1.029296875,0.0,0.0,0.0,0.0,200.554443359375,16792576.0,0.0,0.09172908961772919,1773860991.725381,0.0,0.015625,0.0,32319.568720235344,-2.7738873958587646,,-0.00029537262162193656,16792576.0,1202.189060414,24.06640625
1.2265625,1.2265625,0.0,0.0,0.0,0.0,194.2593994140625,17046528.0,0.0,0.07864303141832352,1773861042.439972,0.0,0.02734375,0.0,32261.866771553767,-2.7152042388916016,"{'path': 'media/html/render_17046528_659e9d4f1fbba7801c8a.html', 'size': 4732745.0, '_type': 'html-file', 'sha256': '659e9d4f1fbba7801c8a325c6bd3ad30c76e3699e1c49b9d937f6870e4c6b582'}",0.00010331991506973282,17046528.0,1241.062940436,21.63671875
1.14453125,1.14453125,0.0,0.0,0.0,0.0,200.2916259765625,17300480.0,0.0,0.0667015090584755,1773861042.6361947,0.0,0.03515625,0.0,32383.976304025455,-2.0047523975372314,,8.71214724611491e-05,17300480.0,1253.121624421,24.154296875
0.990234375,0.990234375,0.0,0.0,0.0,0.0,209.40542602539062,17554432.0,0.0,0.07427376508712769,1773861054.498113,0.0,0.025390625,0.0,32197.110393679748,-1.6452051401138306,,8.69435170898214e-05,17554432.0,1264.940569781,20.720703125
0.7421875,0.7421875,0.0,0.0,0.0,0.0,207.99209594726562,17808384.0,0.0,0.07752861082553864,1773861066.3171587,0.0,0.033203125,0.0,32307.917747945427,-1.5042290687561035,,4.364247797639109e-05,17808384.0,1276.780021108,19.5390625
0.771484375,0.771484375,0.0,0.0,0.0,0.0,188.2093505859375,18062336.0,0.0,0.08343487977981567,1773861078.1565964,0.0,0.02734375,0.0,32279.60911809834,-1.4590455293655396,,-5.132473597768694e-05,18062336.0,1288.604409919,20.35546875
1.009765625,1.009765625,0.0,0.0,0.0,0.0,191.76246643066406,18316288.0,0.0,0.07844162732362747,1773861128.0997264,0.0,0.02734375,0.0,32291.547069556775,-1.6459294557571411,"{'size': 4736557.0, '_type': 'html-file', 'sha256': '751da475fcce4445b14fb813c2a569f0ad615160ae3177790caf2699476c3f40', 'path': 'media/html/render_18316288_751da475fcce4445b14f.html'}",3.540849138516933e-05,18316288.0,1326.72269372,22.365234375
1.701171875,1.701171875,0.0,0.0,0.0,0.0,181.19505310058594,18570240.0,0.0,0.07886448502540588,1773861128.3319387,0.0,0.033203125,0.0,32275.131360990923,-1.452012538909912,,4.31715561717283e-05,18570240.0,1338.817668926,18.587890625
1.24609375,1.24609375,0.0,0.0,0.0,0.0,145.4701690673828,18824192.0,0.0,0.08389884978532791,1773861140.194276,0.0,0.029296875,0.0,32184.29396574037,-1.4383436441421509,,3.4577410588099156e-06,18824192.0,1350.651800986,17.291015625
0.41015625,0.41015625,0.0,0.0,0.0,0.0,165.9163360595703,19078144.0,0.0,0.08873016387224197,1773861152.0283844,0.0,0.017578125,0.0,32275.600792296947,-1.518845558166504,,7.169908258219948e-06,19078144.0,1362.478925161,17.17578125
2.052734375,2.052734375,0.0,0.0,0.0,0.0,186.5679931640625,19332096.0,0.0,0.092289499938488,1773861163.855489,0.0,0.037109375,0.0,32284.477569731043,-1.5431045293807983,,4.138837084610714e-06,19332096.0,1374.293773541,20.99609375
0.84765625,0.84765625,0.0,0.0,0.0,0.0,159.616943359375,19586048.0,0.0,0.09370151162147522,1773861214.4442976,0.0,0.025390625,0.0,32341.173418459763,-1.600050926208496,"{'size': 4766105.0, '_type': 'html-file', 'sha256': 'cc5be206e0a02a57512d3e438e9ba14eafb68f9e0acaed6524b232e1d69cac74', 'path': 'media/html/render_19586048_cc5be206e0a02a57512d.html'}",-6.489463430625619e-06,19586048.0,1413.067268399,15.244140625
2.40625,2.40625,0.0,0.0,0.0,0.0,185.2767333984375,19840000.0,0.0,0.09239595383405685,1773861214.668946,0.0,0.052734375,0.0,32221.77670976055,-1.6588996648788452,,-2.0095912987017073e-05,19840000.0,1425.165300423,20.876953125
2.45703125,2.45703125,0.0,0.0,0.0,0.0,181.94497680664062,20093952.0,0.0,0.09335138648748398,1773861226.5418181,0.0,0.05078125,0.0,32249.675396776423,-1.6355398893356323,,5.310196229402209e-06,20093952.0,1436.996421504,20.15234375
0.732421875,0.732421875,0.0,0.0,0.0,0.0,142.43284606933594,20347904.0,0.0,0.09392493963241577,1773861238.372927,0.0,0.02734375,0.0,32288.869828447172,-1.5796223878860474,,-3.564562211977318e-05,20347904.0,1448.826871173,14.36328125
1.634765625,1.634765625,0.0,0.0,0.0,0.0,178.4299774169922,20601856.0,0.0,0.1012606993317604,1773861250.2033615,0.0,0.05078125,0.0,32292.681727240513,-1.8663450479507446,,-6.34179450571537e-05,20601856.0,1460.669933119,21.46875
0.60546875,0.60546875,0.0,0.0,0.0,0.0,176.8668670654297,20855808.0,0.0,0.09744087606668472,1773861300.0340188,0.0,0.0234375,0.0,32226.4093256525,-1.7540524005889893,"{'path': 'media/html/render_20855808_4c47745a898fc628d26d.html', 'size': 4752477.0, '_type': 'html-file', 'sha256': '4c47745a898fc628d26d0ee74b2555066279b1143f744ba76f72991505679df6'}",5.6407803640468046e-05,20855808.0,1498.656978418,19.404296875
0.88671875,0.88671875,0.0,0.0,0.0,0.0,131.66259765625,21109760.0,0.0,0.0937710851430893,1773861300.2551455,0.0,0.021484375,0.0,32317.638891660023,-1.6120179891586304,,2.7302568923914805e-05,21109760.0,1510.736788188,16.732421875
0.919921875,0.919921875,0.0,0.0,0.0,0.0,107.1453628540039,21363712.0,0.0,0.08455824851989746,1773861312.1134038,0.0,0.025390625,0.0,32194.11988909997,-1.5330616235733032,,3.0390563551918603e-05,21363712.0,1522.557727134,16.4375
1.98828125,1.98828125,0.0,0.0,0.0,0.0,130.64907836914062,21617664.0,0.0,0.08897820115089417,1773861323.9343212,0.0,0.048828125,0.0,32308.390093445894,-1.476466178894043,,8.358162631338928e-06,21617664.0,1534.407727313,18.97265625
1.111328125,1.111328125,0.0,0.0,0.0,0.0,121.29920959472656,21871616.0,0.0,0.09643401205539703,1773861335.7843552,0.0,0.033203125,0.0,32185.937524793237,-1.5234678983688354,,-7.678871043026447e-06,21871616.0,1546.237378064,15.615234375
0.81640625,0.81640625,0.0,0.0,0.0,0.0,158.88499450683594,22125568.0,0.0,0.09904565662145615,1773861385.8637123,0.0,0.0390625,0.0,32294.50380773703,-1.5694793462753296,"{'path': 'media/html/render_22125568_2ff70cc182df012097b3.html', 'size': 4754405.0, '_type': 'html-file', 'sha256': '2ff70cc182df012097b3829872bf023039b590ae9ff277185bb4aa82132555ca'}",5.170549229660537e-06,22125568.0,1584.486664775,15.787109375
1.5390625,1.5390625,0.0,0.0,0.0,0.0,181.7920379638672,22379520.0,0.0,0.08685946464538574,1773861386.0609107,0.0,0.04296875,0.0,32235.158580053998,-1.478844404220581,,4.035923950596043e-07,22379520.0,1596.541546835,16.8984375
0.794921875,0.794921875,0.0,0.0,0.0,0.0,168.12757873535156,22633472.0,0.0,0.09227675199508667,1773861397.9181173,0.0,0.017578125,0.0,32232.175634194882,-1.526755452156067,,-3.966196800320176e-06,22633472.0,1608.385462588,18.6640625
1.822265625,1.822265625,0.0,0.0,0.0,0.0,168.67230224609375,22887424.0,0.0,0.0888763964176178,1773861409.7621024,0.0,0.044921875,0.0,32214.676341385864,-1.5210319757461548,,2.7314156341162743e-06,22887424.0,1620.208553271,20.0703125
1.708984375,1.708984375,0.0,0.0,0.0,0.0,178.7081298828125,23141376.0,0.0,0.09445454925298691,1773861421.584482,0.0,0.041015625,0.0,32309.028075787322,-1.5610952377319336,,-1.032378008858359e-06,23141376.0,1632.026237081,18.115234375
1.986328125,1.986328125,0.0,0.0,0.0,0.0,169.86158752441406,23395328.0,0.0,0.09606856107711792,1773861472.3177533,0.0,0.044921875,0.0,32326.98717317562,-1.5780681371688843,"{'size': 4747409.0, '_type': 'html-file', 'sha256': 'e37b513615dd3548c9c3337add37ab9e26014f3816d3f51075b5b51548427778', 'path': 'media/html/render_23395328_e37b513615dd3548c9c3.html'}",1.8588109469419578e-06,23395328.0,1670.940723854,17.77734375
1.634765625,1.634765625,0.0,0.0,0.0,0.0,169.97360229492188,23649280.0,0.0,0.09618642926216125,1773861472.5220053,0.0,0.046875,0.0,32302.081207072788,-1.6219427585601807,,-1.1878833561240754e-07,23649280.0,1683.005768069,19.3125
