eval/episode_reward_dist,eval/episode_reward_near,training/actor_loss,training/critic_loss,_step,_runtime,eval/episode_success,eval/episode_reward_survive,render,eval/episode_success_hard,training/entropy,eval/episode_success_easy,training/log_alpha,eval/episode_success_any,step,eval/episode_dist,training/alpha_loss,training/sps,eval/episode_reward,_timestamp,eval/episode_reward_ctrl
0.0,0.0,-0.031158441677689552,0.00013162799587007612,8666112.0,664.686060972,0.0,0.0,,0.0,0.0,21.662109375,0.0,0.0,8666112.0,282.89794921875,1.0148092769668438e-05,32102.855824722305,0.0,1773856917.0718691,0.0
0.0,0.0,-0.0067800297401845455,7.654215733055025e-05,8920064.0,676.536508757,0.001953125,0.0,,0.0,0.0,21.755859375,0.0,0.001953125,8920064.0,284.44036865234375,7.671510502404999e-06,32238.26306872369,0.001953125,1773856928.925694,0.0
0.0,0.0,-0.005061968229711056,6.736446084687486e-05,9174016.0,688.385495743,0.0,0.0,,0.0,0.0,23.3046875,0.0,0.0,9174016.0,301.32379150390625,1.4173997442412656e-07,32225.25982132749,0.0,1773856940.7763762,0.0
0.0,0.0,-0.0065670558251440525,9.256425983039662e-05,9427968.0,725.954528493,0.009765625,0.0,"{'path': 'media/html/render_9427968_7a85d1f30f1390055834.html', 'size': 4736409.0, '_type': 'html-file', 'sha256': '7a85d1f30f13900558343850defbff4ebaf6b6d2531ea8a42b8f5564421a89eb'}",0.0,0.0,23.56640625,0.0,0.001953125,9427968.0,299.59979248046875,1.1646433151213387e-08,32244.30985456893,0.009765625,1773856990.1947656,0.0
0.0,0.0,-0.006642588879913092,8.048905874602497e-05,9681920.0,738.085991141,0.0,0.0,,0.0,0.0,19.287109375,0.0,0.0,9681920.0,249.14181518554688,-6.220595150097097e-09,32278.511571211457,0.0,1773856990.406505,0.0
0.0,0.0,-0.006352775264531374,9.07958165043965e-05,9935872.0,749.926633695,0.0,0.0,,0.0,0.0,19.140625,0.0,0.0,9935872.0,236.9680938720703,-1.1837803626235655e-08,31985.37811244293,0.0,1773857002.3254821,0.0
0.0,0.0,-0.005654957145452499,6.21258732280694e-05,10189824.0,761.771170916,0.013671875,0.0,,0.0,0.0,20.837890625,0.0,0.001953125,10189824.0,267.5468444824219,1.033258634208778e-08,32260.828079697414,0.013671875,1773857014.166313,0.0
0.0,0.0,-0.004654068499803543,4.764617915498093e-05,10443776.0,773.604413399,0.0,0.0,,0.0,0.0,20.46484375,0.0,0.0,10443776.0,260.4131774902344,4.214150362003011e-09,32279.007512299504,0.0,1773857026.010952,0.0
0.0,0.0,-0.003704915288835764,5.7208020734833553e-05,10697728.0,811.98053628,0.013671875,0.0,"{'path': 'media/html/render_10697728_3d4b0673524939924c7c.html', 'size': 4774017.0, '_type': 'html-file', 'sha256': '3d4b0673524939924c7cc692745e4a3f4e114fb8ae75759a5d77c7462348162b'}",0.0,0.0,22.69140625,0.0,0.001953125,10697728.0,257.7723388671875,-1.5282154708362583e-10,32287.225527484392,0.013671875,1773857076.2207994,0.0
0.0,0.0,-0.004132178612053394,8.258878369815648e-05,10951680.0,824.099563582,0.0,0.0,,0.0,0.0,12.0859375,0.0,0.0,10951680.0,136.2613525390625,-7.60923946074854e-09,32311.17936939331,0.0,1773857076.4526646,0.0
0.0,0.0,-0.0026390196289867163,4.3877156713278964e-05,11205632.0,835.948131505,0.017578125,0.0,,0.0,0.0,21.361328125,0.0,0.001953125,11205632.0,243.08560180664062,-1.0511556070014194e-08,32099.243379789536,0.017578125,1773857088.339243,0.0
0.0,0.0,-0.0033271380234509706,4.6917233703425154e-05,11459584.0,847.793402756,0.01953125,0.0,,0.0,0.0,24.529296875,0.0,0.001953125,11459584.0,258.38067626953125,2.5026900551949893e-09,32241.395481278745,0.01953125,1773857100.1877937,0.0
0.0,0.0,-0.0029301808681339025,3.067562647629529e-05,11713536.0,859.638581123,0.0,0.0,,0.0,0.0,20.439453125,0.0,0.0,11713536.0,291.6046447753906,2.194891823847911e-09,32232.13076741234,0.0,1773857112.0329287,0.0
0.0,0.0,-0.002075956668704748,2.4149028831743635e-05,11967488.0,897.804750355,0.01171875,0.0,"{'path': 'media/html/render_11967488_32089738dddd88c825b5.html', 'size': 4720617.0, '_type': 'html-file', 'sha256': '32089738dddd88c825b5c256517d7c3056487cfb33ad766aec2e7c2b591fed6e'}",0.0,0.0,22.265625,0.0,0.001953125,11967488.0,293.56475830078125,3.1422082713561394e-09,32252.297312634288,0.01171875,1773857162.0450127,0.0
0.0,0.0,-0.0025742764119058847,3.3901447750395164e-05,12221440.0,909.856383475,0.0546875,0.0,,0.0,0.0,23.427734375,0.0,0.009765625,12221440.0,296.83721923828125,1.5290784194377238e-09,32195.128015357877,0.0546875,1773857162.2349539,0.0
0.0,0.0,-0.0024477546103298664,2.888921335397754e-05,12475392.0,921.696735783,0.021484375,0.0,,0.0,0.0,21.34375,0.0,0.001953125,12475392.0,290.15899658203125,1.0139606931858225e-09,32205.888537859486,0.021484375,1773857174.096025,0.0
0.0,0.0,-0.002299571642652154,2.7537209462025203e-05,12729344.0,933.535251897,0.029296875,0.0,,0.0,0.0,20.96484375,0.0,0.005859375,12729344.0,255.0087127685547,6.391019935492182e-10,32258.72940317928,0.029296875,1773857185.93632,0.0
0.0,0.0,-0.003579856129363179,4.8311987484339625e-05,12983296.0,945.372701873,0.017578125,0.0,,0.0,0.0,21.044921875,0.0,0.00390625,12983296.0,246.571533203125,5.386820434161166e-10,32286.696059071925,0.017578125,1773857197.7750099,0.0
0.0,0.0,-0.003092671511694789,3.7555491871898994e-05,13237248.0,983.606297191,0.017578125,0.0,"{'path': 'media/html/render_13237248_57f25c6e248bb5591a83.html', 'size': 4721873.0, '_type': 'html-file', 'sha256': '57f25c6e248bb5591a83318d944c8bad233d8dfc94edb32cc139d313fa9bbe24'}",0.0,0.0,17.50390625,0.0,0.001953125,13237248.0,250.89028930664062,4.300664269152321e-10,32258.195984236503,0.017578125,1773857247.8465745,0.0
0.0,0.0,-0.003453194862231612,3.6097466363571584e-05,13491200.0,995.703906045,0.03125,0.0,,0.0,0.0,23.33203125,0.0,0.00390625,13491200.0,275.2945556640625,3.665888981263521e-10,32283.895352415457,0.03125,1773857248.0573123,0.0
0.0,0.0,-0.003413919359445572,4.622166670742445e-05,13745152.0,1007.54952153,0.0,0.0,,0.0,0.0,17.05859375,0.0,0.0,13745152.0,269.76507568359375,3.2692201723527603e-10,32095.218792882628,0.0,1773857259.9435587,0.0
0.0,0.0,-0.0036657690070569515,3.816358730546199e-05,13999104.0,1019.385044537,0.015625,0.0,,0.0,0.0,20.279296875,0.0,0.001953125,13999104.0,260.05389404296875,2.8671345853048535e-10,32255.34063665749,0.015625,1773857271.7891371,0.0
0.0,0.0,-0.00345604307949543,4.304143294575624e-05,14253056.0,1031.237311545,0.0234375,0.0,,0.0,0.0,19.734375,0.0,0.009765625,14253056.0,264.248779296875,2.2754527428947569e-10,32269.118958063915,0.0234375,1773857283.6247149,0.0
0.0,0.0,-0.004361923784017563,6.332783232210204e-05,14507008.0,1068.894191985,0.0,0.0,"{'path': 'media/html/render_14507008_539f6642e33ae600e2ea.html', 'size': 4698921.0, '_type': 'html-file', 'sha256': '539f6642e33ae600e2ea25cba4a3d0e6eedb1d44f34b4fb393d6a4df7d6a12b5'}",0.0,0.0,20.12890625,0.0,0.0,14507008.0,256.9980163574219,2.2588651782395885e-10,32240.90362294915,0.0,1773857333.1344373,0.0
0.0,0.0,-0.00531376339495182,6.066661808290519e-05,14760960.0,1080.968918312,0.0234375,0.0,,0.0,0.0,17.123046875,0.0,0.00390625,14760960.0,249.7675323486328,2.08608588736503e-10,32219.82150610512,0.0234375,1773857333.334231,0.0
0.0,0.0,-0.005051386076956987,5.639605660689995e-05,15014912.0,1092.804121518,0.0,0.0,,0.0,0.0,19.486328125,0.0,0.0,15014912.0,264.57525634765625,1.9037912912800437e-10,32168.535021812742,0.0,1773857345.2085893,0.0
0.0,0.0,-0.0049592056311666965,5.599852011073381e-05,15268864.0,1104.655228834,0.033203125,0.0,,0.0,0.0,20.525390625,0.0,0.005859375,15268864.0,249.31027221679688,1.6587654860789058e-10,32262.8478740134,0.033203125,1773857357.0438814,0.0
0.0,0.0,-0.004448495339602232,5.049780884291977e-05,15522816.0,1116.470085243,0.001953125,0.0,,0.0,0.0,17.669921875,0.0,0.001953125,15522816.0,267.1439514160156,1.6262172164438482e-10,32233.230039543778,0.001953125,1773857368.8948321,0.0
0.0,0.0,-0.004329511895775795,4.8055615479825065e-05,15776768.0,1156.111534248,0.0,0.0,"{'path': 'media/html/render_15776768_cb30036bba1a0b37e5e3.html', 'size': 4712473.0, '_type': 'html-file', 'sha256': 'cb30036bba1a0b37e5e382945d4487ab4eb3a82425a9099132592bc571d1906a'}",0.0,0.0,20.02734375,0.0,0.0,15776768.0,253.73651123046875,1.5547162168783046e-10,32346.439620602734,0.0,1773857420.3517847,0.0
0.0,0.0,-0.004824962001293898,6.08740265306551e-05,16030720.0,1168.174594698,0.015625,0.0,,0.0,0.0,23.107421875,0.0,0.001953125,16030720.0,235.71209716796875,1.4437177842108184e-10,32231.087162279233,0.015625,1773857420.5823314,0.0
0.0,0.0,-0.0053930096328258514,6.295389903243631e-05,16284672.0,1180.019274272,0.009765625,0.0,,0.0,0.0,19.841796875,0.0,0.001953125,16284672.0,274.2736511230469,1.3715947821957286e-10,32304.946795819906,0.009765625,1773857432.4142103,0.0
0.0,0.0,-0.006171681918203831,7.382290641544387e-05,16538624.0,1191.860468579,0.0,0.0,,0.0,0.0,18.810546875,0.0,0.0,16538624.0,267.5037841796875,1.332340487936179e-10,32268.92539376487,0.0,1773857444.2588694,0.0
0.0,0.0,-0.006180695723742247,5.761799548054114e-05,16792576.0,1203.714350544,0.0,0.0,,0.0,0.0,22.64453125,0.0,0.0,16792576.0,260.3319396972656,1.2697369544678594e-10,32259.542265967528,0.0,1773857456.1002269,0.0
0.0,0.0,-0.006599084939807653,8.032601181184873e-05,17046528.0,1242.090481203,0.009765625,0.0,"{'path': 'media/html/render_17046528_c70c934927d95cfae051.html', 'size': 4713353.0, '_type': 'html-file', 'sha256': 'c70c934927d95cfae051f11ed85203f6feec42c1cbd60b80e45fa21904bcc170'}",0.0,0.0,20.599609375,0.0,0.00390625,17046528.0,268.0439758300781,1.2048385900076397e-10,32220.0027861942,0.009765625,1773857506.330763,0.0
0.0,0.0,-0.00612065801396966,6.37076809653081e-05,17300480.0,1254.222687311,0.00390625,0.0,,0.0,0.0,19.982421875,0.0,0.001953125,17300480.0,260.8619079589844,1.1406320332696396e-10,32330.11231937329,0.00390625,1773857506.5792005,0.0
0.0,0.0,-0.006054609082639217,7.08952866261825e-05,17554432.0,1266.062759187,0.005859375,0.0,,0.0,0.0,20.138671875,0.0,0.001953125,17554432.0,265.30133056640625,1.079212830212839e-10,32128.45645076366,0.005859375,1773857518.462355,0.0
0.0,0.0,-0.005996714811772108,6.174526788527146e-05,17808384.0,1277.912409593,0.00390625,0.0,,0.0,0.0,18.994140625,0.0,0.001953125,17808384.0,275.4792175292969,1.0204056349882862e-10,32242.467081745126,0.00390625,1773857530.3024075,0.0
0.0,0.0,-0.005025552585721016,5.9015696024289355e-05,18062336.0,1289.755294311,0.001953125,0.0,,0.0,0.0,18.25390625,0.0,0.001953125,18062336.0,235.9912567138672,9.465923184182046e-11,32237.75276757961,0.001953125,1773857542.1518588,0.0
0.0,0.0,-0.0059346104972064495,6.660935468971729e-05,18316288.0,1327.854462641,0.021484375,0.0,"{'path': 'media/html/render_18316288_7c0eae7829a533f0662e.html', 'size': 4711933.0, '_type': 'html-file', 'sha256': '7c0eae7829a533f0662e3d0727b7ca4de00f4be6bf82c91db735f16937af6478'}",0.0,0.0,21.8359375,0.0,0.0078125,18316288.0,237.68038940429688,8.114418165172665e-11,32232.578465468112,0.021484375,1773857592.0947537,0.0
0.0,0.0,-0.005471959710121155,5.4397045460063964e-05,18570240.0,1339.920420486,0.03125,0.0,,0.0,0.0,20.19921875,0.0,0.005859375,18570240.0,261.4143981933594,8.81736836322311e-11,32234.28353838627,0.03125,1773857592.3011727,0.0
0.0,0.0,-0.004862621892243624,5.633914770442061e-05,18824192.0,1351.769423895,0.021484375,0.0,,0.0,0.0,20.21484375,0.0,0.00390625,18824192.0,260.64605712890625,8.694988479218679e-11,32200.610563728405,0.021484375,1773857604.1602275,0.0
0.0,0.0,-0.00490401778370142,5.619701914838515e-05,19078144.0,1363.613107947,0.00390625,0.0,,0.0,0.0,22.037109375,0.0,0.001953125,19078144.0,259.6017150878906,8.490574215924696e-11,32253.839413077156,0.00390625,1773857616.0091898,0.0
0.0,0.0,-0.0054107592441141605,5.914695793762803e-05,19332096.0,1375.441868443,0.03515625,0.0,,0.0,0.0,19.099609375,0.0,0.00390625,19332096.0,222.84425354003906,7.896382853145312e-11,32248.290884729377,0.03515625,1773857627.852843,0.0
0.0,0.0,-0.0052657946944236755,5.950202466920018e-05,19586048.0,1414.498126505,0.013671875,0.0,"{'path': 'media/html/render_19586048_1a4d824e49a469ca0533.html', 'size': 4714709.0, '_type': 'html-file', 'sha256': '1a4d824e49a469ca05335a03c7ec1b1a636a33ae84db103b3e279fcb03e43691'}",0.0,0.0,21.3515625,0.0,0.001953125,19586048.0,263.1099853515625,6.51049283928451e-11,32318.255666486268,0.013671875,1773857678.738408,0.0
0.0,0.0,-0.0057123336009681225,6.366545130731538e-05,19840000.0,1426.645988988,0.021484375,0.0,,0.0,0.0,23.162109375,0.0,0.00390625,19840000.0,251.1497802734375,7.427309461904841e-11,32170.982462821084,0.021484375,1773857678.9849885,0.0
0.0,0.0,-0.005086373537778854,4.8541365686105564e-05,20093952.0,1438.489998622,0.00390625,0.0,,0.0,0.0,20.619140625,0.0,0.001953125,20093952.0,242.62796020507812,6.981135114436654e-11,32170.470402872397,0.00390625,1773857690.8858678,0.0
0.0,0.0,-0.004250817000865936,4.8276186134899035e-05,20347904.0,1450.33136868,0.009765625,0.0,,0.0,0.0,22.552734375,0.0,0.00390625,20347904.0,256.50262451171875,6.611532848976864e-11,32230.692170489907,0.009765625,1773857702.7296755,0.0
0.0,0.0,-0.004636324942111969,5.278475146042183e-05,20601856.0,1462.200917706,0.0078125,0.0,,0.0,0.0,22.548828125,0.0,0.001953125,20601856.0,261.6340637207031,6.860783469120335e-11,32256.121093712383,0.0078125,1773857714.5711982,0.0
0.0,0.0,-0.004748993087559938,4.997094947611913e-05,20855808.0,1499.268440184,0.00390625,0.0,"{'path': 'media/html/render_20855808_cffa3eebd86d3c71a010.html', 'size': 4732633.0, '_type': 'html-file', 'sha256': 'cffa3eebd86d3c71a010106edb342f32c9ceff40c62d9a776ca2e3a6ae06a5c2'}",0.0,0.0,21.0,0.0,0.001953125,20855808.0,271.608154296875,6.764225984889904e-11,32144.40216431046,0.00390625,1773857763.50869,0.0
0.0,0.0,-0.004422715399414301,5.0704347813734785e-05,21109760.0,1511.340498285,0.0,0.0,,0.0,0.0,20.408203125,0.0,0.0,21109760.0,233.55398559570312,6.419346998409736e-11,32263.0775231475,0.0,1773857763.710405,0.0
0.0,0.0,-0.004157888237386942,4.265184179530479e-05,21363712.0,1523.173975605,0.015625,0.0,,0.0,0.0,18.263671875,0.0,0.001953125,21363712.0,275.29168701171875,5.6051111668731224e-11,32178.977375513667,0.015625,1773857775.5801842,0.0
0.0,0.0,-0.0042209685780107975,4.910449933959171e-05,21617664.0,1535.028046362,0.013671875,0.0,,0.0,0.0,18.484375,0.0,0.001953125,21617664.0,276.22222900390625,6.078565428779825e-11,32282.295586072574,0.013671875,1773857787.413748,0.0
0.0,0.0,-0.004716225899755955,5.084124859422445e-05,21871616.0,1546.861065931,0.0,0.0,,0.0,0.0,21.994140625,0.0,0.0,21871616.0,262.7242431640625,5.891984122818883e-11,32198.589794290932,0.0,1773857799.2676957,0.0
0.0,0.0,-0.003944997675716877,3.8251742807915434e-05,22125568.0,1585.514023543,0.021484375,0.0,"{'_type': 'html-file', 'sha256': '5c257cd226cdade0eafb050819686a471104b95dd61649a576bbb4959904942d', 'path': 'media/html/render_22125568_5c257cd226cdade0eafb.html', 'size': 4719997.0}",0.0,0.0,22.763671875,0.0,0.00390625,22125568.0,266.5302734375,5.638664535290161e-11,32292.211798940552,0.021484375,1773857849.7542913,0.0
0.0,0.0,-0.003656915156170726,4.239476038492285e-05,22379520.0,1597.622936166,0.0,0.0,,0.0,0.0,20.4765625,0.0,0.0,22379520.0,270.58251953125,5.544631767606667e-11,32226.738884850616,0.0,1773857849.9919868,0.0
0.0,0.0,-0.004478130489587784,5.26544863532763e-05,22633472.0,1609.483527703,0.0,0.0,,0.0,0.0,20.125,0.0,0.0,22633472.0,277.68560791015625,5.4319458653306896e-11,32192.063935383754,0.0,1773857861.8622265,0.0
0.0,0.0,-0.004514174535870552,4.436553717823699e-05,22887424.0,1621.316592658,0.041015625,0.0,,0.0,0.0,23.611328125,0.0,0.0078125,22887424.0,271.2221374511719,5.304777450643172e-11,32160.748244243354,0.041015625,1773857873.7232554,0.0
0.0,0.0,-0.0042838891968131065,5.2162835345370695e-05,23141376.0,1633.149397152,0.0,0.0,,0.0,0.0,23.30859375,0.0,0.0,23141376.0,267.46929931640625,5.170668754272967e-11,32298.360129457626,0.0,1773857885.556322,0.0
0.0,0.0,-0.004341538064181805,4.5823508116882294e-05,23395328.0,1671.145337657,0.001953125,0.0,"{'path': 'media/html/render_23395328_eebdcfe75af8486b0cc3.html', 'size': 4717481.0, '_type': 'html-file', 'sha256': 'eebdcfe75af8486b0cc3476a7d7c13d35257a0900fac63847f1b8906e95a0c27'}",0.0,0.0,23.953125,0.0,0.001953125,23395328.0,260.81683349609375,5.0340277085725305e-11,32282.740765065806,0.001953125,1773857935.3856335,0.0
0.0,0.0,-0.004431384149938822,4.496167093748227e-05,23649280.0,1683.287988635,0.0234375,0.0,,0.0,0.0,21.169921875,0.0,0.00390625,23649280.0,284.37213134765625,4.89843547668567e-11,32276.356800999485,0.0234375,1773857935.637379,0.0
